Year,SeriesCode,Страна ,Bioclimatic belt,Value
2010,ER_MTN_TOTL,Bosnia and Herzegovina,REMAIN_MOUNT,24.61
2015,ER_MTN_TOTL,Bosnia and Herzegovina,TOTAL,38054.12
2015,ER_MTN_TOTL,Bosnia and Herzegovina,MONTANE,38029.51
2015,ER_MTN_TOTL,Bosnia and Herzegovina,REMAIN_MOUNT,24.61
2018,ER_MTN_TOTL,Bosnia and Herzegovina,REMAIN_MOUNT,24.61
2018,ER_MTN_TOTL,Bosnia and Herzegovina,MONTANE,38029.51
2018,ER_MTN_TOTL,Bosnia and Herzegovina,TOTAL,38054.12
2000,ER_MTN_TOTL,Bulgaria,ALPINE,447.06
2000,ER_MTN_TOTL,Bulgaria,MONTANE,48013.43
2000,ER_MTN_TOTL,Bulgaria,TOTAL,48460.49
2005,ER_MTN_TOTL,Bulgaria,ALPINE,447.06
2005,ER_MTN_TOTL,Bulgaria,TOTAL,48460.49
2005,ER_MTN_TOTL,Bulgaria,MONTANE,48013.43
2010,ER_MTN_TOTL,Bulgaria,ALPINE,447.06
2010,ER_MTN_TOTL,Bulgaria,MONTANE,48013.43
2010,ER_MTN_TOTL,Bulgaria,TOTAL,48460.49
2015,ER_MTN_TOTL,Bulgaria,TOTAL,48460.49
2015,ER_MTN_TOTL,Bulgaria,MONTANE,48013.43
2015,ER_MTN_TOTL,Bulgaria,ALPINE,447.06
2018,ER_MTN_TOTL,Bulgaria,ALPINE,447.06
2018,ER_MTN_TOTL,Bulgaria,MONTANE,48013.43
2018,ER_MTN_TOTL,Bulgaria,TOTAL,48460.49
2000,ER_MTN_TOTL,Chile,TOTAL,482144.67
2000,ER_MTN_TOTL,Chile,ALPINE,154863.25
2000,ER_MTN_TOTL,Chile,REMAIN_MOUNT,63301.11
2000,ER_MTN_TOTL,Chile,MONTANE,252194.37
2000,ER_MTN_TOTL,Chile,NIVAL,11785.94
2005,ER_MTN_TOTL,Chile,MONTANE,252194.37
2005,ER_MTN_TOTL,Chile,NIVAL,11785.94
2005,ER_MTN_TOTL,Chile,TOTAL,482144.67
2005,ER_MTN_TOTL,Chile,ALPINE,154863.25
2005,ER_MTN_TOTL,Chile,REMAIN_MOUNT,63301.11
2010,ER_MTN_TOTL,Chile,REMAIN_MOUNT,63301.11
2010,ER_MTN_TOTL,Chile,MONTANE,252194.37
2010,ER_MTN_TOTL,Chile,ALPINE,154863.25
2010,ER_MTN_TOTL,Chile,NIVAL,11785.94
2010,ER_MTN_TOTL,Chile,TOTAL,482144.67
2015,ER_MTN_TOTL,Chile,TOTAL,482144.67
2015,ER_MTN_TOTL,Chile,NIVAL,11785.94
2015,ER_MTN_TOTL,Chile,MONTANE,252194.37
2015,ER_MTN_TOTL,Chile,ALPINE,154863.25
2015,ER_MTN_TOTL,Chile,REMAIN_MOUNT,63301.11
2018,ER_MTN_TOTL,Chile,ALPINE,154863.25
2018,ER_MTN_TOTL,Chile,REMAIN_MOUNT,63301.11
2018,ER_MTN_TOTL,Chile,MONTANE,252194.37
2018,ER_MTN_TOTL,Chile,NIVAL,11785.94
2018,ER_MTN_TOTL,Chile,TOTAL,482144.67
2000,ER_MTN_TOTL,China,TOTAL,5064053.91
2000,ER_MTN_TOTL,China,MONTANE,2459539.69
2000,ER_MTN_TOTL,China,NIVAL,42562.67
2000,ER_MTN_TOTL,China,REMAIN_MOUNT,1068545.8
2000,ER_MTN_TOTL,China,ALPINE,1493405.76
2005,ER_MTN_TOTL,China,REMAIN_MOUNT,1068545.8
2005,ER_MTN_TOTL,China,NIVAL,42562.67
2005,ER_MTN_TOTL,China,MONTANE,2459539.69
2005,ER_MTN_TOTL,China,ALPINE,1493405.76
2005,ER_MTN_TOTL,China,TOTAL,5064053.91
2010,ER_MTN_TOTL,China,ALPINE,1493405.76
2010,ER_MTN_TOTL,China,REMAIN_MOUNT,1068545.8
2010,ER_MTN_TOTL,China,MONTANE,2459539.69
2010,ER_MTN_TOTL,China,TOTAL,5064053.91
2010,ER_MTN_TOTL,China,NIVAL,42562.67
2015,ER_MTN_TOTL,China,NIVAL,42562.67
2015,ER_MTN_TOTL,China,REMAIN_MOUNT,1068545.8
2015,ER_MTN_TOTL,China,MONTANE,2459539.69
2015,ER_MTN_TOTL,China,TOTAL,5064053.91
2015,ER_MTN_TOTL,China,ALPINE,1493405.76
2018,ER_MTN_TOTL,China,REMAIN_MOUNT,1068545.8
2018,ER_MTN_TOTL,China,ALPINE,1493405.76
2018,ER_MTN_TOTL,China,MONTANE,2459539.69
2018,ER_MTN_TOTL,China,TOTAL,5064053.91
2018,ER_MTN_TOTL,China,NIVAL,42562.67
2000,ER_MTN_TOTL,Colombia,REMAIN_MOUNT,231288.16
2000,ER_MTN_TOTL,Colombia,ALPINE,5585.52
2000,ER_MTN_TOTL,Colombia,TOTAL,303958.49
2000,ER_MTN_TOTL,Colombia,MONTANE,66832.63
2000,ER_MTN_TOTL,Colombia,NIVAL,252.18
2005,ER_MTN_TOTL,Colombia,MONTANE,66832.63
2005,ER_MTN_TOTL,Colombia,NIVAL,252.18
2005,ER_MTN_TOTL,Colombia,TOTAL,303958.49
2005,ER_MTN_TOTL,Colombia,ALPINE,5585.52
2005,ER_MTN_TOTL,Colombia,REMAIN_MOUNT,231288.16
2010,ER_MTN_TOTL,Colombia,REMAIN_MOUNT,231288.16
2010,ER_MTN_TOTL,Colombia,NIVAL,252.18
2010,ER_MTN_TOTL,Colombia,TOTAL,303958.49
2010,ER_MTN_TOTL,Colombia,MONTANE,66832.63
2010,ER_MTN_TOTL,Colombia,ALPINE,5585.52
2015,ER_MTN_TOTL,Colombia,MONTANE,66832.63
2015,ER_MTN_TOTL,Colombia,TOTAL,303958.49
2015,ER_MTN_TOTL,Colombia,REMAIN_MOUNT,231288.16
2015,ER_MTN_TOTL,Colombia,NIVAL,252.18
2015,ER_MTN_TOTL,Colombia,ALPINE,5585.52
2018,ER_MTN_TOTL,Colombia,REMAIN_MOUNT,231288.16
2018,ER_MTN_TOTL,Colombia,NIVAL,252.18
2018,ER_MTN_TOTL,Colombia,MONTANE,66832.63
2018,ER_MTN_TOTL,Colombia,TOTAL,303958.49
2018,ER_MTN_TOTL,Colombia,ALPINE,5585.52
2000,ER_MTN_TOTL,Costa Rica,MONTANE,2479.15
2000,ER_MTN_TOTL,Costa Rica,REMAIN_MOUNT,21363.75
2000,ER_MTN_TOTL,Costa Rica,ALPINE,42.17
2000,ER_MTN_TOTL,Costa Rica,TOTAL,23885.07
2005,ER_MTN_TOTL,Costa Rica,ALPINE,42.17
2005,ER_MTN_TOTL,Costa Rica,TOTAL,23885.07
2005,ER_MTN_TOTL,Costa Rica,REMAIN_MOUNT,21363.75
2005,ER_MTN_TOTL,Costa Rica,MONTANE,2479.15
2010,ER_MTN_TOTL,Costa Rica,MONTANE,2479.15
2010,ER_MTN_TOTL,Costa Rica,REMAIN_MOUNT,21363.75
2010,ER_MTN_TOTL,Costa Rica,TOTAL,23885.07
2010,ER_MTN_TOTL,Costa Rica,ALPINE,42.17
2015,ER_MTN_TOTL,Costa Rica,ALPINE,42.17
2015,ER_MTN_TOTL,Costa Rica,TOTAL,23885.07
2015,ER_MTN_TOTL,Costa Rica,REMAIN_MOUNT,21363.75
2015,ER_MTN_TOTL,Costa Rica,MONTANE,2479.15
2018,ER_MTN_TOTL,Costa Rica,MONTANE,2479.15
2018,ER_MTN_TOTL,Costa Rica,REMAIN_MOUNT,21363.75
2018,ER_MTN_TOTL,Costa Rica,TOTAL,23885.07
2018,ER_MTN_TOTL,Costa Rica,ALPINE,42.17
2000,ER_MTN_TOTL,Croatia,REMAIN_MOUNT,147.33
2000,ER_MTN_TOTL,Croatia,TOTAL,17625.53
2000,ER_MTN_TOTL,Croatia,MONTANE,17478.2
2005,ER_MTN_TOTL,Croatia,MONTANE,17478.2
2005,ER_MTN_TOTL,Croatia,TOTAL,17625.53
2005,ER_MTN_TOTL,Croatia,REMAIN_MOUNT,147.33
2010,ER_MTN_TOTL,Croatia,REMAIN_MOUNT,147.33
2010,ER_MTN_TOTL,Croatia,TOTAL,17625.53
2010,ER_MTN_TOTL,Croatia,MONTANE,17478.2
2015,ER_MTN_TOTL,Croatia,MONTANE,17478.2
2015,ER_MTN_TOTL,Croatia,TOTAL,17625.53
2015,ER_MTN_TOTL,Croatia,REMAIN_MOUNT,147.33
2018,ER_MTN_TOTL,Croatia,REMAIN_MOUNT,147.33
2018,ER_MTN_TOTL,Croatia,TOTAL,17625.53
2018,ER_MTN_TOTL,Croatia,MONTANE,17478.2
2000,ER_MTN_TOTL,Cyprus,TOTAL,3366.42
2000,ER_MTN_TOTL,Cyprus,MONTANE,422.26
2000,ER_MTN_TOTL,Cyprus,REMAIN_MOUNT,2944.17
2005,ER_MTN_TOTL,Cyprus,REMAIN_MOUNT,2944.17
2005,ER_MTN_TOTL,Cyprus,TOTAL,3366.42
2005,ER_MTN_TOTL,Cyprus,MONTANE,422.26
2010,ER_MTN_TOTL,Cyprus,TOTAL,3366.42
2010,ER_MTN_TOTL,Cyprus,MONTANE,422.26
2010,ER_MTN_TOTL,Cyprus,REMAIN_MOUNT,2944.17
2015,ER_MTN_TOTL,Cyprus,REMAIN_MOUNT,2944.17
2015,ER_MTN_TOTL,Cyprus,TOTAL,3366.42
2015,ER_MTN_TOTL,Cyprus,MONTANE,422.26
2018,ER_MTN_TOTL,Cyprus,MONTANE,422.26
2018,ER_MTN_TOTL,Cyprus,REMAIN_MOUNT,2944.17
2018,ER_MTN_TOTL,Cyprus,TOTAL,3366.42
2000,ER_MTN_TOTL,Finland,ALPINE,1049.16
2000,ER_MTN_TOTL,Finland,TOTAL,2858.72
2000,ER_MTN_TOTL,Finland,MONTANE,1803.55
2000,ER_MTN_TOTL,Finland,NIVAL,6.01
2005,ER_MTN_TOTL,Finland,MONTANE,1803.55
2005,ER_MTN_TOTL,Finland,ALPINE,1049.16
2005,ER_MTN_TOTL,Finland,TOTAL,2858.72
2005,ER_MTN_TOTL,Finland,NIVAL,6.01
2010,ER_MTN_TOTL,Finland,ALPINE,1049.16
2010,ER_MTN_TOTL,Finland,TOTAL,2858.72
2010,ER_MTN_TOTL,Finland,NIVAL,6.01
2010,ER_MTN_TOTL,Finland,MONTANE,1803.55
2015,ER_MTN_TOTL,Finland,TOTAL,2858.72
2015,ER_MTN_TOTL,Finland,MONTANE,1803.55
2015,ER_MTN_TOTL,Finland,ALPINE,1049.16
2015,ER_MTN_TOTL,Finland,NIVAL,6.01
2018,ER_MTN_TOTL,Finland,MONTANE,1803.55
2018,ER_MTN_TOTL,Finland,ALPINE,1049.16
2018,ER_MTN_TOTL,Finland,NIVAL,6.01
2018,ER_MTN_TOTL,Finland,TOTAL,2858.72
2000,ER_MTN_TOTL,Greece,REMAIN_MOUNT,15326.35
2000,ER_MTN_TOTL,Greece,TOTAL,72836.51
2000,ER_MTN_TOTL,Greece,MONTANE,57510.16
2005,ER_MTN_TOTL,Greece,REMAIN_MOUNT,15326.35
2005,ER_MTN_TOTL,Greece,TOTAL,72836.51
2005,ER_MTN_TOTL,Greece,MONTANE,57510.16
2010,ER_MTN_TOTL,Greece,TOTAL,72836.51
2010,ER_MTN_TOTL,Greece,REMAIN_MOUNT,15326.35
2010,ER_MTN_TOTL,Greece,MONTANE,57510.16
2015,ER_MTN_TOTL,Greece,MONTANE,57510.16
2015,ER_MTN_TOTL,Greece,REMAIN_MOUNT,15326.35
2015,ER_MTN_TOTL,Greece,TOTAL,72836.51
2018,ER_MTN_TOTL,Greece,TOTAL,72836.51
2018,ER_MTN_TOTL,Greece,REMAIN_MOUNT,15326.35
2018,ER_MTN_TOTL,Greece,MONTANE,57510.16
2000,ER_MTN_TOTL,Hungary,MONTANE,3227.11
2000,ER_MTN_TOTL,Hungary,TOTAL,3227.11
2005,ER_MTN_TOTL,Hungary,TOTAL,3227.11
2005,ER_MTN_TOTL,Hungary,MONTANE,3227.11
2010,ER_MTN_TOTL,Hungary,MONTANE,3227.11
2010,ER_MTN_TOTL,Hungary,TOTAL,3227.11
2015,ER_MTN_TOTL,Hungary,TOTAL,3227.11
2015,ER_MTN_TOTL,Hungary,MONTANE,3227.11
2018,ER_MTN_TOTL,Hungary,MONTANE,3227.11
2018,ER_MTN_TOTL,Hungary,TOTAL,3227.11
2000,ER_MTN_TOTL,Iceland,ALPINE,19889.11
2000,ER_MTN_TOTL,Iceland,NIVAL,23873.09
2000,ER_MTN_TOTL,Iceland,MONTANE,1026.92
2000,ER_MTN_TOTL,Iceland,TOTAL,44789.12
2005,ER_MTN_TOTL,Iceland,MONTANE,1026.92
2005,ER_MTN_TOTL,Iceland,ALPINE,19889.11
2005,ER_MTN_TOTL,Iceland,NIVAL,23873.09
2005,ER_MTN_TOTL,Iceland,TOTAL,44789.12
2010,ER_MTN_TOTL,Iceland,ALPINE,19889.11
2010,ER_MTN_TOTL,Iceland,MONTANE,1026.92
2010,ER_MTN_TOTL,Iceland,NIVAL,23873.09
2010,ER_MTN_TOTL,Iceland,TOTAL,44789.12
2015,ER_MTN_TOTL,Iceland,NIVAL,23873.09
2015,ER_MTN_TOTL,Iceland,MONTANE,1026.92
2015,ER_MTN_TOTL,Iceland,TOTAL,44789.12
2015,ER_MTN_TOTL,Iceland,ALPINE,19889.11
2018,ER_MTN_TOTL,Iceland,MONTANE,1026.92
2018,ER_MTN_TOTL,Iceland,NIVAL,23873.09
2018,ER_MTN_TOTL,Iceland,ALPINE,19889.11
2018,ER_MTN_TOTL,Iceland,TOTAL,44789.12
2000,ER_MTN_TOTL,India,NIVAL,4810.77
2000,ER_MTN_TOTL,India,ALPINE,17942.47
2000,ER_MTN_TOTL,India,TOTAL,448899.73
2000,ER_MTN_TOTL,India,REMAIN_MOUNT,379211.25
2000,ER_MTN_TOTL,India,MONTANE,46935.23
2005,ER_MTN_TOTL,India,REMAIN_MOUNT,379211.25
2005,ER_MTN_TOTL,India,NIVAL,4810.77
2005,ER_MTN_TOTL,India,MONTANE,46935.23
2005,ER_MTN_TOTL,India,TOTAL,448899.73
2005,ER_MTN_TOTL,India,ALPINE,17942.47
2010,ER_MTN_TOTL,India,MONTANE,46935.23
2010,ER_MTN_TOTL,India,TOTAL,448899.73
2010,ER_MTN_TOTL,India,NIVAL,4810.77
2010,ER_MTN_TOTL,India,ALPINE,17942.47
2010,ER_MTN_TOTL,India,REMAIN_MOUNT,379211.25
2015,ER_MTN_TOTL,India,REMAIN_MOUNT,379211.25
2015,ER_MTN_TOTL,India,MONTANE,46935.23
2015,ER_MTN_TOTL,India,TOTAL,448899.73
2015,ER_MTN_TOTL,India,ALPINE,17942.47
2015,ER_MTN_TOTL,India,NIVAL,4810.77
2018,ER_MTN_TOTL,India,TOTAL,448899.73
2018,ER_MTN_TOTL,India,MONTANE,46935.23
2018,ER_MTN_TOTL,India,NIVAL,4810.77
2018,ER_MTN_TOTL,India,ALPINE,17942.47
2018,ER_MTN_TOTL,India,REMAIN_MOUNT,379211.25
2000,ER_MTN_TOTL,Ireland,ALPINE,50.77
2000,ER_MTN_TOTL,Ireland,TOTAL,2994.45
2000,ER_MTN_TOTL,Ireland,MONTANE,2943.68
2005,ER_MTN_TOTL,Ireland,ALPINE,50.77
2005,ER_MTN_TOTL,Ireland,TOTAL,2994.45
2005,ER_MTN_TOTL,Ireland,MONTANE,2943.68
2010,ER_MTN_TOTL,Ireland,ALPINE,50.77
2010,ER_MTN_TOTL,Ireland,MONTANE,2943.68
2010,ER_MTN_TOTL,Ireland,TOTAL,2994.45
2015,ER_MTN_TOTL,Ireland,MONTANE,2943.68
2015,ER_MTN_TOTL,Ireland,TOTAL,2994.45
2015,ER_MTN_TOTL,Ireland,ALPINE,50.77
2018,ER_MTN_TOTL,Ireland,ALPINE,50.77
2018,ER_MTN_TOTL,Ireland,MONTANE,2943.68
2018,ER_MTN_TOTL,Ireland,TOTAL,2994.45
2000,ER_MTN_TOTL,Israel,REMAIN_MOUNT,6403.57
2000,ER_MTN_TOTL,Israel,TOTAL,6403.57
2005,ER_MTN_TOTL,Israel,REMAIN_MOUNT,6403.57
2005,ER_MTN_TOTL,Israel,TOTAL,6403.57
2010,ER_MTN_TOTL,Israel,TOTAL,6403.57
2010,ER_MTN_TOTL,Israel,REMAIN_MOUNT,6403.57
2015,ER_MTN_TOTL,Israel,TOTAL,6403.57
2015,ER_MTN_TOTL,Israel,REMAIN_MOUNT,6403.57
2018,ER_MTN_TOTL,Israel,REMAIN_MOUNT,6403.57
2018,ER_MTN_TOTL,Israel,TOTAL,6403.57
2000,ER_MTN_TOTL,Italy,ALPINE,4356.57
2000,ER_MTN_TOTL,Italy,NIVAL,4023.9
2000,ER_MTN_TOTL,Italy,REMAIN_MOUNT,13059.09
2000,ER_MTN_TOTL,Italy,TOTAL,151284.18
2000,ER_MTN_TOTL,Italy,MONTANE,129844.62
2005,ER_MTN_TOTL,Italy,ALPINE,4356.57
2005,ER_MTN_TOTL,Italy,REMAIN_MOUNT,13059.09
2005,ER_MTN_TOTL,Italy,TOTAL,151284.18
2005,ER_MTN_TOTL,Italy,NIVAL,4023.9
2005,ER_MTN_TOTL,Italy,MONTANE,129844.62
2010,ER_MTN_TOTL,Italy,TOTAL,151284.18
2010,ER_MTN_TOTL,Italy,ALPINE,4356.57
