Year,SeriesCode,Country,Education level,Sex,Value
2014,SE_TRA_GRDL,Slovakia,LOWSEC,Both sexes,96.4
2014,SE_TRA_GRDL,Slovakia,PREPRI,Both sexes,96.1
2014,SE_TRA_GRDL,Slovakia,PRIMAR,Both sexes,95.9
2000,SE_TRA_GRDL,Viet Nam,PRIMAR,Female,81.63441
2013,SE_TRA_GRDL,Spain,UPPSEC,Both sexes,100.0
2013,SE_TRA_GRDL,Spain,SECOND,Male,100.0
2014,SE_TRA_GRDL,Spain,LOWSEC,Female,100.0
2014,SE_TRA_GRDL,Spain,LOWSEC,Male,100.0
2014,SE_TRA_GRDL,Spain,UPPSEC,Male,100.0
2014,SE_TRA_GRDL,Spain,PRIMAR,Male,100.0
2014,SE_TRA_GRDL,Spain,PREPRI,Male,100.0
2014,SE_TRA_GRDL,Spain,PRIMAR,Both sexes,100.0
2014,SE_TRA_GRDL,Spain,SECOND,Male,100.0
2014,SE_TRA_GRDL,Spain,UPPSEC,Both sexes,100.0
2000,SE_TRA_GRDL,Viet Nam,PRIMAR,Both sexes,80.04964
2000,SE_TRA_GRDL,Viet Nam,LOWSEC,Male,82.61851
2000,SE_TRA_GRDL,Viet Nam,LOWSEC,Female,87.94481
2000,SE_TRA_GRDL,Viet Nam,PRIMAR,Male,74.46229
2000,SE_TRA_GRDL,Viet Nam,PREPRI,Both sexes,50.52632
2000,SE_TRA_GRDL,Viet Nam,LOWSEC,Both sexes,86.31814
2000,SE_TRA_GRDL,Viet Nam,PREPRI,Female,50.52632
2000,SE_TRA_GRDL,Viet Nam,PREPRI,Male,0.0
2001,SE_TRA_GRDL,Viet Nam,PRIMAR,Both sexes,84.94996
2001,SE_TRA_GRDL,Viet Nam,PREPRI,Male,0.0
2014,SE_TRA_GRDL,Spain,SECOND,Female,100.0
2014,SE_TRA_GRDL,Spain,UPPSEC,Female,100.0
2014,SE_TRA_GRDL,Spain,SECOND,Both sexes,100.0
2014,SE_TRA_GRDL,Spain,PRIMAR,Female,100.0
2014,SE_TRA_GRDL,Spain,PREPRI,Both sexes,100.0
2014,SE_TRA_GRDL,Spain,PREPRI,Female,100.0
2014,SE_TRA_GRDL,Spain,LOWSEC,Both sexes,100.0
2015,SE_TRA_GRDL,Spain,PRIMAR,Male,100.0
2015,SE_TRA_GRDL,Spain,UPPSEC,Male,100.0
2015,SE_TRA_GRDL,Spain,LOWSEC,Male,100.0
2001,SE_TRA_GRDL,Viet Nam,PREPRI,Female,56.24943
2001,SE_TRA_GRDL,Viet Nam,LOWSEC,Both sexes,90.84015
2001,SE_TRA_GRDL,Viet Nam,PREPRI,Both sexes,56.24943
2001,SE_TRA_GRDL,Viet Nam,PRIMAR,Male,80.36526
2001,SE_TRA_GRDL,Viet Nam,LOWSEC,Female,90.39982
2001,SE_TRA_GRDL,Viet Nam,LOWSEC,Male,91.84319
2001,SE_TRA_GRDL,Viet Nam,PRIMAR,Female,86.21999
2002,SE_TRA_GRDL,Viet Nam,LOWSEC,Both sexes,91.19314
2002,SE_TRA_GRDL,Viet Nam,PRIMAR,Both sexes,87.01244
2002,SE_TRA_GRDL,Viet Nam,PRIMAR,Female,87.01257
2015,SE_TRA_GRDL,Spain,LOWSEC,Female,100.0
2015,SE_TRA_GRDL,Spain,PRIMAR,Female,100.0
2015,SE_TRA_GRDL,Spain,SECOND,Both sexes,100.0
2015,SE_TRA_GRDL,Spain,LOWSEC,Both sexes,100.0
2015,SE_TRA_GRDL,Spain,PREPRI,Female,100.0
2015,SE_TRA_GRDL,Spain,PREPRI,Both sexes,100.0
2015,SE_TRA_GRDL,Spain,PRIMAR,Both sexes,100.0
2015,SE_TRA_GRDL,Spain,PREPRI,Male,100.0
2015,SE_TRA_GRDL,Spain,UPPSEC,Female,100.0
2015,SE_TRA_GRDL,Spain,SECOND,Female,100.0
2015,SE_TRA_GRDL,Spain,UPPSEC,Both sexes,100.0
2015,SE_TRA_GRDL,Spain,SECOND,Male,100.0
2016,SE_TRA_GRDL,Spain,UPPSEC,Female,100.0
2016,SE_TRA_GRDL,Spain,PRIMAR,Female,100.0
2016,SE_TRA_GRDL,Spain,LOWSEC,Female,100.0
2016,SE_TRA_GRDL,Spain,LOWSEC,Male,100.0
2016,SE_TRA_GRDL,Spain,UPPSEC,Male,100.0
2016,SE_TRA_GRDL,Spain,PRIMAR,Male,100.0
2016,SE_TRA_GRDL,Spain,SECOND,Male,100.0
2016,SE_TRA_GRDL,Spain,UPPSEC,Both sexes,100.0
2016,SE_TRA_GRDL,Spain,SECOND,Female,100.0
2016,SE_TRA_GRDL,Spain,SECOND,Both sexes,100.0
2016,SE_TRA_GRDL,Spain,PREPRI,Male,100.0
2016,SE_TRA_GRDL,Spain,PRIMAR,Both sexes,100.0
2016,SE_TRA_GRDL,Spain,PREPRI,Both sexes,100.0
2016,SE_TRA_GRDL,Spain,PREPRI,Female,100.0
2016,SE_TRA_GRDL,Spain,LOWSEC,Both sexes,100.0
2017,SE_TRA_GRDL,Spain,PRIMAR,Both sexes,100.0
2017,SE_TRA_GRDL,Spain,PREPRI,Male,100.0
2017,SE_TRA_GRDL,Spain,PRIMAR,Male,100.0
2017,SE_TRA_GRDL,Spain,UPPSEC,Male,100.0
2017,SE_TRA_GRDL,Spain,LOWSEC,Male,100.0
2017,SE_TRA_GRDL,Spain,LOWSEC,Female,100.0
2017,SE_TRA_GRDL,Spain,LOWSEC,Both sexes,100.0
2017,SE_TRA_GRDL,Spain,PREPRI,Female,100.0
2017,SE_TRA_GRDL,Spain,PREPRI,Both sexes,100.0
2017,SE_TRA_GRDL,Spain,PRIMAR,Female,100.0
2017,SE_TRA_GRDL,Spain,UPPSEC,Female,100.0
2017,SE_TRA_GRDL,Spain,SECOND,Both sexes,100.0
2017,SE_TRA_GRDL,Spain,SECOND,Female,100.0
2017,SE_TRA_GRDL,Spain,UPPSEC,Both sexes,100.0
2017,SE_TRA_GRDL,Spain,SECOND,Male,100.0
2018,SE_TRA_GRDL,Spain,SECOND,Female,100.0
2018,SE_TRA_GRDL,Spain,SECOND,Both sexes,100.0
2018,SE_TRA_GRDL,Spain,UPPSEC,Female,100.0
2018,SE_TRA_GRDL,Spain,PRIMAR,Female,100.0
2018,SE_TRA_GRDL,Spain,LOWSEC,Female,100.0
2018,SE_TRA_GRDL,Spain,LOWSEC,Male,100.0
2018,SE_TRA_GRDL,Spain,SECOND,Male,100.0
2018,SE_TRA_GRDL,Spain,UPPSEC,Both sexes,100.0
2018,SE_TRA_GRDL,Spain,UPPSEC,Male,100.0
2018,SE_TRA_GRDL,Spain,PRIMAR,Male,100.0
2018,SE_TRA_GRDL,Spain,PREPRI,Male,100.0
2018,SE_TRA_GRDL,Spain,PRIMAR,Both sexes,100.0
2018,SE_TRA_GRDL,Spain,PREPRI,Both sexes,100.0
2018,SE_TRA_GRDL,Spain,PREPRI,Female,100.0
2018,SE_TRA_GRDL,Spain,LOWSEC,Both sexes,100.0
2019,SE_TRA_GRDL,Spain,PREPRI,Female,100.0
2019,SE_TRA_GRDL,Spain,PREPRI,Both sexes,100.0
2019,SE_TRA_GRDL,Spain,PRIMAR,Both sexes,100.0
2019,SE_TRA_GRDL,Spain,PREPRI,Male,100.0
2019,SE_TRA_GRDL,Spain,PRIMAR,Male,100.0
2019,SE_TRA_GRDL,Spain,UPPSEC,Male,100.0
2019,SE_TRA_GRDL,Spain,LOWSEC,Both sexes,100.0
2019,SE_TRA_GRDL,Spain,LOWSEC,Male,100.0
2019,SE_TRA_GRDL,Spain,LOWSEC,Female,100.0
2019,SE_TRA_GRDL,Spain,PRIMAR,Female,100.0
2019,SE_TRA_GRDL,Spain,UPPSEC,Female,100.0
2019,SE_TRA_GRDL,Spain,SECOND,Both sexes,100.0
2019,SE_TRA_GRDL,Spain,SECOND,Female,100.0
2019,SE_TRA_GRDL,Spain,UPPSEC,Both sexes,100.0
2019,SE_TRA_GRDL,Spain,SECOND,Male,100.0
2020,SE_TRA_GRDL,Spain,SECOND,Male,100.0
2020,SE_TRA_GRDL,Spain,UPPSEC,Both sexes,100.0
2020,SE_TRA_GRDL,Spain,SECOND,Female,100.0
2020,SE_TRA_GRDL,Spain,SECOND,Both sexes,100.0
2020,SE_TRA_GRDL,Spain,UPPSEC,Female,100.0
2020,SE_TRA_GRDL,Spain,PRIMAR,Female,100.0
2020,SE_TRA_GRDL,Spain,LOWSEC,Both sexes,100.0
2020,SE_TRA_GRDL,Spain,LOWSEC,Female,100.0
2020,SE_TRA_GRDL,Spain,LOWSEC,Male,100.0
2020,SE_TRA_GRDL,Spain,UPPSEC,Male,100.0
2020,SE_TRA_GRDL,Spain,PRIMAR,Male,100.0
2020,SE_TRA_GRDL,Spain,PREPRI,Male,100.0
2020,SE_TRA_GRDL,Spain,PRIMAR,Both sexes,100.0
2020,SE_TRA_GRDL,Spain,PREPRI,Both sexes,100.0
2020,SE_TRA_GRDL,Spain,PREPRI,Female,100.0
2001,SE_TRA_GRDL,Tajikistan,PREPRI,Female,91.25808
2001,SE_TRA_GRDL,Tajikistan,PREPRI,Both sexes,91.25808
2001,SE_TRA_GRDL,Tajikistan,PREPRI,Male,0.0
2001,SE_TRA_GRDL,Tajikistan,PRIMAR,Both sexes,81.58957
2002,SE_TRA_GRDL,Tajikistan,PRIMAR,Both sexes,81.57401
2002,SE_TRA_GRDL,Tajikistan,PREPRI,Male,0.0
2002,SE_TRA_GRDL,Tajikistan,PREPRI,Both sexes,100.0
2002,SE_TRA_GRDL,Tajikistan,PREPRI,Female,100.0
2002,SE_TRA_GRDL,Tajikistan,SECOND,Both sexes,93.64881
2003,SE_TRA_GRDL,Tajikistan,SECOND,Both sexes,94.07968
2003,SE_TRA_GRDL,Tajikistan,PREPRI,Female,85.161
2003,SE_TRA_GRDL,Tajikistan,LOWSEC,Both sexes,93.95203
2003,SE_TRA_GRDL,Tajikistan,PREPRI,Both sexes,85.161
2003,SE_TRA_GRDL,Tajikistan,PREPRI,Male,0.0
2003,SE_TRA_GRDL,Tajikistan,PRIMAR,Both sexes,81.97555
2003,SE_TRA_GRDL,Tajikistan,UPPSEC,Both sexes,94.34525
2004,SE_TRA_GRDL,Tajikistan,PRIMAR,Both sexes,84.06073
2004,SE_TRA_GRDL,Tajikistan,PREPRI,Male,0.0
2004,SE_TRA_GRDL,Tajikistan,PREPRI,Both sexes,81.56059
2004,SE_TRA_GRDL,Tajikistan,PREPRI,Female,81.56059
2004,SE_TRA_GRDL,Tajikistan,SECOND,Both sexes,92.11587
2005,SE_TRA_GRDL,Tajikistan,PREPRI,Female,73.58659
2005,SE_TRA_GRDL,Tajikistan,PREPRI,Both sexes,73.58659
2005,SE_TRA_GRDL,Tajikistan,PREPRI,Male,0.0
2006,SE_TRA_GRDL,Tajikistan,PREPRI,Male,0.0
2006,SE_TRA_GRDL,Tajikistan,PRIMAR,Both sexes,93.04897
2006,SE_TRA_GRDL,Tajikistan,PREPRI,Both sexes,81.7662
2006,SE_TRA_GRDL,Tajikistan,PREPRI,Female,81.7662
2007,SE_TRA_GRDL,Tajikistan,PREPRI,Female,82.19517
2007,SE_TRA_GRDL,Tajikistan,PREPRI,Both sexes,82.19517
2007,SE_TRA_GRDL,Tajikistan,PRIMAR,Both sexes,87.40868
2007,SE_TRA_GRDL,Tajikistan,PREPRI,Male,0.0
2008,SE_TRA_GRDL,Tajikistan,PREPRI,Male,0.0
2008,SE_TRA_GRDL,Tajikistan,PRIMAR,Both sexes,88.30003
2008,SE_TRA_GRDL,Tajikistan,PREPRI,Both sexes,82.8062
2008,SE_TRA_GRDL,Tajikistan,PREPRI,Female,82.8062
2009,SE_TRA_GRDL,Tajikistan,PREPRI,Female,83.17467
2009,SE_TRA_GRDL,Tajikistan,PREPRI,Both sexes,83.17467
2009,SE_TRA_GRDL,Tajikistan,PRIMAR,Both sexes,89.52004
2009,SE_TRA_GRDL,Tajikistan,PREPRI,Male,0.0
2010,SE_TRA_GRDL,Tajikistan,PREPRI,Male,0.0
2010,SE_TRA_GRDL,Tajikistan,PRIMAR,Both sexes,92.93757
2010,SE_TRA_GRDL,Tajikistan,PREPRI,Both sexes,85.18995
2010,SE_TRA_GRDL,Tajikistan,PREPRI,Female,85.18995
2010,SE_TRA_GRDL,Tajikistan,PRIMAR,Female,91.77193
2010,SE_TRA_GRDL,Tajikistan,PRIMAR,Male,94.98423
2011,SE_TRA_GRDL,Tajikistan,PRIMAR,Male,93.88489
2011,SE_TRA_GRDL,Tajikistan,PRIMAR,Female,93.58664
2011,SE_TRA_GRDL,Tajikistan,PREPRI,Female,86.84485
2011,SE_TRA_GRDL,Tajikistan,PREPRI,Both sexes,86.84485
2011,SE_TRA_GRDL,Tajikistan,PRIMAR,Both sexes,93.66168
2011,SE_TRA_GRDL,Tajikistan,PREPRI,Male,0.0
2012,SE_TRA_GRDL,Tajikistan,PREPRI,Male,0.0
2012,SE_TRA_GRDL,Tajikistan,PRIMAR,Both sexes,93.91298
2012,SE_TRA_GRDL,Tajikistan,PREPRI,Both sexes,86.30265
2012,SE_TRA_GRDL,Tajikistan,PREPRI,Female,86.30265
2012,SE_TRA_GRDL,Tajikistan,PRIMAR,Female,93.80494
2012,SE_TRA_GRDL,Tajikistan,PRIMAR,Male,94.24491
2013,SE_TRA_GRDL,Tajikistan,PRIMAR,Male,94.49683
2013,SE_TRA_GRDL,Tajikistan,PRIMAR,Female,93.94458
2013,SE_TRA_GRDL,Tajikistan,PREPRI,Female,90.29337
2013,SE_TRA_GRDL,Tajikistan,PREPRI,Both sexes,90.29337
2013,SE_TRA_GRDL,Tajikistan,PRIMAR,Both sexes,94.0785
2013,SE_TRA_GRDL,Tajikistan,PREPRI,Male,0.0
2014,SE_TRA_GRDL,Tajikistan,PRIMAR,Both sexes,100.0
2014,SE_TRA_GRDL,Tajikistan,PREPRI,Both sexes,100.0
2014,SE_TRA_GRDL,Tajikistan,PRIMAR,Female,100.0
2014,SE_TRA_GRDL,Tajikistan,PRIMAR,Male,100.0
2015,SE_TRA_GRDL,Tajikistan,PRIMAR,Male,100.0
2015,SE_TRA_GRDL,Tajikistan,PRIMAR,Female,100.0
2015,SE_TRA_GRDL,Tajikistan,PREPRI,Both sexes,100.0
2015,SE_TRA_GRDL,Tajikistan,PRIMAR,Both sexes,100.0
2016,SE_TRA_GRDL,Tajikistan,PRIMAR,Both sexes,100.0
2016,SE_TRA_GRDL,Tajikistan,PREPRI,Male,100.0
2016,SE_TRA_GRDL,Tajikistan,PREPRI,Both sexes,100.0
2016,SE_TRA_GRDL,Tajikistan,PREPRI,Female,100.0
2016,SE_TRA_GRDL,Tajikistan,PRIMAR,Female,100.0
2016,SE_TRA_GRDL,Tajikistan,PRIMAR,Male,100.0
2017,SE_TRA_GRDL,Tajikistan,PRIMAR,Male,100.0
2017,SE_TRA_GRDL,Tajikistan,PRIMAR,Female,100.0
2017,SE_TRA_GRDL,Tajikistan,PRIMAR,Both sexes,100.0
2000,SE_TRA_GRDL,United Arab Emirates,LOWSEC,Female,55.75277
2000,SE_TRA_GRDL,United Arab Emirates,LOWSEC,Both sexes,51.44808
2000,SE_TRA_GRDL,United Arab Emirates,LOWSEC,Male,45.88394
2001,SE_TRA_GRDL,United Arab Emirates,LOWSEC,Male,49.71084
2001,SE_TRA_GRDL,United Arab Emirates,LOWSEC,Both sexes,53.7234
2001,SE_TRA_GRDL,United Arab Emirates,LOWSEC,Female,57.1398
2001,SE_TRA_GRDL,United Arab Emirates,PREPRI,Both sexes,68.89732
2002,SE_TRA_GRDL,United Arab Emirates,LOWSEC,Both sexes,53.31342
2002,SE_TRA_GRDL,United Arab Emirates,LOWSEC,Male,49.88842
2002,SE_TRA_GRDL,United Arab Emirates,PREPRI,Male,80.0
2002,SE_TRA_GRDL,United Arab Emirates,PREPRI,Both sexes,61.29696
2002,SE_TRA_GRDL,United Arab Emirates,PREPRI,Female,61.24871
2002,SE_TRA_GRDL,United Arab Emirates,LOWSEC,Female,56.07271
2004,SE_TRA_GRDL,United Arab Emirates,PREPRI,Male,14.28571
2004,SE_TRA_GRDL,United Arab Emirates,PRIMAR,Both sexes,60.85086
2004,SE_TRA_GRDL,United Arab Emirates,LOWSEC,Male,50.31198
2004,SE_TRA_GRDL,United Arab Emirates,LOWSEC,Both sexes,49.77198
2004,SE_TRA_GRDL,United Arab Emirates,LOWSEC,Female,49.35023
2004,SE_TRA_GRDL,United Arab Emirates,PRIMAR,Female,58.99265
2004,SE_TRA_GRDL,United Arab Emirates,PRIMAR,Male,69.66825
2004,SE_TRA_GRDL,United Arab Emirates,PREPRI,Female,49.79815
2004,SE_TRA_GRDL,United Arab Emirates,PREPRI,Both sexes,49.73921
2005,SE_TRA_GRDL,United Arab Emirates,PREPRI,Female,50.10174
2005,SE_TRA_GRDL,United Arab Emirates,PRIMAR,Male,68.6756
2005,SE_TRA_GRDL,United Arab Emirates,PRIMAR,Female,58.35793
2005,SE_TRA_GRDL,United Arab Emirates,LOWSEC,Female,48.70474
2005,SE_TRA_GRDL,United Arab Emirates,LOWSEC,Both sexes,49.2478
2005,SE_TRA_GRDL,United Arab Emirates,LOWSEC,Male,49.93309
2005,SE_TRA_GRDL,United Arab Emirates,PREPRI,Both sexes,50.16919
2005,SE_TRA_GRDL,United Arab Emirates,PRIMAR,Both sexes,59.96523
2005,SE_TRA_GRDL,United Arab Emirates,PREPRI,Male,80.0
2007,SE_TRA_GRDL,United Arab Emirates,PREPRI,Male,100.0
2007,SE_TRA_GRDL,United Arab Emirates,PREPRI,Female,100.0
2007,SE_TRA_GRDL,United Arab Emirates,PREPRI,Both sexes,100.0
2009,SE_TRA_GRDL,United Arab Emirates,PREPRI,Male,100.0
2009,SE_TRA_GRDL,United Arab Emirates,PREPRI,Female,100.0
2009,SE_TRA_GRDL,United Arab Emirates,PREPRI,Both sexes,100.0
2010,SE_TRA_GRDL,United Arab Emirates,PREPRI,Male,100.0
2010,SE_TRA_GRDL,United Arab Emirates,PREPRI,Both sexes,100.0
2010,SE_TRA_GRDL,United Arab Emirates,PREPRI,Female,100.0
2011,SE_TRA_GRDL,United Arab Emirates,PREPRI,Female,100.0
2011,SE_TRA_GRDL,United Arab Emirates,PREPRI,Both sexes,100.0
2011,SE_TRA_GRDL,United Arab Emirates,PREPRI,Male,100.0
2012,SE_TRA_GRDL,United Arab Emirates,PREPRI,Male,100.0
2012,SE_TRA_GRDL,United Arab Emirates,PRIMAR,Both sexes,100.0
2012,SE_TRA_GRDL,United Arab Emirates,PREPRI,Both sexes,100.0
2012,SE_TRA_GRDL,United Arab Emirates,PREPRI,Female,100.0
2012,SE_TRA_GRDL,United Arab Emirates,PRIMAR,Female,100.0
2012,SE_TRA_GRDL,United Arab Emirates,PRIMAR,Male,100.0
2013,SE_TRA_GRDL,United Arab Emirates,PRIMAR,Female,100.0
2013,SE_TRA_GRDL,United Arab Emirates,PREPRI,Female,100.0
2013,SE_TRA_GRDL,United Arab Emirates,PREPRI,Both sexes,100.0
2013,SE_TRA_GRDL,United Arab Emirates,PRIMAR,Both sexes,100.0
2013,SE_TRA_GRDL,United Arab Emirates,PREPRI,Male,100.0
2013,SE_TRA_GRDL,United Arab Emirates,PRIMAR,Male,100.0
2014,SE_TRA_GRDL,United Arab Emirates,PREPRI,Male,100.0
2014,SE_TRA_GRDL,United Arab Emirates,PRIMAR,Both sexes,100.0
2014,SE_TRA_GRDL,United Arab Emirates,PREPRI,Both sexes,100.0
2014,SE_TRA_GRDL,United Arab Emirates,PREPRI,Female,100.0
2014,SE_TRA_GRDL,United Arab Emirates,PRIMAR,Female,100.0
2014,SE_TRA_GRDL,United Arab Emirates,PRIMAR,Male,100.0
2015,SE_TRA_GRDL,United Arab Emirates,LOWSEC,Male,100.0
2015,SE_TRA_GRDL,United Arab Emirates,LOWSEC,Both sexes,100.0
2015,SE_TRA_GRDL,United Arab Emirates,PREPRI,Female,100.0
2015,SE_TRA_GRDL,United Arab Emirates,PREPRI,Both sexes,100.0
2015,SE_TRA_GRDL,United Arab Emirates,PRIMAR,Both sexes,100.0
2015,SE_TRA_GRDL,United Arab Emirates,PREPRI,Male,100.0
2015,SE_TRA_GRDL,United Arab Emirates,PRIMAR,Male,100.0
2015,SE_TRA_GRDL,United Arab Emirates,PRIMAR,Female,100.0
2015,SE_TRA_GRDL,United Arab Emirates,LOWSEC,Female,100.0
2016,SE_TRA_GRDL,United Arab Emirates,PRIMAR,Female,100.0
2016,SE_TRA_GRDL,United Arab Emirates,PRIMAR,Male,100.0
2016,SE_TRA_GRDL,United Arab Emirates,UPPSEC,Male,100.0
2016,SE_TRA_GRDL,United Arab Emirates,SECOND,Both sexes,100.0
2016,SE_TRA_GRDL,United Arab Emirates,UPPSEC,Female,100.0
2016,SE_TRA_GRDL,United Arab Emirates,SECOND,Female,100.0
2016,SE_TRA_GRDL,United Arab Emirates,PREPRI,Male,100.0
2016,SE_TRA_GRDL,United Arab Emirates,PRIMAR,Both sexes,100.0
2016,SE_TRA_GRDL,United Arab Emirates,UPPSEC,Both sexes,100.0
2016,SE_TRA_GRDL,United Arab Emirates,PREPRI,Both sexes,100.0
2016,SE_TRA_GRDL,United Arab Emirates,PREPRI,Female,100.0
2016,SE_TRA_GRDL,United Arab Emirates,LOWSEC,Both sexes,100.0
2016,SE_TRA_GRDL,United Arab Emirates,LOWSEC,Male,100.0
2016,SE_TRA_GRDL,United Arab Emirates,LOWSEC,Female,100.0
2016,SE_TRA_GRDL,United Arab Emirates,SECOND,Male,100.0
2019,SE_TRA_GRDL,United Arab Emirates,LOWSEC,Female,100.0
2019,SE_TRA_GRDL,United Arab Emirates,LOWSEC,Male,100.0
2019,SE_TRA_GRDL,United Arab Emirates,LOWSEC,Both sexes,100.0
2019,SE_TRA_GRDL,United Arab Emirates,PREPRI,Female,100.0
2019,SE_TRA_GRDL,United Arab Emirates,PREPRI,Both sexes,100.0
2019,SE_TRA_GRDL,United Arab Emirates,UPPSEC,Both sexes,100.0
2019,SE_TRA_GRDL,United Arab Emirates,SECOND,Male,100.0
2019,SE_TRA_GRDL,United Arab Emirates,SECOND,Female,100.0
2019,SE_TRA_GRDL,United Arab Emirates,UPPSEC,Female,100.0
2019,SE_TRA_GRDL,United Arab Emirates,SECOND,Both sexes,100.0
2019,SE_TRA_GRDL,United Arab Emirates,PRIMAR,Male,100.0
2019,SE_TRA_GRDL,United Arab Emirates,UPPSEC,Male,100.0
2019,SE_TRA_GRDL,United Arab Emirates,PRIMAR,Female,100.0
2019,SE_TRA_GRDL,United Arab Emirates,PRIMAR,Both sexes,100.0
2019,SE_TRA_GRDL,United Arab Emirates,PREPRI,Male,100.0
2020,SE_TRA_GRDL,United Arab Emirates,LOWSEC,Male,100.0
2020,SE_TRA_GRDL,United Arab Emirates,LOWSEC,Female,100.0
2020,SE_TRA_GRDL,United Arab Emirates,PRIMAR,Female,100.0
2020,SE_TRA_GRDL,United Arab Emirates,UPPSEC,Male,100.0
2020,SE_TRA_GRDL,United Arab Emirates,PRIMAR,Male,100.0
2020,SE_TRA_GRDL,United Arab Emirates,SECOND,Both sexes,100.0
2020,SE_TRA_GRDL,United Arab Emirates,PREPRI,Male,100.0
2020,SE_TRA_GRDL,United Arab Emirates,PRIMAR,Both sexes,100.0
2020,SE_TRA_GRDL,United Arab Emirates,UPPSEC,Both sexes,100.0
2020,SE_TRA_GRDL,United Arab Emirates,PREPRI,Both sexes,100.0
2020,SE_TRA_GRDL,United Arab Emirates,PREPRI,Female,100.0
2020,SE_TRA_GRDL,United Arab Emirates,LOWSEC,Both sexes,100.0
2020,SE_TRA_GRDL,United Arab Emirates,UPPSEC,Female,100.0
2020,SE_TRA_GRDL,United Arab Emirates,SECOND,Female,100.0
2020,SE_TRA_GRDL,United Arab Emirates,SECOND,Male,100.0
2022,SE_TRA_GRDL,United Arab Emirates,UPPSEC,Male,100.0
2022,SE_TRA_GRDL,United Arab Emirates,PRIMAR,Female,100.0
2022,SE_TRA_GRDL,United Arab Emirates,LOWSEC,Female,100.0
2022,SE_TRA_GRDL,United Arab Emirates,LOWSEC,Male,100.0
2022,SE_TRA_GRDL,United Arab Emirates,LOWSEC,Both sexes,100.0
2022,SE_TRA_GRDL,United Arab Emirates,PREPRI,Female,100.0
2022,SE_TRA_GRDL,United Arab Emirates,PREPRI,Both sexes,100.0
2022,SE_TRA_GRDL,United Arab Emirates,SECOND,Male,100.0
2022,SE_TRA_GRDL,United Arab Emirates,SECOND,Female,100.0
2022,SE_TRA_GRDL,United Arab Emirates,UPPSEC,Female,100.0
2022,SE_TRA_GRDL,United Arab Emirates,SECOND,Both sexes,100.0
2022,SE_TRA_GRDL,United Arab Emirates,PRIMAR,Male,100.0
2022,SE_TRA_GRDL,United Arab Emirates,UPPSEC,Both sexes,100.0
2022,SE_TRA_GRDL,United Arab Emirates,PRIMAR,Both sexes,100.0
2022,SE_TRA_GRDL,United Arab Emirates,PREPRI,Male,100.0
2019,SE_TRA_GRDL,Turkmenistan,SECOND,Both sexes,99.40643
2019,SE_TRA_GRDL,Turkmenistan,PRIMAR,Both sexes,99.20273
2020,SE_TRA_GRDL,Turkmenistan,PRIMAR,Both sexes,99.86341
2020,SE_TRA_GRDL,Turkmenistan,SECOND,Both sexes,99.793
2021,SE_TRA_GRDL,Turkmenistan,SECOND,Both sexes,99.67885
2021,SE_TRA_GRDL,Turkmenistan,PRIMAR,Both sexes,99.57602
2000,SE_TRA_GRDL,Ukraine,PRIMAR,Both sexes,98.57281
2001,SE_TRA_GRDL,Ukraine,PRIMAR,Both sexes,99.82453
2002,SE_TRA_GRDL,Ukraine,PRIMAR,Both sexes,99.67009
2003,SE_TRA_GRDL,Ukraine,PRIMAR,Both sexes,99.70365
2004,SE_TRA_GRDL,Ukraine,PRIMAR,Both sexes,99.72768
2005,SE_TRA_GRDL,Ukraine,PRIMAR,Both sexes,99.69047
2006,SE_TRA_GRDL,Ukraine,PRIMAR,Both sexes,99.63479
2007,SE_TRA_GRDL,Ukraine,PRIMAR,Both sexes,99.80269
2008,SE_TRA_GRDL,Ukraine,PRIMAR,Both sexes,99.81504
2009,SE_TRA_GRDL,Ukraine,PRIMAR,Both sexes,99.85556
2010,SE_TRA_GRDL,Ukraine,PRIMAR,Both sexes,99.86276
2011,SE_TRA_GRDL,Ukraine,PRIMAR,Both sexes,99.87239
2012,SE_TRA_GRDL,Ukraine,PRIMAR,Both sexes,99.88831
2016,SE_TRA_GRDL,Ukraine,PRIMAR,Both sexes,86.02861
2016,SE_TRA_GRDL,Ukraine,PRIMAR,Female,86.01993
2016,SE_TRA_GRDL,Ukraine,PRIMAR,Male,86.28159
2017,SE_TRA_GRDL,Ukraine,PRIMAR,Male,87.07042
2017,SE_TRA_GRDL,Ukraine,PRIMAR,Female,86.75045
2017,SE_TRA_GRDL,Ukraine,PRIMAR,Both sexes,86.76098
2018,SE_TRA_GRDL,Ukraine,SECOND,Male,98.07628
2018,SE_TRA_GRDL,Ukraine,SECOND,Female,92.32446
2018,SE_TRA_GRDL,Ukraine,SECOND,Both sexes,93.44218
2018,SE_TRA_GRDL,Ukraine,PRIMAR,Both sexes,87.30054
2018,SE_TRA_GRDL,Ukraine,PRIMAR,Female,87.2886
2018,SE_TRA_GRDL,Ukraine,PRIMAR,Male,87.64408
2019,SE_TRA_GRDL,Ukraine,PRIMAR,Male,89.42892
2019,SE_TRA_GRDL,Ukraine,PRIMAR,Female,89.10791
2019,SE_TRA_GRDL,Ukraine,PRIMAR,Both sexes,89.11279
2020,SE_TRA_GRDL,Ukraine,PRIMAR,Both sexes,89.63878
2020,SE_TRA_GRDL,Ukraine,PRIMAR,Female,89.63537
2020,SE_TRA_GRDL,Ukraine,PRIMAR,Male,89.86285
