Year,SeriesCode,Страна ,Age,Value
2021,SG_DMK_PARLYN_LC,Netherlands (Kingdom of the),<=45Y,83
2022,SG_DMK_PARLYN_LC,Netherlands (Kingdom of the),<=45Y,93
2023,SG_DMK_PARLYN_LC,Netherlands (Kingdom of the),<=45Y,93
2021,SG_DMK_PARLYN_LC,New Zealand,<=45Y,49
2022,SG_DMK_PARLYN_LC,New Zealand,<=45Y,49
2023,SG_DMK_PARLYN_LC,New Zealand,<=45Y,49
2021,SG_DMK_PARLYN_LC,Norway,<=45Y,76
2022,SG_DMK_PARLYN_LC,Norway,<=45Y,76
2023,SG_DMK_PARLYN_LC,Norway,<=45Y,76
2021,SG_DMK_PARLYN_LC,Poland,<=45Y,170
2022,SG_DMK_PARLYN_LC,Poland,<=45Y,170
2023,SG_DMK_PARLYN_LC,Poland,<=45Y,170
2021,SG_DMK_PARLYN_LC,Portugal,<=45Y,90
2022,SG_DMK_PARLYN_LC,Portugal,<=45Y,90
2023,SG_DMK_PARLYN_LC,Portugal,<=45Y,86
2021,SG_DMK_PARLYN_LC,Romania,<=45Y,170
2022,SG_DMK_PARLYN_LC,Romania,<=45Y,196
2023,SG_DMK_PARLYN_LC,Romania,<=45Y,196
2021,SG_DMK_PARLYN_LC,Serbia,<=45Y,141
2022,SG_DMK_PARLYN_LC,Serbia,<=45Y,141
2023,SG_DMK_PARLYN_LC,Serbia,<=45Y,141
2021,SG_DMK_PARLYN_LC,Slovakia,<=45Y,77
2022,SG_DMK_PARLYN_LC,Slovakia,<=45Y,77
2023,SG_DMK_PARLYN_LC,Slovakia,<=45Y,77
2021,SG_DMK_PARLYN_LC,Viet Nam,<=45Y,110
2022,SG_DMK_PARLYN_LC,Viet Nam,<=45Y,146
2023,SG_DMK_PARLYN_LC,Viet Nam,<=45Y,146
2021,SG_DMK_PARLYN_LC,Slovenia,<=45Y,29
2022,SG_DMK_PARLYN_LC,Slovenia,<=45Y,29
2023,SG_DMK_PARLYN_LC,Slovenia,<=45Y,32
2021,SG_DMK_PARLYN_LC,Spain,<=45Y,143
2022,SG_DMK_PARLYN_LC,Spain,<=45Y,143
2023,SG_DMK_PARLYN_LC,Spain,<=45Y,143
2021,SG_DMK_PARLYN_LC,Sweden,<=45Y,176
2022,SG_DMK_PARLYN_LC,Sweden,<=45Y,176
2023,SG_DMK_PARLYN_LC,Sweden,<=45Y,153
2021,SG_DMK_PARLYN_LC,Switzerland,<=45Y,79
2022,SG_DMK_PARLYN_LC,Switzerland,<=45Y,79
2023,SG_DMK_PARLYN_LC,Switzerland,<=45Y,79
2022,SG_DMK_PARLYN_LC,Таджикистан,<=45Y,10
2023,SG_DMK_PARLYN_LC,Таджикистан,<=45Y,10
2021,SG_DMK_PARLYN_LC,United Arab Emirates,<=45Y,16
2022,SG_DMK_PARLYN_LC,United Arab Emirates,<=45Y,16
2023,SG_DMK_PARLYN_LC,United Arab Emirates,<=45Y,16
2021,SG_DMK_PARLYN_LC,Türkiye,<=45Y,172
2022,SG_DMK_PARLYN_LC,Türkiye,<=45Y,172
2023,SG_DMK_PARLYN_LC,Türkiye,<=45Y,172
2021,SG_DMK_PARLYN_LC,Туркменистан,<=45Y,79
2022,SG_DMK_PARLYN_LC,Туркменистан,<=45Y,79
2023,SG_DMK_PARLYN_LC,Туркменистан,<=45Y,79
2021,SG_DMK_PARLYN_LC,Ukraine,<=45Y,268
2022,SG_DMK_PARLYN_LC,Ukraine,<=45Y,268
2023,SG_DMK_PARLYN_LC,Ukraine,<=45Y,268
2021,SG_DMK_PARLYN_LC,North Macedonia,<=45Y,58
2022,SG_DMK_PARLYN_LC,North Macedonia,<=45Y,64
2023,SG_DMK_PARLYN_LC,North Macedonia,<=45Y,64
2021,SG_DMK_PARLYN_LC,United Kingdom of Great Britain and Northern Ireland,<=45Y,221
2022,SG_DMK_PARLYN_LC,United Kingdom of Great Britain and Northern Ireland,<=45Y,221
2023,SG_DMK_PARLYN_LC,United Kingdom of Great Britain and Northern Ireland,<=45Y,221
2022,SG_DMK_PARLYN_LC,Узбекистан,<=45Y,69
2023,SG_DMK_PARLYN_LC,Узбекистан,<=45Y,69
2021,SG_DMK_PARLYN_LC,Albania,<=45Y,38
2022,SG_DMK_PARLYN_LC,Albania,<=45Y,38
2022,SG_DMK_PARLYN_LC,Albania,<=45Y,38
