Year,SeriesCode,GeoAreaName,Quantile,Value
2008,SI_COV_LMKT,Poland,_T,12.46534
2008,SI_COV_LMKT,Poland,Q1,24.77924
2009,SI_COV_LMKT,Poland,Q1,27.50686
2009,SI_COV_LMKT,Poland,_T,14.15517
2010,SI_COV_LMKT,Poland,_T,3.47952
2010,SI_COV_LMKT,Poland,Q1,5.86095
2011,SI_COV_LMKT,Poland,_T,2.58855
2011,SI_COV_LMKT,Poland,Q1,4.05343
2012,SI_COV_LMKT,Poland,Q1,4.33946
2012,SI_COV_LMKT,Poland,_T,2.76575
2015,SI_COV_LMKT,Poland,_T,1.79158
2015,SI_COV_LMKT,Poland,Q1,2.78051
2008,SI_COV_LMKT,Romania,_T,1.51533
2008,SI_COV_LMKT,Romania,Q1,1.48785
2011,SI_COV_LMKT,Romania,Q1,3.44867
2011,SI_COV_LMKT,Romania,_T,2.99951
2012,SI_COV_LMKT,Romania,_T,2.2849
2012,SI_COV_LMKT,Romania,Q1,2.21701
2016,SI_COV_LMKT,Romania,_T,0.96226
2016,SI_COV_LMKT,Romania,Q1,0.98309
2015,SI_COV_LMKT,Serbia,Q1,2.15688
2015,SI_COV_LMKT,Serbia,_T,1.61207
2009,SI_COV_LMKT,Slovakia,Q1,11.96245
2009,SI_COV_LMKT,Slovakia,_T,5.71974
2006,SI_COV_LMKT,Viet Nam,Q1,18.89609
2006,SI_COV_LMKT,Viet Nam,_T,6.08825
2010,SI_COV_LMKT,Viet Nam,Q1,40.3625
2010,SI_COV_LMKT,Viet Nam,_T,18.41876
2012,SI_COV_LMKT,Viet Nam,_T,14.18074
2012,SI_COV_LMKT,Viet Nam,Q1,33.45951
2014,SI_COV_LMKT,Viet Nam,Q1,24.40484
2014,SI_COV_LMKT,Viet Nam,_T,8.97639
2009,SI_COV_LMKT,Türkiye,Q1,0.78859
2009,SI_COV_LMKT,Türkiye,_T,1.13947
2010,SI_COV_LMKT,Türkiye,Q1,0.44673
2010,SI_COV_LMKT,Türkiye,_T,1.0446
2011,SI_COV_LMKT,Türkiye,Q1,0.50685
2011,SI_COV_LMKT,Türkiye,_T,0.85332
2012,SI_COV_LMKT,Türkiye,Q1,0.45323
2012,SI_COV_LMKT,Türkiye,_T,0.84086
2013,SI_COV_LMKT,Türkiye,_T,0.82759
2013,SI_COV_LMKT,Türkiye,Q1,0.45731
2014,SI_COV_LMKT,Türkiye,_T,1.27875
2014,SI_COV_LMKT,Türkiye,Q1,0.48963
2015,SI_COV_LMKT,Türkiye,_T,1.47964
2015,SI_COV_LMKT,Türkiye,Q1,1.20446
2016,SI_COV_LMKT,Türkiye,_T,1.33638
2016,SI_COV_LMKT,Türkiye,Q1,0.59554
2018,SI_COV_LMKT,Türkiye,_T,1.44904
2018,SI_COV_LMKT,Türkiye,Q1,0.963
2019,SI_COV_LMKT,Türkiye,Q1,1.24553
2019,SI_COV_LMKT,Türkiye,_T,1.82681
2006,SI_COV_LMKT,Ukraine,_T,6.04397
2006,SI_COV_LMKT,Ukraine,Q1,10.17821
2011,SI_COV_LMKT,Ukraine,Q1,4.81953
2011,SI_COV_LMKT,Ukraine,_T,3.44978
2012,SI_COV_LMKT,Ukraine,_T,3.72593
2012,SI_COV_LMKT,Ukraine,Q1,6.42283
2013,SI_COV_LMKT,Ukraine,Q1,3.66689
2013,SI_COV_LMKT,Ukraine,_T,3.20097
2016,SI_COV_LMKT,Ukraine,Q1,5.99165
2016,SI_COV_LMKT,Ukraine,_T,4.07366
2018,SI_COV_LMKT,Ukraine,Q1,3.6422
2018,SI_COV_LMKT,Ukraine,_T,2.84311
2018,SI_COV_LMKT,Ukraine,_T,2.84311
