Year,SeriesCode,GeoAreaName,Age,Freq,Location,Sex,Value
2008,SH_TBS_INCD,Albania,,,,,16.0
2000,SH_TBS_INCD,Republic of Moldova,,,,,80.0
2001,SH_TBS_INCD,Republic of Moldova,,,,,99.0
2002,SH_TBS_INCD,Republic of Moldova,,,,,104.0
2003,SH_TBS_INCD,Republic of Moldova,,,,,119.0
2004,SH_TBS_INCD,Republic of Moldova,,,,,133.0
2005,SH_TBS_INCD,Republic of Moldova,,,,,142.0
2006,SH_TBS_INCD,Republic of Moldova,,,,,138.0
2007,SH_TBS_INCD,Republic of Moldova,,,,,135.0
2008,SH_TBS_INCD,Republic of Moldova,,,,,125.0
2009,SH_TBS_INCD,Chile,,,,,16.0
2010,SH_TBS_INCD,Chile,,,,,16.0
2011,SH_TBS_INCD,Chile,,,,,16.0
2012,SH_TBS_INCD,Chile,,,,,16.0
2013,SH_TBS_INCD,Chile,,,,,16.0
2014,SH_TBS_INCD,Chile,,,,,15.0
2015,SH_TBS_INCD,Chile,,,,,17.0
2016,SH_TBS_INCD,Chile,,,,,16.0
2017,SH_TBS_INCD,Chile,,,,,17.0
2009,SH_TBS_INCD,Albania,,,,,17.0
2010,SH_TBS_INCD,Albania,,,,,17.0
2011,SH_TBS_INCD,Albania,,,,,17.0
2012,SH_TBS_INCD,Albania,,,,,16.0
2013,SH_TBS_INCD,Albania,,,,,19.0
2014,SH_TBS_INCD,Albania,,,,,16.0
2015,SH_TBS_INCD,Albania,,,,,17.0
2016,SH_TBS_INCD,Albania,,,,,17.0
2017,SH_TBS_INCD,Albania,,,,,20.0
2009,SH_TBS_INCD,Republic of Moldova,,,,,125.0
2010,SH_TBS_INCD,Republic of Moldova,,,,,116.0
2011,SH_TBS_INCD,Republic of Moldova,,,,,119.0
2012,SH_TBS_INCD,Republic of Moldova,,,,,124.0
2013,SH_TBS_INCD,Republic of Moldova,,,,,127.0
2014,SH_TBS_INCD,Republic of Moldova,,,,,115.0
2015,SH_TBS_INCD,Republic of Moldova,,,,,102.0
2016,SH_TBS_INCD,Republic of Moldova,,,,,101.0
2017,SH_TBS_INCD,Republic of Moldova,,,,,95.0
2018,SH_TBS_INCD,Chile,,,,,18.0
2019,SH_TBS_INCD,Chile,,,,,18.0
2020,SH_TBS_INCD,Chile,,,,,14.0
2021,SH_TBS_INCD,Chile,,,,,16.0
2000,SH_TBS_INCD,China,,,,,107.0
2001,SH_TBS_INCD,China,,,,,104.0
2002,SH_TBS_INCD,China,,,,,100.0
2003,SH_TBS_INCD,China,,,,,97.0
2004,SH_TBS_INCD,China,,,,,94.0
2018,SH_TBS_INCD,Albania,,,,,18.0
2019,SH_TBS_INCD,Albania,,,,,16.0
2020,SH_TBS_INCD,Albania,,,,,16.0
2021,SH_TBS_INCD,Albania,,,,,17.0
2000,SH_TBS_INCD,Azerbaijan,,,,,80.0
2001,SH_TBS_INCD,Azerbaijan,,,,,75.0
2002,SH_TBS_INCD,Azerbaijan,,,,,78.0
2003,SH_TBS_INCD,Azerbaijan,,,,,57.0
2004,SH_TBS_INCD,Azerbaijan,,,,,80.0
2005,SH_TBS_INCD,Azerbaijan,,,,,88.0
2006,SH_TBS_INCD,Azerbaijan,,,,,83.0
2007,SH_TBS_INCD,Azerbaijan,,,,,79.0
2008,SH_TBS_INCD,Azerbaijan,,,,,108.0
2009,SH_TBS_INCD,Azerbaijan,,,,,133.0
2010,SH_TBS_INCD,Azerbaijan,,,,,104.0
2011,SH_TBS_INCD,Azerbaijan,,,,,125.0
2012,SH_TBS_INCD,Azerbaijan,,,,,86.0
2005,SH_TBS_INCD,China,,,,,91.0
2006,SH_TBS_INCD,China,,,,,88.0
2007,SH_TBS_INCD,China,,,,,85.0
2008,SH_TBS_INCD,China,,,,,82.0
2009,SH_TBS_INCD,China,,,,,81.0
2010,SH_TBS_INCD,China,,,,,76.0
2011,SH_TBS_INCD,China,,,,,75.0
2012,SH_TBS_INCD,China,,,,,73.0
2013,SH_TBS_INCD,China,,,,,70.0
2014,SH_TBS_INCD,China,,,,,67.0
2015,SH_TBS_INCD,China,,,,,65.0
2016,SH_TBS_INCD,China,,,,,63.0
2017,SH_TBS_INCD,China,,,,,62.0
2018,SH_TBS_INCD,China,,,,,61.0
2019,SH_TBS_INCD,China,,,,,58.0
2020,SH_TBS_INCD,China,,,,,57.0
2021,SH_TBS_INCD,China,,,,,55.0
2000,SH_TBS_INCD,Colombia,,,,,37.0
2001,SH_TBS_INCD,Colombia,,,,,36.0
2002,SH_TBS_INCD,Colombia,,,,,35.0
2003,SH_TBS_INCD,Colombia,,,,,35.0
2004,SH_TBS_INCD,Colombia,,,,,33.0
2005,SH_TBS_INCD,Colombia,,,,,30.0
2006,SH_TBS_INCD,Colombia,,,,,32.0
2007,SH_TBS_INCD,Colombia,,,,,31.0
2008,SH_TBS_INCD,Colombia,,,,,32.0
2009,SH_TBS_INCD,Colombia,,,,,32.0
2013,SH_TBS_INCD,Azerbaijan,,,,,78.0
2014,SH_TBS_INCD,Azerbaijan,,,,,76.0
2015,SH_TBS_INCD,Azerbaijan,,,,,71.0
2016,SH_TBS_INCD,Azerbaijan,,,,,66.0
2017,SH_TBS_INCD,Azerbaijan,,,,,66.0
2018,SH_TBS_INCD,Azerbaijan,,,,,63.0
2019,SH_TBS_INCD,Azerbaijan,,,,,60.0
2020,SH_TBS_INCD,Azerbaijan,,,,,58.0
2021,SH_TBS_INCD,Azerbaijan,,,,,63.0
2010,SH_TBS_INCD,Colombia,,,,,32.0
2011,SH_TBS_INCD,Colombia,,,,,33.0
2012,SH_TBS_INCD,Colombia,,,,,33.0
2013,SH_TBS_INCD,Colombia,,,,,32.0
2014,SH_TBS_INCD,Colombia,,,,,31.0
2015,SH_TBS_INCD,Colombia,,,,,31.0
2016,SH_TBS_INCD,Colombia,,,,,33.0
2017,SH_TBS_INCD,Colombia,,,,,33.0
2018,SH_TBS_INCD,Colombia,,,,,33.0
2000,SH_TBS_INCD,Australia,,,,,6.3
2001,SH_TBS_INCD,Australia,,,,,5.9
2002,SH_TBS_INCD,Australia,,,,,6.0
2003,SH_TBS_INCD,Australia,,,,,5.5
2004,SH_TBS_INCD,Australia,,,,,6.2
2005,SH_TBS_INCD,Australia,,,,,6.0
2006,SH_TBS_INCD,Australia,,,,,6.5
2007,SH_TBS_INCD,Australia,,,,,6.2
2008,SH_TBS_INCD,Australia,,,,,6.6
2019,SH_TBS_INCD,Colombia,,,,,35.0
2020,SH_TBS_INCD,Colombia,,,,,34.0
2021,SH_TBS_INCD,Colombia,,,,,41.0
2000,SH_TBS_INCD,Costa Rica,,,,,18.0
2001,SH_TBS_INCD,Costa Rica,,,,,20.0
2002,SH_TBS_INCD,Costa Rica,,,,,17.0
2003,SH_TBS_INCD,Costa Rica,,,,,16.0
2004,SH_TBS_INCD,Costa Rica,,,,,21.0
2009,SH_TBS_INCD,Australia,,,,,6.9
2010,SH_TBS_INCD,Australia,,,,,6.6
2011,SH_TBS_INCD,Australia,,,,,6.4
2012,SH_TBS_INCD,Australia,,,,,6.6
2013,SH_TBS_INCD,Australia,,,,,6.2
2014,SH_TBS_INCD,Australia,,,,,6.5
2015,SH_TBS_INCD,Australia,,,,,6.1
2016,SH_TBS_INCD,Australia,,,,,6.5
2017,SH_TBS_INCD,Australia,,,,,6.7
2005,SH_TBS_INCD,Costa Rica,,,,,16.0
2006,SH_TBS_INCD,Costa Rica,,,,,14.0
2007,SH_TBS_INCD,Costa Rica,,,,,16.0
2008,SH_TBS_INCD,Costa Rica,,,,,14.0
2009,SH_TBS_INCD,Costa Rica,,,,,12.0
2010,SH_TBS_INCD,Costa Rica,,,,,13.0
2011,SH_TBS_INCD,Costa Rica,,,,,14.0
2012,SH_TBS_INCD,Costa Rica,,,,,13.0
2013,SH_TBS_INCD,Costa Rica,,,,,11.0
2018,SH_TBS_INCD,Australia,,,,,6.6
2019,SH_TBS_INCD,Australia,,,,,6.8
2020,SH_TBS_INCD,Australia,,,,,7.2
2021,SH_TBS_INCD,Australia,,,,,6.5
2000,SH_TBS_INCD,Austria,,,,,17.0
2001,SH_TBS_INCD,Austria,,,,,14.0
2002,SH_TBS_INCD,Austria,,,,,15.0
2003,SH_TBS_INCD,Austria,,,,,13.0
2004,SH_TBS_INCD,Austria,,,,,13.0
2018,SH_TBS_INCD,Republic of Moldova,,,,,86.0
2019,SH_TBS_INCD,Republic of Moldova,,,,,80.0
2020,SH_TBS_INCD,Republic of Moldova,,,,,78.0
2021,SH_TBS_INCD,Republic of Moldova,,,,,84.0
2005,SH_TBS_INCD,Montenegro,,,,,29.0
2006,SH_TBS_INCD,Montenegro,,,,,31.0
2007,SH_TBS_INCD,Montenegro,,,,,27.0
2008,SH_TBS_INCD,Montenegro,,,,,24.0
2005,SH_TBS_INCD,Austria,,,,,13.0
2006,SH_TBS_INCD,Austria,,,,,12.0
2007,SH_TBS_INCD,Austria,,,,,11.0
2008,SH_TBS_INCD,Austria,,,,,10.0
2009,SH_TBS_INCD,Austria,,,,,9.1
2010,SH_TBS_INCD,Austria,,,,,9.1
2011,SH_TBS_INCD,Austria,,,,,9.2
2012,SH_TBS_INCD,Austria,,,,,8.5
2013,SH_TBS_INCD,Austria,,,,,8.5
2009,SH_TBS_INCD,Montenegro,,,,,21.0
2010,SH_TBS_INCD,Montenegro,,,,,20.0
2011,SH_TBS_INCD,Montenegro,,,,,20.0
2012,SH_TBS_INCD,Montenegro,,,,,18.0
2013,SH_TBS_INCD,Montenegro,,,,,22.0
2014,SH_TBS_INCD,Montenegro,,,,,21.0
2015,SH_TBS_INCD,Montenegro,,,,,15.0
2016,SH_TBS_INCD,Montenegro,,,,,16.0
2017,SH_TBS_INCD,Montenegro,,,,,14.0
2014,SH_TBS_INCD,Costa Rica,,,,,12.0
2015,SH_TBS_INCD,Costa Rica,,,,,11.0
2016,SH_TBS_INCD,Costa Rica,,,,,9.4
2017,SH_TBS_INCD,Costa Rica,,,,,9.6
2018,SH_TBS_INCD,Costa Rica,,,,,10.0
2019,SH_TBS_INCD,Costa Rica,,,,,10.0
2020,SH_TBS_INCD,Costa Rica,,,,,9.7
2021,SH_TBS_INCD,Costa Rica,,,,,11.0
2000,SH_TBS_INCD,Croatia,,,,,41.0
2001,SH_TBS_INCD,Croatia,,,,,35.0
2002,SH_TBS_INCD,Croatia,,,,,37.0
2003,SH_TBS_INCD,Croatia,,,,,36.0
2004,SH_TBS_INCD,Croatia,,,,,30.0
2005,SH_TBS_INCD,Croatia,,,,,27.0
2006,SH_TBS_INCD,Croatia,,,,,27.0
2007,SH_TBS_INCD,Croatia,,,,,25.0
2008,SH_TBS_INCD,Croatia,,,,,26.0
2009,SH_TBS_INCD,Croatia,,,,,22.0
2010,SH_TBS_INCD,Croatia,,,,,18.0
2011,SH_TBS_INCD,Croatia,,,,,16.0
2012,SH_TBS_INCD,Croatia,,,,,14.0
2013,SH_TBS_INCD,Croatia,,,,,14.0
2014,SH_TBS_INCD,Croatia,,,,,13.0
2015,SH_TBS_INCD,Croatia,,,,,13.0
2016,SH_TBS_INCD,Croatia,,,,,12.0
2017,SH_TBS_INCD,Croatia,,,,,10.0
2014,SH_TBS_INCD,Austria,,,,,7.6
2015,SH_TBS_INCD,Austria,,,,,7.5
2016,SH_TBS_INCD,Austria,,,,,8.1
2017,SH_TBS_INCD,Austria,,,,,7.3
2018,SH_TBS_INCD,Austria,,,,,6.1
2019,SH_TBS_INCD,Austria,,,,,6.0
2020,SH_TBS_INCD,Austria,,,,,4.9
2021,SH_TBS_INCD,Austria,,,,,5.0
2000,SH_TBS_INCD,Armenia,,,,,54.0
2018,SH_TBS_INCD,Croatia,,,,,10.0
2019,SH_TBS_INCD,Croatia,,,,,8.3
2020,SH_TBS_INCD,Croatia,,,,,5.0
2021,SH_TBS_INCD,Croatia,,,,,4.0
2000,SH_TBS_INCD,Cyprus,,,,,4.0
2001,SH_TBS_INCD,Cyprus,,,,,4.8
2002,SH_TBS_INCD,Cyprus,,,,,2.3
2003,SH_TBS_INCD,Cyprus,,,,,4.0
2004,SH_TBS_INCD,Cyprus,,,,,3.4
2001,SH_TBS_INCD,Armenia,,,,,57.0
2002,SH_TBS_INCD,Armenia,,,,,59.0
2003,SH_TBS_INCD,Armenia,,,,,64.0
2004,SH_TBS_INCD,Armenia,,,,,69.0
2005,SH_TBS_INCD,Armenia,,,,,92.0
2006,SH_TBS_INCD,Armenia,,,,,75.0
2007,SH_TBS_INCD,Armenia,,,,,72.0
2008,SH_TBS_INCD,Armenia,,,,,71.0
2009,SH_TBS_INCD,Armenia,,,,,68.0
2005,SH_TBS_INCD,Cyprus,,,,,3.8
2006,SH_TBS_INCD,Cyprus,,,,,3.9
2007,SH_TBS_INCD,Cyprus,,,,,4.4
2008,SH_TBS_INCD,Cyprus,,,,,5.1
2009,SH_TBS_INCD,Cyprus,,,,,5.3
2010,SH_TBS_INCD,Cyprus,,,,,6.2
2011,SH_TBS_INCD,Cyprus,,,,,5.1
2012,SH_TBS_INCD,Cyprus,,,,,6.3
2013,SH_TBS_INCD,Cyprus,,,,,4.0
2010,SH_TBS_INCD,Armenia,,,,,61.0
2011,SH_TBS_INCD,Armenia,,,,,55.0
2012,SH_TBS_INCD,Armenia,,,,,53.0
2013,SH_TBS_INCD,Armenia,,,,,60.0
2014,SH_TBS_INCD,Armenia,,,,,57.0
2015,SH_TBS_INCD,Armenia,,,,,50.0
2016,SH_TBS_INCD,Armenia,,,,,44.0
2017,SH_TBS_INCD,Armenia,,,,,36.0
2018,SH_TBS_INCD,Armenia,,,,,31.0
2018,SH_TBS_INCD,Montenegro,,,,,15.0
2019,SH_TBS_INCD,Montenegro,,,,,15.0
2020,SH_TBS_INCD,Montenegro,,,,,15.0
2021,SH_TBS_INCD,Montenegro,,,,,16.0
2000,SH_TBS_INCD,Netherlands (Kingdom of the),,,,,9.0
2001,SH_TBS_INCD,Netherlands (Kingdom of the),,,,,10.0
2002,SH_TBS_INCD,Netherlands (Kingdom of the),,,,,9.7
2003,SH_TBS_INCD,Netherlands (Kingdom of the),,,,,9.3
2014,SH_TBS_INCD,Cyprus,,,,,3.8
2015,SH_TBS_INCD,Cyprus,,,,,6.1
2016,SH_TBS_INCD,Cyprus,,,,,5.5
2017,SH_TBS_INCD,Cyprus,,,,,4.9
2018,SH_TBS_INCD,Cyprus,,,,,4.8
2019,SH_TBS_INCD,Cyprus,,,,,6.2
2020,SH_TBS_INCD,Cyprus,,,,,3.2
2021,SH_TBS_INCD,Cyprus,,,,,4.4
2000,SH_TBS_INCD,Czechia,,,,,16.0
2004,SH_TBS_INCD,Netherlands (Kingdom of the),,,,,9.3
2005,SH_TBS_INCD,Netherlands (Kingdom of the),,,,,8.0
2006,SH_TBS_INCD,Netherlands (Kingdom of the),,,,,7.1
2007,SH_TBS_INCD,Netherlands (Kingdom of the),,,,,6.5
2008,SH_TBS_INCD,Netherlands (Kingdom of the),,,,,6.7
2009,SH_TBS_INCD,Netherlands (Kingdom of the),,,,,7.8
2010,SH_TBS_INCD,Netherlands (Kingdom of the),,,,,7.1
2011,SH_TBS_INCD,Netherlands (Kingdom of the),,,,,6.7
2001,SH_TBS_INCD,Czechia,,,,,15.0
2002,SH_TBS_INCD,Czechia,,,,,13.0
2003,SH_TBS_INCD,Czechia,,,,,13.0
2004,SH_TBS_INCD,Czechia,,,,,12.0
2005,SH_TBS_INCD,Czechia,,,,,11.0
2006,SH_TBS_INCD,Czechia,,,,,11.0
2007,SH_TBS_INCD,Czechia,,,,,8.8
2008,SH_TBS_INCD,Czechia,,,,,8.9
2009,SH_TBS_INCD,Czechia,,,,,7.0
2010,SH_TBS_INCD,Czechia,,,,,6.8
2011,SH_TBS_INCD,Czechia,,,,,6.2
2012,SH_TBS_INCD,Czechia,,,,,6.2
2013,SH_TBS_INCD,Czechia,,,,,5.2
2014,SH_TBS_INCD,Czechia,,,,,5.2
2015,SH_TBS_INCD,Czechia,,,,,5.6
2016,SH_TBS_INCD,Czechia,,,,,5.6
2017,SH_TBS_INCD,Czechia,,,,,5.4
2018,SH_TBS_INCD,Czechia,,,,,4.7
2019,SH_TBS_INCD,Armenia,,,,,26.0
2020,SH_TBS_INCD,Armenia,,,,,25.0
2021,SH_TBS_INCD,Armenia,,,,,27.0
2000,SH_TBS_INCD,Belgium,,,,,14.0
2001,SH_TBS_INCD,Belgium,,,,,15.0
2002,SH_TBS_INCD,Belgium,,,,,13.0
2003,SH_TBS_INCD,Belgium,,,,,12.0
2004,SH_TBS_INCD,Belgium,,,,,12.0
2012,SH_TBS_INCD,Netherlands (Kingdom of the),,,,,6.3
2013,SH_TBS_INCD,Netherlands (Kingdom of the),,,,,5.7
2014,SH_TBS_INCD,Netherlands (Kingdom of the),,,,,5.5
2015,SH_TBS_INCD,Netherlands (Kingdom of the),,,,,5.7
2016,SH_TBS_INCD,Netherlands (Kingdom of the),,,,,5.9
2017,SH_TBS_INCD,Netherlands (Kingdom of the),,,,,5.2
2018,SH_TBS_INCD,Netherlands (Kingdom of the),,,,,5.3
2019,SH_TBS_INCD,Netherlands (Kingdom of the),,,,,4.9
2019,SH_TBS_INCD,Czechia,,,,,5.0
2020,SH_TBS_INCD,Czechia,,,,,3.9
2021,SH_TBS_INCD,Czechia,,,,,3.9
2000,SH_TBS_INCD,Denmark,,,,,13.0
2001,SH_TBS_INCD,Denmark,,,,,11.0
2002,SH_TBS_INCD,Denmark,,,,,8.6
2003,SH_TBS_INCD,Denmark,,,,,8.3
2004,SH_TBS_INCD,Denmark,,,,,7.6
2005,SH_TBS_INCD,Denmark,,,,,8.4
2006,SH_TBS_INCD,Denmark,,,,,7.2
2007,SH_TBS_INCD,Denmark,,,,,7.5
2008,SH_TBS_INCD,Denmark,,,,,6.9
2009,SH_TBS_INCD,Denmark,,,,,6.1
2010,SH_TBS_INCD,Denmark,,,,,6.9
2011,SH_TBS_INCD,Denmark,,,,,7.4
2012,SH_TBS_INCD,Denmark,,,,,7.0
2013,SH_TBS_INCD,Denmark,,,,,6.7
2014,SH_TBS_INCD,Denmark,,,,,6.0
2005,SH_TBS_INCD,Belgium,,,,,12.0
2006,SH_TBS_INCD,Belgium,,,,,11.0
2007,SH_TBS_INCD,Belgium,,,,,10.0
2008,SH_TBS_INCD,Belgium,,,,,10.0
2009,SH_TBS_INCD,Belgium,,,,,9.8
2010,SH_TBS_INCD,Belgium,,,,,11.0
2011,SH_TBS_INCD,Belgium,,,,,10.0
2012,SH_TBS_INCD,Belgium,,,,,9.5
2013,SH_TBS_INCD,Belgium,,,,,9.4
2015,SH_TBS_INCD,Denmark,,,,,6.5
2016,SH_TBS_INCD,Denmark,,,,,5.9
2017,SH_TBS_INCD,Denmark,,,,,5.1
2018,SH_TBS_INCD,Denmark,,,,,5.4
2019,SH_TBS_INCD,Denmark,,,,,5.2
2020,SH_TBS_INCD,Denmark,,,,,4.1
2021,SH_TBS_INCD,Denmark,,,,,3.8
2000,SH_TBS_INCD,Estonia,,,,,65.0
2001,SH_TBS_INCD,Estonia,,,,,59.0
2014,SH_TBS_INCD,Belgium,,,,,9.1
2015,SH_TBS_INCD,Belgium,,,,,9.5
2016,SH_TBS_INCD,Belgium,,,,,10.0
2017,SH_TBS_INCD,Belgium,,,,,9.3
2018,SH_TBS_INCD,Belgium,,,,,9.2
2019,SH_TBS_INCD,Belgium,,,,,8.9
2020,SH_TBS_INCD,Belgium,,,,,7.7
2021,SH_TBS_INCD,Belgium,,,,,8.1
2000,SH_TBS_INCD,Bosnia and Herzegovina,,,,,83.0
2020,SH_TBS_INCD,Netherlands (Kingdom of the),,,,,4.1
2021,SH_TBS_INCD,Netherlands (Kingdom of the),,,,,4.4
2000,SH_TBS_INCD,New Zealand,,,,,10.0
2001,SH_TBS_INCD,New Zealand,,,,,11.0
2002,SH_TBS_INCD,New Zealand,,,,,9.6
2003,SH_TBS_INCD,New Zealand,,,,,12.0
2004,SH_TBS_INCD,New Zealand,,,,,10.0
2005,SH_TBS_INCD,New Zealand,,,,,9.2
2006,SH_TBS_INCD,New Zealand,,,,,9.5
2002,SH_TBS_INCD,Estonia,,,,,52.0
2003,SH_TBS_INCD,Estonia,,,,,49.0
2004,SH_TBS_INCD,Estonia,,,,,45.0
2005,SH_TBS_INCD,Estonia,,,,,41.0
2006,SH_TBS_INCD,Estonia,,,,,36.0
2007,SH_TBS_INCD,Estonia,,,,,39.0
2008,SH_TBS_INCD,Estonia,,,,,34.0
2009,SH_TBS_INCD,Estonia,,,,,31.0
2010,SH_TBS_INCD,Estonia,,,,,25.0
2007,SH_TBS_INCD,New Zealand,,,,,7.5
2008,SH_TBS_INCD,New Zealand,,,,,7.9
2009,SH_TBS_INCD,New Zealand,,,,,8.0
2010,SH_TBS_INCD,New Zealand,,,,,8.0
2011,SH_TBS_INCD,New Zealand,,,,,8.0
2012,SH_TBS_INCD,New Zealand,,,,,7.6
2013,SH_TBS_INCD,New Zealand,,,,,7.0
2014,SH_TBS_INCD,New Zealand,,,,,7.6
2015,SH_TBS_INCD,New Zealand,,,,,7.3
2011,SH_TBS_INCD,Estonia,,,,,25.0
2012,SH_TBS_INCD,Estonia,,,,,23.0
2013,SH_TBS_INCD,Estonia,,,,,23.0
2014,SH_TBS_INCD,Estonia,,,,,21.0
2015,SH_TBS_INCD,Estonia,,,,,18.0
2016,SH_TBS_INCD,Estonia,,,,,16.0
2017,SH_TBS_INCD,Estonia,,,,,15.0
2018,SH_TBS_INCD,Estonia,,,,,13.0
2019,SH_TBS_INCD,Estonia,,,,,13.0
2001,SH_TBS_INCD,Bosnia and Herzegovina,,,,,82.0
2002,SH_TBS_INCD,Bosnia and Herzegovina,,,,,56.0
2003,SH_TBS_INCD,Bosnia and Herzegovina,,,,,59.0
2004,SH_TBS_INCD,Bosnia and Herzegovina,,,,,78.0
2005,SH_TBS_INCD,Bosnia and Herzegovina,,,,,70.0
2006,SH_TBS_INCD,Bosnia and Herzegovina,,,,,59.0
2007,SH_TBS_INCD,Bosnia and Herzegovina,,,,,79.0
2008,SH_TBS_INCD,Bosnia and Herzegovina,,,,,57.0
2009,SH_TBS_INCD,Bosnia and Herzegovina,,,,,58.0
2020,SH_TBS_INCD,Estonia,,,,,10.0
2021,SH_TBS_INCD,Estonia,,,,,9.3
2000,SH_TBS_INCD,Finland,,,,,12.0
2001,SH_TBS_INCD,Finland,,,,,10.0
2002,SH_TBS_INCD,Finland,,,,,9.9
2003,SH_TBS_INCD,Finland,,,,,8.7
2004,SH_TBS_INCD,Finland,,,,,7.0
2005,SH_TBS_INCD,Finland,,,,,7.4
2006,SH_TBS_INCD,Finland,,,,,6.1
2010,SH_TBS_INCD,Bosnia and Herzegovina,,,,,45.0
2011,SH_TBS_INCD,Bosnia and Herzegovina,,,,,46.0
2012,SH_TBS_INCD,Bosnia and Herzegovina,,,,,49.0
2013,SH_TBS_INCD,Bosnia and Herzegovina,,,,,44.0
2014,SH_TBS_INCD,Bosnia and Herzegovina,,,,,43.0
2015,SH_TBS_INCD,Bosnia and Herzegovina,,,,,40.0
2016,SH_TBS_INCD,Bosnia and Herzegovina,,,,,33.0
2017,SH_TBS_INCD,Bosnia and Herzegovina,,,,,29.0
2018,SH_TBS_INCD,Bosnia and Herzegovina,,,,,25.0
2007,SH_TBS_INCD,Finland,,,,,6.5
2008,SH_TBS_INCD,Finland,,,,,7.2
2009,SH_TBS_INCD,Finland,,,,,8.7
2010,SH_TBS_INCD,Finland,,,,,6.6
2011,SH_TBS_INCD,Finland,,,,,6.7
2012,SH_TBS_INCD,Finland,,,,,5.5
2013,SH_TBS_INCD,Finland,,,,,5.6
2014,SH_TBS_INCD,Finland,,,,,5.3
2015,SH_TBS_INCD,Finland,,,,,5.6
2016,SH_TBS_INCD,New Zealand,,,,,7.3
2017,SH_TBS_INCD,New Zealand,,,,,7.3
2018,SH_TBS_INCD,New Zealand,,,,,7.2
2019,SH_TBS_INCD,New Zealand,,,,,7.2
2020,SH_TBS_INCD,New Zealand,,,,,7.2
2021,SH_TBS_INCD,New Zealand,,,,,6.8
2000,SH_TBS_INCD,Norway,,,,,5.7
2001,SH_TBS_INCD,Norway,,,,,7.0
2002,SH_TBS_INCD,Norway,,,,,6.2
2019,SH_TBS_INCD,Bosnia and Herzegovina,,,,,27.0
2020,SH_TBS_INCD,Bosnia and Herzegovina,,,,,26.0
2021,SH_TBS_INCD,Bosnia and Herzegovina,,,,,25.0
2000,SH_TBS_INCD,Bulgaria,,,,,52.0
