Year,SeriesCode,Country,Age,Location,Sex,Value
2020,SD_MDP_MUHC,Costa Rica,ALLAGE,Urban,Both sexes,16
2021,SD_MDP_MUHC,Costa Rica,ALLAGE,Urban,Both sexes,17
2021,SD_MDP_MUHC,Costa Rica,ALLAGE,Rural,Both sexes,31
2022,SD_MDP_MUHC,Costa Rica,ALLAGE,Rural,Both sexes,27
2022,SD_MDP_MUHC,Costa Rica,ALLAGE,Urban,Both sexes,14
2016,SD_MDP_MUHC,Italy,<16Y,All areas,Both sexes,33
2016,SD_MDP_MUHC,Italy,ALLAGE,All areas,Both sexes,30
2016,SD_MDP_MUHC,Italy,ALLAGE,All areas,Male,29
2017,SD_MDP_MUHC,Italy,<16Y,All areas,Both sexes,32
2017,SD_MDP_MUHC,Italy,ALLAGE,All areas,Female,30
2019,SD_MDP_MUHC,Spain,<16Y,All areas,Both sexes,30
2019,SD_MDP_MUHC,Spain,ALLAGE,All areas,Both sexes,25
2019,SD_MDP_MUHC,Spain,ALLAGE,All areas,Male,25
2019,SD_MDP_MUHC,Spain,ALLAGE,Rural,Both sexes,29
2020,SD_MDP_MUHC,Spain,<16Y,All areas,Both sexes,31
2017,SD_MDP_MUHC,Italy,ALLAGE,All areas,Both sexes,29
2017,SD_MDP_MUHC,Italy,ALLAGE,Urban,Both sexes,29
2017,SD_MDP_MUHC,Italy,ALLAGE,Rural,Both sexes,29
2017,SD_MDP_MUHC,Italy,ALLAGE,All areas,Male,28
2018,SD_MDP_MUHC,Italy,ALLAGE,All areas,Male,26
2020,SD_MDP_MUHC,Spain,ALLAGE,All areas,Male,26
2020,SD_MDP_MUHC,Spain,ALLAGE,All areas,Female,27
2020,SD_MDP_MUHC,Spain,ALLAGE,All areas,Both sexes,26
2021,SD_MDP_MUHC,Spain,ALLAGE,All areas,Female,29
2021,SD_MDP_MUHC,Spain,ALLAGE,All areas,Male,27
2010,SD_MDP_MUHC,Croatia,ALLAGE,Rural,Both sexes,39
2010,SD_MDP_MUHC,Croatia,ALLAGE,All areas,Both sexes,31
2010,SD_MDP_MUHC,Croatia,ALLAGE,Urban,Both sexes,24
2010,SD_MDP_MUHC,Croatia,<18Y,All areas,Both sexes,29
2010,SD_MDP_MUHC,Croatia,ALLAGE,All areas,Female,32
2018,SD_MDP_MUHC,Italy,ALLAGE,All areas,Both sexes,27
2018,SD_MDP_MUHC,Italy,ALLAGE,Urban,Both sexes,28
2018,SD_MDP_MUHC,Italy,ALLAGE,Rural,Both sexes,27
2018,SD_MDP_MUHC,Italy,<16Y,All areas,Both sexes,31
2018,SD_MDP_MUHC,Italy,ALLAGE,All areas,Female,28
2019,SD_MDP_MUHC,Italy,ALLAGE,Rural,Both sexes,25
2019,SD_MDP_MUHC,Italy,ALLAGE,All areas,Female,27
2019,SD_MDP_MUHC,Italy,<16Y,All areas,Both sexes,28
2019,SD_MDP_MUHC,Italy,ALLAGE,All areas,Both sexes,26
2019,SD_MDP_MUHC,Italy,ALLAGE,Urban,Both sexes,26
2012,SD_MDP_MUHC,Austria,<16Y,All areas,Both sexes,22
2012,SD_MDP_MUHC,Austria,ALLAGE,All areas,Female,20
2012,SD_MDP_MUHC,Austria,ALLAGE,Rural,Both sexes,15
2012,SD_MDP_MUHC,Austria,ALLAGE,All areas,Male,17
2013,SD_MDP_MUHC,Austria,ALLAGE,Rural,Both sexes,14
2013,SD_MDP_MUHC,Austria,<16Y,All areas,Both sexes,24
2013,SD_MDP_MUHC,Austria,ALLAGE,All areas,Male,17
2013,SD_MDP_MUHC,Austria,ALLAGE,All areas,Both sexes,19
2013,SD_MDP_MUHC,Austria,ALLAGE,All areas,Female,20
2013,SD_MDP_MUHC,Austria,ALLAGE,Urban,Both sexes,22
2019,SD_MDP_MUHC,Italy,ALLAGE,All areas,Male,25
2020,SD_MDP_MUHC,Italy,<16Y,All areas,Both sexes,28
2020,SD_MDP_MUHC,Italy,ALLAGE,All areas,Both sexes,25
2020,SD_MDP_MUHC,Italy,ALLAGE,All areas,Female,27
2020,SD_MDP_MUHC,Italy,ALLAGE,All areas,Male,24
2021,SD_MDP_MUHC,Italy,ALLAGE,All areas,Male,24
2021,SD_MDP_MUHC,Italy,<16Y,All areas,Both sexes,30
2021,SD_MDP_MUHC,Italy,ALLAGE,All areas,Female,26
2021,SD_MDP_MUHC,Italy,ALLAGE,All areas,Both sexes,25
2010,SD_MDP_MUHC,Latvia,<18Y,All areas,Both sexes,44
2010,SD_MDP_MUHC,Croatia,ALLAGE,All areas,Male,30
2011,SD_MDP_MUHC,Croatia,ALLAGE,All areas,Male,32
2011,SD_MDP_MUHC,Croatia,ALLAGE,All areas,Both sexes,33
2011,SD_MDP_MUHC,Croatia,ALLAGE,All areas,Female,33
2011,SD_MDP_MUHC,Croatia,<16Y,All areas,Both sexes,31
2021,SD_MDP_MUHC,Spain,ALLAGE,All areas,Both sexes,28
2021,SD_MDP_MUHC,Spain,<16Y,All areas,Both sexes,33
2010,SD_MDP_MUHC,Sweden,ALLAGE,Rural,Both sexes,18
2010,SD_MDP_MUHC,Sweden,ALLAGE,All areas,Female,19
2010,SD_MDP_MUHC,Sweden,<18Y,All areas,Both sexes,19
2011,SD_MDP_MUHC,Croatia,ALLAGE,Urban,Both sexes,27
2011,SD_MDP_MUHC,Croatia,ALLAGE,Rural,Both sexes,38
2012,SD_MDP_MUHC,Croatia,<16Y,All areas,Both sexes,35
2012,SD_MDP_MUHC,Croatia,ALLAGE,Rural,Both sexes,38
2012,SD_MDP_MUHC,Croatia,ALLAGE,All areas,Male,32
2012,SD_MDP_MUHC,Croatia,ALLAGE,All areas,Both sexes,33
2012,SD_MDP_MUHC,Croatia,ALLAGE,All areas,Female,33
2012,SD_MDP_MUHC,Croatia,ALLAGE,Urban,Both sexes,27
2013,SD_MDP_MUHC,Croatia,ALLAGE,Urban,Both sexes,25
2013,SD_MDP_MUHC,Croatia,ALLAGE,Rural,Both sexes,36
2014,SD_MDP_MUHC,Austria,<16Y,All areas,Both sexes,24
2014,SD_MDP_MUHC,Austria,ALLAGE,Urban,Both sexes,23
2014,SD_MDP_MUHC,Austria,ALLAGE,All areas,Female,21
2014,SD_MDP_MUHC,Austria,ALLAGE,Rural,Both sexes,14
2014,SD_MDP_MUHC,Austria,ALLAGE,All areas,Male,18
2010,SD_MDP_MUHC,Latvia,ALLAGE,All areas,Male,38
2010,SD_MDP_MUHC,Latvia,ALLAGE,Rural,Both sexes,41
2010,SD_MDP_MUHC,Latvia,ALLAGE,All areas,Both sexes,38
2010,SD_MDP_MUHC,Latvia,ALLAGE,Urban,Both sexes,36
2010,SD_MDP_MUHC,Latvia,ALLAGE,All areas,Female,39
2013,SD_MDP_MUHC,Croatia,ALLAGE,All areas,Male,30
2013,SD_MDP_MUHC,Croatia,<16Y,All areas,Both sexes,29
2013,SD_MDP_MUHC,Croatia,ALLAGE,All areas,Female,30
2013,SD_MDP_MUHC,Croatia,ALLAGE,All areas,Both sexes,30
2014,SD_MDP_MUHC,Croatia,ALLAGE,Rural,Both sexes,35
2014,SD_MDP_MUHC,Austria,ALLAGE,All areas,Both sexes,19
2015,SD_MDP_MUHC,Austria,<16Y,All areas,Both sexes,23
2015,SD_MDP_MUHC,Austria,ALLAGE,Urban,Both sexes,21
2015,SD_MDP_MUHC,Austria,ALLAGE,All areas,Both sexes,18
2015,SD_MDP_MUHC,Austria,ALLAGE,Rural,Both sexes,14
2015,SD_MDP_MUHC,Austria,ALLAGE,All areas,Male,18
2015,SD_MDP_MUHC,Austria,ALLAGE,All areas,Female,19
2016,SD_MDP_MUHC,Austria,ALLAGE,Urban,Both sexes,20
2016,SD_MDP_MUHC,Austria,ALLAGE,All areas,Female,19
2016,SD_MDP_MUHC,Austria,ALLAGE,Rural,Both sexes,15
2014,SD_MDP_MUHC,Croatia,ALLAGE,All areas,Female,30
2014,SD_MDP_MUHC,Croatia,<16Y,All areas,Both sexes,28
2014,SD_MDP_MUHC,Croatia,ALLAGE,All areas,Both sexes,29
2014,SD_MDP_MUHC,Croatia,ALLAGE,Urban,Both sexes,24
2014,SD_MDP_MUHC,Croatia,ALLAGE,All areas,Male,29
2015,SD_MDP_MUHC,Croatia,ALLAGE,All areas,Both sexes,29
2015,SD_MDP_MUHC,Croatia,ALLAGE,Urban,Both sexes,24
2015,SD_MDP_MUHC,Croatia,ALLAGE,Rural,Both sexes,35
2015,SD_MDP_MUHC,Croatia,ALLAGE,All areas,Male,28
2015,SD_MDP_MUHC,Croatia,<16Y,All areas,Both sexes,27
2015,SD_MDP_MUHC,Croatia,ALLAGE,All areas,Female,30
2016,SD_MDP_MUHC,Croatia,ALLAGE,All areas,Male,27
2016,SD_MDP_MUHC,Croatia,ALLAGE,All areas,Female,29
2016,SD_MDP_MUHC,Croatia,ALLAGE,All areas,Both sexes,28
2016,SD_MDP_MUHC,Croatia,<16Y,All areas,Both sexes,25
2016,SD_MDP_MUHC,Croatia,ALLAGE,Urban,Both sexes,24
2016,SD_MDP_MUHC,Croatia,ALLAGE,Rural,Both sexes,34
2017,SD_MDP_MUHC,Croatia,ALLAGE,Rural,Both sexes,33
2017,SD_MDP_MUHC,Croatia,ALLAGE,All areas,Both sexes,26
2017,SD_MDP_MUHC,Croatia,ALLAGE,All areas,Female,27
2016,SD_MDP_MUHC,Austria,<16Y,All areas,Both sexes,21
2016,SD_MDP_MUHC,Austria,ALLAGE,All areas,Both sexes,18
2016,SD_MDP_MUHC,Austria,ALLAGE,All areas,Male,17
2017,SD_MDP_MUHC,Austria,ALLAGE,Rural,Both sexes,13
2017,SD_MDP_MUHC,Austria,ALLAGE,All areas,Male,17
2017,SD_MDP_MUHC,Croatia,<16Y,All areas,Both sexes,26
2017,SD_MDP_MUHC,Croatia,ALLAGE,Urban,Both sexes,22
2017,SD_MDP_MUHC,Croatia,ALLAGE,All areas,Male,26
2018,SD_MDP_MUHC,Croatia,ALLAGE,Urban,Both sexes,21
2018,SD_MDP_MUHC,Croatia,ALLAGE,All areas,Female,26
2017,SD_MDP_MUHC,Austria,ALLAGE,Urban,Both sexes,21
2017,SD_MDP_MUHC,Austria,ALLAGE,All areas,Female,19
2017,SD_MDP_MUHC,Austria,<16Y,All areas,Both sexes,24
2017,SD_MDP_MUHC,Austria,ALLAGE,All areas,Both sexes,18
2018,SD_MDP_MUHC,Austria,ALLAGE,Rural,Both sexes,14
2018,SD_MDP_MUHC,Austria,ALLAGE,Urban,Both sexes,20
2018,SD_MDP_MUHC,Austria,ALLAGE,All areas,Male,16
2018,SD_MDP_MUHC,Austria,<16Y,All areas,Both sexes,22
2018,SD_MDP_MUHC,Austria,ALLAGE,All areas,Both sexes,18
2018,SD_MDP_MUHC,Austria,ALLAGE,All areas,Female,19
2011,SD_MDP_MUHC,Latvia,ALLAGE,All areas,Both sexes,40
2011,SD_MDP_MUHC,Latvia,ALLAGE,Urban,Both sexes,36
2011,SD_MDP_MUHC,Latvia,ALLAGE,Rural,Both sexes,44
2011,SD_MDP_MUHC,Latvia,<16Y,All areas,Both sexes,44
2011,SD_MDP_MUHC,Latvia,ALLAGE,All areas,Female,40
2010,SD_MDP_MUHC,Sweden,ALLAGE,All areas,Male,17
2010,SD_MDP_MUHC,Sweden,ALLAGE,All areas,Both sexes,18
2010,SD_MDP_MUHC,Sweden,ALLAGE,Urban,Both sexes,18
2011,SD_MDP_MUHC,Sweden,ALLAGE,Rural,Both sexes,19
2011,SD_MDP_MUHC,Sweden,ALLAGE,All areas,Both sexes,19
2011,SD_MDP_MUHC,Latvia,ALLAGE,All areas,Male,40
2012,SD_MDP_MUHC,Latvia,ALLAGE,All areas,Both sexes,36
2012,SD_MDP_MUHC,Latvia,ALLAGE,Urban,Both sexes,33
2012,SD_MDP_MUHC,Latvia,ALLAGE,All areas,Male,36
2012,SD_MDP_MUHC,Latvia,ALLAGE,All areas,Female,37
2012,SD_MDP_MUHC,Latvia,<16Y,All areas,Both sexes,39
2012,SD_MDP_MUHC,Latvia,ALLAGE,Rural,Both sexes,40
2013,SD_MDP_MUHC,Latvia,ALLAGE,All areas,Both sexes,35
2013,SD_MDP_MUHC,Latvia,ALLAGE,All areas,Female,36
2013,SD_MDP_MUHC,Latvia,ALLAGE,All areas,Male,34
2018,SD_MDP_MUHC,Croatia,<16Y,All areas,Both sexes,23
2018,SD_MDP_MUHC,Croatia,ALLAGE,All areas,Both sexes,25
2018,SD_MDP_MUHC,Croatia,ALLAGE,Rural,Both sexes,31
2018,SD_MDP_MUHC,Croatia,ALLAGE,All areas,Male,24
2019,SD_MDP_MUHC,Croatia,ALLAGE,Urban,Both sexes,20
2019,SD_MDP_MUHC,Croatia,ALLAGE,Rural,Both sexes,29
2019,SD_MDP_MUHC,Croatia,<16Y,All areas,Both sexes,20
2019,SD_MDP_MUHC,Croatia,ALLAGE,All areas,Both sexes,23
2019,SD_MDP_MUHC,Croatia,ALLAGE,All areas,Female,24
2019,SD_MDP_MUHC,Croatia,ALLAGE,All areas,Male,22
2019,SD_MDP_MUHC,Austria,ALLAGE,Rural,Both sexes,11
2019,SD_MDP_MUHC,Austria,ALLAGE,All areas,Female,18
2019,SD_MDP_MUHC,Austria,<16Y,All areas,Both sexes,19
2019,SD_MDP_MUHC,Austria,ALLAGE,All areas,Male,15
2019,SD_MDP_MUHC,Austria,ALLAGE,Urban,Both sexes,20
2019,SD_MDP_MUHC,Austria,ALLAGE,All areas,Both sexes,17
2020,SD_MDP_MUHC,Austria,ALLAGE,All areas,Male,17
2020,SD_MDP_MUHC,Austria,<16Y,All areas,Both sexes,23
2020,SD_MDP_MUHC,Austria,ALLAGE,All areas,Female,18
2020,SD_MDP_MUHC,Austria,ALLAGE,All areas,Both sexes,18
2013,SD_MDP_MUHC,Latvia,ALLAGE,Urban,Both sexes,30
2013,SD_MDP_MUHC,Latvia,<16Y,All areas,Both sexes,37
2013,SD_MDP_MUHC,Latvia,ALLAGE,Rural,Both sexes,41
2014,SD_MDP_MUHC,Latvia,ALLAGE,Rural,Both sexes,39
2014,SD_MDP_MUHC,Latvia,ALLAGE,All areas,Male,31
2014,SD_MDP_MUHC,Latvia,ALLAGE,Urban,Both sexes,27
2014,SD_MDP_MUHC,Latvia,ALLAGE,All areas,Female,34
2014,SD_MDP_MUHC,Latvia,ALLAGE,All areas,Both sexes,33
2014,SD_MDP_MUHC,Latvia,<16Y,All areas,Both sexes,35
2015,SD_MDP_MUHC,Latvia,ALLAGE,All areas,Female,33
2020,SD_MDP_MUHC,Croatia,ALLAGE,All areas,Male,22
2020,SD_MDP_MUHC,Croatia,ALLAGE,All areas,Female,24
2020,SD_MDP_MUHC,Croatia,ALLAGE,All areas,Both sexes,23
2020,SD_MDP_MUHC,Croatia,<16Y,All areas,Both sexes,20
2021,SD_MDP_MUHC,Croatia,<16Y,All areas,Both sexes,18
2011,SD_MDP_MUHC,Sweden,ALLAGE,All areas,Male,17
2011,SD_MDP_MUHC,Sweden,<16Y,All areas,Both sexes,19
2011,SD_MDP_MUHC,Sweden,ALLAGE,Urban,Both sexes,18
2011,SD_MDP_MUHC,Sweden,ALLAGE,All areas,Female,20
2012,SD_MDP_MUHC,Sweden,ALLAGE,Rural,Both sexes,18
2021,SD_MDP_MUHC,Austria,ALLAGE,All areas,Both sexes,17
2021,SD_MDP_MUHC,Austria,ALLAGE,All areas,Male,16
2021,SD_MDP_MUHC,Austria,<16Y,All areas,Both sexes,24
2021,SD_MDP_MUHC,Austria,ALLAGE,All areas,Female,18
2010,SD_MDP_MUHC,Armenia,ALLAGE,All areas,Both sexes,41
2021,SD_MDP_MUHC,Croatia,ALLAGE,All areas,Female,23
2021,SD_MDP_MUHC,Croatia,ALLAGE,All areas,Male,19
2021,SD_MDP_MUHC,Croatia,ALLAGE,All areas,Both sexes,21
2010,SD_MDP_MUHC,Cyprus,ALLAGE,Rural,Both sexes,27
2010,SD_MDP_MUHC,Cyprus,ALLAGE,All areas,Both sexes,25
2010,SD_MDP_MUHC,Cyprus,<18Y,All areas,Both sexes,22
2010,SD_MDP_MUHC,Cyprus,ALLAGE,Urban,Both sexes,24
2010,SD_MDP_MUHC,Cyprus,ALLAGE,All areas,Female,26
2010,SD_MDP_MUHC,Cyprus,ALLAGE,All areas,Male,23
2011,SD_MDP_MUHC,Cyprus,ALLAGE,Urban,Both sexes,24
2012,SD_MDP_MUHC,Sweden,<16Y,All areas,Both sexes,19
2012,SD_MDP_MUHC,Sweden,ALLAGE,All areas,Female,19
2012,SD_MDP_MUHC,Sweden,ALLAGE,Urban,Both sexes,17
2012,SD_MDP_MUHC,Sweden,ALLAGE,All areas,Both sexes,18
2012,SD_MDP_MUHC,Sweden,ALLAGE,All areas,Male,17
2015,SD_MDP_MUHC,Latvia,ALLAGE,All areas,Male,28
2015,SD_MDP_MUHC,Latvia,ALLAGE,Rural,Both sexes,37
2015,SD_MDP_MUHC,Latvia,<16Y,All areas,Both sexes,30
2015,SD_MDP_MUHC,Latvia,ALLAGE,Urban,Both sexes,27
2015,SD_MDP_MUHC,Latvia,ALLAGE,All areas,Both sexes,31
2013,SD_MDP_MUHC,Sweden,ALLAGE,All areas,Female,20
2013,SD_MDP_MUHC,Sweden,ALLAGE,All areas,Both sexes,18
2013,SD_MDP_MUHC,Sweden,ALLAGE,Urban,Both sexes,18
2013,SD_MDP_MUHC,Sweden,<16Y,All areas,Both sexes,19
2013,SD_MDP_MUHC,Sweden,ALLAGE,Rural,Both sexes,19
2011,SD_MDP_MUHC,Cyprus,ALLAGE,All areas,Male,23
2011,SD_MDP_MUHC,Cyprus,ALLAGE,All areas,Female,26
2011,SD_MDP_MUHC,Cyprus,ALLAGE,Rural,Both sexes,27
2011,SD_MDP_MUHC,Cyprus,ALLAGE,All areas,Both sexes,25
2011,SD_MDP_MUHC,Cyprus,<16Y,All areas,Both sexes,23
2012,SD_MDP_MUHC,Cyprus,ALLAGE,All areas,Male,25
2012,SD_MDP_MUHC,Cyprus,ALLAGE,Urban,Both sexes,26
2012,SD_MDP_MUHC,Cyprus,<16Y,All areas,Both sexes,27
2012,SD_MDP_MUHC,Cyprus,ALLAGE,All areas,Female,29
2012,SD_MDP_MUHC,Cyprus,ALLAGE,All areas,Both sexes,27
2013,SD_MDP_MUHC,Sweden,ALLAGE,All areas,Male,17
2014,SD_MDP_MUHC,Sweden,ALLAGE,All areas,Female,19
2014,SD_MDP_MUHC,Sweden,ALLAGE,All areas,Both sexes,18
2014,SD_MDP_MUHC,Sweden,ALLAGE,All areas,Male,17
2014,SD_MDP_MUHC,Sweden,ALLAGE,Rural,Both sexes,18
2010,SD_MDP_MUHC,Armenia,ALLAGE,Rural,Both sexes,53
2010,SD_MDP_MUHC,Armenia,ALLAGE,Urban,Both sexes,35
2011,SD_MDP_MUHC,Armenia,ALLAGE,Urban,Both sexes,29
2011,SD_MDP_MUHC,Armenia,ALLAGE,All areas,Both sexes,34
2011,SD_MDP_MUHC,Armenia,ALLAGE,Rural,Both sexes,43
2016,SD_MDP_MUHC,Latvia,<16Y,All areas,Both sexes,24
2016,SD_MDP_MUHC,Latvia,ALLAGE,Rural,Both sexes,35
2016,SD_MDP_MUHC,Latvia,ALLAGE,All areas,Male,26
2016,SD_MDP_MUHC,Latvia,ALLAGE,Urban,Both sexes,25
2016,SD_MDP_MUHC,Latvia,ALLAGE,All areas,Female,31
2016,SD_MDP_MUHC,Latvia,ALLAGE,All areas,Both sexes,29
2017,SD_MDP_MUHC,Latvia,ALLAGE,All areas,Female,31
2017,SD_MDP_MUHC,Latvia,ALLAGE,Urban,Both sexes,25
2017,SD_MDP_MUHC,Latvia,<16Y,All areas,Both sexes,23
2017,SD_MDP_MUHC,Latvia,ALLAGE,All areas,Both sexes,28
2014,SD_MDP_MUHC,Sweden,<16Y,All areas,Both sexes,20
2014,SD_MDP_MUHC,Sweden,ALLAGE,Urban,Both sexes,18
2015,SD_MDP_MUHC,Sweden,ALLAGE,Rural,Both sexes,18
2015,SD_MDP_MUHC,Sweden,ALLAGE,All areas,Both sexes,19
2015,SD_MDP_MUHC,Sweden,ALLAGE,All areas,Female,20
2017,SD_MDP_MUHC,Latvia,ALLAGE,Rural,Both sexes,34
2017,SD_MDP_MUHC,Latvia,ALLAGE,All areas,Male,25
2018,SD_MDP_MUHC,Latvia,<16Y,All areas,Both sexes,21
2018,SD_MDP_MUHC,Latvia,ALLAGE,Urban,Both sexes,26
2018,SD_MDP_MUHC,Latvia,ALLAGE,All areas,Both sexes,28
2012,SD_MDP_MUHC,Cyprus,ALLAGE,Rural,Both sexes,30
2013,SD_MDP_MUHC,Cyprus,<16Y,All areas,Both sexes,27
2013,SD_MDP_MUHC,Cyprus,ALLAGE,Rural,Both sexes,30
2013,SD_MDP_MUHC,Cyprus,ALLAGE,Urban,Both sexes,27
2013,SD_MDP_MUHC,Cyprus,ALLAGE,All areas,Both sexes,28
2018,SD_MDP_MUHC,Latvia,ALLAGE,Rural,Both sexes,32
2018,SD_MDP_MUHC,Latvia,ALLAGE,All areas,Male,25
2018,SD_MDP_MUHC,Latvia,ALLAGE,All areas,Female,31
2019,SD_MDP_MUHC,Latvia,ALLAGE,All areas,Male,25
2019,SD_MDP_MUHC,Latvia,ALLAGE,All areas,Female,30
2012,SD_MDP_MUHC,Armenia,ALLAGE,Urban,Both sexes,28
2012,SD_MDP_MUHC,Armenia,ALLAGE,Rural,Both sexes,38
2012,SD_MDP_MUHC,Armenia,ALLAGE,All areas,Both sexes,31
2013,SD_MDP_MUHC,Armenia,ALLAGE,Urban,Both sexes,27
2013,SD_MDP_MUHC,Armenia,ALLAGE,Rural,Both sexes,37
2013,SD_MDP_MUHC,Cyprus,ALLAGE,All areas,Female,29
