Year,SeriesCode,Country,Level/Status,Value
2022,ER_BDY_ABT2NP,Czechia,Total or no breakdown,0
2022,ER_BDY_ABT2NP,Denmark,Total or no breakdown,0
2022,ER_BDY_ABT2NP,Denmark,ABT2NONTLT,1
2022,ER_BDY_ABT2NP,Estonia,Total or no breakdown,1
2022,ER_BDY_ABT2NP,Estonia,ABT2ACHIEVE,1
2022,ER_BDY_ABT2NP,Finland,Total or no breakdown,1
2022,ER_BDY_ABT2NP,Finland,ABT2ACHIEVE,1
2022,ER_BDY_ABT2NP,France,Total or no breakdown,1
2022,ER_BDY_ABT2NP,France,ABT2INSUFNT,1
2022,ER_BDY_ABT2NP,Georgia,Total or no breakdown,1
2022,ER_BDY_ABT2NP,Georgia,ABT2INSUFNT,1
2022,ER_BDY_ABT2NP,Germany,Total or no breakdown,1
2022,ER_BDY_ABT2NP,Germany,ABT2INSUFNT,1
2022,ER_BDY_ABT2NP,Greece,Total or no breakdown,1
2022,ER_BDY_ABT2NP,Greece,ABT2INSUFNT,1
2022,ER_BDY_ABT2NP,Hungary,Total or no breakdown,1
2022,ER_BDY_ABT2NP,Hungary,ABT2INSUFNT,1
2022,ER_BDY_ABT2NP,Iceland,Total or no breakdown,0
2022,ER_BDY_ABT2NP,Iceland,ABT2NONTLT,1
2022,ER_BDY_ABT2NP,India,ABT2ACHIEVE,1
2022,ER_BDY_ABT2NP,India,Total or no breakdown,1
2022,ER_BDY_ABT2NP,Ireland,Total or no breakdown,1
2022,ER_BDY_ABT2NP,Ireland,ABT2INSUFNT,1
2022,ER_BDY_ABT2NP,Israel,Total or no breakdown,1
2022,ER_BDY_ABT2NP,Israel,ABT2INSUFNT,1
2022,ER_BDY_ABT2NP,Italy,ABT2INSUFNT,1
2022,ER_BDY_ABT2NP,Italy,Total or no breakdown,1
2022,ER_BDY_ABT2NP,Japan,ABT2INSUFNT,1
2022,ER_BDY_ABT2NP,Japan,Total or no breakdown,1
2022,ER_BDY_ABT2NP,Kazakhstan,Total or no breakdown,1
2022,ER_BDY_ABT2NP,Kazakhstan,ABT2INSUFNT,1
2022,ER_BDY_ABT2NP,Republic of Korea,ABT2ACHIEVE,1
2022,ER_BDY_ABT2NP,Republic of Korea,Total or no breakdown,1
2022,ER_BDY_ABT2NP,Kyrgyzstan,Total or no breakdown,1
2022,ER_BDY_ABT2NP,Kyrgyzstan,ABT2INSUFNT,1
2022,ER_BDY_ABT2NP,Latvia,Total or no breakdown,1
2022,ER_BDY_ABT2NP,Latvia,ABT2ACHIEVE,1
2022,ER_BDY_ABT2NP,Liechtenstein,Total or no breakdown,1
2022,ER_BDY_ABT2NP,Liechtenstein,ABT2INSUFNT,1
2022,ER_BDY_ABT2NP,Lithuania,Total or no breakdown,0
2022,ER_BDY_ABT2NP,Lithuania,ABT2NONTLT,1
2022,ER_BDY_ABT2NP,Luxembourg,Total or no breakdown,0
2022,ER_BDY_ABT2NP,Luxembourg,ABT2NONTLT,1
2022,ER_BDY_ABT2NP,Malta,ABT2INSUFNT,1
2022,ER_BDY_ABT2NP,Malta,Total or no breakdown,1
2022,ER_BDY_ABT2NP,Mexico,Total or no breakdown,1
2022,ER_BDY_ABT2NP,Mexico,ABT2INSUFNT,1
2022,ER_BDY_ABT2NP,Moldova,ABT2INSUFNT,1
2022,ER_BDY_ABT2NP,Moldova,Total or no breakdown,1
2022,ER_BDY_ABT2NP,Montenegro,Total or no breakdown,1
2022,ER_BDY_ABT2NP,Montenegro,ABT2NOPROG,1
2022,ER_BDY_ABT2NP,Netherlands (Kingdom of the),Total or no breakdown,0
2022,ER_BDY_ABT2NP,Netherlands (Kingdom of the),ABT2NONTLT,1
2022,ER_BDY_ABT2NP,New Zealand,ABT2ACHIEVE,1
2022,ER_BDY_ABT2NP,New Zealand,Total or no breakdown,1
2022,ER_BDY_ABT2NP,Norway,ABT2NONTLT,1
2022,ER_BDY_ABT2NP,Norway,Total or no breakdown,0
2022,ER_BDY_ABT2NP,Poland,ABT2INSUFNT,1
2022,ER_BDY_ABT2NP,Poland,Total or no breakdown,1
2022,ER_BDY_ABT2NP,Portugal,ABT2INSUFNT,1
2022,ER_BDY_ABT2NP,Portugal,Total or no breakdown,1
2022,ER_BDY_ABT2NP,Romania,ABT2NONTLT,1
2022,ER_BDY_ABT2NP,Romania,Total or no breakdown,0
2022,ER_BDY_ABT2NP,Serbia,Total or no breakdown,1
2022,ER_BDY_ABT2NP,Serbia,ABT2INSUFNT,1
2022,ER_BDY_ABT2NP,Slovakia,Total or no breakdown,1
2022,ER_BDY_ABT2NP,Slovakia,ABT2ACHIEVE,1
2022,ER_BDY_ABT2NP,Viet Nam,Total or no breakdown,0
2022,ER_BDY_ABT2NP,Viet Nam,ABT2NONTLT,1
2022,ER_BDY_ABT2NP,Slovenia,ABT2NONTLT,1
2022,ER_BDY_ABT2NP,Slovenia,Total or no breakdown,0
2022,ER_BDY_ABT2NP,Spain,ABT2INSUFNT,1
2022,ER_BDY_ABT2NP,Spain,Total or no breakdown,1
2022,ER_BDY_ABT2NP,Sweden,ABT2INSUFNT,1
2022,ER_BDY_ABT2NP,Sweden,Total or no breakdown,1
2022,ER_BDY_ABT2NP,Switzerland,ABT2INSUFNT,1
2022,ER_BDY_ABT2NP,Switzerland,Total or no breakdown,1
2022,ER_BDY_ABT2NP,Tajikistan,Total or no breakdown,1
2022,ER_BDY_ABT2NP,Tajikistan,ABT2INSUFNT,1
2022,ER_BDY_ABT2NP,United Arab Emirates,ABT2ACHIEVE,1
2022,ER_BDY_ABT2NP,United Arab Emirates,Total or no breakdown,1
2022,ER_BDY_ABT2NP,Türkiye,Total or no breakdown,1
2022,ER_BDY_ABT2NP,Türkiye,ABT2INSUFNT,1
2022,ER_BDY_ABT2NP,Turkmenistan,Total or no breakdown,0
2022,ER_BDY_ABT2NP,Turkmenistan,ABT2NONTLT,1
2022,ER_BDY_ABT2NP,Ukraine,Total or no breakdown,1
2022,ER_BDY_ABT2NP,Ukraine,ABT2NOPROG,1
2022,ER_BDY_ABT2NP,North Macedonia,Total or no breakdown,1
2022,ER_BDY_ABT2NP,North Macedonia,ABT2INSUFNT,1
2022,ER_BDY_ABT2NP,United Kingdom of Great Britain and Northern Ireland,Total or no breakdown,1
2022,ER_BDY_ABT2NP,United Kingdom of Great Britain and Northern Ireland,ABT2ACHIEVE,1
2022,ER_BDY_ABT2NP,Uzbekistan,Total or no breakdown,0
2022,ER_BDY_ABT2NP,Uzbekistan,ABT2NONTLT,1
2022,ER_BDY_ABT2NP,Uzbekistan,ABT2NONTLT,1
