Year,Metric,GeoAreaName,Value
2005,Government Effectiveness,Austria,1.679051638
2004,Government Effectiveness,Austria,1.843319774
2003,Government Effectiveness,Austria,1.929604173
2002,Government Effectiveness,Austria,1.880228162
2000,Government Effectiveness,Austria,1.847265244
1998,Government Effectiveness,Austria,1.803506255
1996,Government Effectiveness,Austria,1.731649637
2021,Government Effectiveness,Azerbaijan,0.247684523
2020,Government Effectiveness,Azerbaijan,-0.116941825
2019,Government Effectiveness,Azerbaijan,-0.08649461
2018,Government Effectiveness,Azerbaijan,-0.104204588
2017,Government Effectiveness,Azerbaijan,-0.129922405
2016,Government Effectiveness,Azerbaijan,-0.11617627
2015,Government Effectiveness,Azerbaijan,-0.218868449
2014,Government Effectiveness,Azerbaijan,-0.305417299
2013,Government Effectiveness,Azerbaijan,-0.444532543
2012,Government Effectiveness,Azerbaijan,-0.78799051
2011,Government Effectiveness,Azerbaijan,-0.770396113
2010,Government Effectiveness,Azerbaijan,-0.811674297
2009,Government Effectiveness,Azerbaijan,-0.661590874
2008,Government Effectiveness,Azerbaijan,-0.784415364
2007,Government Effectiveness,Azerbaijan,-0.800852239
2006,Government Effectiveness,Azerbaijan,-0.667855263
2005,Government Effectiveness,Azerbaijan,-0.738662243
2004,Government Effectiveness,Azerbaijan,-0.930401146
2003,Government Effectiveness,Azerbaijan,-0.929972351
2002,Government Effectiveness,Azerbaijan,-0.985208631
2000,Government Effectiveness,Azerbaijan,-0.951395214
1998,Government Effectiveness,Azerbaijan,-0.933607459
1996,Government Effectiveness,Azerbaijan,-0.916389585
2021,Government Effectiveness,Belgium,1.125090241
2020,Government Effectiveness,Belgium,1.116143942
2019,Government Effectiveness,Belgium,1.142297983
2018,Government Effectiveness,Belgium,1.256181955
2017,Government Effectiveness,Belgium,1.271787643
2016,Government Effectiveness,Belgium,1.427392483
2015,Government Effectiveness,Belgium,1.556387544
2014,Government Effectiveness,Belgium,1.518173218
2013,Government Effectiveness,Belgium,1.702398062
2012,Government Effectiveness,Belgium,1.670858145
2011,Government Effectiveness,Belgium,1.723260999
2010,Government Effectiveness,Belgium,1.654006839
2009,Government Effectiveness,Belgium,1.567259312
2008,Government Effectiveness,Belgium,1.380659461
2007,Government Effectiveness,Belgium,1.60173285
2006,Government Effectiveness,Belgium,1.742777586
2005,Government Effectiveness,Belgium,1.706026554
2004,Government Effectiveness,Belgium,1.853857398
2003,Government Effectiveness,Belgium,1.867962003
2002,Government Effectiveness,Belgium,1.915110826
2000,Government Effectiveness,Belgium,1.659194231
1998,Government Effectiveness,Belgium,1.770154357
1996,Government Effectiveness,Belgium,1.711543679
2021,Government Effectiveness,Bulgaria,-0.139183074
2020,Government Effectiveness,Bulgaria,-0.182731494
2019,Government Effectiveness,Bulgaria,0.202311069
2018,Government Effectiveness,Bulgaria,0.140734524
2017,Government Effectiveness,Bulgaria,0.128312349
2016,Government Effectiveness,Bulgaria,0.120276362
2015,Government Effectiveness,Bulgaria,0.016386688
2014,Government Effectiveness,Bulgaria,-0.11380437
2013,Government Effectiveness,Bulgaria,-0.015521661
2012,Government Effectiveness,Bulgaria,-0.031450093
2011,Government Effectiveness,Bulgaria,-0.075621031
2010,Government Effectiveness,Bulgaria,-0.069736719
2009,Government Effectiveness,Bulgaria,0.068754435
2008,Government Effectiveness,Bulgaria,-0.18058373
2007,Government Effectiveness,Bulgaria,-0.126671836
2006,Government Effectiveness,Bulgaria,-0.136293441
2005,Government Effectiveness,Bulgaria,0.131950036
2004,Government Effectiveness,Bulgaria,0.075740859
2003,Government Effectiveness,Bulgaria,0.030534759
2002,Government Effectiveness,Bulgaria,0.173596397
2000,Government Effectiveness,Bulgaria,0.037975479
1998,Government Effectiveness,Bulgaria,-0.083464123
1996,Government Effectiveness,Bulgaria,-0.042584829
2021,Government Effectiveness,Bosnia and Herzegovina,-1.041251063
2020,Government Effectiveness,Bosnia and Herzegovina,-1.043453574
2019,Government Effectiveness,Bosnia and Herzegovina,-0.669898689
2018,Government Effectiveness,Bosnia and Herzegovina,-0.638621569
2017,Government Effectiveness,Bosnia and Herzegovina,-0.484354198
2016,Government Effectiveness,Bosnia and Herzegovina,-0.413330823
2015,Government Effectiveness,Bosnia and Herzegovina,-0.589775622
2014,Government Effectiveness,Bosnia and Herzegovina,-0.48677516
2013,Government Effectiveness,Bosnia and Herzegovina,-0.427030027
2012,Government Effectiveness,Bosnia and Herzegovina,-0.449273467
2011,Government Effectiveness,Bosnia and Herzegovina,-0.733116925
2010,Government Effectiveness,Bosnia and Herzegovina,-0.737868011
2009,Government Effectiveness,Bosnia and Herzegovina,-0.719220936
2008,Government Effectiveness,Bosnia and Herzegovina,-0.602844954
2007,Government Effectiveness,Bosnia and Herzegovina,-0.860691369
2006,Government Effectiveness,Bosnia and Herzegovina,-0.633571148
2005,Government Effectiveness,Bosnia and Herzegovina,-0.766192019
2004,Government Effectiveness,Bosnia and Herzegovina,-0.704951227
2003,Government Effectiveness,Bosnia and Herzegovina,-0.888265491
2002,Government Effectiveness,Bosnia and Herzegovina,-1.071950078
2000,Government Effectiveness,Bosnia and Herzegovina,-1.057379365
1998,Government Effectiveness,Bosnia and Herzegovina,-1.20836997
1996,Government Effectiveness,Bosnia and Herzegovina,-1.192045927
2021,Government Effectiveness,Belarus,-0.770816863
2020,Government Effectiveness,Belarus,-0.798498213
2019,Government Effectiveness,Belarus,-0.129739583
2018,Government Effectiveness,Belarus,-0.25573644
2017,Government Effectiveness,Belarus,-0.315424979
2016,Government Effectiveness,Belarus,-0.472853124
2015,Government Effectiveness,Belarus,-0.447351336
2014,Government Effectiveness,Belarus,-0.480019152
2013,Government Effectiveness,Belarus,-0.95636642
2012,Government Effectiveness,Belarus,-0.967426658
2011,Government Effectiveness,Belarus,-1.191681385
2010,Government Effectiveness,Belarus,-1.188547492
2009,Government Effectiveness,Belarus,-1.209062576
2008,Government Effectiveness,Belarus,-1.167096853
2007,Government Effectiveness,Belarus,-1.160435677
2006,Government Effectiveness,Belarus,-1.203712702
2005,Government Effectiveness,Belarus,-1.133684516
2004,Government Effectiveness,Belarus,-1.207640886
2003,Government Effectiveness,Belarus,-1.046411037
2002,Government Effectiveness,Belarus,-1.043802381
2000,Government Effectiveness,Belarus,-0.721570194
1998,Government Effectiveness,Belarus,-0.546766698
1996,Government Effectiveness,Belarus,-0.380564451
2021,Government Effectiveness,Switzerland,2.032248974
2020,Government Effectiveness,Switzerland,2.010252953
2019,Government Effectiveness,Switzerland,1.944320321
2018,Government Effectiveness,Switzerland,2.030540466
2017,Government Effectiveness,Switzerland,2.050233603
2016,Government Effectiveness,Switzerland,2.000655413
2015,Government Effectiveness,Switzerland,1.992946982
2014,Government Effectiveness,Switzerland,2.105137587
2013,Government Effectiveness,Switzerland,1.816834927
2012,Government Effectiveness,Switzerland,1.882501483
2011,Government Effectiveness,Switzerland,1.861428857
2010,Government Effectiveness,Switzerland,1.870759368
2009,Government Effectiveness,Switzerland,1.944823146
2008,Government Effectiveness,Switzerland,2.026931286
2007,Government Effectiveness,Switzerland,2.035068274
2006,Government Effectiveness,Switzerland,2.074852467
2005,Government Effectiveness,Switzerland,1.845770478
2004,Government Effectiveness,Switzerland,2.158038378
2003,Government Effectiveness,Switzerland,1.752962708
2002,Government Effectiveness,Switzerland,1.937041759
2000,Government Effectiveness,Switzerland,1.956340551
1998,Government Effectiveness,Switzerland,1.906915069
1996,Government Effectiveness,Switzerland,1.757080555
2021,Government Effectiveness,Cyprus,0.736126184
2020,Government Effectiveness,Cyprus,0.875510335
2019,Government Effectiveness,Cyprus,0.98665911
2018,Government Effectiveness,Cyprus,0.914614916
2017,Government Effectiveness,Cyprus,0.916094303
2016,Government Effectiveness,Cyprus,0.956362784
2015,Government Effectiveness,Cyprus,1.045255303
2014,Government Effectiveness,Cyprus,1.135781765
2013,Government Effectiveness,Cyprus,1.360271811
2012,Government Effectiveness,Cyprus,1.383294225
2011,Government Effectiveness,Cyprus,1.557673216
2010,Government Effectiveness,Cyprus,1.526306391
2009,Government Effectiveness,Cyprus,1.414181828
2008,Government Effectiveness,Cyprus,1.523222446
2007,Government Effectiveness,Cyprus,1.420614243
2006,Government Effectiveness,Cyprus,1.261408091
2005,Government Effectiveness,Cyprus,1.152060747
2004,Government Effectiveness,Cyprus,1.107135057
2003,Government Effectiveness,Cyprus,1.122801542
2002,Government Effectiveness,Cyprus,1.295337439
2000,Government Effectiveness,Cyprus,1.074904203
1998,Government Effectiveness,Cyprus,1.19583571
1996,Government Effectiveness,Cyprus,1.171663761
2021,Government Effectiveness,Czechia,1.110251784
2020,Government Effectiveness,Czechia,0.949175954
2019,Government Effectiveness,Czechia,0.949878514
2018,Government Effectiveness,Czechia,0.983867347
2017,Government Effectiveness,Czechia,1.064538956
2016,Government Effectiveness,Czechia,1.040519714
2015,Government Effectiveness,Czechia,1.056754947
2014,Government Effectiveness,Czechia,1.034445882
2013,Government Effectiveness,Czechia,0.921189189
2012,Government Effectiveness,Czechia,0.926879466
2011,Government Effectiveness,Czechia,0.928563893
2010,Government Effectiveness,Czechia,0.907329381
2009,Government Effectiveness,Czechia,0.8788656
2008,Government Effectiveness,Czechia,0.955989301
2007,Government Effectiveness,Czechia,0.847948611
2006,Government Effectiveness,Czechia,1.089976907
2005,Government Effectiveness,Czechia,0.919466615
2004,Government Effectiveness,Czechia,0.869733334
2003,Government Effectiveness,Czechia,0.858715713
2002,Government Effectiveness,Czechia,0.921997309
2000,Government Effectiveness,Czechia,0.587459147
1998,Government Effectiveness,Czechia,0.585556746
1996,Government Effectiveness,Czechia,0.620582998
2021,Government Effectiveness,Germany,1.331146359
2020,Government Effectiveness,Germany,1.352196813
2019,Government Effectiveness,Germany,1.524563909
2018,Government Effectiveness,Germany,1.556094408
2017,Government Effectiveness,Germany,1.645124197
2016,Government Effectiveness,Germany,1.689760208
2015,Government Effectiveness,Germany,1.682785392
2014,Government Effectiveness,Germany,1.665354967
2013,Government Effectiveness,Germany,1.510821939
2012,Government Effectiveness,Germany,1.530664206
2011,Government Effectiveness,Germany,1.499923468
2010,Government Effectiveness,Germany,1.515488744
2009,Government Effectiveness,Germany,1.574908257
2008,Government Effectiveness,Germany,1.513504505
2007,Government Effectiveness,Germany,1.630697012
2006,Government Effectiveness,Germany,1.645597935
2005,Government Effectiveness,Germany,1.5000844
2004,Government Effectiveness,Germany,1.466727853
2003,Government Effectiveness,Germany,1.356821299
2002,Government Effectiveness,Germany,1.660018086
2000,Government Effectiveness,Germany,1.804531693
1998,Government Effectiveness,Germany,1.812501669
1996,Government Effectiveness,Germany,1.724676728
2021,Government Effectiveness,Denmark,2.004073381
2020,Government Effectiveness,Denmark,1.881267548
2019,Government Effectiveness,Denmark,1.902856112
2018,Government Effectiveness,Denmark,1.843762279
2017,Government Effectiveness,Denmark,1.779105067
2016,Government Effectiveness,Denmark,1.850564837
2015,Government Effectiveness,Denmark,1.820994139
2014,Government Effectiveness,Denmark,1.785350323
2013,Government Effectiveness,Denmark,1.943543196
2012,Government Effectiveness,Denmark,1.98666501
2011,Government Effectiveness,Denmark,2.100861073
2010,Government Effectiveness,Denmark,2.09987402
2009,Government Effectiveness,Denmark,2.228404284
2008,Government Effectiveness,Denmark,2.240653992
2007,Government Effectiveness,Denmark,2.346357107
2006,Government Effectiveness,Denmark,2.223527431
2005,Government Effectiveness,Denmark,2.114338875
2004,Government Effectiveness,Denmark,2.286734104
2003,Government Effectiveness,Denmark,2.087046385
2002,Government Effectiveness,Denmark,2.024043322
2000,Government Effectiveness,Denmark,1.896548867
1998,Government Effectiveness,Denmark,1.910748959
1996,Government Effectiveness,Denmark,1.759047866
2021,Government Effectiveness,Spain,0.947267354
2020,Government Effectiveness,Spain,0.887231767
2019,Government Effectiveness,Spain,0.995634913
2018,Government Effectiveness,Spain,1.000047803
2017,Government Effectiveness,Spain,1.032243013
2016,Government Effectiveness,Spain,1.125179887
2015,Government Effectiveness,Spain,1.184805393
2014,Government Effectiveness,Spain,1.17374742
2013,Government Effectiveness,Spain,1.168068171
2012,Government Effectiveness,Spain,1.056865692
2011,Government Effectiveness,Spain,0.97218442
2010,Government Effectiveness,Spain,0.942760587
2009,Government Effectiveness,Spain,0.941483974
2008,Government Effectiveness,Spain,0.912080109
2007,Government Effectiveness,Spain,0.986619413
2006,Government Effectiveness,Spain,0.829858661
2005,Government Effectiveness,Spain,1.501133561
2004,Government Effectiveness,Spain,1.331858158
2003,Government Effectiveness,Spain,1.816004276
2002,Government Effectiveness,Spain,1.786120415
2000,Government Effectiveness,Spain,1.685757279
1998,Government Effectiveness,Spain,1.597302556
1996,Government Effectiveness,Spain,1.620027184
2021,Government Effectiveness,Estonia,1.382561922
2020,Government Effectiveness,Estonia,1.334767699
2019,Government Effectiveness,Estonia,1.168541312
2018,Government Effectiveness,Estonia,1.184973955
2017,Government Effectiveness,Estonia,1.105115891
2016,Government Effectiveness,Estonia,1.085860014
2015,Government Effectiveness,Estonia,1.064577818
2014,Government Effectiveness,Estonia,1.012398362
2013,Government Effectiveness,Estonia,0.969612479
2012,Government Effectiveness,Estonia,0.948040783
2011,Government Effectiveness,Estonia,1.070859671
2010,Government Effectiveness,Estonia,1.08025527
2009,Government Effectiveness,Estonia,1.004792809
2008,Government Effectiveness,Estonia,1.163612366
2007,Government Effectiveness,Estonia,1.011038184
2006,Government Effectiveness,Estonia,1.15086925
2005,Government Effectiveness,Estonia,0.940140545
2004,Government Effectiveness,Estonia,0.908039093
2003,Government Effectiveness,Estonia,0.884159386
2002,Government Effectiveness,Estonia,0.667886496
2000,Government Effectiveness,Estonia,0.687826872
1998,Government Effectiveness,Estonia,0.495435953
1996,Government Effectiveness,Estonia,0.61150378
2021,Government Effectiveness,Finland,1.960441709
2020,Government Effectiveness,Finland,1.939224124
2019,Government Effectiveness,Finland,1.999046803
2018,Government Effectiveness,Finland,2.047128677
2017,Government Effectiveness,Finland,2.0096457
2016,Government Effectiveness,Finland,1.870932937
2015,Government Effectiveness,Finland,1.869519949
2014,Government Effectiveness,Finland,2.025872469
2013,Government Effectiveness,Finland,2.181060553
2012,Government Effectiveness,Finland,2.209977865
2011,Government Effectiveness,Finland,2.234978914
2010,Government Effectiveness,Finland,2.223692417
2009,Government Effectiveness,Finland,2.225256205
2008,Government Effectiveness,Finland,2.040577412
2007,Government Effectiveness,Finland,1.967402577
2006,Government Effectiveness,Finland,2.167194843
2005,Government Effectiveness,Finland,2.123961926
2004,Government Effectiveness,Finland,2.147143364
2003,Government Effectiveness,Finland,2.193020582
2002,Government Effectiveness,Finland,2.096402645
2000,Government Effectiveness,Finland,2.029718637
1998,Government Effectiveness,Finland,1.949857116
1996,Government Effectiveness,Finland,1.724996448
2021,Government Effectiveness,France,1.2675246
2020,Government Effectiveness,France,1.239420533
2019,Government Effectiveness,France,1.365859389
2018,Government Effectiveness,France,1.452368259
2017,Government Effectiveness,France,1.340848088
2016,Government Effectiveness,France,1.410835743
2015,Government Effectiveness,France,1.444361925
2014,Government Effectiveness,France,1.4134444
2013,Government Effectiveness,France,1.482449055
2012,Government Effectiveness,France,1.373074651
2011,Government Effectiveness,France,1.392090917
2010,Government Effectiveness,France,1.462455153
2009,Government Effectiveness,France,1.476853848
2008,Government Effectiveness,France,1.573470831
2007,Government Effectiveness,France,1.464010477
2006,Government Effectiveness,France,1.628099561
2005,Government Effectiveness,France,1.665979981
2004,Government Effectiveness,France,1.755186558
2003,Government Effectiveness,France,1.650370717
2002,Government Effectiveness,France,1.544081688
2000,Government Effectiveness,France,1.637057304
1998,Government Effectiveness,France,1.45350337
1996,Government Effectiveness,France,1.2518574
2021,Government Effectiveness,Georgia,0.654211462
2020,Government Effectiveness,Georgia,0.753325582
2019,Government Effectiveness,Georgia,0.809545219
2018,Government Effectiveness,Georgia,0.558672607
2017,Government Effectiveness,Georgia,0.520323455
2016,Government Effectiveness,Georgia,0.458598971
2015,Government Effectiveness,Georgia,0.326052338
2014,Government Effectiveness,Georgia,0.430173784
2013,Government Effectiveness,Georgia,0.616263986
2012,Government Effectiveness,Georgia,0.640399277
2011,Government Effectiveness,Georgia,0.591335356
2010,Government Effectiveness,Georgia,0.335790485
2009,Government Effectiveness,Georgia,0.305827439
2008,Government Effectiveness,Georgia,0.313344359
2007,Government Effectiveness,Georgia,0.126756296
2006,Government Effectiveness,Georgia,-0.249387518
2005,Government Effectiveness,Georgia,-0.436386257
2004,Government Effectiveness,Georgia,-0.565151632
2003,Government Effectiveness,Georgia,-0.197516724
2002,Government Effectiveness,Georgia,-0.712642133
2000,Government Effectiveness,Georgia,-0.42815426
1998,Government Effectiveness,Georgia,-0.599871159
1996,Government Effectiveness,Georgia,-0.636936128
2021,Government Effectiveness,Greece,0.443549573
2020,Government Effectiveness,Greece,0.437608153
2019,Government Effectiveness,Greece,0.34478572
2018,Government Effectiveness,Greece,0.288108438
2017,Government Effectiveness,Greece,0.269768149
2016,Government Effectiveness,Greece,0.155969188
2015,Government Effectiveness,Greece,0.175534189
2014,Government Effectiveness,Greece,0.298346072
2013,Government Effectiveness,Greece,0.357484907
2012,Government Effectiveness,Greece,0.276177168
2011,Government Effectiveness,Greece,0.451735079
2010,Government Effectiveness,Greece,0.49269253
2009,Government Effectiveness,Greece,0.614999592
2008,Government Effectiveness,Greece,0.577617407
2007,Government Effectiveness,Greece,0.551542997
2006,Government Effectiveness,Greece,0.62893945
2005,Government Effectiveness,Greece,0.70947206
2004,Government Effectiveness,Greece,0.785593033
2003,Government Effectiveness,Greece,0.703574002
2002,Government Effectiveness,Greece,0.77604568
2000,Government Effectiveness,Greece,0.587037921
1998,Government Effectiveness,Greece,0.736908495
1996,Government Effectiveness,Greece,0.83755517
2021,Government Effectiveness,Croatia,0.591041088
2020,Government Effectiveness,Croatia,0.461028814
2019,Government Effectiveness,Croatia,0.489911973
2018,Government Effectiveness,Croatia,0.547258854
2017,Government Effectiveness,Croatia,0.568788588
2016,Government Effectiveness,Croatia,0.454411864
2015,Government Effectiveness,Croatia,0.486154109
2014,Government Effectiveness,Croatia,0.678440213
2013,Government Effectiveness,Croatia,0.679197311
2012,Government Effectiveness,Croatia,0.678777635
2011,Government Effectiveness,Croatia,0.505918562
2010,Government Effectiveness,Croatia,0.586267292
2009,Government Effectiveness,Croatia,0.590058148
2008,Government Effectiveness,Croatia,0.575831294
2007,Government Effectiveness,Croatia,0.4578031
2006,Government Effectiveness,Croatia,0.555227637
2005,Government Effectiveness,Croatia,0.454719186
2004,Government Effectiveness,Croatia,0.444230616
2003,Government Effectiveness,Croatia,0.317021996
2002,Government Effectiveness,Croatia,0.328575701
2000,Government Effectiveness,Croatia,0.36339438
1998,Government Effectiveness,Croatia,0.038035642
1996,Government Effectiveness,Croatia,0.102206022
2021,Government Effectiveness,Hungary,0.634507835
2020,Government Effectiveness,Hungary,0.573773086
2019,Government Effectiveness,Hungary,0.49152106
2018,Government Effectiveness,Hungary,0.486754298
2017,Government Effectiveness,Hungary,0.522830725
2016,Government Effectiveness,Hungary,0.498613775
2015,Government Effectiveness,Hungary,0.546788156
2014,Government Effectiveness,Hungary,0.5911237
2013,Government Effectiveness,Hungary,0.688397706
2012,Government Effectiveness,Hungary,0.61773026
2011,Government Effectiveness,Hungary,0.659039736
2010,Government Effectiveness,Hungary,0.653526425
2009,Government Effectiveness,Hungary,0.677097797
2008,Government Effectiveness,Hungary,0.701303959
2007,Government Effectiveness,Hungary,0.695779979
2006,Government Effectiveness,Hungary,0.842621207
2005,Government Effectiveness,Hungary,0.751121044
2004,Government Effectiveness,Hungary,0.806912422
2003,Government Effectiveness,Hungary,0.832178175
2002,Government Effectiveness,Hungary,0.991949141
2000,Government Effectiveness,Hungary,0.999929845
1998,Government Effectiveness,Hungary,0.936182857
1996,Government Effectiveness,Hungary,0.863268733
2021,Government Effectiveness,Ireland,1.504413486
2020,Government Effectiveness,Ireland,1.471392989
2019,Government Effectiveness,Ireland,1.285671115
2018,Government Effectiveness,Ireland,1.410582304
2017,Government Effectiveness,Ireland,1.29900372
2016,Government Effectiveness,Ireland,1.359187126
2015,Government Effectiveness,Ireland,1.547636628
2014,Government Effectiveness,Ireland,1.59942472
2013,Government Effectiveness,Ireland,1.504422426
2012,Government Effectiveness,Ireland,1.538757682
2011,Government Effectiveness,Ireland,1.44993639
2010,Government Effectiveness,Ireland,1.344096184
2009,Government Effectiveness,Ireland,1.331987977
2008,Government Effectiveness,Ireland,1.490947008
2007,Government Effectiveness,Ireland,1.553661942
2006,Government Effectiveness,Ireland,1.531305671
2005,Government Effectiveness,Ireland,1.73006916
2004,Government Effectiveness,Ireland,1.518823624
2003,Government Effectiveness,Ireland,1.495900273
2002,Government Effectiveness,Ireland,1.571493626
2000,Government Effectiveness,Ireland,1.592732906
1998,Government Effectiveness,Ireland,1.736843228
1996,Government Effectiveness,Ireland,1.670319676
2021,Government Effectiveness,Iceland,1.638630509
2020,Government Effectiveness,Iceland,1.514867783
2019,Government Effectiveness,Iceland,1.511367917
2018,Government Effectiveness,Iceland,1.458007336
2017,Government Effectiveness,Iceland,1.44565928
2016,Government Effectiveness,Iceland,1.379790545
2015,Government Effectiveness,Iceland,1.487901568
2014,Government Effectiveness,Iceland,1.485888362
2013,Government Effectiveness,Iceland,1.483321667
2012,Government Effectiveness,Iceland,1.482834458
2011,Government Effectiveness,Iceland,1.577260613
2010,Government Effectiveness,Iceland,1.58019805
2009,Government Effectiveness,Iceland,1.631163955
2008,Government Effectiveness,Iceland,1.821932673
2007,Government Effectiveness,Iceland,1.788223982
2006,Government Effectiveness,Iceland,1.889759898
2005,Government Effectiveness,Iceland,1.967950344
2004,Government Effectiveness,Iceland,2.051875591
2003,Government Effectiveness,Iceland,2.039054155
2002,Government Effectiveness,Iceland,1.956811666
2000,Government Effectiveness,Iceland,1.944974422
1998,Government Effectiveness,Iceland,1.84430778
1996,Government Effectiveness,Iceland,1.86076653
2021,Government Effectiveness,Italy,0.361195982
2020,Government Effectiveness,Italy,0.393574446
2019,Government Effectiveness,Italy,0.478667974
2018,Government Effectiveness,Italy,0.438418537
2017,Government Effectiveness,Italy,0.522762895
2016,Government Effectiveness,Italy,0.575462759
2015,Government Effectiveness,Italy,0.519599438
2014,Government Effectiveness,Italy,0.473363519
2013,Government Effectiveness,Italy,0.532884181
2012,Government Effectiveness,Italy,0.447233975
2011,Government Effectiveness,Italy,0.40326032
2010,Government Effectiveness,Italy,0.467079729
2009,Government Effectiveness,Italy,0.417080879
2008,Government Effectiveness,Italy,0.272491664
2007,Government Effectiveness,Italy,0.191472277
2006,Government Effectiveness,Italy,0.355828702
2005,Government Effectiveness,Italy,0.555958807
2004,Government Effectiveness,Italy,0.6278373
2003,Government Effectiveness,Italy,0.743578076
2002,Government Effectiveness,Italy,0.753255427
2000,Government Effectiveness,Italy,0.722742617
1998,Government Effectiveness,Italy,0.829069972
1996,Government Effectiveness,Italy,0.840325475
2021,Government Effectiveness,Kazakhstan,0.064204693
2020,Government Effectiveness,Kazakhstan,0.137930825
2019,Government Effectiveness,Kazakhstan,0.106465772
2018,Government Effectiveness,Kazakhstan,-0.005484037
2017,Government Effectiveness,Kazakhstan,-0.028113032
2016,Government Effectiveness,Kazakhstan,-0.103502668
2015,Government Effectiveness,Kazakhstan,-0.110271521
2014,Government Effectiveness,Kazakhstan,-0.074625477
2013,Government Effectiveness,Kazakhstan,-0.620747626
2012,Government Effectiveness,Kazakhstan,-0.524907649
2011,Government Effectiveness,Kazakhstan,-0.510849118
2010,Government Effectiveness,Kazakhstan,-0.492326558
2009,Government Effectiveness,Kazakhstan,-0.43933332
2008,Government Effectiveness,Kazakhstan,-0.523493052
2007,Government Effectiveness,Kazakhstan,-0.666755974
2006,Government Effectiveness,Kazakhstan,-0.477141738
2005,Government Effectiveness,Kazakhstan,-0.672655463
2004,Government Effectiveness,Kazakhstan,-0.778656363
2003,Government Effectiveness,Kazakhstan,-0.766568899
2002,Government Effectiveness,Kazakhstan,-1.074650884
2000,Government Effectiveness,Kazakhstan,-0.778521121
1998,Government Effectiveness,Kazakhstan,-0.868950129
1996,Government Effectiveness,Kazakhstan,-0.958404481
2021,Government Effectiveness,Kyrgyzstan,-0.727085054
2020,Government Effectiveness,Kyrgyzstan,-0.532788515
2019,Government Effectiveness,Kyrgyzstan,-0.685740709
2018,Government Effectiveness,Kyrgyzstan,-0.606800556
2017,Government Effectiveness,Kyrgyzstan,-0.714723706
2016,Government Effectiveness,Kyrgyzstan,-0.910203934
2015,Government Effectiveness,Kyrgyzstan,-0.924228787
2014,Government Effectiveness,Kyrgyzstan,-0.872626364
2013,Government Effectiveness,Kyrgyzstan,-0.649237752
2012,Government Effectiveness,Kyrgyzstan,-0.646357
2011,Government Effectiveness,Kyrgyzstan,-0.636640549
2010,Government Effectiveness,Kyrgyzstan,-0.657304764
2009,Government Effectiveness,Kyrgyzstan,-0.974274337
2008,Government Effectiveness,Kyrgyzstan,-0.798640192
