Year,Metric,GeoAreaName,Value
2017,Rule of Law,Azerbaijan,-0.568372667
2016,Rule of Law,Azerbaijan,-0.523486674
2015,Rule of Law,Azerbaijan,-0.699357688
2014,Rule of Law,Azerbaijan,-0.696949005
2013,Rule of Law,Azerbaijan,-0.756104469
2012,Rule of Law,Azerbaijan,-0.879532695
2011,Rule of Law,Azerbaijan,-0.938726485
2010,Rule of Law,Azerbaijan,-0.891145051
2009,Rule of Law,Azerbaijan,-0.879176021
2008,Rule of Law,Azerbaijan,-0.836160481
2007,Rule of Law,Azerbaijan,-0.88002038
2006,Rule of Law,Azerbaijan,-0.885929227
2005,Rule of Law,Azerbaijan,-0.792612433
2004,Rule of Law,Azerbaijan,-0.900518477
2003,Rule of Law,Azerbaijan,-0.884644747
2002,Rule of Law,Azerbaijan,-0.964197218
2000,Rule of Law,Azerbaijan,-1.145636201
1998,Rule of Law,Azerbaijan,-1.121610641
1996,Rule of Law,Azerbaijan,-1.201161504
2021,Rule of Law,Belgium,1.325958967
2020,Rule of Law,Belgium,1.360301852
2019,Rule of Law,Belgium,1.366700649
2018,Rule of Law,Belgium,1.368350506
2017,Rule of Law,Belgium,1.348637819
2016,Rule of Law,Belgium,1.42132771
2015,Rule of Law,Belgium,1.483211756
2014,Rule of Law,Belgium,1.548629999
2013,Rule of Law,Belgium,1.456789732
2012,Rule of Law,Belgium,1.448809624
2011,Rule of Law,Belgium,1.434848905
2010,Rule of Law,Belgium,1.417852521
2009,Rule of Law,Belgium,1.377148151
2008,Rule of Law,Belgium,1.335205793
2007,Rule of Law,Belgium,1.315387249
2006,Rule of Law,Belgium,1.2245996
2005,Rule of Law,Belgium,1.257640839
2004,Rule of Law,Belgium,1.311229825
2003,Rule of Law,Belgium,1.33109653
2002,Rule of Law,Belgium,1.344935656
2000,Rule of Law,Belgium,1.313934088
1998,Rule of Law,Belgium,1.218205571
1996,Rule of Law,Belgium,1.366946697
2021,Rule of Law,Bulgaria,-0.043917593
2020,Rule of Law,Bulgaria,-0.105334796
2019,Rule of Law,Bulgaria,-0.014007625
2018,Rule of Law,Bulgaria,-0.085420907
2017,Rule of Law,Bulgaria,-0.105917312
2016,Rule of Law,Bulgaria,-0.123008624
2015,Rule of Law,Bulgaria,-0.138988808
2014,Rule of Law,Bulgaria,-0.081918642
2013,Rule of Law,Bulgaria,-0.147228062
2012,Rule of Law,Bulgaria,-0.115051359
2011,Rule of Law,Bulgaria,-0.141564161
2010,Rule of Law,Bulgaria,-0.097061358
2009,Rule of Law,Bulgaria,-0.040312354
2008,Rule of Law,Bulgaria,-0.121088021
2007,Rule of Law,Bulgaria,-0.057684425
2006,Rule of Law,Bulgaria,-0.108846173
2005,Rule of Law,Bulgaria,-0.108557619
2004,Rule of Law,Bulgaria,-0.118167765
2003,Rule of Law,Bulgaria,-0.171991765
2002,Rule of Law,Bulgaria,-0.056049991
2000,Rule of Law,Bulgaria,-0.123777077
1998,Rule of Law,Bulgaria,-0.222114488
1996,Rule of Law,Bulgaria,-0.344958007
2021,Rule of Law,Bosnia and Herzegovina,-0.278892189
2020,Rule of Law,Bosnia and Herzegovina,-0.290586531
2019,Rule of Law,Bosnia and Herzegovina,-0.20178242
2018,Rule of Law,Bosnia and Herzegovina,-0.205262765
2017,Rule of Law,Bosnia and Herzegovina,-0.181318119
2016,Rule of Law,Bosnia and Herzegovina,-0.173778623
2015,Rule of Law,Bosnia and Herzegovina,-0.244013503
2014,Rule of Law,Bosnia and Herzegovina,-0.13222298
2013,Rule of Law,Bosnia and Herzegovina,-0.139309406
2012,Rule of Law,Bosnia and Herzegovina,-0.197178289
2011,Rule of Law,Bosnia and Herzegovina,-0.331778318
2010,Rule of Law,Bosnia and Herzegovina,-0.355648875
2009,Rule of Law,Bosnia and Herzegovina,-0.360137552
2008,Rule of Law,Bosnia and Herzegovina,-0.407430083
2007,Rule of Law,Bosnia and Herzegovina,-0.46990642
2006,Rule of Law,Bosnia and Herzegovina,-0.496493608
2005,Rule of Law,Bosnia and Herzegovina,-0.519786179
2004,Rule of Law,Bosnia and Herzegovina,-0.490674227
2003,Rule of Law,Bosnia and Herzegovina,-0.616845548
2002,Rule of Law,Bosnia and Herzegovina,-0.656005681
2000,Rule of Law,Bosnia and Herzegovina,-0.602258623
1998,Rule of Law,Bosnia and Herzegovina,-0.671884239
1996,Rule of Law,Bosnia and Herzegovina,-0.241686642
2021,Rule of Law,Belarus,-1.100141525
2020,Rule of Law,Belarus,-1.053738832
2019,Rule of Law,Belarus,-0.836098075
2018,Rule of Law,Belarus,-0.87663579
2017,Rule of Law,Belarus,-0.86476016
2016,Rule of Law,Belarus,-0.750816524
2015,Rule of Law,Belarus,-0.861530781
2014,Rule of Law,Belarus,-0.815033615
2013,Rule of Law,Belarus,-0.881984413
2012,Rule of Law,Belarus,-0.923038542
2011,Rule of Law,Belarus,-1.112897038
2010,Rule of Law,Belarus,-1.072440624
2009,Rule of Law,Belarus,-1.026430488
2008,Rule of Law,Belarus,-1.068890095
2007,Rule of Law,Belarus,-1.165873528
2006,Rule of Law,Belarus,-1.303660631
2005,Rule of Law,Belarus,-1.155784011
2004,Rule of Law,Belarus,-1.188538194
2003,Rule of Law,Belarus,-1.072918296
2002,Rule of Law,Belarus,-1.250310659
2000,Rule of Law,Belarus,-1.100583553
1998,Rule of Law,Belarus,-0.891576588
1996,Rule of Law,Belarus,-0.798983991
2021,Rule of Law,Switzerland,1.808163881
2020,Rule of Law,Switzerland,1.817349553
2019,Rule of Law,Switzerland,1.898181319
2018,Rule of Law,Switzerland,1.92139852
2017,Rule of Law,Switzerland,1.921151519
2016,Rule of Law,Switzerland,1.937358022
2015,Rule of Law,Switzerland,1.938408136
2014,Rule of Law,Switzerland,1.99034977
2013,Rule of Law,Switzerland,1.796086431
2012,Rule of Law,Switzerland,1.81180203
2011,Rule of Law,Switzerland,1.722141981
2010,Rule of Law,Switzerland,1.74979496
2009,Rule of Law,Switzerland,1.743140936
2008,Rule of Law,Switzerland,1.804707885
2007,Rule of Law,Switzerland,1.827945709
2006,Rule of Law,Switzerland,1.803771615
2005,Rule of Law,Switzerland,1.901669383
2004,Rule of Law,Switzerland,1.886195421
2003,Rule of Law,Switzerland,1.89939785
2002,Rule of Law,Switzerland,1.918213367
2000,Rule of Law,Switzerland,1.94582057
1998,Rule of Law,Switzerland,1.927548409
1996,Rule of Law,Switzerland,1.931551933
2021,Rule of Law,Cyprus,0.63703239
2020,Rule of Law,Cyprus,0.574943423
2019,Rule of Law,Cyprus,0.754275918
2018,Rule of Law,Cyprus,0.746907651
2017,Rule of Law,Cyprus,0.880007565
2016,Rule of Law,Cyprus,0.715118289
2015,Rule of Law,Cyprus,1.035141826
2014,Rule of Law,Cyprus,1.074913144
2013,Rule of Law,Cyprus,1.030020833
2012,Rule of Law,Cyprus,1.093559384
2011,Rule of Law,Cyprus,1.065313101
2010,Rule of Law,Cyprus,1.209607244
2009,Rule of Law,Cyprus,1.206133962
2008,Rule of Law,Cyprus,1.206638575
2007,Rule of Law,Cyprus,1.105589747
2006,Rule of Law,Cyprus,1.09397459
2005,Rule of Law,Cyprus,0.877258122
2004,Rule of Law,Cyprus,0.908674181
2003,Rule of Law,Cyprus,0.938781798
2002,Rule of Law,Cyprus,0.989593506
2000,Rule of Law,Cyprus,1.016058803
1998,Rule of Law,Cyprus,0.945576549
1996,Rule of Law,Cyprus,0.857321024
2021,Rule of Law,Czechia,1.126015306
2020,Rule of Law,Czechia,1.051819682
2019,Rule of Law,Czechia,1.046309829
2018,Rule of Law,Czechia,1.047601342
2017,Rule of Law,Czechia,1.115141869
2016,Rule of Law,Czechia,1.01292634
2015,Rule of Law,Czechia,1.132430196
2014,Rule of Law,Czechia,1.138921142
2013,Rule of Law,Czechia,1.023850799
2012,Rule of Law,Czechia,1.022601604
2011,Rule of Law,Czechia,1.017497182
2010,Rule of Law,Czechia,0.93091917
2009,Rule of Law,Czechia,0.956217825
2008,Rule of Law,Czechia,0.900237203
2007,Rule of Law,Czechia,0.878743947
2006,Rule of Law,Czechia,0.862385094
2005,Rule of Law,Czechia,0.857741058
2004,Rule of Law,Czechia,0.758330762
2003,Rule of Law,Czechia,0.873709798
2002,Rule of Law,Czechia,0.859825134
2000,Rule of Law,Czechia,0.607116282
1998,Rule of Law,Czechia,0.866274714
1996,Rule of Law,Czechia,0.915322721
2021,Rule of Law,Germany,1.608524799
2020,Rule of Law,Germany,1.549539328
2019,Rule of Law,Germany,1.612633109
2018,Rule of Law,Germany,1.622488379
2017,Rule of Law,Germany,1.604281545
2016,Rule of Law,Germany,1.612499833
2015,Rule of Law,Germany,1.78793335
2014,Rule of Law,Germany,1.850373387
2013,Rule of Law,Germany,1.642112851
2012,Rule of Law,Germany,1.669232011
2011,Rule of Law,Germany,1.618219256
2010,Rule of Law,Germany,1.637504697
2009,Rule of Law,Germany,1.648672223
2008,Rule of Law,Germany,1.734026194
2007,Rule of Law,Germany,1.755590677
2006,Rule of Law,Germany,1.770086169
2005,Rule of Law,Germany,1.652198195
2004,Rule of Law,Germany,1.620204449
2003,Rule of Law,Germany,1.637584686
2002,Rule of Law,Germany,1.634389877
2000,Rule of Law,Germany,1.609418869
1998,Rule of Law,Germany,1.621989489
1996,Rule of Law,Germany,1.609529257
2021,Rule of Law,Denmark,1.936437488
2020,Rule of Law,Denmark,1.847981572
2019,Rule of Law,Denmark,1.868053913
2018,Rule of Law,Denmark,1.805854559
2017,Rule of Law,Denmark,1.835787892
2016,Rule of Law,Denmark,1.913999796
2015,Rule of Law,Denmark,2.044954777
2014,Rule of Law,Denmark,2.10087657
2013,Rule of Law,Denmark,1.902293801
2012,Rule of Law,Denmark,1.875066876
2011,Rule of Law,Denmark,1.919791341
2010,Rule of Law,Denmark,1.898441792
2009,Rule of Law,Denmark,1.917127132
2008,Rule of Law,Denmark,1.954056263
2007,Rule of Law,Denmark,1.995170474
2006,Rule of Law,Denmark,1.983498931
2005,Rule of Law,Denmark,1.936109066
2004,Rule of Law,Denmark,1.930523992
2003,Rule of Law,Denmark,1.920511007
2002,Rule of Law,Denmark,1.882340789
2000,Rule of Law,Denmark,1.808733463
1998,Rule of Law,Denmark,1.837266684
1996,Rule of Law,Denmark,1.820808649
2021,Rule of Law,Spain,0.875867248
2020,Rule of Law,Spain,0.894206524
2019,Rule of Law,Spain,1.019376516
2018,Rule of Law,Spain,1.005686164
2017,Rule of Law,Spain,1.0505656
2016,Rule of Law,Spain,0.990012109
2015,Rule of Law,Spain,0.910484672
2014,Rule of Law,Spain,0.966522396
2013,Rule of Law,Spain,1.02529192
2012,Rule of Law,Spain,1.037798285
2011,Rule of Law,Spain,1.1693784
2010,Rule of Law,Spain,1.156788111
2009,Rule of Law,Spain,1.156002283
2008,Rule of Law,Spain,1.183748126
2007,Rule of Law,Spain,1.153809786
2006,Rule of Law,Spain,1.119876862
2005,Rule of Law,Spain,1.117549539
2004,Rule of Law,Spain,1.128972054
2003,Rule of Law,Spain,1.247760773
2002,Rule of Law,Spain,1.228931546
2000,Rule of Law,Spain,1.407501459
1998,Rule of Law,Spain,1.30619204
1996,Rule of Law,Spain,1.435085535
2021,Rule of Law,Estonia,1.427687645
2020,Rule of Law,Estonia,1.37280345
2019,Rule of Law,Estonia,1.274343967
2018,Rule of Law,Estonia,1.232719183
2017,Rule of Law,Estonia,1.276253939
2016,Rule of Law,Estonia,1.218502283
2015,Rule of Law,Estonia,1.326497197
2014,Rule of Law,Estonia,1.369988799
2013,Rule of Law,Estonia,1.191487908
2012,Rule of Law,Estonia,1.150941491
2011,Rule of Law,Estonia,1.175814986
2010,Rule of Law,Estonia,1.153129935
2009,Rule of Law,Estonia,1.124658585
2008,Rule of Law,Estonia,1.155439734
2007,Rule of Law,Estonia,1.122275472
2006,Rule of Law,Estonia,1.129732013
2005,Rule of Law,Estonia,0.903708637
2004,Rule of Law,Estonia,0.883017778
2003,Rule of Law,Estonia,0.770817876
2002,Rule of Law,Estonia,0.791837811
2000,Rule of Law,Estonia,0.594717026
1998,Rule of Law,Estonia,0.592054188
1996,Rule of Law,Estonia,0.574426711
2021,Rule of Law,Finland,2.057868481
2020,Rule of Law,Finland,2.066255569
2019,Rule of Law,Finland,2.048781872
2018,Rule of Law,Finland,2.069103479
2017,Rule of Law,Finland,2.057108641
2016,Rule of Law,Finland,2.039246798
2015,Rule of Law,Finland,2.082546711
2014,Rule of Law,Finland,2.124782085
2013,Rule of Law,Finland,1.955659628
2012,Rule of Law,Finland,1.944033504
2011,Rule of Law,Finland,1.939538002
2010,Rule of Law,Finland,1.961252689
2009,Rule of Law,Finland,1.962568879
2008,Rule of Law,Finland,1.910381198
2007,Rule of Law,Finland,1.89684999
2006,Rule of Law,Finland,1.959513426
2005,Rule of Law,Finland,1.950941563
2004,Rule of Law,Finland,1.939888597
2003,Rule of Law,Finland,1.958634257
2002,Rule of Law,Finland,1.903888941
2000,Rule of Law,Finland,1.953407645
1998,Rule of Law,Finland,1.952075005
1996,Rule of Law,Finland,1.907921553
2021,Rule of Law,France,1.289128065
2020,Rule of Law,France,1.320556998
2019,Rule of Law,France,1.400214791
2018,Rule of Law,France,1.425901532
2017,Rule of Law,France,1.426319361
2016,Rule of Law,France,1.378255963
2015,Rule of Law,France,1.393072963
2014,Rule of Law,France,1.453593969
2013,Rule of Law,France,1.40233779
2012,Rule of Law,France,1.436932445
2011,Rule of Law,France,1.429734826
2010,Rule of Law,France,1.499731541
2009,Rule of Law,France,1.445757031
2008,Rule of Law,France,1.496273756
2007,Rule of Law,France,1.456374407
2006,Rule of Law,France,1.462172866
2005,Rule of Law,France,1.407830477
2004,Rule of Law,France,1.425192833
2003,Rule of Law,France,1.333288908
2002,Rule of Law,France,1.212872624
2000,Rule of Law,France,1.432307482
1998,Rule of Law,France,1.364515781
1996,Rule of Law,France,1.483683348
2021,Rule of Law,Georgia,0.170995161
2020,Rule of Law,Georgia,0.243921533
2019,Rule of Law,Georgia,0.272518426
2018,Rule of Law,Georgia,0.293164283
2017,Rule of Law,Georgia,0.284468681
2016,Rule of Law,Georgia,0.357220918
2015,Rule of Law,Georgia,0.242611408
2014,Rule of Law,Georgia,0.224652022
2013,Rule of Law,Georgia,0.00495237
2012,Rule of Law,Georgia,-0.006217348
2011,Rule of Law,Georgia,-0.119617037
2010,Rule of Law,Georgia,-0.20598498
2009,Rule of Law,Georgia,-0.199315324
2008,Rule of Law,Georgia,-0.26294446
2007,Rule of Law,Georgia,-0.344459146
2006,Rule of Law,Georgia,-0.461667329
2005,Rule of Law,Georgia,-0.695962608
2004,Rule of Law,Georgia,-0.749769986
2003,Rule of Law,Georgia,-0.912254095
2002,Rule of Law,Georgia,-1.084056258
2000,Rule of Law,Georgia,-0.938497543
1998,Rule of Law,Georgia,-1.218148708
1996,Rule of Law,Georgia,-1.25632596
2021,Rule of Law,Greece,0.349768281
2020,Rule of Law,Greece,0.315227628
2019,Rule of Law,Greece,0.179606944
2018,Rule of Law,Greece,0.13433288
2017,Rule of Law,Greece,0.069513485
2016,Rule of Law,Greece,0.131060317
2015,Rule of Law,Greece,0.273951471
2014,Rule of Law,Greece,0.373847544
2013,Rule of Law,Greece,0.467147976
2012,Rule of Law,Greece,0.388231575
2011,Rule of Law,Greece,0.533327162
2010,Rule of Law,Greece,0.583895683
2009,Rule of Law,Greece,0.646844327
2008,Rule of Law,Greece,0.853603005
2007,Rule of Law,Greece,0.859287739
2006,Rule of Law,Greece,0.863401473
2005,Rule of Law,Greece,0.784953773
2004,Rule of Law,Greece,0.899134219
2003,Rule of Law,Greece,0.789709985
2002,Rule of Law,Greece,0.723845243
2000,Rule of Law,Greece,0.861044526
1998,Rule of Law,Greece,0.77567035
1996,Rule of Law,Greece,1.05352366
2021,Rule of Law,Croatia,0.302556723
2020,Rule of Law,Croatia,0.258851081
2019,Rule of Law,Croatia,0.372456163
2018,Rule of Law,Croatia,0.324368089
2017,Rule of Law,Croatia,0.330558956
2016,Rule of Law,Croatia,0.361451805
2015,Rule of Law,Croatia,0.149195537
2014,Rule of Law,Croatia,0.218247041
2013,Rule of Law,Croatia,0.178020224
2012,Rule of Law,Croatia,0.145079002
2011,Rule of Law,Croatia,0.109395981
2010,Rule of Law,Croatia,0.080469035
2009,Rule of Law,Croatia,0.043875948
2008,Rule of Law,Croatia,0.025006728
2007,Rule of Law,Croatia,0.038477756
2006,Rule of Law,Croatia,-0.048246041
2005,Rule of Law,Croatia,0.083347566
2004,Rule of Law,Croatia,0.041216489
2003,Rule of Law,Croatia,-0.045993946
2002,Rule of Law,Croatia,-0.144792929
2000,Rule of Law,Croatia,-0.029868536
1998,Rule of Law,Croatia,-0.406373352
1996,Rule of Law,Croatia,-0.634232163
2021,Rule of Law,Hungary,0.530844033
2020,Rule of Law,Hungary,0.508961439
2019,Rule of Law,Hungary,0.521550834
2018,Rule of Law,Hungary,0.578445971
2017,Rule of Law,Hungary,0.559209228
2016,Rule of Law,Hungary,0.433609247
2015,Rule of Law,Hungary,0.404038519
2014,Rule of Law,Hungary,0.509287119
2013,Rule of Law,Hungary,0.582987368
2012,Rule of Law,Hungary,0.611102879
2011,Rule of Law,Hungary,0.756602585
2010,Rule of Law,Hungary,0.772669375
2009,Rule of Law,Hungary,0.771155953
2008,Rule of Law,Hungary,0.913386524
2007,Rule of Law,Hungary,0.941449285
2006,Rule of Law,Hungary,0.976617098
2005,Rule of Law,Hungary,0.838809192
2004,Rule of Law,Hungary,0.846134841
2003,Rule of Law,Hungary,0.805350184
2002,Rule of Law,Hungary,0.868621826
2000,Rule of Law,Hungary,0.832505941
1998,Rule of Law,Hungary,0.813627005
1996,Rule of Law,Hungary,0.910500646
2021,Rule of Law,Ireland,1.530410647
2020,Rule of Law,Ireland,1.490071774
2019,Rule of Law,Ireland,1.376060009
2018,Rule of Law,Ireland,1.441850185
2017,Rule of Law,Ireland,1.408761501
2016,Rule of Law,Ireland,1.493318439
2015,Rule of Law,Ireland,1.756133199
2014,Rule of Law,Ireland,1.760694742
2013,Rule of Law,Ireland,1.70915544
2012,Rule of Law,Ireland,1.727203608
2011,Rule of Law,Ireland,1.746468544
2010,Rule of Law,Ireland,1.760813236
2009,Rule of Law,Ireland,1.743099332
2008,Rule of Law,Ireland,1.704128385
2007,Rule of Law,Ireland,1.728221416
2006,Rule of Law,Ireland,1.708898306
2005,Rule of Law,Ireland,1.584284186
2004,Rule of Law,Ireland,1.510679841
2003,Rule of Law,Ireland,1.482466817
2002,Rule of Law,Ireland,1.59532547
2000,Rule of Law,Ireland,1.539682627
1998,Rule of Law,Ireland,1.591489792
1996,Rule of Law,Ireland,1.501040101
2021,Rule of Law,Iceland,1.754704237
2020,Rule of Law,Iceland,1.788674116
2019,Rule of Law,Iceland,1.758809209
2018,Rule of Law,Iceland,1.710496902
2017,Rule of Law,Iceland,1.600388169
2016,Rule of Law,Iceland,1.510742784
2015,Rule of Law,Iceland,1.661176801
2014,Rule of Law,Iceland,1.704725385
2013,Rule of Law,Iceland,1.653921008
2012,Rule of Law,Iceland,1.67797339
2011,Rule of Law,Iceland,1.688566923
2010,Rule of Law,Iceland,1.706615806
2009,Rule of Law,Iceland,1.706915379
2008,Rule of Law,Iceland,1.853190541
2007,Rule of Law,Iceland,1.827796102
2006,Rule of Law,Iceland,1.88209331
2005,Rule of Law,Iceland,1.939324021
2004,Rule of Law,Iceland,1.906124234
2003,Rule of Law,Iceland,1.918754578
2002,Rule of Law,Iceland,1.859159708
2000,Rule of Law,Iceland,1.796794534
1998,Rule of Law,Iceland,1.659660578
1996,Rule of Law,Iceland,1.60150218
2021,Rule of Law,Italy,0.269486398
2020,Rule of Law,Italy,0.235660911
2019,Rule of Law,Italy,0.29878071
2018,Rule of Law,Italy,0.26352194
2017,Rule of Law,Italy,0.342450708
2016,Rule of Law,Italy,0.388858467
2015,Rule of Law,Italy,0.311166555
2014,Rule of Law,Italy,0.422377765
2013,Rule of Law,Italy,0.436367184
2012,Rule of Law,Italy,0.425940156
2011,Rule of Law,Italy,0.483442843
2010,Rule of Law,Italy,0.454773188
2009,Rule of Law,Italy,0.399145484
2008,Rule of Law,Italy,0.447921455
2007,Rule of Law,Italy,0.467548192
2006,Rule of Law,Italy,0.379006386
2005,Rule of Law,Italy,0.509243011
2004,Rule of Law,Italy,0.590003908
2003,Rule of Law,Italy,0.688429892
2002,Rule of Law,Italy,0.740141988
2000,Rule of Law,Italy,0.838105559
1998,Rule of Law,Italy,0.801862299
1996,Rule of Law,Italy,1.056424022
2021,Rule of Law,Kazakhstan,-0.487137586
2020,Rule of Law,Kazakhstan,-0.443739504
2019,Rule of Law,Kazakhstan,-0.490241528
2018,Rule of Law,Kazakhstan,-0.485649407
2017,Rule of Law,Kazakhstan,-0.470122039
2016,Rule of Law,Kazakhstan,-0.497540891
2015,Rule of Law,Kazakhstan,-0.497048259
2014,Rule of Law,Kazakhstan,-0.609330893
2013,Rule of Law,Kazakhstan,-0.716203809
2012,Rule of Law,Kazakhstan,-0.772899032
2011,Rule of Law,Kazakhstan,-0.641633809
2010,Rule of Law,Kazakhstan,-0.695639729
2009,Rule of Law,Kazakhstan,-0.723441064
2008,Rule of Law,Kazakhstan,-0.926385999
2007,Rule of Law,Kazakhstan,-1.031902909
2006,Rule of Law,Kazakhstan,-1.102119327
2005,Rule of Law,Kazakhstan,-0.953236163
2004,Rule of Law,Kazakhstan,-1.126467347
2003,Rule of Law,Kazakhstan,-1.096897006
2002,Rule of Law,Kazakhstan,-1.202426076
2000,Rule of Law,Kazakhstan,-1.150914669
1998,Rule of Law,Kazakhstan,-1.113345981
1996,Rule of Law,Kazakhstan,-1.186537743
2021,Rule of Law,Kyrgyzstan,-1.073576093
2020,Rule of Law,Kyrgyzstan,-0.935322285
2019,Rule of Law,Kyrgyzstan,-0.895066559
2018,Rule of Law,Kyrgyzstan,-0.916139066
2017,Rule of Law,Kyrgyzstan,-0.933625519
2016,Rule of Law,Kyrgyzstan,-1.035013199
2015,Rule of Law,Kyrgyzstan,-1.007027745
2014,Rule of Law,Kyrgyzstan,-0.935829699
2013,Rule of Law,Kyrgyzstan,-1.114896059
2012,Rule of Law,Kyrgyzstan,-1.13484776
2011,Rule of Law,Kyrgyzstan,-1.196112633
2010,Rule of Law,Kyrgyzstan,-1.269457459
2009,Rule of Law,Kyrgyzstan,-1.329753757
2008,Rule of Law,Kyrgyzstan,-1.382913947
2007,Rule of Law,Kyrgyzstan,-1.321947098
2006,Rule of Law,Kyrgyzstan,-1.317292809
2005,Rule of Law,Kyrgyzstan,-1.123240829
2004,Rule of Law,Kyrgyzstan,-0.793166995
2003,Rule of Law,Kyrgyzstan,-0.760160029
2002,Rule of Law,Kyrgyzstan,-0.853914261
2000,Rule of Law,Kyrgyzstan,-0.906720698
1998,Rule of Law,Kyrgyzstan,-0.795788229
1996,Rule of Law,Kyrgyzstan,-0.725473285
2021,Rule of Law,Lithuania,1.109867454
2020,Rule of Law,Lithuania,0.985400498
2019,Rule of Law,Lithuania,1.016596913
2018,Rule of Law,Lithuania,0.950238943
2017,Rule of Law,Lithuania,0.987522304
2016,Rule of Law,Lithuania,1.022138238
2015,Rule of Law,Lithuania,1.003348947
2014,Rule of Law,Lithuania,0.937443316
2013,Rule of Law,Lithuania,0.829977274
2012,Rule of Law,Lithuania,0.844753981
2011,Rule of Law,Lithuania,0.76803118
2010,Rule of Law,Lithuania,0.77632606
2009,Rule of Law,Lithuania,0.722068608
2008,Rule of Law,Lithuania,0.684017599
2007,Rule of Law,Lithuania,0.685900152
2006,Rule of Law,Lithuania,0.706575036
2005,Rule of Law,Lithuania,0.577139497
2004,Rule of Law,Lithuania,0.560759306
2003,Rule of Law,Lithuania,0.485247016
2002,Rule of Law,Lithuania,0.397895068
2000,Rule of Law,Lithuania,0.218402535
1998,Rule of Law,Lithuania,0.552288771
1996,Rule of Law,Lithuania,0.449879706
2021,Rule of Law,Luxembourg,1.786879659
2020,Rule of Law,Luxembourg,1.782572985
2019,Rule of Law,Luxembourg,1.785245538
2018,Rule of Law,Luxembourg,1.801395774
2017,Rule of Law,Luxembourg,1.731298923
2016,Rule of Law,Luxembourg,1.750776649
2015,Rule of Law,Luxembourg,1.868038893
2014,Rule of Law,Luxembourg,1.902147532
2013,Rule of Law,Luxembourg,1.807661772
2012,Rule of Law,Luxembourg,1.791685104
2011,Rule of Law,Luxembourg,1.823530078
2010,Rule of Law,Luxembourg,1.844100356
2009,Rule of Law,Luxembourg,1.819683671
2008,Rule of Law,Luxembourg,1.78934145
2007,Rule of Law,Luxembourg,1.747909904
2006,Rule of Law,Luxembourg,1.686774373
2005,Rule of Law,Luxembourg,1.818800569
