Year,SeriesCode,GeoAreaName,Age,Disability status,Population Group,Sex,Type of occupation,Value
2020,"SG_DMK_JDC_CNS","Lithuania","ALLAGE","_T","TOTAL","FEMALE","JUDGES",0.87
2021,"SG_DMK_JDC_CNS","Lithuania","ALLAGE","_T","TOTAL","FEMALE","JUDGES",0.92
2021,"SG_DMK_JDC_CNS","Lithuania","<45Y","_T","TOTAL","BOTHSEX","JUDGES",0.05
2019,"SG_DMK_JDC_CNS","Mexico","ALLAGE","_T","TOTAL","FEMALE","JUDGES",0.69
2020,"SG_DMK_JDC_CNS","Mexico","ALLAGE","_T","TOTAL","FEMALE","JUDGES",0.61
2020,"SG_DMK_JDC_CNS","Mexico","<45Y","_T","TOTAL","BOTHSEX","JUDGES",0.21
2019,"SG_DMK_JDC_CNS","Republic of Moldova","ALLAGE","_T","TOTAL","FEMALE","REGISTRARS",1.47
2019,"SG_DMK_JDC_CNS","Republic of Moldova","ALLAGE","_T","TOTAL","FEMALE","JUDGES",1
2021,"SG_DMK_JDC_CNS","Republic of Moldova","<45Y","_T","TOTAL","BOTHSEX","REGISTRARS",2.02
2021,"SG_DMK_JDC_CNS","Republic of Moldova","ALLAGE","_T","TOTAL","FEMALE","REGISTRARS",1.38
2021,"SG_DMK_JDC_CNS","Republic of Moldova","ALLAGE","_T","TOTAL","FEMALE","JUDGES",1.05
2018,"SG_DMK_JDC_CNS","Poland","ALLAGE","_T","TOTAL","FEMALE","REGISTRARS",1.42
2018,"SG_DMK_JDC_CNS","Poland","ALLAGE","_T","TOTAL","FEMALE","JUDGES",0.68
2020,"SG_DMK_JDC_CNS","Poland","ALLAGE","PD","TOTAL","BOTHSEX","REGISTRARS",0.21
2020,"SG_DMK_JDC_CNS","Poland","ALLAGE","_T","TOTAL","FEMALE","REGISTRARS",1.41
2020,"SG_DMK_JDC_CNS","Poland","ALLAGE","_T","TOTAL","FEMALE","JUDGES",0.61
2020,"SG_DMK_JDC_CNS","Poland","<45Y","_T","TOTAL","BOTHSEX","JUDGES",0.12
2020,"SG_DMK_JDC_CNS","Poland","<45Y","_T","TOTAL","BOTHSEX","REGISTRARS",1.75
2020,"SG_DMK_JDC_CNS","Slovakia","ALLAGE","_T","TOTAL","FEMALE","REGISTRARS",1.93
2021,"SG_DMK_JDC_CNS","Slovakia","ALLAGE","_T","TOTAL","FEMALE","REGISTRARS",1.9
2021,"SG_DMK_JDC_CNS","Slovakia","<45Y","_T","TOTAL","BOTHSEX","REGISTRARS",1.16
2022,"SG_DMK_JDC_CNS","Spain","ALLAGE","_T","TOTAL","FEMALE","JUDGES",1.56
2022,"SG_DMK_JDC_CNS","Spain","ALLAGE","_T","TOTAL","FEMALE","JUDGES",1.56
