Year,SeriesCode,GeoAreaName,Education level,Location,Quantile,Sex,Value
2009,"SE_AWP_CPRA","Albania","LOWSEC","ALLAREA","_T","FEMALE",0.4037
2009,"SE_AWP_CPRA","Albania","UPPSEC","RURAL","_T","BOTHSEX",0
2009,"SE_AWP_CPRA","Albania","LOWSEC","URBAN","_T","BOTHSEX",0
2009,"SE_AWP_CPRA","Albania","PRIMAR","URBAN","_T","BOTHSEX",0
2009,"SE_AWP_CPRA","Albania","PRIMAR","ALLAREA","_T","BOTHSEX",0.9736
2009,"SE_AWP_CPRA","Albania","LOWSEC","URBAN","_T","FEMALE",0
2009,"SE_AWP_CPRA","Albania","LOWSEC","URBAN","_T","MALE",0
2009,"SE_AWP_CPRA","Albania","LOWSEC","RURAL","_T","BOTHSEX",0
2017,"SE_AWP_CPRA","Albania","PRIMAR","URBAN","_T","MALE",1.01349
2017,"SE_AWP_CPRA","Albania","LOWSEC","URBAN","_T","MALE",0.68239
2017,"SE_AWP_CPRA","Albania","LOWSEC","URBAN","_T","FEMALE",0.72394
2017,"SE_AWP_CPRA","Albania","PRIMAR","ALLAREA","_T","BOTHSEX",0.95259
2017,"SE_AWP_CPRA","Albania","PRIMAR","URBAN","_T","BOTHSEX",0.9926
2017,"SE_AWP_CPRA","Albania","UPPSEC","URBAN","_T","BOTHSEX",0.45506
2017,"SE_AWP_CPRA","Albania","LOWSEC","ALLAREA","_T","FEMALE",0.85951
2017,"SE_AWP_CPRA","Albania","PRIMAR","ALLAREA","_T","FEMALE",0.96466
2017,"SE_AWP_CPRA","Albania","UPPSEC","ALLAREA","_T","BOTHSEX",0.61956
2017,"SE_AWP_CPRA","Albania","PRIMAR","ALLAREA","_T","MALE",0.93917
2017,"SE_AWP_CPRA","Albania","LOWSEC","RURAL","_T","BOTHSEX",0.94351
2017,"SE_AWP_CPRA","Albania","UPPSEC","ALLAREA","_T","MALE",0.62573
2017,"SE_AWP_CPRA","Albania","PRIMAR","URBAN","_T","FEMALE",0.9751
2017,"SE_AWP_CPRA","Albania","UPPSEC","ALLAREA","_T","FEMALE",0.61352
2000,"SE_AWP_CPRA","Chile","LOWSEC","RURAL","_T","BOTHSEX",0.8043
2000,"SE_AWP_CPRA","Chile","LOWSEC","ALLAREA","_T","BOTHSEX",0.8372
2000,"SE_AWP_CPRA","Chile","UPPSEC","ALLAREA","_T","BOTHSEX",0.4221
2000,"SE_AWP_CPRA","Chile","UPPSEC","RURAL","_T","BOTHSEX",0.4272
2000,"SE_AWP_CPRA","Chile","PRIMAR","RURAL","_T","BOTHSEX",0.9572
2000,"SE_AWP_CPRA","Chile","UPPSEC","URBAN","_T","BOTHSEX",0.4828
2000,"SE_AWP_CPRA","Chile","LOWSEC","URBAN","_T","BOTHSEX",0.8773
2000,"SE_AWP_CPRA","Chile","PRIMAR","URBAN","_T","BOTHSEX",0.9223
2000,"SE_AWP_CPRA","Mexico","UPPSEC","RURAL","_T","BOTHSEX",0.2811
2000,"SE_AWP_CPRA","Mexico","PRIMAR","ALLAREA","_T","BOTHSEX",0.7986
2000,"SE_AWP_CPRA","Mexico","UPPSEC","ALLAREA","_T","BOTHSEX",0.1453
2000,"SE_AWP_CPRA","Mexico","UPPSEC","URBAN","_T","BOTHSEX",0.228
2000,"SE_AWP_CPRA","Mexico","LOWSEC","ALLAREA","_T","BOTHSEX",0.5259
2000,"SE_AWP_CPRA","Mexico","PRIMAR","URBAN","_T","BOTHSEX",0.8956
2000,"SE_AWP_CPRA","Mexico","PRIMAR","RURAL","_T","BOTHSEX",0.6387
2000,"SE_AWP_CPRA","Mexico","LOWSEC","RURAL","_T","BOTHSEX",0.3479
2005,"SE_AWP_CPRA","India","PRIMAR","ALLAREA","_T","BOTHSEX",0.69574
2005,"SE_AWP_CPRA","India","LOWSEC","ALLAREA","_T","BOTHSEX",0.52817
2005,"SE_AWP_CPRA","India","UPPSEC","ALLAREA","_T","BOTHSEX",0.26321
2006,"SE_AWP_CPRA","India","UPPSEC","ALLAREA","_T","BOTHSEX",0.04351
2006,"SE_AWP_CPRA","India","UPPSEC","RURAL","_T","BOTHSEX",0.05046
2006,"SE_AWP_CPRA","India","LOWSEC","ALLAREA","_T","FEMALE",0.18672
2006,"SE_AWP_CPRA","India","LOWSEC","ALLAREA","_T","MALE",0.3926
2006,"SE_AWP_CPRA","India","PRIMAR","RURAL","_T","MALE",0.63546
2006,"SE_AWP_CPRA","India","LOWSEC","RURAL","_T","MALE",0.40672
2000,"SE_AWP_CPRA","Mexico","LOWSEC","URBAN","_T","BOTHSEX",0.7448
2002,"SE_AWP_CPRA","Mexico","PRIMAR","RURAL","_T","BOTHSEX",0.9217
2002,"SE_AWP_CPRA","Mexico","PRIMAR","URBAN","_T","BOTHSEX",0.883
2002,"SE_AWP_CPRA","Mexico","LOWSEC","ALLAREA","_T","BOTHSEX",0.5419
2002,"SE_AWP_CPRA","Mexico","UPPSEC","URBAN","_T","BOTHSEX",0.2655
2002,"SE_AWP_CPRA","Mexico","UPPSEC","ALLAREA","_T","BOTHSEX",0.1432
2002,"SE_AWP_CPRA","Mexico","PRIMAR","ALLAREA","_T","BOTHSEX",0.8653
2002,"SE_AWP_CPRA","Mexico","UPPSEC","RURAL","_T","BOTHSEX",0.0858
2017,"SE_AWP_CPRA","Albania","UPPSEC","RURAL","_T","FEMALE",0
2017,"SE_AWP_CPRA","Albania","LOWSEC","URBAN","_T","BOTHSEX",0.70134
2017,"SE_AWP_CPRA","Albania","UPPSEC","RURAL","_T","BOTHSEX",0.68799
2017,"SE_AWP_CPRA","Albania","PRIMAR","RURAL","_T","BOTHSEX",0.95621
2017,"SE_AWP_CPRA","Albania","UPPSEC","RURAL","_T","MALE",0
2017,"SE_AWP_CPRA","Albania","LOWSEC","ALLAREA","_T","MALE",0.89501
2017,"SE_AWP_CPRA","Albania","PRIMAR","RURAL","_T","FEMALE",0
2017,"SE_AWP_CPRA","Albania","UPPSEC","URBAN","_T","FEMALE",0.4871
2002,"SE_AWP_CPRA","Mexico","LOWSEC","URBAN","_T","BOTHSEX",0.6998
2002,"SE_AWP_CPRA","Mexico","LOWSEC","RURAL","_T","BOTHSEX",0.5953
2004,"SE_AWP_CPRA","Mexico","UPPSEC","RURAL","_T","BOTHSEX",0.1406
2004,"SE_AWP_CPRA","Mexico","UPPSEC","ALLAREA","_T","BOTHSEX",0.157
2004,"SE_AWP_CPRA","Mexico","PRIMAR","ALLAREA","_T","BOTHSEX",0.8508
2004,"SE_AWP_CPRA","Mexico","UPPSEC","URBAN","_T","BOTHSEX",0.2543
2004,"SE_AWP_CPRA","Mexico","LOWSEC","ALLAREA","_T","BOTHSEX",0.6331
2004,"SE_AWP_CPRA","Mexico","PRIMAR","URBAN","_T","BOTHSEX",0.85
2004,"SE_AWP_CPRA","Mexico","PRIMAR","RURAL","_T","BOTHSEX",0.9065
2004,"SE_AWP_CPRA","Mexico","LOWSEC","RURAL","_T","BOTHSEX",0.5067
2004,"SE_AWP_CPRA","Mexico","LOWSEC","URBAN","_T","BOTHSEX",0.6824
2006,"SE_AWP_CPRA","Mexico","LOWSEC","URBAN","_T","BOTHSEX",0.6823
2006,"SE_AWP_CPRA","Mexico","PRIMAR","ALLAREA","_T","BOTHSEX",0.8653
2006,"SE_AWP_CPRA","Mexico","LOWSEC","RURAL","_T","BOTHSEX",0.608
2006,"SE_AWP_CPRA","Mexico","PRIMAR","RURAL","_T","BOTHSEX",0.7978
2006,"SE_AWP_CPRA","Mexico","PRIMAR","URBAN","_T","BOTHSEX",0.9088
2017,"SE_AWP_CPRA","Albania","UPPSEC","URBAN","_T","MALE",0.43115
2017,"SE_AWP_CPRA","Albania","PRIMAR","RURAL","_T","MALE",0
2017,"SE_AWP_CPRA","Albania","LOWSEC","RURAL","_T","FEMALE",0
2017,"SE_AWP_CPRA","Albania","LOWSEC","RURAL","_T","MALE",0
2017,"SE_AWP_CPRA","Albania","LOWSEC","ALLAREA","_T","BOTHSEX",0.87836
2000,"SE_AWP_CPRA","Azerbaijan","PRIMAR","ALLAREA","_T","BOTHSEX",0.95295
2000,"SE_AWP_CPRA","Azerbaijan","LOWSEC","ALLAREA","_T","BOTHSEX",0.80909
2000,"SE_AWP_CPRA","Azerbaijan","UPPSEC","ALLAREA","_T","BOTHSEX",0.57581
2000,"SE_AWP_CPRA","Chile","PRIMAR","ALLAREA","_T","BOTHSEX",0.9073
2003,"SE_AWP_CPRA","Chile","UPPSEC","RURAL","_T","BOTHSEX",0.4254
2003,"SE_AWP_CPRA","Chile","UPPSEC","ALLAREA","_T","BOTHSEX",0.521
2003,"SE_AWP_CPRA","Chile","LOWSEC","ALLAREA","_T","BOTHSEX",0.8929
2003,"SE_AWP_CPRA","Chile","LOWSEC","RURAL","_T","BOTHSEX",0.8816
2003,"SE_AWP_CPRA","Chile","PRIMAR","ALLAREA","_T","BOTHSEX",0.9547
2003,"SE_AWP_CPRA","Chile","PRIMAR","URBAN","_T","BOTHSEX",0.9623
2003,"SE_AWP_CPRA","Chile","LOWSEC","URBAN","_T","BOTHSEX",0.911
2006,"SE_AWP_CPRA","Azerbaijan","PRIMAR","RURAL","_T","BOTHSEX",0
2006,"SE_AWP_CPRA","Azerbaijan","LOWSEC","ALLAREA","_T","FEMALE",0.86484
2006,"SE_AWP_CPRA","Azerbaijan","UPPSEC","URBAN","_T","BOTHSEX",0.63825
2006,"SE_AWP_CPRA","Azerbaijan","PRIMAR","ALLAREA","_T","FEMALE",0.90614
2006,"SE_AWP_CPRA","Azerbaijan","LOWSEC","RURAL","_T","BOTHSEX",0
2006,"SE_AWP_CPRA","Azerbaijan","UPPSEC","URBAN","_T","FEMALE",0
2006,"SE_AWP_CPRA","Azerbaijan","UPPSEC","URBAN","_T","MALE",0
2006,"SE_AWP_CPRA","Mexico","LOWSEC","ALLAREA","_T","BOTHSEX",0.6453
2006,"SE_AWP_CPRA","Mexico","UPPSEC","URBAN","_T","BOTHSEX",0.3349
2006,"SE_AWP_CPRA","Mexico","UPPSEC","ALLAREA","_T","BOTHSEX",0.2625
2006,"SE_AWP_CPRA","Mexico","UPPSEC","RURAL","_T","BOTHSEX",0.4631
2008,"SE_AWP_CPRA","Mexico","PRIMAR","ALLAREA","_T","BOTHSEX",0.9112
2008,"SE_AWP_CPRA","Mexico","UPPSEC","RURAL","_T","BOTHSEX",0.3738
2008,"SE_AWP_CPRA","Mexico","UPPSEC","ALLAREA","_T","BOTHSEX",0.2615
2008,"SE_AWP_CPRA","Mexico","UPPSEC","URBAN","_T","BOTHSEX",0.4015
2003,"SE_AWP_CPRA","Chile","UPPSEC","URBAN","_T","BOTHSEX",0.5781
2003,"SE_AWP_CPRA","Chile","PRIMAR","RURAL","_T","BOTHSEX",0.9384
2006,"SE_AWP_CPRA","Chile","LOWSEC","URBAN","_T","BOTHSEX",0.9052
2006,"SE_AWP_CPRA","Chile","PRIMAR","URBAN","_T","BOTHSEX",0.962
2006,"SE_AWP_CPRA","Chile","PRIMAR","ALLAREA","_T","BOTHSEX",0.9605
2006,"SE_AWP_CPRA","Chile","LOWSEC","RURAL","_T","BOTHSEX",0.9347
2006,"SE_AWP_CPRA","Chile","LOWSEC","ALLAREA","_T","BOTHSEX",0.9039
2006,"SE_AWP_CPRA","Chile","UPPSEC","ALLAREA","_T","BOTHSEX",0.6257
2006,"SE_AWP_CPRA","Azerbaijan","PRIMAR","RURAL","_T","MALE",0
2006,"SE_AWP_CPRA","Azerbaijan","LOWSEC","RURAL","_T","FEMALE",0
2006,"SE_AWP_CPRA","Azerbaijan","UPPSEC","RURAL","_T","MALE",0
2006,"SE_AWP_CPRA","Azerbaijan","UPPSEC","ALLAREA","_T","FEMALE",0.40268
2006,"SE_AWP_CPRA","Azerbaijan","UPPSEC","RURAL","_T","FEMALE",0
2006,"SE_AWP_CPRA","Azerbaijan","UPPSEC","ALLAREA","_T","BOTHSEX",0.60163
2006,"SE_AWP_CPRA","Azerbaijan","PRIMAR","ALLAREA","_T","MALE",0.99364
2008,"SE_AWP_CPRA","Mexico","LOWSEC","ALLAREA","_T","BOTHSEX",0.6515
2008,"SE_AWP_CPRA","Mexico","PRIMAR","URBAN","_T","BOTHSEX",0.9368
2008,"SE_AWP_CPRA","Mexico","PRIMAR","RURAL","_T","BOTHSEX",0.8939
2008,"SE_AWP_CPRA","Mexico","LOWSEC","RURAL","_T","BOTHSEX",0.6723
2008,"SE_AWP_CPRA","Mexico","LOWSEC","URBAN","_T","BOTHSEX",0.7605
2010,"SE_AWP_CPRA","Mexico","PRIMAR","RURAL","_T","BOTHSEX",0.9097
2010,"SE_AWP_CPRA","Mexico","PRIMAR","URBAN","_T","BOTHSEX",0.9565
2010,"SE_AWP_CPRA","Mexico","LOWSEC","ALLAREA","_T","BOTHSEX",0.6678
2010,"SE_AWP_CPRA","Mexico","UPPSEC","URBAN","_T","BOTHSEX",0.4281
2010,"SE_AWP_CPRA","Mexico","UPPSEC","ALLAREA","_T","BOTHSEX",0.3294
2010,"SE_AWP_CPRA","Mexico","LOWSEC","URBAN","_T","BOTHSEX",0.7486
2010,"SE_AWP_CPRA","Mexico","LOWSEC","RURAL","_T","BOTHSEX",0.6015
2010,"SE_AWP_CPRA","Mexico","UPPSEC","RURAL","_T","BOTHSEX",0.3601
2010,"SE_AWP_CPRA","Mexico","PRIMAR","ALLAREA","_T","BOTHSEX",0.9232
2012,"SE_AWP_CPRA","Mexico","PRIMAR","URBAN","_T","BOTHSEX",0.9593
2012,"SE_AWP_CPRA","Mexico","PRIMAR","RURAL","_T","BOTHSEX",0.9714
2012,"SE_AWP_CPRA","Mexico","LOWSEC","RURAL","_T","BOTHSEX",0.7074
2012,"SE_AWP_CPRA","Mexico","LOWSEC","URBAN","_T","BOTHSEX",0.8099
2012,"SE_AWP_CPRA","Mexico","PRIMAR","ALLAREA","_T","BOTHSEX",0.9504
2012,"SE_AWP_CPRA","Mexico","UPPSEC","RURAL","_T","BOTHSEX",0.3819
2012,"SE_AWP_CPRA","Mexico","UPPSEC","ALLAREA","_T","BOTHSEX",0.3827
2012,"SE_AWP_CPRA","Mexico","UPPSEC","URBAN","_T","BOTHSEX",0.4631
2012,"SE_AWP_CPRA","Mexico","LOWSEC","ALLAREA","_T","BOTHSEX",0.7584
2014,"SE_AWP_CPRA","Mexico","LOWSEC","URBAN","_T","BOTHSEX",0.8375
2006,"SE_AWP_CPRA","Chile","UPPSEC","RURAL","_T","BOTHSEX",0.5782
2006,"SE_AWP_CPRA","Chile","PRIMAR","RURAL","_T","BOTHSEX",0.9714
2006,"SE_AWP_CPRA","Chile","UPPSEC","URBAN","_T","BOTHSEX",0.6445
2009,"SE_AWP_CPRA","Chile","PRIMAR","URBAN","_T","BOTHSEX",0.9665
2009,"SE_AWP_CPRA","Chile","LOWSEC","URBAN","_T","BOTHSEX",0.9304
2009,"SE_AWP_CPRA","Chile","UPPSEC","URBAN","_T","BOTHSEX",0.7174
2009,"SE_AWP_CPRA","Chile","PRIMAR","RURAL","_T","BOTHSEX",0.9798
2009,"SE_AWP_CPRA","Chile","UPPSEC","RURAL","_T","BOTHSEX",0.6478
2006,"SE_AWP_CPRA","Azerbaijan","UPPSEC","RURAL","_T","BOTHSEX",0
2006,"SE_AWP_CPRA","Azerbaijan","PRIMAR","URBAN","_T","BOTHSEX",0.83789
2006,"SE_AWP_CPRA","Azerbaijan","PRIMAR","RURAL","_T","FEMALE",0
2006,"SE_AWP_CPRA","Azerbaijan","LOWSEC","ALLAREA","_T","MALE",0.87266
2006,"SE_AWP_CPRA","Azerbaijan","LOWSEC","ALLAREA","_T","BOTHSEX",0.86856
2006,"SE_AWP_CPRA","Azerbaijan","PRIMAR","URBAN","_T","MALE",0
2006,"SE_AWP_CPRA","Azerbaijan","LOWSEC","RURAL","_T","MALE",0
2014,"SE_AWP_CPRA","Mexico","UPPSEC","RURAL","_T","BOTHSEX",0.3728
2014,"SE_AWP_CPRA","Mexico","LOWSEC","RURAL","_T","BOTHSEX",0.7133
2014,"SE_AWP_CPRA","Mexico","PRIMAR","RURAL","_T","BOTHSEX",0.9141
2014,"SE_AWP_CPRA","Mexico","PRIMAR","URBAN","_T","BOTHSEX",0.9603
2014,"SE_AWP_CPRA","Mexico","LOWSEC","ALLAREA","_T","BOTHSEX",0.7745
2014,"SE_AWP_CPRA","Mexico","UPPSEC","URBAN","_T","BOTHSEX",0.5211
2014,"SE_AWP_CPRA","Mexico","UPPSEC","ALLAREA","_T","BOTHSEX",0.4199
2014,"SE_AWP_CPRA","Mexico","PRIMAR","ALLAREA","_T","BOTHSEX",0.9428
2016,"SE_AWP_CPRA","Mexico","UPPSEC","RURAL","_T","BOTHSEX",0.3439
2016,"SE_AWP_CPRA","Mexico","PRIMAR","RURAL","_T","MALE",0
2016,"SE_AWP_CPRA","Mexico","PRIMAR","ALLAREA","_T","BOTHSEX",0.9489
2016,"SE_AWP_CPRA","Mexico","PRIMAR","RURAL","_T","FEMALE",0
2016,"SE_AWP_CPRA","Mexico","LOWSEC","ALLAREA","_T","FEMALE",0.77133
2016,"SE_AWP_CPRA","Mexico","UPPSEC","URBAN","_T","MALE",0.34869
2016,"SE_AWP_CPRA","Mexico","LOWSEC","URBAN","_T","MALE",0.74675
2016,"SE_AWP_CPRA","Mexico","LOWSEC","ALLAREA","_T","BOTHSEX",0.7984
2009,"SE_AWP_CPRA","Chile","UPPSEC","ALLAREA","_T","BOTHSEX",0.6843
2009,"SE_AWP_CPRA","Chile","LOWSEC","ALLAREA","_T","BOTHSEX",0.9304
2009,"SE_AWP_CPRA","Chile","LOWSEC","RURAL","_T","BOTHSEX",0.9481
2009,"SE_AWP_CPRA","Chile","PRIMAR","ALLAREA","_T","BOTHSEX",0.9654
2011,"SE_AWP_CPRA","Chile","LOWSEC","RURAL","_T","BOTHSEX",0.9331
2011,"SE_AWP_CPRA","Chile","LOWSEC","ALLAREA","_T","BOTHSEX",0.9428
2011,"SE_AWP_CPRA","Chile","UPPSEC","ALLAREA","_T","BOTHSEX",0.6864
2011,"SE_AWP_CPRA","Chile","UPPSEC","RURAL","_T","BOTHSEX",0.7737
2016,"SE_AWP_CPRA","Mexico","PRIMAR","URBAN","_T","FEMALE",0.92132
2016,"SE_AWP_CPRA","Mexico","UPPSEC","ALLAREA","_T","FEMALE",0.28238
2016,"SE_AWP_CPRA","Mexico","LOWSEC","RURAL","_T","FEMALE",0
2016,"SE_AWP_CPRA","Mexico","LOWSEC","RURAL","_T","BOTHSEX",0.756
2016,"SE_AWP_CPRA","Mexico","LOWSEC","URBAN","_T","BOTHSEX",0.8519
2016,"SE_AWP_CPRA","Mexico","LOWSEC","RURAL","_T","MALE",0
2016,"SE_AWP_CPRA","Mexico","UPPSEC","URBAN","_T","FEMALE",0.28178
2016,"SE_AWP_CPRA","Mexico","UPPSEC","RURAL","_T","MALE",0
2006,"SE_AWP_CPRA","Azerbaijan","PRIMAR","ALLAREA","_T","BOTHSEX",0.95182
2006,"SE_AWP_CPRA","Azerbaijan","LOWSEC","URBAN","_T","FEMALE",0
2006,"SE_AWP_CPRA","Azerbaijan","LOWSEC","URBAN","_T","BOTHSEX",0.6579
2006,"SE_AWP_CPRA","Azerbaijan","LOWSEC","URBAN","_T","MALE",0
2006,"SE_AWP_CPRA","Azerbaijan","PRIMAR","URBAN","_T","FEMALE",0.71878
2006,"SE_AWP_CPRA","Azerbaijan","UPPSEC","ALLAREA","_T","MALE",0.78836
2010,"SE_AWP_CPRA","Australia","PRIMAR","ALLAREA","_T","BOTHSEX",0.98615
2010,"SE_AWP_CPRA","Australia","LOWSEC","ALLAREA","_T","BOTHSEX",0.97231
2011,"SE_AWP_CPRA","Chile","PRIMAR","RURAL","_T","BOTHSEX",0.9685
2011,"SE_AWP_CPRA","Chile","PRIMAR","ALLAREA","_T","BOTHSEX",0.9642
2011,"SE_AWP_CPRA","Chile","UPPSEC","URBAN","_T","BOTHSEX",0.7105
2011,"SE_AWP_CPRA","Chile","LOWSEC","URBAN","_T","BOTHSEX",0.9464
2011,"SE_AWP_CPRA","Chile","PRIMAR","URBAN","_T","BOTHSEX",0.9585
2013,"SE_AWP_CPRA","Chile","UPPSEC","RURAL","_T","BOTHSEX",0.7526
2013,"SE_AWP_CPRA","Chile","UPPSEC","ALLAREA","_T","BOTHSEX",0.7568
2013,"SE_AWP_CPRA","Chile","LOWSEC","ALLAREA","_T","BOTHSEX",0.9362
2016,"SE_AWP_CPRA","Mexico","UPPSEC","ALLAREA","_T","BOTHSEX",0.3861
2016,"SE_AWP_CPRA","Mexico","PRIMAR","ALLAREA","_T","FEMALE",0.95099
2016,"SE_AWP_CPRA","Mexico","UPPSEC","URBAN","_T","BOTHSEX",0.4874
2016,"SE_AWP_CPRA","Mexico","PRIMAR","ALLAREA","_T","MALE",0.89286
2016,"SE_AWP_CPRA","Mexico","LOWSEC","ALLAREA","_T","MALE",0.75507
2016,"SE_AWP_CPRA","Mexico","PRIMAR","URBAN","_T","BOTHSEX",0.9606
2016,"SE_AWP_CPRA","Mexico","LOWSEC","URBAN","_T","FEMALE",0.7052
2016,"SE_AWP_CPRA","Mexico","PRIMAR","RURAL","_T","BOTHSEX",0.9613
2010,"SE_AWP_CPRA","Australia","UPPSEC","ALLAREA","_T","BOTHSEX",0.80332
2014,"SE_AWP_CPRA","Australia","LOWSEC","ALLAREA","_T","BOTHSEX",0.96855
2014,"SE_AWP_CPRA","Australia","PRIMAR","ALLAREA","_T","BOTHSEX",0.98434
2014,"SE_AWP_CPRA","Australia","UPPSEC","ALLAREA","_T","BOTHSEX",0.82001
2016,"SE_AWP_CPRA","Australia","PRIMAR","ALLAREA","_T","BOTHSEX",0.94961
2016,"SE_AWP_CPRA","Australia","LOWSEC","ALLAREA","_T","BOTHSEX",0.9478
2016,"SE_AWP_CPRA","Australia","UPPSEC","ALLAREA","_T","BOTHSEX",0.8246
2018,"SE_AWP_CPRA","Australia","UPPSEC","ALLAREA","_T","BOTHSEX",0.89542
2018,"SE_AWP_CPRA","Australia","LOWSEC","ALLAREA","_T","BOTHSEX",0.98319
2016,"SE_AWP_CPRA","Mexico","UPPSEC","RURAL","_T","FEMALE",0
2016,"SE_AWP_CPRA","Mexico","UPPSEC","ALLAREA","_T","MALE",0.44645
2016,"SE_AWP_CPRA","Mexico","PRIMAR","URBAN","_T","MALE",0.76244
2018,"SE_AWP_CPRA","Mexico","LOWSEC","URBAN","_T","BOTHSEX",0.8629
2018,"SE_AWP_CPRA","Mexico","LOWSEC","RURAL","_T","BOTHSEX",0.8036
2018,"SE_AWP_CPRA","Mexico","PRIMAR","RURAL","_T","BOTHSEX",0.9579
2018,"SE_AWP_CPRA","Mexico","PRIMAR","URBAN","_T","BOTHSEX",0.971
2018,"SE_AWP_CPRA","Mexico","LOWSEC","ALLAREA","_T","BOTHSEX",0.8224
2018,"SE_AWP_CPRA","Mexico","UPPSEC","URBAN","_T","BOTHSEX",0.5476
2018,"SE_AWP_CPRA","Mexico","UPPSEC","ALLAREA","_T","BOTHSEX",0.4644
2018,"SE_AWP_CPRA","Mexico","UPPSEC","RURAL","_T","BOTHSEX",0.4042
2018,"SE_AWP_CPRA","Mexico","PRIMAR","ALLAREA","_T","BOTHSEX",0.9661
2020,"SE_AWP_CPRA","Mexico","UPPSEC","RURAL","_T","BOTHSEX",0.5246
2020,"SE_AWP_CPRA","Mexico","LOWSEC","RURAL","_T","BOTHSEX",0.8407
2020,"SE_AWP_CPRA","Mexico","LOWSEC","URBAN","_T","BOTHSEX",0.8852
2020,"SE_AWP_CPRA","Mexico","UPPSEC","ALLAREA","_T","BOTHSEX",0.5187
2013,"SE_AWP_CPRA","Chile","LOWSEC","RURAL","_T","BOTHSEX",0.9372
2013,"SE_AWP_CPRA","Chile","PRIMAR","ALLAREA","_T","BOTHSEX",0.9713
2013,"SE_AWP_CPRA","Chile","PRIMAR","URBAN","_T","BOTHSEX",0.968
2013,"SE_AWP_CPRA","Chile","LOWSEC","URBAN","_T","BOTHSEX",0.9355
2013,"SE_AWP_CPRA","Chile","UPPSEC","URBAN","_T","BOTHSEX",0.7642
2013,"SE_AWP_CPRA","Chile","PRIMAR","RURAL","_T","BOTHSEX",0.9733
2015,"SE_AWP_CPRA","Chile","UPPSEC","URBAN","_T","BOTHSEX",0.796
2015,"SE_AWP_CPRA","Chile","LOWSEC","URBAN","_T","BOTHSEX",0.9399
2015,"SE_AWP_CPRA","Chile","PRIMAR","ALLAREA","_T","BOTHSEX",0.9677
2015,"SE_AWP_CPRA","Chile","PRIMAR","URBAN","_T","BOTHSEX",0.9707
2015,"SE_AWP_CPRA","Chile","LOWSEC","RURAL","_T","BOTHSEX",0.9575
2015,"SE_AWP_CPRA","Chile","LOWSEC","ALLAREA","_T","BOTHSEX",0.9402
2015,"SE_AWP_CPRA","Chile","UPPSEC","RURAL","_T","BOTHSEX",0.7804
2015,"SE_AWP_CPRA","Chile","UPPSEC","ALLAREA","_T","BOTHSEX",0.7898
2015,"SE_AWP_CPRA","Chile","PRIMAR","RURAL","_T","BOTHSEX",0.9852
2017,"SE_AWP_CPRA","Chile","LOWSEC","URBAN","_T","BOTHSEX",0.953
2018,"SE_AWP_CPRA","Australia","PRIMAR","ALLAREA","_T","BOTHSEX",0.93243
2005,"SE_AWP_CPRA","Armenia","LOWSEC","ALLAREA","_T","BOTHSEX",0.70822
