Year,Metric,GeoAreaName,Value
2020,"Political Stability and Absence of Violence, Terrorism",Belgium,0.543469667
2019,"Political Stability and Absence of Violence, Terrorism",Belgium,0.473777533
2018,"Political Stability and Absence of Violence, Terrorism",Belgium,0.402350128
2017,"Political Stability and Absence of Violence, Terrorism",Belgium,0.428185821
2016,"Political Stability and Absence of Violence, Terrorism",Belgium,0.441367298
2015,"Political Stability and Absence of Violence, Terrorism",Belgium,0.587094605
2014,"Political Stability and Absence of Violence, Terrorism",Belgium,0.701269448
2013,"Political Stability and Absence of Violence, Terrorism",Belgium,0.940082729
2012,"Political Stability and Absence of Violence, Terrorism",Belgium,0.92359972
2011,"Political Stability and Absence of Violence, Terrorism",Belgium,0.954535425
2010,"Political Stability and Absence of Violence, Terrorism",Belgium,0.810646176
2009,"Political Stability and Absence of Violence, Terrorism",Belgium,0.820824683
2008,"Political Stability and Absence of Violence, Terrorism",Belgium,0.620571196
2007,"Political Stability and Absence of Violence, Terrorism",Belgium,0.757325053
2006,"Political Stability and Absence of Violence, Terrorism",Belgium,0.856375813
2005,"Political Stability and Absence of Violence, Terrorism",Belgium,0.793774188
2004,"Political Stability and Absence of Violence, Terrorism",Belgium,0.709136724
2003,"Political Stability and Absence of Violence, Terrorism",Belgium,0.858237803
2002,"Political Stability and Absence of Violence, Terrorism",Belgium,1.260802388
2000,"Political Stability and Absence of Violence, Terrorism",Belgium,1.129811168
1998,"Political Stability and Absence of Violence, Terrorism",Belgium,1.024129868
1996,"Political Stability and Absence of Violence, Terrorism",Belgium,1.288499475
2021,"Political Stability and Absence of Violence, Terrorism",Bulgaria,0.458269119
2020,"Political Stability and Absence of Violence, Terrorism",Bulgaria,0.418060213
2019,"Political Stability and Absence of Violence, Terrorism",Bulgaria,0.578860998
2018,"Political Stability and Absence of Violence, Terrorism",Bulgaria,0.456277937
2017,"Political Stability and Absence of Violence, Terrorism",Bulgaria,0.332049906
2016,"Political Stability and Absence of Violence, Terrorism",Bulgaria,0.077333264
2015,"Political Stability and Absence of Violence, Terrorism",Bulgaria,0.017322188
2014,"Political Stability and Absence of Violence, Terrorism",Bulgaria,0.078540899
2013,"Political Stability and Absence of Violence, Terrorism",Bulgaria,0.170710385
2012,"Political Stability and Absence of Violence, Terrorism",Bulgaria,0.379833996
2011,"Political Stability and Absence of Violence, Terrorism",Bulgaria,0.301750302
2010,"Political Stability and Absence of Violence, Terrorism",Bulgaria,0.36009106
2009,"Political Stability and Absence of Violence, Terrorism",Bulgaria,0.353678972
2008,"Political Stability and Absence of Violence, Terrorism",Bulgaria,0.369860709
2007,"Political Stability and Absence of Violence, Terrorism",Bulgaria,0.357635468
2006,"Political Stability and Absence of Violence, Terrorism",Bulgaria,0.39442119
2005,"Political Stability and Absence of Violence, Terrorism",Bulgaria,0.14727059
2004,"Political Stability and Absence of Violence, Terrorism",Bulgaria,0.003630734
2003,"Political Stability and Absence of Violence, Terrorism",Bulgaria,0.173525497
2002,"Political Stability and Absence of Violence, Terrorism",Bulgaria,0.467512369
2000,"Political Stability and Absence of Violence, Terrorism",Bulgaria,0.377964616
1998,"Political Stability and Absence of Violence, Terrorism",Bulgaria,0.57502526
1996,"Political Stability and Absence of Violence, Terrorism",Bulgaria,-0.091028079
2021,"Political Stability and Absence of Violence, Terrorism",Bosnia and Herzegovina,-0.380582392
2020,"Political Stability and Absence of Violence, Terrorism",Bosnia and Herzegovina,-0.443297356
2019,"Political Stability and Absence of Violence, Terrorism",Bosnia and Herzegovina,-0.418754309
2018,"Political Stability and Absence of Violence, Terrorism",Bosnia and Herzegovina,-0.395599693
2017,"Political Stability and Absence of Violence, Terrorism",Bosnia and Herzegovina,-0.348237306
2016,"Political Stability and Absence of Violence, Terrorism",Bosnia and Herzegovina,-0.397838831
2015,"Political Stability and Absence of Violence, Terrorism",Bosnia and Herzegovina,-0.402437001
2014,"Political Stability and Absence of Violence, Terrorism",Bosnia and Herzegovina,-0.019179042
2013,"Political Stability and Absence of Violence, Terrorism",Bosnia and Herzegovina,-0.404944122
2012,"Political Stability and Absence of Violence, Terrorism",Bosnia and Herzegovina,-0.538148701
2011,"Political Stability and Absence of Violence, Terrorism",Bosnia and Herzegovina,-0.819794893
2010,"Political Stability and Absence of Violence, Terrorism",Bosnia and Herzegovina,-0.693730175
2009,"Political Stability and Absence of Violence, Terrorism",Bosnia and Herzegovina,-0.665914297
2008,"Political Stability and Absence of Violence, Terrorism",Bosnia and Herzegovina,-0.539653778
2007,"Political Stability and Absence of Violence, Terrorism",Bosnia and Herzegovina,-0.631416619
2006,"Political Stability and Absence of Violence, Terrorism",Bosnia and Herzegovina,-0.441336751
2005,"Political Stability and Absence of Violence, Terrorism",Bosnia and Herzegovina,-0.500624359
2004,"Political Stability and Absence of Violence, Terrorism",Bosnia and Herzegovina,0.017319396
2003,"Political Stability and Absence of Violence, Terrorism",Bosnia and Herzegovina,-0.405683517
2002,"Political Stability and Absence of Violence, Terrorism",Bosnia and Herzegovina,-0.163837284
2000,"Political Stability and Absence of Violence, Terrorism",Bosnia and Herzegovina,-0.528393328
1998,"Political Stability and Absence of Violence, Terrorism",Bosnia and Herzegovina,-0.58641547
1996,"Political Stability and Absence of Violence, Terrorism",Bosnia and Herzegovina,-0.594427824
2021,"Political Stability and Absence of Violence, Terrorism",Belarus,-0.736605406
2020,"Political Stability and Absence of Violence, Terrorism",Belarus,-0.895924509
2019,"Political Stability and Absence of Violence, Terrorism",Belarus,0.332389116
2018,"Political Stability and Absence of Violence, Terrorism",Belarus,0.348057151
2017,"Political Stability and Absence of Violence, Terrorism",Belarus,-0.053483382
2016,"Political Stability and Absence of Violence, Terrorism",Belarus,0.142281473
2015,"Political Stability and Absence of Violence, Terrorism",Belarus,0.110016517
2014,"Political Stability and Absence of Violence, Terrorism",Belarus,0.179782152
2013,"Political Stability and Absence of Violence, Terrorism",Belarus,0.005959166
2012,"Political Stability and Absence of Violence, Terrorism",Belarus,0.06861522
2011,"Political Stability and Absence of Violence, Terrorism",Belarus,-0.087769009
2010,"Political Stability and Absence of Violence, Terrorism",Belarus,-0.094990097
2009,"Political Stability and Absence of Violence, Terrorism",Belarus,0.489347756
2008,"Political Stability and Absence of Violence, Terrorism",Belarus,0.521403909
2007,"Political Stability and Absence of Violence, Terrorism",Belarus,0.341008782
2006,"Political Stability and Absence of Violence, Terrorism",Belarus,0.148469687
2005,"Political Stability and Absence of Violence, Terrorism",Belarus,0.360231072
2004,"Political Stability and Absence of Violence, Terrorism",Belarus,0.161766872
2003,"Political Stability and Absence of Violence, Terrorism",Belarus,0.69302994
2002,"Political Stability and Absence of Violence, Terrorism",Belarus,0.30280596
2000,"Political Stability and Absence of Violence, Terrorism",Belarus,0.139502242
1998,"Political Stability and Absence of Violence, Terrorism",Belarus,0.10947556
1996,"Political Stability and Absence of Violence, Terrorism",Belarus,0.093739204
2021,"Political Stability and Absence of Violence, Terrorism",Switzerland,1.131445169
2020,"Political Stability and Absence of Violence, Terrorism",Switzerland,1.191661119
2019,"Political Stability and Absence of Violence, Terrorism",Switzerland,1.32495296
2018,"Political Stability and Absence of Violence, Terrorism",Switzerland,1.333553433
2017,"Political Stability and Absence of Violence, Terrorism",Switzerland,1.256805301
2016,"Political Stability and Absence of Violence, Terrorism",Switzerland,1.306290388
2015,"Political Stability and Absence of Violence, Terrorism",Switzerland,1.339359045
2014,"Political Stability and Absence of Violence, Terrorism",Switzerland,1.402652621
2013,"Political Stability and Absence of Violence, Terrorism",Switzerland,1.401140213
2012,"Political Stability and Absence of Violence, Terrorism",Switzerland,1.418336034
2011,"Political Stability and Absence of Violence, Terrorism",Switzerland,1.300342083
2010,"Political Stability and Absence of Violence, Terrorism",Switzerland,1.258594275
2009,"Political Stability and Absence of Violence, Terrorism",Switzerland,1.307721257
2008,"Political Stability and Absence of Violence, Terrorism",Switzerland,1.222245216
2007,"Political Stability and Absence of Violence, Terrorism",Switzerland,1.234408855
2006,"Political Stability and Absence of Violence, Terrorism",Switzerland,1.268117428
2005,"Political Stability and Absence of Violence, Terrorism",Switzerland,1.196782112
2004,"Political Stability and Absence of Violence, Terrorism",Switzerland,1.227339864
2003,"Political Stability and Absence of Violence, Terrorism",Switzerland,1.246109486
2002,"Political Stability and Absence of Violence, Terrorism",Switzerland,1.542368174
2000,"Political Stability and Absence of Violence, Terrorism",Switzerland,1.578812003
1998,"Political Stability and Absence of Violence, Terrorism",Switzerland,1.439661264
1996,"Political Stability and Absence of Violence, Terrorism",Switzerland,1.456821561
2021,"Political Stability and Absence of Violence, Terrorism",Cyprus,0.443113804
2020,"Political Stability and Absence of Violence, Terrorism",Cyprus,0.308603942
2019,"Political Stability and Absence of Violence, Terrorism",Cyprus,0.557369947
2018,"Political Stability and Absence of Violence, Terrorism",Cyprus,0.491742969
2017,"Political Stability and Absence of Violence, Terrorism",Cyprus,0.53786546
2016,"Political Stability and Absence of Violence, Terrorism",Cyprus,0.604254723
2015,"Political Stability and Absence of Violence, Terrorism",Cyprus,0.550866485
2014,"Political Stability and Absence of Violence, Terrorism",Cyprus,0.551882088
2013,"Political Stability and Absence of Violence, Terrorism",Cyprus,0.563347161
2012,"Political Stability and Absence of Violence, Terrorism",Cyprus,0.635126054
2011,"Political Stability and Absence of Violence, Terrorism",Cyprus,0.607984483
2010,"Political Stability and Absence of Violence, Terrorism",Cyprus,0.452444822
2009,"Political Stability and Absence of Violence, Terrorism",Cyprus,0.390287489
2008,"Political Stability and Absence of Violence, Terrorism",Cyprus,0.639003932
2007,"Political Stability and Absence of Violence, Terrorism",Cyprus,0.537055731
2006,"Political Stability and Absence of Violence, Terrorism",Cyprus,0.539664984
2005,"Political Stability and Absence of Violence, Terrorism",Cyprus,0.517519236
2004,"Political Stability and Absence of Violence, Terrorism",Cyprus,0.380177587
2003,"Political Stability and Absence of Violence, Terrorism",Cyprus,0.532275915
2002,"Political Stability and Absence of Violence, Terrorism",Cyprus,0.199420601
2000,"Political Stability and Absence of Violence, Terrorism",Cyprus,0.517499864
1998,"Political Stability and Absence of Violence, Terrorism",Cyprus,0.222172737
1996,"Political Stability and Absence of Violence, Terrorism",Cyprus,0.38775152
2021,"Political Stability and Absence of Violence, Terrorism",Czechia,0.957600653
2020,"Political Stability and Absence of Violence, Terrorism",Czechia,0.922095716
2019,"Political Stability and Absence of Violence, Terrorism",Czechia,0.943887472
2018,"Political Stability and Absence of Violence, Terrorism",Czechia,1.031982183
2017,"Political Stability and Absence of Violence, Terrorism",Czechia,1.000036478
2016,"Political Stability and Absence of Violence, Terrorism",Czechia,0.976115525
2015,"Political Stability and Absence of Violence, Terrorism",Czechia,0.979189098
2014,"Political Stability and Absence of Violence, Terrorism",Czechia,0.989990473
2013,"Political Stability and Absence of Violence, Terrorism",Czechia,1.084778547
2012,"Political Stability and Absence of Violence, Terrorism",Czechia,1.054106116
2011,"Political Stability and Absence of Violence, Terrorism",Czechia,1.109117627
2010,"Political Stability and Absence of Violence, Terrorism",Czechia,0.989233732
2009,"Political Stability and Absence of Violence, Terrorism",Czechia,0.90582937
2008,"Political Stability and Absence of Violence, Terrorism",Czechia,1.049879551
2007,"Political Stability and Absence of Violence, Terrorism",Czechia,1.015414
2006,"Political Stability and Absence of Violence, Terrorism",Czechia,1.053728819
2005,"Political Stability and Absence of Violence, Terrorism",Czechia,0.936384082
2004,"Political Stability and Absence of Violence, Terrorism",Czechia,0.653875828
2003,"Political Stability and Absence of Violence, Terrorism",Czechia,0.887058139
2002,"Political Stability and Absence of Violence, Terrorism",Czechia,1.044100642
2000,"Political Stability and Absence of Violence, Terrorism",Czechia,0.332739621
1998,"Political Stability and Absence of Violence, Terrorism",Czechia,0.899568975
1996,"Political Stability and Absence of Violence, Terrorism",Czechia,1.147758007
2021,"Political Stability and Absence of Violence, Terrorism",Germany,0.755996048
2020,"Political Stability and Absence of Violence, Terrorism",Germany,0.684574544
2019,"Political Stability and Absence of Violence, Terrorism",Germany,0.574308574
2018,"Political Stability and Absence of Violence, Terrorism",Germany,0.591275334
2017,"Political Stability and Absence of Violence, Terrorism",Germany,0.587721467
2016,"Political Stability and Absence of Violence, Terrorism",Germany,0.681363404
2015,"Political Stability and Absence of Violence, Terrorism",Germany,0.699824274
2014,"Political Stability and Absence of Violence, Terrorism",Germany,0.925186455
2013,"Political Stability and Absence of Violence, Terrorism",Germany,0.92798388
2012,"Political Stability and Absence of Violence, Terrorism",Germany,0.775621295
2011,"Political Stability and Absence of Violence, Terrorism",Germany,0.842218459
2010,"Political Stability and Absence of Violence, Terrorism",Germany,0.796834469
2009,"Political Stability and Absence of Violence, Terrorism",Germany,0.859902501
2008,"Political Stability and Absence of Violence, Terrorism",Germany,0.943830788
2007,"Political Stability and Absence of Violence, Terrorism",Germany,0.995823801
2006,"Political Stability and Absence of Violence, Terrorism",Germany,1.025069594
2005,"Political Stability and Absence of Violence, Terrorism",Germany,0.88891536
2004,"Political Stability and Absence of Violence, Terrorism",Germany,0.638884366
2003,"Political Stability and Absence of Violence, Terrorism",Germany,0.577859223
2002,"Political Stability and Absence of Violence, Terrorism",Germany,1.09601748
2000,"Political Stability and Absence of Violence, Terrorism",Germany,1.411335707
1998,"Political Stability and Absence of Violence, Terrorism",Germany,1.242147803
1996,"Political Stability and Absence of Violence, Terrorism",Germany,1.288499475
2021,"Political Stability and Absence of Violence, Terrorism",Denmark,0.949907005
2020,"Political Stability and Absence of Violence, Terrorism",Denmark,0.950011313
2019,"Political Stability and Absence of Violence, Terrorism",Denmark,0.995625198
2018,"Political Stability and Absence of Violence, Terrorism",Denmark,0.946250618
2017,"Political Stability and Absence of Violence, Terrorism",Denmark,0.868414879
2016,"Political Stability and Absence of Violence, Terrorism",Denmark,0.867915452
2015,"Political Stability and Absence of Violence, Terrorism",Denmark,0.897649825
2014,"Political Stability and Absence of Violence, Terrorism",Denmark,0.951779723
2013,"Political Stability and Absence of Violence, Terrorism",Denmark,0.959233463
2012,"Political Stability and Absence of Violence, Terrorism",Denmark,0.914910674
2011,"Political Stability and Absence of Violence, Terrorism",Denmark,1.10029304
2010,"Political Stability and Absence of Violence, Terrorism",Denmark,1.040961027
2009,"Political Stability and Absence of Violence, Terrorism",Denmark,1.001182675
2008,"Political Stability and Absence of Violence, Terrorism",Denmark,1.065386772
2007,"Political Stability and Absence of Violence, Terrorism",Denmark,1.118189216
2006,"Political Stability and Absence of Violence, Terrorism",Denmark,1.046792865
2005,"Political Stability and Absence of Violence, Terrorism",Denmark,1.073495388
2004,"Political Stability and Absence of Violence, Terrorism",Denmark,1.084337354
2003,"Political Stability and Absence of Violence, Terrorism",Denmark,1.203815699
2002,"Political Stability and Absence of Violence, Terrorism",Denmark,1.52424407
2000,"Political Stability and Absence of Violence, Terrorism",Denmark,1.50106895
1998,"Political Stability and Absence of Violence, Terrorism",Denmark,1.431966305
1996,"Political Stability and Absence of Violence, Terrorism",Denmark,1.441964746
2021,"Political Stability and Absence of Violence, Terrorism",Spain,0.579050899
2020,"Political Stability and Absence of Violence, Terrorism",Spain,0.437478542
2019,"Political Stability and Absence of Violence, Terrorism",Spain,0.310685813
2018,"Political Stability and Absence of Violence, Terrorism",Spain,0.287804037
2017,"Political Stability and Absence of Violence, Terrorism",Spain,0.282884181
2016,"Political Stability and Absence of Violence, Terrorism",Spain,0.413188279
2015,"Political Stability and Absence of Violence, Terrorism",Spain,0.251491189
2014,"Political Stability and Absence of Violence, Terrorism",Spain,0.243121743
2013,"Political Stability and Absence of Violence, Terrorism",Spain,0.012017759
2012,"Political Stability and Absence of Violence, Terrorism",Spain,-0.029516449
2011,"Political Stability and Absence of Violence, Terrorism",Spain,0.021104537
2010,"Political Stability and Absence of Violence, Terrorism",Spain,-0.318043739
2009,"Political Stability and Absence of Violence, Terrorism",Spain,-0.47459957
2008,"Political Stability and Absence of Violence, Terrorism",Spain,-0.383085459
2007,"Political Stability and Absence of Violence, Terrorism",Spain,-0.27673164
2006,"Political Stability and Absence of Violence, Terrorism",Spain,-0.150648654
2005,"Political Stability and Absence of Violence, Terrorism",Spain,0.193026617
2004,"Political Stability and Absence of Violence, Terrorism",Spain,-0.090546302
2003,"Political Stability and Absence of Violence, Terrorism",Spain,-0.047485888
2002,"Political Stability and Absence of Violence, Terrorism",Spain,0.438226074
2000,"Political Stability and Absence of Violence, Terrorism",Spain,0.459468246
1998,"Political Stability and Absence of Violence, Terrorism",Spain,0.132018834
1996,"Political Stability and Absence of Violence, Terrorism",Spain,0.17475751
2021,"Political Stability and Absence of Violence, Terrorism",Estonia,0.755603731
2020,"Political Stability and Absence of Violence, Terrorism",Estonia,0.718465984
2019,"Political Stability and Absence of Violence, Terrorism",Estonia,0.633256257
2018,"Political Stability and Absence of Violence, Terrorism",Estonia,0.587392688
2017,"Political Stability and Absence of Violence, Terrorism",Estonia,0.649775386
2016,"Political Stability and Absence of Violence, Terrorism",Estonia,0.673907757
2015,"Political Stability and Absence of Violence, Terrorism",Estonia,0.620919824
2014,"Political Stability and Absence of Violence, Terrorism",Estonia,0.780257881
2013,"Political Stability and Absence of Violence, Terrorism",Estonia,0.748215437
2012,"Political Stability and Absence of Violence, Terrorism",Estonia,0.636465192
2011,"Political Stability and Absence of Violence, Terrorism",Estonia,0.611041307
2010,"Political Stability and Absence of Violence, Terrorism",Estonia,0.661366999
2009,"Political Stability and Absence of Violence, Terrorism",Estonia,0.567619026
2008,"Political Stability and Absence of Violence, Terrorism",Estonia,0.571973562
2007,"Political Stability and Absence of Violence, Terrorism",Estonia,0.634109557
2006,"Political Stability and Absence of Violence, Terrorism",Estonia,0.736678243
2005,"Political Stability and Absence of Violence, Terrorism",Estonia,0.605274677
2004,"Political Stability and Absence of Violence, Terrorism",Estonia,0.703926206
2003,"Political Stability and Absence of Violence, Terrorism",Estonia,0.894786239
2002,"Political Stability and Absence of Violence, Terrorism",Estonia,0.927854419
2000,"Political Stability and Absence of Violence, Terrorism",Estonia,0.902080297
1998,"Political Stability and Absence of Violence, Terrorism",Estonia,0.657050669
1996,"Political Stability and Absence of Violence, Terrorism",Estonia,0.767924547
2021,"Political Stability and Absence of Violence, Terrorism",Finland,0.981907785
2020,"Political Stability and Absence of Violence, Terrorism",Finland,1.005103469
2019,"Political Stability and Absence of Violence, Terrorism",Finland,0.851656735
2018,"Political Stability and Absence of Violence, Terrorism",Finland,0.908358991
2017,"Political Stability and Absence of Violence, Terrorism",Finland,1.080909133
2016,"Political Stability and Absence of Violence, Terrorism",Finland,0.999086499
2015,"Political Stability and Absence of Violence, Terrorism",Finland,1.040587306
2014,"Political Stability and Absence of Violence, Terrorism",Finland,1.282197237
2013,"Political Stability and Absence of Violence, Terrorism",Finland,1.385172486
2012,"Political Stability and Absence of Violence, Terrorism",Finland,1.400765181
2011,"Political Stability and Absence of Violence, Terrorism",Finland,1.393471003
2010,"Political Stability and Absence of Violence, Terrorism",Finland,1.423606873
2009,"Political Stability and Absence of Violence, Terrorism",Finland,1.459671497
2008,"Political Stability and Absence of Violence, Terrorism",Finland,1.445868373
2007,"Political Stability and Absence of Violence, Terrorism",Finland,1.488697052
2006,"Political Stability and Absence of Violence, Terrorism",Finland,1.501111031
2005,"Political Stability and Absence of Violence, Terrorism",Finland,1.594946861
2004,"Political Stability and Absence of Violence, Terrorism",Finland,1.61962688
2003,"Political Stability and Absence of Violence, Terrorism",Finland,1.687017441
2002,"Political Stability and Absence of Violence, Terrorism",Finland,1.75318408
2000,"Political Stability and Absence of Violence, Terrorism",Finland,1.720112085
1998,"Political Stability and Absence of Violence, Terrorism",Finland,1.473387837
1996,"Political Stability and Absence of Violence, Terrorism",Finland,1.412718773
2021,"Political Stability and Absence of Violence, Terrorism",France,0.371733695
2020,"Political Stability and Absence of Violence, Terrorism",France,0.324910909
2019,"Political Stability and Absence of Violence, Terrorism",France,0.29938224
2018,"Political Stability and Absence of Violence, Terrorism",France,0.029155735
2017,"Political Stability and Absence of Violence, Terrorism",France,0.27907759
2016,"Political Stability and Absence of Violence, Terrorism",France,-0.095359094
2015,"Political Stability and Absence of Violence, Terrorism",France,0.106706373
2014,"Political Stability and Absence of Violence, Terrorism",France,0.300568491
2013,"Political Stability and Absence of Violence, Terrorism",France,0.448744118
2012,"Political Stability and Absence of Violence, Terrorism",France,0.554941535
2011,"Political Stability and Absence of Violence, Terrorism",France,0.602992833
2010,"Political Stability and Absence of Violence, Terrorism",France,0.681087554
2009,"Political Stability and Absence of Violence, Terrorism",France,0.512012899
2008,"Political Stability and Absence of Violence, Terrorism",France,0.543759167
2007,"Political Stability and Absence of Violence, Terrorism",France,0.563000798
2006,"Political Stability and Absence of Violence, Terrorism",France,0.595505774
2005,"Political Stability and Absence of Violence, Terrorism",France,0.399723917
2004,"Political Stability and Absence of Violence, Terrorism",France,0.345115304
2003,"Political Stability and Absence of Violence, Terrorism",France,0.179551065
2002,"Political Stability and Absence of Violence, Terrorism",France,0.924183249
2000,"Political Stability and Absence of Violence, Terrorism",France,0.785089076
1998,"Political Stability and Absence of Violence, Terrorism",France,0.698888779
1996,"Political Stability and Absence of Violence, Terrorism",France,0.887499452
