Year,SeriesCode,GeoAreaName,Education level,Value
2018,"SE_ACS_ELECT","Albania","LOWSEC",95.68773
2019,"SE_ACS_ELECT","Albania","UPPSEC",90.94567
2019,"SE_ACS_ELECT","Albania","LOWSEC",95.42947
2019,"SE_ACS_ELECT","Albania","PRIMAR",97.71376
2020,"SE_ACS_ELECT","Albania","UPPSEC",100
2020,"SE_ACS_ELECT","Albania","PRIMAR",100
2020,"SE_ACS_ELECT","Albania","LOWSEC",100
2021,"SE_ACS_ELECT","Albania","LOWSEC",100
2011,"SE_ACS_ELECT","Netherlands (Kingdom of the)","LOWSEC",100
2011,"SE_ACS_ELECT","Netherlands (Kingdom of the)","UPPSEC",100
2011,"SE_ACS_ELECT","Netherlands (Kingdom of the)","PRIMAR",100
2012,"SE_ACS_ELECT","Netherlands (Kingdom of the)","LOWSEC",100
2012,"SE_ACS_ELECT","Netherlands (Kingdom of the)","PRIMAR",100
2012,"SE_ACS_ELECT","Netherlands (Kingdom of the)","UPPSEC",100
2013,"SE_ACS_ELECT","Netherlands (Kingdom of the)","LOWSEC",100
2013,"SE_ACS_ELECT","Netherlands (Kingdom of the)","UPPSEC",100
2013,"SE_ACS_ELECT","Netherlands (Kingdom of the)","PRIMAR",100
2014,"SE_ACS_ELECT","Netherlands (Kingdom of the)","PRIMAR",100
2014,"SE_ACS_ELECT","Netherlands (Kingdom of the)","UPPSEC",100
2014,"SE_ACS_ELECT","Netherlands (Kingdom of the)","LOWSEC",100
2015,"SE_ACS_ELECT","Netherlands (Kingdom of the)","LOWSEC",100
2015,"SE_ACS_ELECT","Netherlands (Kingdom of the)","UPPSEC",100
2015,"SE_ACS_ELECT","Netherlands (Kingdom of the)","PRIMAR",100
2016,"SE_ACS_ELECT","Netherlands (Kingdom of the)","PRIMAR",100
2016,"SE_ACS_ELECT","Netherlands (Kingdom of the)","UPPSEC",100
2016,"SE_ACS_ELECT","Netherlands (Kingdom of the)","LOWSEC",100
2017,"SE_ACS_ELECT","Netherlands (Kingdom of the)","UPPSEC",100
2017,"SE_ACS_ELECT","Netherlands (Kingdom of the)","PRIMAR",100
2017,"SE_ACS_ELECT","Netherlands (Kingdom of the)","LOWSEC",100
2018,"SE_ACS_ELECT","Netherlands (Kingdom of the)","PRIMAR",100
2021,"SE_ACS_ELECT","Albania","PRIMAR",100
2021,"SE_ACS_ELECT","Albania","UPPSEC",100
2016,"SE_ACS_ELECT","Azerbaijan","UPPSEC",100
2016,"SE_ACS_ELECT","Azerbaijan","PRIMAR",100
2016,"SE_ACS_ELECT","Azerbaijan","LOWSEC",100
2017,"SE_ACS_ELECT","Azerbaijan","PRIMAR",100
2017,"SE_ACS_ELECT","Azerbaijan","UPPSEC",100
2017,"SE_ACS_ELECT","Azerbaijan","LOWSEC",100
2018,"SE_ACS_ELECT","Azerbaijan","UPPSEC",100
2018,"SE_ACS_ELECT","Azerbaijan","PRIMAR",100
2018,"SE_ACS_ELECT","Azerbaijan","LOWSEC",100
2018,"SE_ACS_ELECT","Netherlands (Kingdom of the)","UPPSEC",100
2018,"SE_ACS_ELECT","Netherlands (Kingdom of the)","LOWSEC",100
2019,"SE_ACS_ELECT","Netherlands (Kingdom of the)","LOWSEC",100
2019,"SE_ACS_ELECT","Netherlands (Kingdom of the)","UPPSEC",100
2019,"SE_ACS_ELECT","Netherlands (Kingdom of the)","PRIMAR",100
2000,"SE_ACS_ELECT","Norway","PRIMAR",100
2000,"SE_ACS_ELECT","Norway","LOWSEC",100
2001,"SE_ACS_ELECT","Norway","LOWSEC",100
2001,"SE_ACS_ELECT","Norway","PRIMAR",100
2002,"SE_ACS_ELECT","Norway","PRIMAR",100
2002,"SE_ACS_ELECT","Norway","LOWSEC",100
2003,"SE_ACS_ELECT","Norway","LOWSEC",100
2003,"SE_ACS_ELECT","Norway","PRIMAR",100
2004,"SE_ACS_ELECT","Norway","PRIMAR",100
2004,"SE_ACS_ELECT","Norway","LOWSEC",100
2005,"SE_ACS_ELECT","Norway","LOWSEC",100
2005,"SE_ACS_ELECT","Norway","PRIMAR",100
2006,"SE_ACS_ELECT","Norway","LOWSEC",100
2006,"SE_ACS_ELECT","Norway","PRIMAR",100
2007,"SE_ACS_ELECT","Norway","LOWSEC",100
2007,"SE_ACS_ELECT","Norway","PRIMAR",100
2008,"SE_ACS_ELECT","Norway","PRIMAR",100
2019,"SE_ACS_ELECT","Azerbaijan","LOWSEC",100
2019,"SE_ACS_ELECT","Azerbaijan","PRIMAR",100
2019,"SE_ACS_ELECT","Azerbaijan","UPPSEC",100
2020,"SE_ACS_ELECT","Azerbaijan","UPPSEC",100
2020,"SE_ACS_ELECT","Azerbaijan","PRIMAR",100
2020,"SE_ACS_ELECT","Azerbaijan","LOWSEC",100
2021,"SE_ACS_ELECT","Azerbaijan","LOWSEC",100
2021,"SE_ACS_ELECT","Azerbaijan","PRIMAR",100
2021,"SE_ACS_ELECT","Azerbaijan","UPPSEC",100
2000,"SE_ACS_ELECT","Australia","LOWSEC",100
2000,"SE_ACS_ELECT","Australia","PRIMAR",100
2008,"SE_ACS_ELECT","Norway","UPPSEC",100
2008,"SE_ACS_ELECT","Norway","LOWSEC",100
2009,"SE_ACS_ELECT","Norway","LOWSEC",100
2009,"SE_ACS_ELECT","Norway","UPPSEC",100
2009,"SE_ACS_ELECT","Norway","PRIMAR",100
2010,"SE_ACS_ELECT","Norway","PRIMAR",100
2010,"SE_ACS_ELECT","Norway","UPPSEC",100
2010,"SE_ACS_ELECT","Norway","LOWSEC",100
2011,"SE_ACS_ELECT","Norway","LOWSEC",100
2011,"SE_ACS_ELECT","Norway","UPPSEC",100
2011,"SE_ACS_ELECT","Norway","PRIMAR",100
2000,"SE_ACS_ELECT","Australia","UPPSEC",100
2001,"SE_ACS_ELECT","Australia","LOWSEC",100
2001,"SE_ACS_ELECT","Australia","UPPSEC",100
2001,"SE_ACS_ELECT","Australia","PRIMAR",100
2002,"SE_ACS_ELECT","Australia","LOWSEC",100
2002,"SE_ACS_ELECT","Australia","PRIMAR",100
2002,"SE_ACS_ELECT","Australia","UPPSEC",100
2003,"SE_ACS_ELECT","Australia","UPPSEC",100
2003,"SE_ACS_ELECT","Australia","PRIMAR",100
2003,"SE_ACS_ELECT","Australia","LOWSEC",100
2004,"SE_ACS_ELECT","Australia","LOWSEC",100
2012,"SE_ACS_ELECT","Norway","UPPSEC",100
2012,"SE_ACS_ELECT","Norway","LOWSEC",100
2012,"SE_ACS_ELECT","Norway","PRIMAR",100
2013,"SE_ACS_ELECT","Norway","LOWSEC",100
2013,"SE_ACS_ELECT","Norway","UPPSEC",100
2013,"SE_ACS_ELECT","Norway","PRIMAR",100
2014,"SE_ACS_ELECT","Norway","PRIMAR",100
2014,"SE_ACS_ELECT","Norway","UPPSEC",100
2014,"SE_ACS_ELECT","Norway","LOWSEC",100
2015,"SE_ACS_ELECT","Norway","LOWSEC",100
2015,"SE_ACS_ELECT","Norway","UPPSEC",100
2015,"SE_ACS_ELECT","Norway","PRIMAR",100
2016,"SE_ACS_ELECT","Norway","PRIMAR",100
2016,"SE_ACS_ELECT","Norway","UPPSEC",100
2016,"SE_ACS_ELECT","Norway","LOWSEC",100
2017,"SE_ACS_ELECT","Norway","PRIMAR",100
2017,"SE_ACS_ELECT","Norway","LOWSEC",100
2017,"SE_ACS_ELECT","Norway","UPPSEC",100
2018,"SE_ACS_ELECT","Norway","PRIMAR",100
2018,"SE_ACS_ELECT","Norway","UPPSEC",100
2018,"SE_ACS_ELECT","Norway","LOWSEC",100
2019,"SE_ACS_ELECT","Norway","LOWSEC",100
2004,"SE_ACS_ELECT","Australia","PRIMAR",100
2004,"SE_ACS_ELECT","Australia","UPPSEC",100
2005,"SE_ACS_ELECT","Australia","UPPSEC",100
2005,"SE_ACS_ELECT","Australia","PRIMAR",100
2005,"SE_ACS_ELECT","Australia","LOWSEC",100
2006,"SE_ACS_ELECT","Australia","LOWSEC",100
2006,"SE_ACS_ELECT","Australia","PRIMAR",100
2006,"SE_ACS_ELECT","Australia","UPPSEC",100
2007,"SE_ACS_ELECT","Australia","UPPSEC",100
2007,"SE_ACS_ELECT","Australia","PRIMAR",100
2007,"SE_ACS_ELECT","Australia","LOWSEC",100
2008,"SE_ACS_ELECT","Australia","LOWSEC",100
2008,"SE_ACS_ELECT","Australia","PRIMAR",100
2008,"SE_ACS_ELECT","Australia","UPPSEC",100
2009,"SE_ACS_ELECT","Australia","UPPSEC",100
2009,"SE_ACS_ELECT","Australia","PRIMAR",100
2009,"SE_ACS_ELECT","Australia","LOWSEC",100
2010,"SE_ACS_ELECT","Australia","LOWSEC",100
2010,"SE_ACS_ELECT","Australia","PRIMAR",100
2010,"SE_ACS_ELECT","Australia","UPPSEC",100
2011,"SE_ACS_ELECT","Australia","UPPSEC",100
2011,"SE_ACS_ELECT","Australia","PRIMAR",100
2011,"SE_ACS_ELECT","Australia","LOWSEC",100
2012,"SE_ACS_ELECT","Australia","PRIMAR",100
2012,"SE_ACS_ELECT","Australia","UPPSEC",100
2012,"SE_ACS_ELECT","Australia","LOWSEC",100
2013,"SE_ACS_ELECT","Australia","UPPSEC",100
2013,"SE_ACS_ELECT","Australia","PRIMAR",100
2013,"SE_ACS_ELECT","Australia","LOWSEC",100
2014,"SE_ACS_ELECT","Australia","LOWSEC",100
2014,"SE_ACS_ELECT","Australia","PRIMAR",100
2014,"SE_ACS_ELECT","Australia","UPPSEC",100
2015,"SE_ACS_ELECT","Australia","UPPSEC",100
2019,"SE_ACS_ELECT","Norway","UPPSEC",100
2019,"SE_ACS_ELECT","Norway","PRIMAR",100
2020,"SE_ACS_ELECT","Norway","PRIMAR",100
2020,"SE_ACS_ELECT","Norway","LOWSEC",100
2000,"SE_ACS_ELECT","Poland","LOWSEC",100
2000,"SE_ACS_ELECT","Poland","PRIMAR",100
2000,"SE_ACS_ELECT","Poland","UPPSEC",100
2001,"SE_ACS_ELECT","Poland","UPPSEC",100
2001,"SE_ACS_ELECT","Poland","PRIMAR",100
2001,"SE_ACS_ELECT","Poland","LOWSEC",100
2002,"SE_ACS_ELECT","Poland","UPPSEC",100
2002,"SE_ACS_ELECT","Poland","LOWSEC",100
2002,"SE_ACS_ELECT","Poland","PRIMAR",100
2003,"SE_ACS_ELECT","Poland","UPPSEC",100
2003,"SE_ACS_ELECT","Poland","PRIMAR",100
2003,"SE_ACS_ELECT","Poland","LOWSEC",100
2004,"SE_ACS_ELECT","Poland","LOWSEC",100
2004,"SE_ACS_ELECT","Poland","PRIMAR",100
2004,"SE_ACS_ELECT","Poland","UPPSEC",100
2005,"SE_ACS_ELECT","Poland","UPPSEC",100
2005,"SE_ACS_ELECT","Poland","PRIMAR",100
2005,"SE_ACS_ELECT","Poland","LOWSEC",100
2006,"SE_ACS_ELECT","Poland","LOWSEC",100
2006,"SE_ACS_ELECT","Poland","PRIMAR",100
2006,"SE_ACS_ELECT","Poland","UPPSEC",100
2007,"SE_ACS_ELECT","Poland","LOWSEC",100
2007,"SE_ACS_ELECT","Poland","UPPSEC",100
2007,"SE_ACS_ELECT","Poland","PRIMAR",100
2008,"SE_ACS_ELECT","Poland","LOWSEC",100
2008,"SE_ACS_ELECT","Poland","PRIMAR",100
2008,"SE_ACS_ELECT","Poland","UPPSEC",100
2009,"SE_ACS_ELECT","Poland","UPPSEC",100
2009,"SE_ACS_ELECT","Poland","PRIMAR",100
2009,"SE_ACS_ELECT","Poland","LOWSEC",100
2010,"SE_ACS_ELECT","Poland","LOWSEC",100
2010,"SE_ACS_ELECT","Poland","PRIMAR",100
2010,"SE_ACS_ELECT","Poland","UPPSEC",100
2011,"SE_ACS_ELECT","Poland","UPPSEC",100
2011,"SE_ACS_ELECT","Poland","PRIMAR",100
2011,"SE_ACS_ELECT","Poland","LOWSEC",100
2012,"SE_ACS_ELECT","Poland","LOWSEC",100
2012,"SE_ACS_ELECT","Poland","PRIMAR",100
2012,"SE_ACS_ELECT","Poland","UPPSEC",100
2013,"SE_ACS_ELECT","Poland","UPPSEC",100
2013,"SE_ACS_ELECT","Poland","PRIMAR",100
2013,"SE_ACS_ELECT","Poland","LOWSEC",100
2014,"SE_ACS_ELECT","Poland","LOWSEC",100
2014,"SE_ACS_ELECT","Poland","PRIMAR",100
2014,"SE_ACS_ELECT","Poland","UPPSEC",100
2015,"SE_ACS_ELECT","Poland","PRIMAR",100
2015,"SE_ACS_ELECT","Poland","UPPSEC",100
2015,"SE_ACS_ELECT","Poland","LOWSEC",100
2016,"SE_ACS_ELECT","Poland","LOWSEC",100
2016,"SE_ACS_ELECT","Poland","UPPSEC",100
2016,"SE_ACS_ELECT","Poland","PRIMAR",100
2015,"SE_ACS_ELECT","Australia","PRIMAR",100
2015,"SE_ACS_ELECT","Australia","LOWSEC",100
2016,"SE_ACS_ELECT","Australia","LOWSEC",100
2016,"SE_ACS_ELECT","Australia","PRIMAR",100
2016,"SE_ACS_ELECT","Australia","UPPSEC",100
2018,"SE_ACS_ELECT","Armenia","LOWSEC",100
2018,"SE_ACS_ELECT","Armenia","PRIMAR",100
2018,"SE_ACS_ELECT","Armenia","UPPSEC",100
2019,"SE_ACS_ELECT","Armenia","PRIMAR",100
2019,"SE_ACS_ELECT","Armenia","LOWSEC",100
2019,"SE_ACS_ELECT","Armenia","UPPSEC",99.52919
2020,"SE_ACS_ELECT","Armenia","LOWSEC",100
2020,"SE_ACS_ELECT","Armenia","PRIMAR",100
2020,"SE_ACS_ELECT","Armenia","UPPSEC",99.52919
2021,"SE_ACS_ELECT","Armenia","UPPSEC",99.52919
2021,"SE_ACS_ELECT","Armenia","PRIMAR",100
2021,"SE_ACS_ELECT","Armenia","LOWSEC",100
2003,"SE_ACS_ELECT","Belgium","UPPSEC",100
2003,"SE_ACS_ELECT","Belgium","PRIMAR",100
2003,"SE_ACS_ELECT","Belgium","LOWSEC",100
2004,"SE_ACS_ELECT","Belgium","LOWSEC",100
2004,"SE_ACS_ELECT","Belgium","PRIMAR",100
2004,"SE_ACS_ELECT","Belgium","UPPSEC",100
2005,"SE_ACS_ELECT","Belgium","UPPSEC",100
2005,"SE_ACS_ELECT","Belgium","PRIMAR",100
2005,"SE_ACS_ELECT","Belgium","LOWSEC",100
2006,"SE_ACS_ELECT","Belgium","LOWSEC",100
2006,"SE_ACS_ELECT","Belgium","PRIMAR",100
2006,"SE_ACS_ELECT","Belgium","UPPSEC",100
2007,"SE_ACS_ELECT","Belgium","UPPSEC",100
2007,"SE_ACS_ELECT","Belgium","PRIMAR",100
2007,"SE_ACS_ELECT","Belgium","LOWSEC",100
2008,"SE_ACS_ELECT","Belgium","LOWSEC",100
2008,"SE_ACS_ELECT","Belgium","PRIMAR",100
2008,"SE_ACS_ELECT","Belgium","UPPSEC",100
2009,"SE_ACS_ELECT","Belgium","PRIMAR",100
2009,"SE_ACS_ELECT","Belgium","LOWSEC",100
2009,"SE_ACS_ELECT","Belgium","UPPSEC",100
2010,"SE_ACS_ELECT","Belgium","LOWSEC",100
2010,"SE_ACS_ELECT","Belgium","PRIMAR",100
2010,"SE_ACS_ELECT","Belgium","UPPSEC",100
2011,"SE_ACS_ELECT","Belgium","UPPSEC",100
2011,"SE_ACS_ELECT","Belgium","PRIMAR",100
2011,"SE_ACS_ELECT","Belgium","LOWSEC",100
2012,"SE_ACS_ELECT","Belgium","LOWSEC",100
2012,"SE_ACS_ELECT","Belgium","PRIMAR",100
2012,"SE_ACS_ELECT","Belgium","UPPSEC",100
2013,"SE_ACS_ELECT","Belgium","UPPSEC",100
2013,"SE_ACS_ELECT","Belgium","PRIMAR",100
2013,"SE_ACS_ELECT","Belgium","LOWSEC",100
2014,"SE_ACS_ELECT","Belgium","UPPSEC",100
2014,"SE_ACS_ELECT","Belgium","LOWSEC",100
2014,"SE_ACS_ELECT","Belgium","PRIMAR",100
2015,"SE_ACS_ELECT","Belgium","UPPSEC",100
2015,"SE_ACS_ELECT","Belgium","PRIMAR",100
2015,"SE_ACS_ELECT","Belgium","LOWSEC",100
2016,"SE_ACS_ELECT","Belgium","LOWSEC",100
2016,"SE_ACS_ELECT","Belgium","PRIMAR",100
2016,"SE_ACS_ELECT","Belgium","UPPSEC",100
2017,"SE_ACS_ELECT","Belgium","UPPSEC",100
2017,"SE_ACS_ELECT","Belgium","PRIMAR",100
2017,"SE_ACS_ELECT","Belgium","LOWSEC",100
2018,"SE_ACS_ELECT","Belgium","LOWSEC",100
2018,"SE_ACS_ELECT","Belgium","PRIMAR",100
2018,"SE_ACS_ELECT","Belgium","UPPSEC",100
2016,"SE_ACS_ELECT","Belarus","UPPSEC",100
2016,"SE_ACS_ELECT","Belarus","PRIMAR",100
2016,"SE_ACS_ELECT","Belarus","LOWSEC",100
2017,"SE_ACS_ELECT","Belarus","UPPSEC",100
2017,"SE_ACS_ELECT","Belarus","LOWSEC",100
2017,"SE_ACS_ELECT","Belarus","PRIMAR",100
2018,"SE_ACS_ELECT","Belarus","UPPSEC",100
2018,"SE_ACS_ELECT","Belarus","PRIMAR",100
2018,"SE_ACS_ELECT","Belarus","LOWSEC",100
2019,"SE_ACS_ELECT","Belarus","LOWSEC",100
2019,"SE_ACS_ELECT","Belarus","PRIMAR",100
2019,"SE_ACS_ELECT","Belarus","UPPSEC",100
2020,"SE_ACS_ELECT","Belarus","UPPSEC",100
2020,"SE_ACS_ELECT","Belarus","PRIMAR",100
2020,"SE_ACS_ELECT","Belarus","LOWSEC",100
2021,"SE_ACS_ELECT","Belarus","LOWSEC",100
2021,"SE_ACS_ELECT","Belarus","PRIMAR",100
2021,"SE_ACS_ELECT","Belarus","UPPSEC",100
2013,"SE_ACS_ELECT","Chile","PRIMAR",100
2017,"SE_ACS_ELECT","China","PRIMAR",99.25239
2017,"SE_ACS_ELECT","China","UPPSEC",99.56747
2017,"SE_ACS_ELECT","China","LOWSEC",99.39368
2018,"SE_ACS_ELECT","China","LOWSEC",99.39299
2018,"SE_ACS_ELECT","China","UPPSEC",99.56658
2018,"SE_ACS_ELECT","China","PRIMAR",99.25214
2019,"SE_ACS_ELECT","China","PRIMAR",99.35851
2019,"SE_ACS_ELECT","China","UPPSEC",99.55353
2019,"SE_ACS_ELECT","China","LOWSEC",99.41326
2020,"SE_ACS_ELECT","China","LOWSEC",99.47534
2020,"SE_ACS_ELECT","China","UPPSEC",99.55495
2020,"SE_ACS_ELECT","China","PRIMAR",99.4374
2021,"SE_ACS_ELECT","China","LOWSEC",99.59663
2021,"SE_ACS_ELECT","China","PRIMAR",99.43473
2021,"SE_ACS_ELECT","China","UPPSEC",96.50657
2013,"SE_ACS_ELECT","Colombia","PRIMAR",92.68182
2016,"SE_ACS_ELECT","Colombia","LOWSEC",96.54311
2016,"SE_ACS_ELECT","Colombia","UPPSEC",96.70283
2016,"SE_ACS_ELECT","Colombia","PRIMAR",94.93418
2017,"SE_ACS_ELECT","Colombia","UPPSEC",98.18152
2017,"SE_ACS_ELECT","Colombia","LOWSEC",97.89364
2017,"SE_ACS_ELECT","Colombia","PRIMAR",95.73557
2020,"SE_ACS_ELECT","Colombia","PRIMAR",85.96358
2020,"SE_ACS_ELECT","Colombia","LOWSEC",93.89513
2020,"SE_ACS_ELECT","Colombia","UPPSEC",95.24803
2021,"SE_ACS_ELECT","Colombia","UPPSEC",94.58878
2021,"SE_ACS_ELECT","Colombia","LOWSEC",93.1349
2021,"SE_ACS_ELECT","Colombia","PRIMAR",85.06432
2010,"SE_ACS_ELECT","Costa Rica","LOWSEC",89.08629
2010,"SE_ACS_ELECT","Costa Rica","PRIMAR",88.15305
2010,"SE_ACS_ELECT","Costa Rica","UPPSEC",89.68668
2013,"SE_ACS_ELECT","Costa Rica","PRIMAR",98.54833
2016,"SE_ACS_ELECT","Costa Rica","PRIMAR",96.95224
2016,"SE_ACS_ELECT","Costa Rica","UPPSEC",82.21831
2016,"SE_ACS_ELECT","Costa Rica","LOWSEC",82.07817
2017,"SE_ACS_ELECT","Costa Rica","UPPSEC",73.19408
2017,"SE_ACS_ELECT","Costa Rica","PRIMAR",98.40078
2017,"SE_ACS_ELECT","Costa Rica","LOWSEC",73.1315
2018,"SE_ACS_ELECT","Costa Rica","PRIMAR",96.14925
2018,"SE_ACS_ELECT","Costa Rica","UPPSEC",80.7993
2018,"SE_ACS_ELECT","Costa Rica","LOWSEC",80.97928
2019,"SE_ACS_ELECT","Costa Rica","LOWSEC",93.72659
2019,"SE_ACS_ELECT","Costa Rica","UPPSEC",92.76596
2019,"SE_ACS_ELECT","Costa Rica","PRIMAR",99.12938
2020,"SE_ACS_ELECT","Costa Rica","PRIMAR",99.44404
2020,"SE_ACS_ELECT","Costa Rica","UPPSEC",92.20339
2020,"SE_ACS_ELECT","Costa Rica","LOWSEC",93.09057
2001,"SE_ACS_ELECT","Denmark","PRIMAR",100
2001,"SE_ACS_ELECT","Denmark","LOWSEC",100
2002,"SE_ACS_ELECT","Denmark","LOWSEC",100
2002,"SE_ACS_ELECT","Denmark","PRIMAR",100
2003,"SE_ACS_ELECT","Denmark","PRIMAR",100
2003,"SE_ACS_ELECT","Denmark","LOWSEC",100
2004,"SE_ACS_ELECT","Denmark","LOWSEC",100
2004,"SE_ACS_ELECT","Denmark","PRIMAR",100
2005,"SE_ACS_ELECT","Denmark","PRIMAR",100
2005,"SE_ACS_ELECT","Denmark","LOWSEC",100
2006,"SE_ACS_ELECT","Denmark","LOWSEC",100
2006,"SE_ACS_ELECT","Denmark","PRIMAR",100
2007,"SE_ACS_ELECT","Denmark","PRIMAR",100
2007,"SE_ACS_ELECT","Denmark","LOWSEC",100
2008,"SE_ACS_ELECT","Denmark","LOWSEC",100
2008,"SE_ACS_ELECT","Denmark","PRIMAR",100
2009,"SE_ACS_ELECT","Denmark","PRIMAR",100
2009,"SE_ACS_ELECT","Denmark","LOWSEC",100
2010,"SE_ACS_ELECT","Denmark","LOWSEC",100
2010,"SE_ACS_ELECT","Denmark","PRIMAR",100
2011,"SE_ACS_ELECT","Denmark","PRIMAR",100
2011,"SE_ACS_ELECT","Denmark","LOWSEC",100
2012,"SE_ACS_ELECT","Denmark","LOWSEC",100
2012,"SE_ACS_ELECT","Denmark","PRIMAR",100
2013,"SE_ACS_ELECT","Denmark","PRIMAR",100
2013,"SE_ACS_ELECT","Denmark","LOWSEC",100
2014,"SE_ACS_ELECT","Denmark","LOWSEC",100
2014,"SE_ACS_ELECT","Denmark","PRIMAR",100
2015,"SE_ACS_ELECT","Denmark","PRIMAR",100
2015,"SE_ACS_ELECT","Denmark","LOWSEC",100
2015,"SE_ACS_ELECT","Denmark","UPPSEC",100
2016,"SE_ACS_ELECT","Denmark","LOWSEC",100
2016,"SE_ACS_ELECT","Denmark","PRIMAR",100
2000,"SE_ACS_ELECT","Estonia","PRIMAR",99.25706
2001,"SE_ACS_ELECT","Estonia","PRIMAR",99.21997
2002,"SE_ACS_ELECT","Estonia","PRIMAR",99.04
2003,"SE_ACS_ELECT","Estonia","PRIMAR",99.5122
2004,"SE_ACS_ELECT","Estonia","PRIMAR",98.82353
2005,"SE_ACS_ELECT","Estonia","PRIMAR",99.31624
2006,"SE_ACS_ELECT","Estonia","PRIMAR",99.12892
2007,"SE_ACS_ELECT","Estonia","PRIMAR",99.11348
2008,"SE_ACS_ELECT","Estonia","PRIMAR",99.45946
2009,"SE_ACS_ELECT","Estonia","PRIMAR",98.90511
2010,"SE_ACS_ELECT","Estonia","PRIMAR",100
2011,"SE_ACS_ELECT","Estonia","PRIMAR",99.62193
2012,"SE_ACS_ELECT","Estonia","PRIMAR",99.80695
2013,"SE_ACS_ELECT","Estonia","PRIMAR",99.23664
2000,"SE_ACS_ELECT","Finland","UPPSEC",100
2000,"SE_ACS_ELECT","Finland","PRIMAR",100
2000,"SE_ACS_ELECT","Finland","LOWSEC",100
2001,"SE_ACS_ELECT","Finland","LOWSEC",100
2001,"SE_ACS_ELECT","Finland","PRIMAR",100
2001,"SE_ACS_ELECT","Finland","UPPSEC",100
2002,"SE_ACS_ELECT","Finland","LOWSEC",100
2002,"SE_ACS_ELECT","Finland","UPPSEC",100
2002,"SE_ACS_ELECT","Finland","PRIMAR",100
2003,"SE_ACS_ELECT","Finland","LOWSEC",100
2003,"SE_ACS_ELECT","Finland","PRIMAR",100
2003,"SE_ACS_ELECT","Finland","UPPSEC",100
2004,"SE_ACS_ELECT","Finland","UPPSEC",100
2004,"SE_ACS_ELECT","Finland","PRIMAR",100
2004,"SE_ACS_ELECT","Finland","LOWSEC",100
2005,"SE_ACS_ELECT","Finland","LOWSEC",100
2005,"SE_ACS_ELECT","Finland","PRIMAR",100
2005,"SE_ACS_ELECT","Finland","UPPSEC",100
2006,"SE_ACS_ELECT","Finland","UPPSEC",100
2006,"SE_ACS_ELECT","Finland","PRIMAR",100
2006,"SE_ACS_ELECT","Finland","LOWSEC",100
2007,"SE_ACS_ELECT","Finland","LOWSEC",100
