Year,SeriesCode,GeoAreaName,Activity,Value
2014,"EN_TWT_GENV","Montenegro","TOTAL",1092741
2014,"EN_TWT_GENV","Montenegro","ISIC4_B",262357
2014,"EN_TWT_GENV","Montenegro","ISIC4_A",10712
2014,"EN_TWT_GENV","Montenegro","ISIC4_F",85498
2014,"EN_TWT_GENV","Montenegro","ISIC4_C",30910
2014,"EN_TWT_GENV","Montenegro","ISIC4_T",230274
2016,"EN_TWT_GENV","Montenegro","TOTAL",1685006
2016,"EN_TWT_GENV","Montenegro","ISIC4_A",33290
2016,"EN_TWT_GENV","Montenegro","ISIC4_T",227055
2016,"EN_TWT_GENV","Montenegro","ISIC4_D",305682
2016,"EN_TWT_GENV","Montenegro","ISIC4_B",323154
2016,"EN_TWT_GENV","Montenegro","ISIC4_C",31685
2016,"EN_TWT_GENV","Montenegro","ISIC4_F",630654
2018,"EN_TWT_GENV","Montenegro","ISIC4_D",336817
2018,"EN_TWT_GENV","Montenegro","ISIC4_T",254356
2018,"EN_TWT_GENV","Montenegro","ISIC4_C",43746
2018,"EN_TWT_GENV","Montenegro","ISIC4_A",14749
2018,"EN_TWT_GENV","Montenegro","ISIC4_F",137862
2018,"EN_TWT_GENV","Montenegro","TOTAL",1222758
2018,"EN_TWT_GENV","Montenegro","ISIC4_B",335281
2020,"EN_TWT_GENV","Montenegro","ISIC4_T",230684
2020,"EN_TWT_GENV","Montenegro","ISIC4_B",316020
2018,"EN_TWT_GENV","Finland","ISIC4_B",96068040
2018,"EN_TWT_GENV","Finland","ISIC4_F",15715231
2020,"EN_TWT_GENV","Finland","ISIC4_T",2475453
2020,"EN_TWT_GENV","Finland","ISIC4_F",13688823
2020,"EN_TWT_GENV","Finland","ISIC4_C",9504991
2020,"EN_TWT_GENV","Finland","ISIC4_B",87194256
2020,"EN_TWT_GENV","Finland","TOTAL",116082531
2020,"EN_TWT_GENV","Finland","ISIC4_A",0
2020,"EN_TWT_GENV","Finland","ISIC4_D",957297
2004,"EN_TWT_GENV","France","ISIC4_C",21433660
2004,"EN_TWT_GENV","France","ISIC4_D",840690
2004,"EN_TWT_GENV","France","ISIC4_A",1221940
2004,"EN_TWT_GENV","France","ISIC4_F",210041309
2001,"EN_TWT_GENV","Azerbaijan","ISIC4_B",13800
2001,"EN_TWT_GENV","Azerbaijan","ISIC4_S",100
2001,"EN_TWT_GENV","Azerbaijan","ISIC4_T",1267800
2001,"EN_TWT_GENV","Azerbaijan","ISIC4_D",700
2001,"EN_TWT_GENV","Azerbaijan","ISIC4_C",145300
2001,"EN_TWT_GENV","Azerbaijan","ISIC4_A",10400
2002,"EN_TWT_GENV","Azerbaijan","ISIC4_C",240300
2002,"EN_TWT_GENV","Azerbaijan","ISIC4_D",500
2002,"EN_TWT_GENV","Azerbaijan","ISIC4_S",100
2002,"EN_TWT_GENV","Azerbaijan","ISIC4_T",1853800
2002,"EN_TWT_GENV","Azerbaijan","ISIC4_B",27900
2002,"EN_TWT_GENV","Azerbaijan","TOTAL",2135700
2004,"EN_TWT_GENV","France","ISIC4_T",25688700
2004,"EN_TWT_GENV","France","ISIC4_B",165780
2004,"EN_TWT_GENV","France","TOTAL",296580889
2006,"EN_TWT_GENV","France","ISIC4_B",1040400
2006,"EN_TWT_GENV","France","ISIC4_D",1033680
2006,"EN_TWT_GENV","France","ISIC4_C",22972976
2006,"EN_TWT_GENV","France","ISIC4_T",26832200
2006,"EN_TWT_GENV","France","ISIC4_A",1221940
2006,"EN_TWT_GENV","France","TOTAL",312297824
2006,"EN_TWT_GENV","France","ISIC4_F",225310888
2008,"EN_TWT_GENV","France","TOTAL",345002210
2020,"EN_TWT_GENV","Montenegro","ISIC4_C",31549
2020,"EN_TWT_GENV","Montenegro","ISIC4_F",171539
2020,"EN_TWT_GENV","Montenegro","TOTAL",1246833
2020,"EN_TWT_GENV","Montenegro","ISIC4_A",10987
2020,"EN_TWT_GENV","Montenegro","ISIC4_D",361844
2004,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_T",9455209
2004,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_D",1600210
2004,"EN_TWT_GENV","Netherlands (Kingdom of the)","TOTAL",92448121
2004,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_A",2392596
2004,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_F",49619394
2004,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_B",294882
2004,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_C",16078032
2008,"EN_TWT_GENV","France","ISIC4_T",29310520
2008,"EN_TWT_GENV","France","ISIC4_F",252979840
2008,"EN_TWT_GENV","France","ISIC4_A",1312890
2008,"EN_TWT_GENV","France","ISIC4_B",1195220
2008,"EN_TWT_GENV","France","ISIC4_D",1004080
2008,"EN_TWT_GENV","France","ISIC4_C",21640260
2010,"EN_TWT_GENV","France","ISIC4_F",260699131
2010,"EN_TWT_GENV","France","ISIC4_B",1053025
2010,"EN_TWT_GENV","France","ISIC4_A",1371625
2010,"EN_TWT_GENV","France","ISIC4_T",29306586
2010,"EN_TWT_GENV","France","ISIC4_D",992630
2006,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_F",56716248
2006,"EN_TWT_GENV","Netherlands (Kingdom of the)","TOTAL",99166563
2006,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_B",216408
2006,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_D",1372320
2006,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_T",9416499
2006,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_C",15690050
2006,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_A",2659520
2008,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_D",1430696
2008,"EN_TWT_GENV","Netherlands (Kingdom of the)","TOTAL",102648605
2008,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_C",15817768
2008,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_F",58886879
2008,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_A",3468475
2010,"EN_TWT_GENV","France","TOTAL",355081245
2010,"EN_TWT_GENV","France","ISIC4_C",21587442
2012,"EN_TWT_GENV","France","ISIC4_B",2477408
2012,"EN_TWT_GENV","France","ISIC4_F",246702428
2012,"EN_TWT_GENV","France","ISIC4_T",29705157
2012,"EN_TWT_GENV","France","ISIC4_A",1290136
2012,"EN_TWT_GENV","France","ISIC4_D",2100102
2012,"EN_TWT_GENV","France","ISIC4_C",21404505
2012,"EN_TWT_GENV","France","TOTAL",344440922
2014,"EN_TWT_GENV","France","ISIC4_T",28374300
2014,"EN_TWT_GENV","France","TOTAL",324462969
2008,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_T",9434770
2008,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_B",269042
2010,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_B",184387
2010,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_A",4682517
2010,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_C",14094074
2010,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_D",1274922
2010,"EN_TWT_GENV","Netherlands (Kingdom of the)","TOTAL",121145468
2010,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_F",78063887
2010,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_T",9084649
2012,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_A",4618778
2012,"EN_TWT_GENV","Netherlands (Kingdom of the)","TOTAL",121194466
2012,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_F",79166644
2014,"EN_TWT_GENV","France","ISIC4_B",2345765
2014,"EN_TWT_GENV","France","ISIC4_F",227607180
2014,"EN_TWT_GENV","France","ISIC4_A",1274216
2014,"EN_TWT_GENV","France","ISIC4_C",21796889
2014,"EN_TWT_GENV","France","ISIC4_D",1587553
2016,"EN_TWT_GENV","France","ISIC4_T",29055944
2016,"EN_TWT_GENV","France","ISIC4_B",1408895
2016,"EN_TWT_GENV","France","ISIC4_D",1469837
2016,"EN_TWT_GENV","France","ISIC4_C",21747171
2016,"EN_TWT_GENV","France","ISIC4_F",224355217
2016,"EN_TWT_GENV","France","TOTAL",322685297
2012,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_D",1342442
2012,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_C",14111372
2012,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_B",179140
2014,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_D",1671432
2014,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_B",131537
2014,"EN_TWT_GENV","Netherlands (Kingdom of the)","TOTAL",132362297
2014,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_C",13452298
2014,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_A",4769683
2014,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_F",90734851
2016,"EN_TWT_GENV","Netherlands (Kingdom of the)","TOTAL",141024020
2016,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_D",2048155
2016,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_F",98551957
2016,"EN_TWT_GENV","France","ISIC4_A",1303642
2018,"EN_TWT_GENV","France","ISIC4_F",240207094
2018,"EN_TWT_GENV","France","ISIC4_D",1503102
2018,"EN_TWT_GENV","France","TOTAL",343307326
2018,"EN_TWT_GENV","France","ISIC4_B",1433226
2018,"EN_TWT_GENV","France","ISIC4_T",29784969
2018,"EN_TWT_GENV","France","ISIC4_A",1309912
2018,"EN_TWT_GENV","France","ISIC4_C",22465233
2020,"EN_TWT_GENV","France","ISIC4_B",263712
2020,"EN_TWT_GENV","France","ISIC4_C",18507313
2020,"EN_TWT_GENV","France","ISIC4_T",33543535
2016,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_B",62231
2016,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_T",8549762
2016,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_A",5085249
2016,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_C",13827776
2018,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_B",68235
2018,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_A",4678699
2018,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_C",13991033
2018,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_T",8633590
2018,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_F",101613171
2018,"EN_TWT_GENV","Netherlands (Kingdom of the)","TOTAL",145245469
2018,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_D",1537499
2020,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_F",81866038
2020,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_A",4896548
2020,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_B",71639
2020,"EN_TWT_GENV","Netherlands (Kingdom of the)","TOTAL",125138771
2020,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_C",13241725
2020,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_D",455228
2020,"EN_TWT_GENV","Netherlands (Kingdom of the)","ISIC4_T",9284698
2004,"EN_TWT_GENV","Norway","ISIC4_C",2956380
2004,"EN_TWT_GENV","Norway","ISIC4_F",1101407
2004,"EN_TWT_GENV","Norway","ISIC4_B",116222
2004,"EN_TWT_GENV","Norway","ISIC4_D",40956
2004,"EN_TWT_GENV","Norway","ISIC4_T",1933939
2004,"EN_TWT_GENV","Norway","ISIC4_A",148558
2002,"EN_TWT_GENV","Azerbaijan","ISIC4_F",0
2002,"EN_TWT_GENV","Azerbaijan","ISIC4_A",13100
2003,"EN_TWT_GENV","Azerbaijan","ISIC4_S",100
2003,"EN_TWT_GENV","Azerbaijan","ISIC4_D",800
2003,"EN_TWT_GENV","Azerbaijan","ISIC4_F",800
2003,"EN_TWT_GENV","Azerbaijan","ISIC4_C",429400
2003,"EN_TWT_GENV","Azerbaijan","ISIC4_A",19400
2003,"EN_TWT_GENV","Azerbaijan","ISIC4_T",1888500
2003,"EN_TWT_GENV","Azerbaijan","ISIC4_B",39200
2003,"EN_TWT_GENV","Azerbaijan","TOTAL",2378200
2004,"EN_TWT_GENV","Azerbaijan","ISIC4_B",52700
2004,"EN_TWT_GENV","Azerbaijan","ISIC4_C",573100
2020,"EN_TWT_GENV","France","TOTAL",310373987
2020,"EN_TWT_GENV","France","ISIC4_F",212733087
2020,"EN_TWT_GENV","France","ISIC4_A",1291230
2020,"EN_TWT_GENV","France","ISIC4_D",832008
2014,"EN_TWT_GENV","Georgia","ISIC4_T",742700
2015,"EN_TWT_GENV","Georgia","ISIC4_T",774700
2016,"EN_TWT_GENV","Georgia","ISIC4_T",870300
2017,"EN_TWT_GENV","Georgia","ISIC4_T",922100
2018,"EN_TWT_GENV","Georgia","ISIC4_T",977400
2019,"EN_TWT_GENV","Georgia","ISIC4_T",994600
2020,"EN_TWT_GENV","Georgia","ISIC4_T",973300
2004,"EN_TWT_GENV","Germany","ISIC4_C",30162763
2004,"EN_TWT_GENV","Norway","TOTAL",7453565
2006,"EN_TWT_GENV","Norway","TOTAL",9913286
2006,"EN_TWT_GENV","Norway","ISIC4_C",3605398
2006,"EN_TWT_GENV","Norway","ISIC4_D",45285
2006,"EN_TWT_GENV","Norway","ISIC4_B",125146
2006,"EN_TWT_GENV","Norway","ISIC4_F",1252051
2006,"EN_TWT_GENV","Norway","ISIC4_A",172417
2006,"EN_TWT_GENV","Norway","ISIC4_T",2199862
2008,"EN_TWT_GENV","Norway","ISIC4_A",184332
2008,"EN_TWT_GENV","Norway","ISIC4_T",2224522
2008,"EN_TWT_GENV","Norway","ISIC4_C",3689060
2008,"EN_TWT_GENV","Norway","ISIC4_B",113389
2008,"EN_TWT_GENV","Norway","ISIC4_D",46328
2004,"EN_TWT_GENV","Germany","ISIC4_T",38007849
2004,"EN_TWT_GENV","Germany","ISIC4_F",191562719
2004,"EN_TWT_GENV","Germany","ISIC4_A",1226989
2004,"EN_TWT_GENV","Germany","ISIC4_B",55879699
2004,"EN_TWT_GENV","Germany","TOTAL",364021937
2004,"EN_TWT_GENV","Germany","ISIC4_D",9134082
2006,"EN_TWT_GENV","Germany","ISIC4_D",8468297
2006,"EN_TWT_GENV","Germany","TOTAL",363786069
2006,"EN_TWT_GENV","Germany","ISIC4_F",196536165
2006,"EN_TWT_GENV","Germany","ISIC4_T",34626019
2006,"EN_TWT_GENV","Germany","ISIC4_A",1515272
2006,"EN_TWT_GENV","Germany","ISIC4_B",47222200
2008,"EN_TWT_GENV","Norway","ISIC4_F",1498376
2008,"EN_TWT_GENV","Norway","TOTAL",10286643
2010,"EN_TWT_GENV","Norway","ISIC4_A",195252
2010,"EN_TWT_GENV","Norway","ISIC4_F",1542803
2010,"EN_TWT_GENV","Norway","ISIC4_D",28265
2010,"EN_TWT_GENV","Norway","ISIC4_T",2228608
2010,"EN_TWT_GENV","Norway","ISIC4_B",365756
2010,"EN_TWT_GENV","Norway","TOTAL",9432997
2010,"EN_TWT_GENV","Norway","ISIC4_C",2687220
2012,"EN_TWT_GENV","Norway","ISIC4_C",2639157
2012,"EN_TWT_GENV","Norway","ISIC4_T",2437776
2012,"EN_TWT_GENV","Norway","ISIC4_B",470295
2012,"EN_TWT_GENV","Norway","ISIC4_F",1880544
2006,"EN_TWT_GENV","Germany","ISIC4_C",31705197
2008,"EN_TWT_GENV","Germany","ISIC4_D",11706681
2008,"EN_TWT_GENV","Germany","TOTAL",372796355
2008,"EN_TWT_GENV","Germany","ISIC4_B",28287600
2008,"EN_TWT_GENV","Germany","ISIC4_A",1350758
2008,"EN_TWT_GENV","Germany","ISIC4_T",35754996
2008,"EN_TWT_GENV","Germany","ISIC4_F",197206500
2008,"EN_TWT_GENV","Germany","ISIC4_C",52304324
2010,"EN_TWT_GENV","Germany","TOTAL",363544995
2010,"EN_TWT_GENV","Germany","ISIC4_F",190990217
2010,"EN_TWT_GENV","Germany","ISIC4_D",9087238
2010,"EN_TWT_GENV","Germany","ISIC4_B",24493073
2010,"EN_TWT_GENV","Germany","ISIC4_C",48981040
2010,"EN_TWT_GENV","Germany","ISIC4_T",36311611
2010,"EN_TWT_GENV","Germany","ISIC4_A",256272
2012,"EN_TWT_GENV","Germany","ISIC4_F",197527868
2012,"EN_TWT_GENV","Germany","ISIC4_T",36471810
2012,"EN_TWT_GENV","Germany","TOTAL",368022172
2012,"EN_TWT_GENV","Germany","ISIC4_C",56595631
2012,"EN_TWT_GENV","Germany","ISIC4_B",8625187
2012,"EN_TWT_GENV","Germany","ISIC4_A",648869
2012,"EN_TWT_GENV","Germany","ISIC4_D",8049687
2014,"EN_TWT_GENV","Germany","ISIC4_D",9975200
2014,"EN_TWT_GENV","Germany","ISIC4_F",206466169
2012,"EN_TWT_GENV","Norway","ISIC4_D",88580
2012,"EN_TWT_GENV","Norway","ISIC4_A",150003
2012,"EN_TWT_GENV","Norway","TOTAL",10721599
2014,"EN_TWT_GENV","Norway","ISIC4_T",2426530
2014,"EN_TWT_GENV","Norway","ISIC4_A",192189
2014,"EN_TWT_GENV","Norway","ISIC4_C",1683245
2014,"EN_TWT_GENV","Norway","ISIC4_D",190658
2014,"EN_TWT_GENV","Norway","ISIC4_B",333977
2014,"EN_TWT_GENV","Norway","TOTAL",10614914
2014,"EN_TWT_GENV","Norway","ISIC4_F",2572427
2016,"EN_TWT_GENV","Norway","TOTAL",11131594
2016,"EN_TWT_GENV","Norway","ISIC4_T",2444305
2016,"EN_TWT_GENV","Norway","ISIC4_F",3056136
2004,"EN_TWT_GENV","Azerbaijan","ISIC4_T",1783600
2004,"EN_TWT_GENV","Azerbaijan","ISIC4_S",100
2004,"EN_TWT_GENV","Azerbaijan","ISIC4_D",33300
2004,"EN_TWT_GENV","Azerbaijan","ISIC4_A",20900
2004,"EN_TWT_GENV","Azerbaijan","ISIC4_F",0
2004,"EN_TWT_GENV","Azerbaijan","TOTAL",2463700
2005,"EN_TWT_GENV","Azerbaijan","TOTAL",2572000
2005,"EN_TWT_GENV","Azerbaijan","ISIC4_F",9200
2005,"EN_TWT_GENV","Azerbaijan","ISIC4_C",741700
2005,"EN_TWT_GENV","Azerbaijan","ISIC4_T",1753100
2005,"EN_TWT_GENV","Azerbaijan","ISIC4_D",26000
2005,"EN_TWT_GENV","Azerbaijan","ISIC4_A",15800
2016,"EN_TWT_GENV","Norway","ISIC4_C",1567319
2016,"EN_TWT_GENV","Norway","ISIC4_A",161946
2016,"EN_TWT_GENV","Norway","ISIC4_B",333720
2016,"EN_TWT_GENV","Norway","ISIC4_D",213304
2018,"EN_TWT_GENV","Norway","ISIC4_A",174257
2018,"EN_TWT_GENV","Norway","TOTAL",14137718
2018,"EN_TWT_GENV","Norway","ISIC4_T",2418104
2018,"EN_TWT_GENV","Norway","ISIC4_B",169839
2018,"EN_TWT_GENV","Norway","ISIC4_C",1809855
2018,"EN_TWT_GENV","Norway","ISIC4_D",215530
2018,"EN_TWT_GENV","Norway","ISIC4_F",5653304
2020,"EN_TWT_GENV","Norway","ISIC4_B",187331
2020,"EN_TWT_GENV","Norway","ISIC4_T",2584831
2014,"EN_TWT_GENV","Germany","ISIC4_A",438829
2014,"EN_TWT_GENV","Germany","TOTAL",387504241
2014,"EN_TWT_GENV","Germany","ISIC4_C",61083247
2014,"EN_TWT_GENV","Germany","ISIC4_B",7431893
2014,"EN_TWT_GENV","Germany","ISIC4_T",36887634
2016,"EN_TWT_GENV","Germany","ISIC4_F",220499432
2016,"EN_TWT_GENV","Germany","ISIC4_T",37409896
2016,"EN_TWT_GENV","Germany","ISIC4_D",10178630
2016,"EN_TWT_GENV","Germany","ISIC4_A",1126134
2016,"EN_TWT_GENV","Germany","ISIC4_B",7265142
2016,"EN_TWT_GENV","Germany","TOTAL",400071672
2016,"EN_TWT_GENV","Germany","ISIC4_C",55911876
2018,"EN_TWT_GENV","Germany","ISIC4_D",9449661
2018,"EN_TWT_GENV","Germany","ISIC4_C",56536896
2018,"EN_TWT_GENV","Germany","ISIC4_A",982106
2018,"EN_TWT_GENV","Germany","TOTAL",405523624
2018,"EN_TWT_GENV","Germany","ISIC4_T",37308892
2018,"EN_TWT_GENV","Germany","ISIC4_B",8851574
2018,"EN_TWT_GENV","Germany","ISIC4_F",225260606
2020,"EN_TWT_GENV","Germany","ISIC4_C",55104402
2020,"EN_TWT_GENV","Germany","ISIC4_T",38474001
2020,"EN_TWT_GENV","Germany","TOTAL",401156266
2020,"EN_TWT_GENV","Germany","ISIC4_A",1004332
2020,"EN_TWT_GENV","Germany","ISIC4_B",5247193
2020,"EN_TWT_GENV","Germany","ISIC4_F",226035633
2020,"EN_TWT_GENV","Germany","ISIC4_D",7855850
2004,"EN_TWT_GENV","Greece","ISIC4_C",4554175
2004,"EN_TWT_GENV","Greece","ISIC4_F",3324000
2004,"EN_TWT_GENV","Greece","ISIC4_D",12988820
2004,"EN_TWT_GENV","Greece","TOTAL",33346962
2004,"EN_TWT_GENV","Greece","ISIC4_T",4212962
2004,"EN_TWT_GENV","Greece","ISIC4_B",1902330
2004,"EN_TWT_GENV","Greece","ISIC4_A",4711294
2006,"EN_TWT_GENV","Greece","ISIC4_C",5284710
2006,"EN_TWT_GENV","Greece","ISIC4_B",14887758
2006,"EN_TWT_GENV","Greece","TOTAL",51324662
2006,"EN_TWT_GENV","Greece","ISIC4_A",4711294
