Year,SeriesCode,GeoAreaName,Type of product,Value
2018,"AG_FPA_COMM","Mexico","RIC",-0.8
2018,"AG_FPA_COMM","Mexico","MAZ",-0.11
2019,"AG_FPA_COMM","Mexico","RIC",1.01
2019,"AG_FPA_COMM","Mexico","MAZ",0.04
2020,"AG_FPA_COMM","Mexico","MAZ",-0.24
2020,"AG_FPA_COMM","Mexico","RIC",1.73
2021,"AG_FPA_COMM","Mexico","RIC",-1.11
2021,"AG_FPA_COMM","Mexico","MAZ",1.04
2022,"AG_FPA_COMM","Mexico","RIC",-0.37
2022,"AG_FPA_COMM","Mexico","MAZ",0.91
2015,"AG_FPA_COMM","Republic of Moldova","MAZ",0.6
2015,"AG_FPA_COMM","Republic of Moldova","WHE",-0.4
2016,"AG_FPA_COMM","Republic of Moldova","MAZ",0.3
2016,"AG_FPA_COMM","Republic of Moldova","WHE",0.4
2017,"AG_FPA_COMM","Republic of Moldova","WHE",-0.6
2017,"AG_FPA_COMM","Republic of Moldova","MAZ",-0.3
2015,"AG_FPA_COMM","Viet Nam","RIC",-0.24
2016,"AG_FPA_COMM","Viet Nam","RIC",0.04
2017,"AG_FPA_COMM","Viet Nam","RIC",0.6
2018,"AG_FPA_COMM","Viet Nam","RIC",0.92
2019,"AG_FPA_COMM","Viet Nam","RIC",-0.98
2020,"AG_FPA_COMM","Viet Nam","RIC",1.67
2021,"AG_FPA_COMM","Viet Nam","RIC",-0.15
2022,"AG_FPA_COMM","Viet Nam","RIC",-0.31
2015,"AG_FPA_COMM","Tajikistan","WHE",0.56
2016,"AG_FPA_COMM","Tajikistan","WHE",-0.53
2017,"AG_FPA_COMM","Tajikistan","WHE",-0.22
2018,"AG_FPA_COMM","Tajikistan","WHE",-0.47
2019,"AG_FPA_COMM","Tajikistan","WHE",0.86
2020,"AG_FPA_COMM","Tajikistan","WHE",0.73
2021,"AG_FPA_COMM","Tajikistan","WHE",0.04
2022,"AG_FPA_COMM","Tajikistan","WHE",1.11
2015,"AG_FPA_COMM","Ukraine","WHE",-0.09
2015,"AG_FPA_COMM","Ukraine","MAZ",0.2
2016,"AG_FPA_COMM","Ukraine","MAZ",0.3
2016,"AG_FPA_COMM","Ukraine","WHE",-0.06
2017,"AG_FPA_COMM","Ukraine","MAZ",-0.4
2017,"AG_FPA_COMM","Ukraine","WHE",-0.06
2018,"AG_FPA_COMM","Ukraine","MAZ",-0.2
2018,"AG_FPA_COMM","Ukraine","WHE",0.01
2019,"AG_FPA_COMM","Ukraine","MAZ",-0.6
2019,"AG_FPA_COMM","Ukraine","WHE",-0.9
2020,"AG_FPA_COMM","Ukraine","WHE",0.7
2017,"AG_FPA_COMM","Costa Rica","RIC",-0.2
2017,"AG_FPA_COMM","Costa Rica","MAZ",-0.7
2017,"AG_FPA_COMM","Costa Rica","WHE",0.1
2018,"AG_FPA_COMM","Costa Rica","RIC",-0.1
2018,"AG_FPA_COMM","Costa Rica","WHE",0.1
2018,"AG_FPA_COMM","Costa Rica","MAZ",0.1
2019,"AG_FPA_COMM","Costa Rica","MAZ",0
2019,"AG_FPA_COMM","Costa Rica","RIC",-0.1
2019,"AG_FPA_COMM","Costa Rica","WHE",0.6
2020,"AG_FPA_COMM","Costa Rica","RIC",0.42
2020,"AG_FPA_COMM","Costa Rica","MAZ",0.05
2020,"AG_FPA_COMM","Costa Rica","WHE",0.24
2021,"AG_FPA_COMM","Costa Rica","MAZ",0.93
2021,"AG_FPA_COMM","Costa Rica","WHE",0.84
2021,"AG_FPA_COMM","Costa Rica","RIC",0.17
2022,"AG_FPA_COMM","Costa Rica","WHE",1.7
2022,"AG_FPA_COMM","Costa Rica","MAZ",2.09
2022,"AG_FPA_COMM","Costa Rica","RIC",-0.11
2015,"AG_FPA_COMM","Georgia","WHE",-0.1
2016,"AG_FPA_COMM","Georgia","WHE",-0.1
2017,"AG_FPA_COMM","Georgia","WHE",-0.1
2018,"AG_FPA_COMM","Georgia","WHE",0.2
2019,"AG_FPA_COMM","Georgia","WHE",0.9
2020,"AG_FPA_COMM","Georgia","WHE",1
2021,"AG_FPA_COMM","Georgia","WHE",0.35
2022,"AG_FPA_COMM","Georgia","WHE",1.42
2015,"AG_FPA_COMM","India","WHE",-0.4
2015,"AG_FPA_COMM","India","RIC",-0.4
2016,"AG_FPA_COMM","India","RIC",-0.8
2016,"AG_FPA_COMM","India","WHE",0.4
2017,"AG_FPA_COMM","India","WHE",-0.1
2017,"AG_FPA_COMM","India","RIC",0.9
2018,"AG_FPA_COMM","India","WHE",0.2
2018,"AG_FPA_COMM","India","RIC",0.3
2019,"AG_FPA_COMM","India","RIC",-0.8
2019,"AG_FPA_COMM","India","WHE",0.2
2020,"AG_FPA_COMM","India","RIC",-0.46
2020,"AG_FPA_COMM","India","WHE",-1.61
2021,"AG_FPA_COMM","India","WHE",0.04
2021,"AG_FPA_COMM","India","RIC",-1.61
2022,"AG_FPA_COMM","India","RIC",0.04
2022,"AG_FPA_COMM","India","WHE",0.53
2015,"AG_FPA_COMM","Israel","MAZ",-0.1
2020,"AG_FPA_COMM","Ukraine","MAZ",0.75
2021,"AG_FPA_COMM","Ukraine","WHE",0.14
2021,"AG_FPA_COMM","Ukraine","MAZ",0.34
2022,"AG_FPA_COMM","Ukraine","MAZ",-1.77
2022,"AG_FPA_COMM","Ukraine","WHE",-1.74
2022,"AG_FPA_COMM","Ukraine","WHE",-1.74
