Year,SeriesCode,GeoAreaName,Counterpart,Value
2019,"EN_MAR_BEALIT_BV","Georgia","GR",14
2019,"EN_MAR_BEALIT_BV","Georgia","GE",44
2019,"EN_MAR_BEALIT_BV","Georgia","RU",56
2019,"EN_MAR_BEALIT_BV","Georgia","TR",233
2019,"EN_MAR_BEALIT_BV","Georgia","SY",1
2019,"EN_MAR_BEALIT_BV","Georgia","LB",0
2020,"EN_MAR_BEALIT_BV","Georgia","LY",9
2020,"EN_MAR_BEALIT_BV","Georgia","CY",0
2020,"EN_MAR_BEALIT_BV","Georgia","LB",1
2020,"EN_MAR_BEALIT_BV","Georgia","SY",1
2020,"EN_MAR_BEALIT_BV","Georgia","UA",8
2020,"EN_MAR_BEALIT_BV","Georgia","EG",18
2017,"EN_MAR_BEALIT_BV","Costa Rica","VU",7
2017,"EN_MAR_BEALIT_BV","Costa Rica","MZ",1
2017,"EN_MAR_BEALIT_BV","Costa Rica","NI",111
2017,"EN_MAR_BEALIT_BV","Costa Rica","PH",50
2017,"EN_MAR_BEALIT_BV","Costa Rica","SG",0
2017,"EN_MAR_BEALIT_BV","Costa Rica","PG",4
2017,"EN_MAR_BEALIT_BV","Costa Rica","PA",1708
2018,"EN_MAR_BEALIT_BV","Costa Rica","PA",1797
2018,"EN_MAR_BEALIT_BV","Costa Rica","PH",55
2018,"EN_MAR_BEALIT_BV","Costa Rica","NI",149
2018,"EN_MAR_BEALIT_BV","Costa Rica","PG",13
2020,"EN_MAR_BEALIT_BV","Georgia","RU",34
2020,"EN_MAR_BEALIT_BV","Georgia","RO",1
2020,"EN_MAR_BEALIT_BV","Georgia","GE",33
2020,"EN_MAR_BEALIT_BV","Georgia","GR",24
2020,"EN_MAR_BEALIT_BV","Georgia","IL",1
2020,"EN_MAR_BEALIT_BV","Georgia","BG",47
2020,"EN_MAR_BEALIT_BV","Georgia","TR",288
2020,"EN_MAR_BEALIT_BV","Georgia","_T",464
2021,"EN_MAR_BEALIT_BV","Georgia","EG",18
2021,"EN_MAR_BEALIT_BV","Georgia","UA",21
2021,"EN_MAR_BEALIT_BV","Georgia","TR",262
2021,"EN_MAR_BEALIT_BV","Georgia","_T",439
2021,"EN_MAR_BEALIT_BV","Georgia","BG",22
2021,"EN_MAR_BEALIT_BV","Georgia","LY",8
2021,"EN_MAR_BEALIT_BV","Georgia","IL",2
2021,"EN_MAR_BEALIT_BV","Georgia","GR",18
2021,"EN_MAR_BEALIT_BV","Georgia","GE",26
2021,"EN_MAR_BEALIT_BV","Georgia","RO",1
2021,"EN_MAR_BEALIT_BV","Georgia","RU",60
2021,"EN_MAR_BEALIT_BV","Georgia","SY",1
2021,"EN_MAR_BEALIT_BV","Georgia","LB",0
2021,"EN_MAR_BEALIT_BV","Georgia","CY",0
2022,"EN_MAR_BEALIT_BV","Albania","TR",233
2022,"EN_MAR_BEALIT_BV","Albania","EG",7686
2022,"EN_MAR_BEALIT_BV","Albania","CY",340
2022,"EN_MAR_BEALIT_BV","Albania","HR",65
2022,"EN_MAR_BEALIT_BV","Albania","TN",454
2022,"EN_MAR_BEALIT_BV","Albania","ME",16
2022,"EN_MAR_BEALIT_BV","Albania","IT",3914
2022,"EN_MAR_BEALIT_BV","Albania","LB",499
2022,"EN_MAR_BEALIT_BV","Albania","LY",5682
2022,"EN_MAR_BEALIT_BV","Albania","MT",11
2017,"EN_MAR_BEALIT_BV","Australia","RE",0
2018,"EN_MAR_BEALIT_BV","Costa Rica","MZ",1
2018,"EN_MAR_BEALIT_BV","Costa Rica","MX",24
2018,"EN_MAR_BEALIT_BV","Costa Rica","VU",0
2018,"EN_MAR_BEALIT_BV","Costa Rica","CR",977
2018,"EN_MAR_BEALIT_BV","Costa Rica","CO",851
2018,"EN_MAR_BEALIT_BV","Costa Rica","KH",2
2018,"EN_MAR_BEALIT_BV","Costa Rica","CN",29
2018,"EN_MAR_BEALIT_BV","Costa Rica","ID",21
2018,"EN_MAR_BEALIT_BV","Costa Rica","FJ",8
2018,"EN_MAR_BEALIT_BV","Costa Rica","SV",1
2018,"EN_MAR_BEALIT_BV","Costa Rica","SB",6
2022,"EN_MAR_BEALIT_BV","Georgia","LY",9
2022,"EN_MAR_BEALIT_BV","Georgia","LB",2
2022,"EN_MAR_BEALIT_BV","Georgia","BG",21
2022,"EN_MAR_BEALIT_BV","Georgia","SY",2
2022,"EN_MAR_BEALIT_BV","Georgia","IL",3
2022,"EN_MAR_BEALIT_BV","Georgia","RU",87
2022,"EN_MAR_BEALIT_BV","Georgia","GE",31
2022,"EN_MAR_BEALIT_BV","Georgia","CY",0
2022,"EN_MAR_BEALIT_BV","Georgia","GR",19
2022,"EN_MAR_BEALIT_BV","Georgia","EG",22
2022,"EN_MAR_BEALIT_BV","Georgia","UA",14
2018,"EN_MAR_BEALIT_BV","Costa Rica","BZ",12
2018,"EN_MAR_BEALIT_BV","Costa Rica","TH",11
2018,"EN_MAR_BEALIT_BV","Costa Rica","VE",1
2018,"EN_MAR_BEALIT_BV","Costa Rica","VN",48
2018,"EN_MAR_BEALIT_BV","Costa Rica","_T",4343
2018,"EN_MAR_BEALIT_BV","Costa Rica","US",4
2018,"EN_MAR_BEALIT_BV","Costa Rica","EC",155
2018,"EN_MAR_BEALIT_BV","Costa Rica","JP",15
2018,"EN_MAR_BEALIT_BV","Costa Rica","MG",2
2018,"EN_MAR_BEALIT_BV","Costa Rica","MY",11
2018,"EN_MAR_BEALIT_BV","Costa Rica","AU",24
2017,"EN_MAR_BEALIT_BV","Australia","VU",1
2017,"EN_MAR_BEALIT_BV","Australia","NC",10
2017,"EN_MAR_BEALIT_BV","Australia","OM",1
2017,"EN_MAR_BEALIT_BV","Australia","MZ",15
2017,"EN_MAR_BEALIT_BV","Australia","TL",4
2017,"EN_MAR_BEALIT_BV","Australia","PH",12
2017,"EN_MAR_BEALIT_BV","Australia","MG",30
2017,"EN_MAR_BEALIT_BV","Australia","KE",22
2017,"EN_MAR_BEALIT_BV","Australia","ID",614
2017,"EN_MAR_BEALIT_BV","Australia","CL",1
2017,"EN_MAR_BEALIT_BV","Australia","LK",0
2022,"EN_MAR_BEALIT_BV","Georgia","TR",255
2017,"EN_MAR_BEALIT_BV","Germany","_T",1928
2017,"EN_MAR_BEALIT_BV","Germany","GB",2
2017,"EN_MAR_BEALIT_BV","Germany","IS",1
2017,"EN_MAR_BEALIT_BV","Germany","DE",789
2017,"EN_MAR_BEALIT_BV","Germany","FR",1
2017,"EN_MAR_BEALIT_BV","Germany","IE",0
2017,"EN_MAR_BEALIT_BV","Germany","NO",197
2017,"EN_MAR_BEALIT_BV","Germany","SJ",6
2017,"EN_MAR_BEALIT_BV","Germany","RU",46
2017,"EN_MAR_BEALIT_BV","Germany","LV",27
2018,"EN_MAR_BEALIT_BV","Costa Rica","GT",51
2018,"EN_MAR_BEALIT_BV","Costa Rica","HN",15
2019,"EN_MAR_BEALIT_BV","Costa Rica","AU",48
2019,"EN_MAR_BEALIT_BV","Costa Rica","FR",1
2019,"EN_MAR_BEALIT_BV","Costa Rica","MY",8
2019,"EN_MAR_BEALIT_BV","Costa Rica","GT",43
2019,"EN_MAR_BEALIT_BV","Costa Rica","LA",5
2019,"EN_MAR_BEALIT_BV","Costa Rica","MG",1
2019,"EN_MAR_BEALIT_BV","Costa Rica","JP",14
2019,"EN_MAR_BEALIT_BV","Costa Rica","EC",155
2019,"EN_MAR_BEALIT_BV","Costa Rica","CR",1082
2017,"EN_MAR_BEALIT_BV","Australia","MM",3
2017,"EN_MAR_BEALIT_BV","Australia","ZA",3
2017,"EN_MAR_BEALIT_BV","Australia","SO",3
2017,"EN_MAR_BEALIT_BV","Australia","VN",8
2017,"EN_MAR_BEALIT_BV","Australia","TH",0
2017,"EN_MAR_BEALIT_BV","Australia","_T",2522
2017,"EN_MAR_BEALIT_BV","Australia","YE",2
2017,"EN_MAR_BEALIT_BV","Australia","TZ",22
2017,"EN_MAR_BEALIT_BV","Australia","SA",11
2017,"EN_MAR_BEALIT_BV","Australia","PG",867
2017,"EN_MAR_BEALIT_BV","Australia","NZ",130
2017,"EN_MAR_BEALIT_BV","Germany","PL",14
2017,"EN_MAR_BEALIT_BV","Germany","NL",5
2017,"EN_MAR_BEALIT_BV","Germany","LT",93
2017,"EN_MAR_BEALIT_BV","Germany","FI",17
2017,"EN_MAR_BEALIT_BV","Germany","EE",32
2017,"EN_MAR_BEALIT_BV","Germany","DK",510
2017,"EN_MAR_BEALIT_BV","Germany","CA",1
2017,"EN_MAR_BEALIT_BV","Germany","AX",1
2017,"EN_MAR_BEALIT_BV","Germany","SE",187
2018,"EN_MAR_BEALIT_BV","Germany","RU",32
2018,"EN_MAR_BEALIT_BV","Germany","SJ",6
2019,"EN_MAR_BEALIT_BV","Costa Rica","_T",4384
2019,"EN_MAR_BEALIT_BV","Costa Rica","VN",45
2019,"EN_MAR_BEALIT_BV","Costa Rica","VE",1
2019,"EN_MAR_BEALIT_BV","Costa Rica","TH",16
2019,"EN_MAR_BEALIT_BV","Costa Rica","SB",1
2019,"EN_MAR_BEALIT_BV","Costa Rica","HN",33
2019,"EN_MAR_BEALIT_BV","Costa Rica","IN",0
2019,"EN_MAR_BEALIT_BV","Costa Rica","SV",0
2019,"EN_MAR_BEALIT_BV","Costa Rica","ID",21
2019,"EN_MAR_BEALIT_BV","Costa Rica","FJ",8
2019,"EN_MAR_BEALIT_BV","Costa Rica","CN",31
2019,"EN_MAR_BEALIT_BV","Costa Rica","KH",3
2019,"EN_MAR_BEALIT_BV","Costa Rica","CO",822
2019,"EN_MAR_BEALIT_BV","Costa Rica","US",10
2019,"EN_MAR_BEALIT_BV","Costa Rica","BZ",12
2019,"EN_MAR_BEALIT_BV","Costa Rica","VU",0
2019,"EN_MAR_BEALIT_BV","Costa Rica","MZ",0
2019,"EN_MAR_BEALIT_BV","Costa Rica","NI",165
2019,"EN_MAR_BEALIT_BV","Costa Rica","MX",28
2019,"EN_MAR_BEALIT_BV","Costa Rica","PH",44
2019,"EN_MAR_BEALIT_BV","Costa Rica","PG",22
2019,"EN_MAR_BEALIT_BV","Costa Rica","PA",1704
2017,"EN_MAR_BEALIT_BV","Australia","MU",1
2017,"EN_MAR_BEALIT_BV","Australia","AU",752
2017,"EN_MAR_BEALIT_BV","Australia","IN",1
2017,"EN_MAR_BEALIT_BV","Australia","FJ",3
2017,"EN_MAR_BEALIT_BV","Australia","CN",1
2017,"EN_MAR_BEALIT_BV","Australia","MY",0
2018,"EN_MAR_BEALIT_BV","Australia","LK",3
2018,"EN_MAR_BEALIT_BV","Australia","FJ",1
2018,"EN_MAR_BEALIT_BV","Australia","IN",7
2018,"EN_MAR_BEALIT_BV","Australia","AU",793
2018,"EN_MAR_BEALIT_BV","Australia","NZ",101
2018,"EN_MAR_BEALIT_BV","Australia","PG",936
2018,"EN_MAR_BEALIT_BV","Australia","PH",8
2018,"EN_MAR_BEALIT_BV","Australia","RE",0
2018,"EN_MAR_BEALIT_BV","Australia","_T",2498
2018,"EN_MAR_BEALIT_BV","Australia","SB",1
2018,"EN_MAR_BEALIT_BV","Australia","TH",1
2018,"EN_MAR_BEALIT_BV","Australia","VN",8
2018,"EN_MAR_BEALIT_BV","Australia","SO",4
2018,"EN_MAR_BEALIT_BV","Australia","ZA",3
2018,"EN_MAR_BEALIT_BV","Australia","MM",5
2018,"EN_MAR_BEALIT_BV","Australia","CL",1
2018,"EN_MAR_BEALIT_BV","Germany","CA",1
2018,"EN_MAR_BEALIT_BV","Germany","DK",441
2018,"EN_MAR_BEALIT_BV","Germany","EE",24
2018,"EN_MAR_BEALIT_BV","Germany","GB",15
2018,"EN_MAR_BEALIT_BV","Germany","_T",1696
2018,"EN_MAR_BEALIT_BV","Germany","SE",154
2018,"EN_MAR_BEALIT_BV","Germany","PL",18
2018,"EN_MAR_BEALIT_BV","Germany","LV",17
2018,"EN_MAR_BEALIT_BV","Germany","LT",70
2018,"EN_MAR_BEALIT_BV","Germany","FI",16
2018,"EN_MAR_BEALIT_BV","Germany","NL",12
2020,"EN_MAR_BEALIT_BV","Costa Rica","PA",1695
2020,"EN_MAR_BEALIT_BV","Costa Rica","NI",186
2020,"EN_MAR_BEALIT_BV","Costa Rica","PE",2
2020,"EN_MAR_BEALIT_BV","Costa Rica","PH",41
2020,"EN_MAR_BEALIT_BV","Costa Rica","RU",0
2020,"EN_MAR_BEALIT_BV","Costa Rica","BD",1
2020,"EN_MAR_BEALIT_BV","Costa Rica","MZ",1
2020,"EN_MAR_BEALIT_BV","Costa Rica","_T",4420
2020,"EN_MAR_BEALIT_BV","Costa Rica","CR",961
2020,"EN_MAR_BEALIT_BV","Costa Rica","EC",208
2020,"EN_MAR_BEALIT_BV","Costa Rica","FJ",9
2018,"EN_MAR_BEALIT_BV","Australia","JP",0
2018,"EN_MAR_BEALIT_BV","Australia","ID",520
2018,"EN_MAR_BEALIT_BV","Australia","MG",28
2018,"EN_MAR_BEALIT_BV","Australia","KE",18
2018,"EN_MAR_BEALIT_BV","Australia","CN",1
2018,"EN_MAR_BEALIT_BV","Australia","MY",4
2018,"EN_MAR_BEALIT_BV","Australia","TL",2
2018,"EN_MAR_BEALIT_BV","Australia","MZ",14
2018,"EN_MAR_BEALIT_BV","Australia","OM",1
2018,"EN_MAR_BEALIT_BV","Australia","NC",3
2018,"EN_MAR_BEALIT_BV","Australia","VU",1
2020,"EN_MAR_BEALIT_BV","Costa Rica","BZ",25
2020,"EN_MAR_BEALIT_BV","Costa Rica","CO",910
2020,"EN_MAR_BEALIT_BV","Costa Rica","US",9
2020,"EN_MAR_BEALIT_BV","Costa Rica","PF",1
2020,"EN_MAR_BEALIT_BV","Costa Rica","FR",1
2020,"EN_MAR_BEALIT_BV","Costa Rica","AU",46
2020,"EN_MAR_BEALIT_BV","Costa Rica","IN",2
2020,"EN_MAR_BEALIT_BV","Costa Rica","HN",32
2020,"EN_MAR_BEALIT_BV","Costa Rica","GT",35
2020,"EN_MAR_BEALIT_BV","Costa Rica","PG",16
2020,"EN_MAR_BEALIT_BV","Costa Rica","MX",34
2018,"EN_MAR_BEALIT_BV","Australia","TZ",13
2018,"EN_MAR_BEALIT_BV","Australia","YE",2
2018,"EN_MAR_BEALIT_BV","Australia","SA",15
2019,"EN_MAR_BEALIT_BV","Australia","ZA",7
2019,"EN_MAR_BEALIT_BV","Australia","NC",5
2019,"EN_MAR_BEALIT_BV","Australia","MZ",14
2019,"EN_MAR_BEALIT_BV","Australia","OM",1
2019,"EN_MAR_BEALIT_BV","Australia","VU",0
2019,"EN_MAR_BEALIT_BV","Australia","TL",1
2019,"EN_MAR_BEALIT_BV","Australia","PH",8
2019,"EN_MAR_BEALIT_BV","Australia","NZ",180
2019,"EN_MAR_BEALIT_BV","Australia","LA",2
2019,"EN_MAR_BEALIT_BV","Australia","ID",602
2019,"EN_MAR_BEALIT_BV","Australia","JP",0
2019,"EN_MAR_BEALIT_BV","Australia","CL",10
2019,"EN_MAR_BEALIT_BV","Australia","LK",3
2019,"EN_MAR_BEALIT_BV","Australia","MM",5
2019,"EN_MAR_BEALIT_BV","Australia","SO",4
2019,"EN_MAR_BEALIT_BV","Australia","VN",8
2019,"EN_MAR_BEALIT_BV","Australia","TH",6
2019,"EN_MAR_BEALIT_BV","Australia","SA",12
2019,"EN_MAR_BEALIT_BV","Australia","_T",2920
2020,"EN_MAR_BEALIT_BV","Costa Rica","NC",1
2020,"EN_MAR_BEALIT_BV","Costa Rica","NZ",1
2020,"EN_MAR_BEALIT_BV","Costa Rica","VU",2
2020,"EN_MAR_BEALIT_BV","Costa Rica","SB",1
2020,"EN_MAR_BEALIT_BV","Costa Rica","TH",11
2020,"EN_MAR_BEALIT_BV","Costa Rica","VN",47
2020,"EN_MAR_BEALIT_BV","Costa Rica","VE",1
2020,"EN_MAR_BEALIT_BV","Costa Rica","MM",1
2020,"EN_MAR_BEALIT_BV","Costa Rica","KH",3
2020,"EN_MAR_BEALIT_BV","Costa Rica","CN",32
2020,"EN_MAR_BEALIT_BV","Costa Rica","ID",21
2019,"EN_MAR_BEALIT_BV","Australia","SB",2
2019,"EN_MAR_BEALIT_BV","Australia","YE",3
2019,"EN_MAR_BEALIT_BV","Australia","TZ",11
2019,"EN_MAR_BEALIT_BV","Australia","PG",1156
2019,"EN_MAR_BEALIT_BV","Australia","IN",9
2019,"EN_MAR_BEALIT_BV","Australia","FJ",1
2019,"EN_MAR_BEALIT_BV","Australia","CN",1
2019,"EN_MAR_BEALIT_BV","Australia","AU",821
2019,"EN_MAR_BEALIT_BV","Australia","MY",4
2019,"EN_MAR_BEALIT_BV","Australia","KE",15
2019,"EN_MAR_BEALIT_BV","Australia","MG",25
2020,"EN_MAR_BEALIT_BV","Costa Rica","MY",9
2020,"EN_MAR_BEALIT_BV","Costa Rica","SV",14
2020,"EN_MAR_BEALIT_BV","Costa Rica","JP",9
2020,"EN_MAR_BEALIT_BV","Costa Rica","MG",1
2021,"EN_MAR_BEALIT_BV","Costa Rica","GT",37
2021,"EN_MAR_BEALIT_BV","Costa Rica","JP",13
2021,"EN_MAR_BEALIT_BV","Costa Rica","CN",39
2021,"EN_MAR_BEALIT_BV","Costa Rica","KH",2
2021,"EN_MAR_BEALIT_BV","Costa Rica","MM",2
2021,"EN_MAR_BEALIT_BV","Costa Rica","SV",12
2021,"EN_MAR_BEALIT_BV","Costa Rica","US",38
2021,"EN_MAR_BEALIT_BV","Costa Rica","MY",8
2021,"EN_MAR_BEALIT_BV","Costa Rica","SB",0
2021,"EN_MAR_BEALIT_BV","Costa Rica","VU",3
2021,"EN_MAR_BEALIT_BV","Costa Rica","MX",64
2021,"EN_MAR_BEALIT_BV","Costa Rica","NZ",0
2021,"EN_MAR_BEALIT_BV","Costa Rica","MZ",1
2021,"EN_MAR_BEALIT_BV","Costa Rica","BD",1
2021,"EN_MAR_BEALIT_BV","Costa Rica","PH",28
2021,"EN_MAR_BEALIT_BV","Costa Rica","HN",20
2021,"EN_MAR_BEALIT_BV","Costa Rica","HK",0
2021,"EN_MAR_BEALIT_BV","Costa Rica","IN",1
2020,"EN_MAR_BEALIT_BV","Australia","MM",6
2020,"EN_MAR_BEALIT_BV","Australia","IN",8
2020,"EN_MAR_BEALIT_BV","Australia","MY",3
2020,"EN_MAR_BEALIT_BV","Australia","PG",1154
2020,"EN_MAR_BEALIT_BV","Australia","NZ",129
2020,"EN_MAR_BEALIT_BV","Australia","TL",8
2020,"EN_MAR_BEALIT_BV","Australia","PH",5
2020,"EN_MAR_BEALIT_BV","Australia","VU",0
