Year,SeriesCode,GeoAreaName,Level/Status,Value
2020,"ER_H2O_IWRMD","Denmark","_T",95
2017,"ER_H2O_IWRMD","Estonia","_T",80.01515
2020,"ER_H2O_IWRMD","Estonia","_T",85
2017,"ER_H2O_IWRMD","Finland","_T",74.63889
2020,"ER_H2O_IWRMD","Finland","_T",80
2017,"ER_H2O_IWRMD","France","_T",100
2020,"ER_H2O_IWRMD","France","_T",100
2017,"ER_H2O_IWRMD","Georgia","_T",35.10101
2020,"ER_H2O_IWRMD","Georgia","_T",44
2017,"ER_H2O_IWRMD","Germany","_T",87.98413
2020,"ER_H2O_IWRMD","Germany","_T",89
2017,"ER_H2O_IWRMD","Greece","_T",83.23232
2020,"ER_H2O_IWRMD","Greece","_T",86
2017,"ER_H2O_IWRMD","Hungary","_T",73.28283
2020,"ER_H2O_IWRMD","Hungary","_T",75
2017,"ER_H2O_IWRMD","Iceland","_T",51.875
2020,"ER_H2O_IWRMD","Iceland","_T",69
2020,"ER_H2O_IWRMD","India","_T",45
2017,"ER_H2O_IWRMD","Ireland","_T",80.5
2020,"ER_H2O_IWRMD","Ireland","_T",81
2017,"ER_H2O_IWRMD","Israel","_T",85
2020,"ER_H2O_IWRMD","Israel","_T",85
2017,"ER_H2O_IWRMD","Italy","_T",54.52778
2020,"ER_H2O_IWRMD","Italy","_T",77
2017,"ER_H2O_IWRMD","Japan","_T",93.88889
2020,"ER_H2O_IWRMD","Japan","_T",95
2017,"ER_H2O_IWRMD","Kazakhstan","_T",30.18452
2020,"ER_H2O_IWRMD","Kazakhstan","_T",46
2017,"ER_H2O_IWRMD","Republic of Korea","_T",67.875
2020,"ER_H2O_IWRMD","Republic of Korea","_T",76
2020,"ER_H2O_IWRMD","Kyrgyzstan","_T",31
2017,"ER_H2O_IWRMD","Latvia","_T",64.25
2020,"ER_H2O_IWRMD","Latvia","_T",62
2017,"ER_H2O_IWRMD","Liechtenstein","_T",70
2020,"ER_H2O_IWRMD","Liechtenstein","_T",72
2017,"ER_H2O_IWRMD","Lithuania","_T",56.61806
2020,"ER_H2O_IWRMD","Lithuania","_T",61
2017,"ER_H2O_IWRMD","Luxembourg","_T",90.23413
2020,"ER_H2O_IWRMD","Luxembourg","_T",89
2017,"ER_H2O_IWRMD","Malta","_T",75.25
2020,"ER_H2O_IWRMD","Malta","_T",86
2017,"ER_H2O_IWRMD","Mexico","_T",49.47024
2020,"ER_H2O_IWRMD","Mexico","_T",42
2017,"ER_H2O_IWRMD","Republic of Moldova","_T",31.5846
2020,"ER_H2O_IWRMD","Republic of Moldova","_T",46
2017,"ER_H2O_IWRMD","Montenegro","_T",34.375
2020,"ER_H2O_IWRMD","Montenegro","_T",35
2020,"ER_H2O_IWRMD","North Macedonia","_T",33
2017,"ER_H2O_IWRMD","United Kingdom of Great Britain and Northern Ireland","_T",76.65873
2020,"ER_H2O_IWRMD","United Kingdom of Great Britain and Northern Ireland","_T",79
2017,"ER_H2O_IWRMD","Uzbekistan","_T",45.15404
2020,"ER_H2O_IWRMD","Uzbekistan","_T",48
2020,"ER_H2O_IWRMD","Uzbekistan","_T",48
