Year,SeriesCode,GeoAreaName,Age,Location,Sex,Value
2003,"SI_POV_DAY1","Azerbaijan","ALLAGE","ALLAREA","MALE",0.04382
2003,"SI_POV_DAY1","Azerbaijan","ALLAGE","RURAL","BOTHSEX",0.10915
2003,"SI_POV_DAY1","Azerbaijan","ALLAGE","URBAN","BOTHSEX",0
2003,"SI_POV_DAY1","Azerbaijan","ALLAGE","ALLAREA","BOTHSEX",0.1
2004,"SI_POV_DAY1","Azerbaijan","ALLAGE","RURAL","BOTHSEX",0
2004,"SI_POV_DAY1","Azerbaijan","ALLAGE","URBAN","BOTHSEX",0
2004,"SI_POV_DAY1","Azerbaijan","ALLAGE","ALLAREA","BOTHSEX",0
2004,"SI_POV_DAY1","Azerbaijan","<15Y","ALLAREA","BOTHSEX",0
2004,"SI_POV_DAY1","Azerbaijan","15-64","ALLAREA","BOTHSEX",0
2004,"SI_POV_DAY1","Azerbaijan","65+","ALLAREA","BOTHSEX",0
2004,"SI_POV_DAY1","Azerbaijan","ALLAGE","ALLAREA","FEMALE",0
2004,"SI_POV_DAY1","Azerbaijan","ALLAGE","ALLAREA","MALE",0
2005,"SI_POV_DAY1","Azerbaijan","ALLAGE","ALLAREA","FEMALE",0
2005,"SI_POV_DAY1","Azerbaijan","ALLAGE","ALLAREA","MALE",0
2005,"SI_POV_DAY1","Azerbaijan","ALLAGE","RURAL","BOTHSEX",0
2005,"SI_POV_DAY1","Azerbaijan","ALLAGE","URBAN","BOTHSEX",0
2005,"SI_POV_DAY1","Azerbaijan","15-64","ALLAREA","BOTHSEX",0
2005,"SI_POV_DAY1","Azerbaijan","<15Y","ALLAREA","BOTHSEX",0
2005,"SI_POV_DAY1","Azerbaijan","65+","ALLAREA","BOTHSEX",0
2005,"SI_POV_DAY1","Azerbaijan","ALLAGE","ALLAREA","BOTHSEX",0
2001,"SI_POV_DAY1","Australia","ALLAGE","ALLAREA","BOTHSEX",0.7
2003,"SI_POV_DAY1","Australia","ALLAGE","ALLAREA","BOTHSEX",1
2004,"SI_POV_DAY1","Australia","ALLAGE","ALLAREA","BOTHSEX",0.7
2008,"SI_POV_DAY1","Australia","ALLAGE","ALLAREA","BOTHSEX",0.4
2010,"SI_POV_DAY1","Australia","ALLAGE","ALLAREA","BOTHSEX",0.3
2014,"SI_POV_DAY1","Australia","ALLAGE","ALLAREA","BOTHSEX",0.5
2016,"SI_POV_DAY1","Australia","ALLAGE","ALLAREA","BOTHSEX",0.5
2018,"SI_POV_DAY1","Australia","ALLAGE","ALLAREA","BOTHSEX",0.5
2000,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","BOTHSEX",0
2003,"SI_POV_DAY1","Austria","ALLAGE","URBAN","BOTHSEX",0.34886
2003,"SI_POV_DAY1","Austria","15-64","ALLAREA","BOTHSEX",0.25542
2003,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","BOTHSEX",0.3
2003,"SI_POV_DAY1","Austria","<15Y","ALLAREA","BOTHSEX",0.041
2003,"SI_POV_DAY1","Austria","65+","ALLAREA","BOTHSEX",0.94947
2003,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","FEMALE",0.40399
2003,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","MALE",0.25644
2003,"SI_POV_DAY1","Austria","ALLAGE","RURAL","BOTHSEX",0.30771
2004,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","FEMALE",0.11502
2004,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","MALE",0.09438
2004,"SI_POV_DAY1","Austria","<15Y","ALLAREA","BOTHSEX",0.03601
2004,"SI_POV_DAY1","Austria","15-64","ALLAREA","BOTHSEX",0.1377
2004,"SI_POV_DAY1","Austria","65+","ALLAREA","BOTHSEX",0.03635
2004,"SI_POV_DAY1","Austria","ALLAGE","URBAN","BOTHSEX",0.08651
2004,"SI_POV_DAY1","Austria","ALLAGE","RURAL","BOTHSEX",0.13185
2004,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","BOTHSEX",0.1
2005,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","BOTHSEX",0.2
2005,"SI_POV_DAY1","Austria","15-64","ALLAREA","BOTHSEX",0.14821
2005,"SI_POV_DAY1","Austria","<15Y","ALLAREA","BOTHSEX",0.12493
2005,"SI_POV_DAY1","Austria","65+","ALLAREA","BOTHSEX",0.23949
2005,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","FEMALE",0.15442
2005,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","MALE",0.16676
2005,"SI_POV_DAY1","Austria","ALLAGE","RURAL","BOTHSEX",0.09387
2005,"SI_POV_DAY1","Austria","ALLAGE","URBAN","BOTHSEX",0.20418
2006,"SI_POV_DAY1","Austria","<15Y","ALLAREA","BOTHSEX",0.1509
2006,"SI_POV_DAY1","Austria","15-64","ALLAREA","BOTHSEX",0.09517
2006,"SI_POV_DAY1","Austria","65+","ALLAREA","BOTHSEX",0.05818
2006,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","FEMALE",0.14926
2006,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","MALE",0.04154
2006,"SI_POV_DAY1","Austria","ALLAGE","RURAL","BOTHSEX",0.06011
2006,"SI_POV_DAY1","Austria","ALLAGE","URBAN","BOTHSEX",0.12053
2006,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","BOTHSEX",0.1
2007,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","BOTHSEX",0.4
2007,"SI_POV_DAY1","Austria","<15Y","ALLAREA","BOTHSEX",0.30313
2007,"SI_POV_DAY1","Austria","15-64","ALLAREA","BOTHSEX",0.18864
2007,"SI_POV_DAY1","Austria","65+","ALLAREA","BOTHSEX",1.13335
2007,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","FEMALE",0.44209
2007,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","MALE",0.29909
2007,"SI_POV_DAY1","Austria","ALLAGE","RURAL","BOTHSEX",0.40851
2007,"SI_POV_DAY1","Austria","ALLAGE","URBAN","BOTHSEX",0.34917
2008,"SI_POV_DAY1","Austria","65+","ALLAREA","BOTHSEX",1.02347
2008,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","MALE",0.48532
2008,"SI_POV_DAY1","Austria","ALLAGE","URBAN","BOTHSEX",0.58026
2008,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","FEMALE",0.46692
2008,"SI_POV_DAY1","Austria","ALLAGE","RURAL","BOTHSEX",0.31112
2008,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","BOTHSEX",0.5
2019,"SI_POV_DAY1","Colombia","65+","ALLAREA","BOTHSEX",3.5735
2019,"SI_POV_DAY1","Colombia","15-64","ALLAREA","BOTHSEX",4.21647
2019,"SI_POV_DAY1","Colombia","<15Y","ALLAREA","BOTHSEX",8.63002
2020,"SI_POV_DAY1","Colombia","ALLAGE","ALLAREA","BOTHSEX",9.4
2020,"SI_POV_DAY1","Colombia","<15Y","ALLAREA","BOTHSEX",13.37584
2020,"SI_POV_DAY1","Colombia","15-64","ALLAREA","BOTHSEX",8.34692
2020,"SI_POV_DAY1","Colombia","65+","ALLAREA","BOTHSEX",5.64043
2020,"SI_POV_DAY1","Colombia","ALLAGE","ALLAREA","FEMALE",9.68754
2020,"SI_POV_DAY1","Colombia","ALLAGE","ALLAREA","MALE",9.02436
2004,"SI_POV_DAY1","Hungary","ALLAGE","ALLAREA","BOTHSEX",0.1
2004,"SI_POV_DAY1","Hungary","ALLAGE","URBAN","BOTHSEX",0.14269
2004,"SI_POV_DAY1","Hungary","ALLAGE","RURAL","BOTHSEX",0.28226
2004,"SI_POV_DAY1","Hungary","ALLAGE","ALLAREA","MALE",0.23797
2004,"SI_POV_DAY1","Hungary","ALLAGE","ALLAREA","FEMALE",0.17586
2004,"SI_POV_DAY1","Hungary","65+","ALLAREA","BOTHSEX",0.0468
2004,"SI_POV_DAY1","Hungary","<15Y","ALLAREA","BOTHSEX",0.08253
2004,"SI_POV_DAY1","Hungary","15-64","ALLAREA","BOTHSEX",0.26918
2005,"SI_POV_DAY1","Hungary","<15Y","ALLAREA","BOTHSEX",1.48397
2005,"SI_POV_DAY1","Hungary","15-64","ALLAREA","BOTHSEX",1.05153
2015,"SI_POV_DAY1","Republic of Moldova","65+","ALLAREA","BOTHSEX",0
2016,"SI_POV_DAY1","Republic of Moldova","ALLAGE","ALLAREA","MALE",0.11271
2016,"SI_POV_DAY1","Republic of Moldova","65+","ALLAREA","BOTHSEX",0
2016,"SI_POV_DAY1","Republic of Moldova","15-64","ALLAREA","BOTHSEX",0.07817
2016,"SI_POV_DAY1","Republic of Moldova","ALLAGE","URBAN","BOTHSEX",0
2016,"SI_POV_DAY1","Republic of Moldova","<15Y","ALLAREA","BOTHSEX",0.36759
2016,"SI_POV_DAY1","Republic of Moldova","ALLAGE","ALLAREA","FEMALE",0.11164
2016,"SI_POV_DAY1","Republic of Moldova","ALLAGE","ALLAREA","BOTHSEX",0.1
2016,"SI_POV_DAY1","Republic of Moldova","ALLAGE","RURAL","BOTHSEX",0.19076
2008,"SI_POV_DAY1","Austria","<15Y","ALLAREA","BOTHSEX",0.18921
2008,"SI_POV_DAY1","Austria","15-64","ALLAREA","BOTHSEX",0.39198
2009,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","BOTHSEX",0.7
2009,"SI_POV_DAY1","Austria","<15Y","ALLAREA","BOTHSEX",0.90264
2009,"SI_POV_DAY1","Austria","15-64","ALLAREA","BOTHSEX",0.5046
2009,"SI_POV_DAY1","Austria","65+","ALLAREA","BOTHSEX",1.0498
2009,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","FEMALE",0.72024
2009,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","MALE",0.58926
2009,"SI_POV_DAY1","Austria","ALLAGE","RURAL","BOTHSEX",0.36553
2020,"SI_POV_DAY1","Colombia","ALLAGE","RURAL","BOTHSEX",11.46899
2020,"SI_POV_DAY1","Colombia","ALLAGE","URBAN","BOTHSEX",8.74634
2021,"SI_POV_DAY1","Colombia","<15Y","ALLAREA","BOTHSEX",10.42029
2021,"SI_POV_DAY1","Colombia","15-64","ALLAREA","BOTHSEX",5.5469
2021,"SI_POV_DAY1","Colombia","65+","ALLAREA","BOTHSEX",4.02736
2021,"SI_POV_DAY1","Colombia","ALLAGE","ALLAREA","FEMALE",6.90738
2021,"SI_POV_DAY1","Colombia","ALLAGE","ALLAREA","MALE",6.31245
2021,"SI_POV_DAY1","Colombia","ALLAGE","RURAL","BOTHSEX",10.79803
2021,"SI_POV_DAY1","Colombia","ALLAGE","URBAN","BOTHSEX",5.41336
2009,"SI_POV_DAY1","Austria","ALLAGE","URBAN","BOTHSEX",0.84269
2010,"SI_POV_DAY1","Austria","ALLAGE","RURAL","BOTHSEX",0.44715
2010,"SI_POV_DAY1","Austria","ALLAGE","URBAN","BOTHSEX",0.51794
2010,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","FEMALE",0.52732
2010,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","BOTHSEX",0.5
2010,"SI_POV_DAY1","Austria","<15Y","ALLAREA","BOTHSEX",0.18607
2010,"SI_POV_DAY1","Austria","15-64","ALLAREA","BOTHSEX",0.37163
2010,"SI_POV_DAY1","Austria","65+","ALLAREA","BOTHSEX",1.1777
2010,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","MALE",0.45245
2021,"SI_POV_DAY1","Colombia","ALLAGE","ALLAREA","BOTHSEX",6.6
2000,"SI_POV_DAY1","Costa Rica","ALLAGE","ALLAREA","BOTHSEX",6.9
2001,"SI_POV_DAY1","Costa Rica","ALLAGE","ALLAREA","BOTHSEX",5.1
2002,"SI_POV_DAY1","Costa Rica","ALLAGE","ALLAREA","BOTHSEX",4.7
2003,"SI_POV_DAY1","Costa Rica","ALLAGE","ALLAREA","BOTHSEX",4.7
2004,"SI_POV_DAY1","Costa Rica","ALLAGE","ALLAREA","BOTHSEX",4.7
2005,"SI_POV_DAY1","Costa Rica","ALLAGE","ALLAREA","BOTHSEX",3.3
2006,"SI_POV_DAY1","Costa Rica","ALLAGE","ALLAREA","BOTHSEX",3.3
2007,"SI_POV_DAY1","Costa Rica","ALLAGE","ALLAREA","BOTHSEX",1.8
2008,"SI_POV_DAY1","Costa Rica","ALLAGE","ALLAREA","BOTHSEX",2.4
2009,"SI_POV_DAY1","Costa Rica","ALLAGE","ALLAREA","BOTHSEX",2.5
2010,"SI_POV_DAY1","Costa Rica","ALLAGE","ALLAREA","BOTHSEX",1.5
2010,"SI_POV_DAY1","Costa Rica","<15Y","ALLAREA","BOTHSEX",2.78547
2010,"SI_POV_DAY1","Costa Rica","15-64","ALLAREA","BOTHSEX",1.18477
2010,"SI_POV_DAY1","Costa Rica","65+","ALLAREA","BOTHSEX",0.26308
2010,"SI_POV_DAY1","Costa Rica","ALLAGE","ALLAREA","FEMALE",1.49263
2010,"SI_POV_DAY1","Costa Rica","ALLAGE","ALLAREA","MALE",1.48567
2010,"SI_POV_DAY1","Costa Rica","ALLAGE","RURAL","BOTHSEX",3.25227
2010,"SI_POV_DAY1","Costa Rica","ALLAGE","URBAN","BOTHSEX",0.82938
2011,"SI_POV_DAY1","Costa Rica","ALLAGE","URBAN","BOTHSEX",1.31341
2011,"SI_POV_DAY1","Costa Rica","ALLAGE","ALLAREA","BOTHSEX",1.8
2011,"SI_POV_DAY1","Costa Rica","<15Y","ALLAREA","BOTHSEX",3.42796
2011,"SI_POV_DAY1","Costa Rica","15-64","ALLAREA","BOTHSEX",1.33032
2011,"SI_POV_DAY1","Costa Rica","ALLAGE","RURAL","BOTHSEX",2.91726
2011,"SI_POV_DAY1","Costa Rica","ALLAGE","ALLAREA","MALE",1.80174
2011,"SI_POV_DAY1","Costa Rica","ALLAGE","ALLAREA","FEMALE",1.70122
2011,"SI_POV_DAY1","Costa Rica","65+","ALLAREA","BOTHSEX",0.59925
2012,"SI_POV_DAY1","Costa Rica","ALLAGE","ALLAREA","BOTHSEX",1.7
2012,"SI_POV_DAY1","Costa Rica","<15Y","ALLAREA","BOTHSEX",3.82038
2012,"SI_POV_DAY1","Costa Rica","15-64","ALLAREA","BOTHSEX",1.1787
2012,"SI_POV_DAY1","Costa Rica","65+","ALLAREA","BOTHSEX",0.17682
2012,"SI_POV_DAY1","Costa Rica","ALLAGE","ALLAREA","FEMALE",1.59122
2012,"SI_POV_DAY1","Costa Rica","ALLAGE","ALLAREA","MALE",1.75963
2012,"SI_POV_DAY1","Costa Rica","ALLAGE","RURAL","BOTHSEX",2.6018
2012,"SI_POV_DAY1","Costa Rica","ALLAGE","URBAN","BOTHSEX",1.32541
2013,"SI_POV_DAY1","Costa Rica","<15Y","ALLAREA","BOTHSEX",3.36946
2013,"SI_POV_DAY1","Costa Rica","15-64","ALLAREA","BOTHSEX",1.29713
2013,"SI_POV_DAY1","Costa Rica","65+","ALLAREA","BOTHSEX",0.25758
2013,"SI_POV_DAY1","Costa Rica","ALLAGE","ALLAREA","FEMALE",1.61113
2013,"SI_POV_DAY1","Costa Rica","ALLAGE","ALLAREA","MALE",1.67614
2013,"SI_POV_DAY1","Costa Rica","ALLAGE","RURAL","BOTHSEX",3.01004
2013,"SI_POV_DAY1","Costa Rica","ALLAGE","URBAN","BOTHSEX",1.12914
2013,"SI_POV_DAY1","Costa Rica","ALLAGE","ALLAREA","BOTHSEX",1.6
2014,"SI_POV_DAY1","Costa Rica","ALLAGE","ALLAREA","BOTHSEX",1.5
2014,"SI_POV_DAY1","Costa Rica","<15Y","ALLAREA","BOTHSEX",2.91153
2011,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","BOTHSEX",0.4
2011,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","FEMALE",0.45806
2011,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","MALE",0.37091
2011,"SI_POV_DAY1","Austria","ALLAGE","RURAL","BOTHSEX",0.33233
2011,"SI_POV_DAY1","Austria","ALLAGE","URBAN","BOTHSEX",0.47496
2011,"SI_POV_DAY1","Austria","<15Y","ALLAREA","BOTHSEX",0.08186
2011,"SI_POV_DAY1","Austria","15-64","ALLAREA","BOTHSEX",0.302
2011,"SI_POV_DAY1","Austria","65+","ALLAREA","BOTHSEX",1.07493
2012,"SI_POV_DAY1","Austria","ALLAGE","URBAN","BOTHSEX",0.67337
2012,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","BOTHSEX",0.6
2012,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","FEMALE",0.73006
2012,"SI_POV_DAY1","Austria","65+","ALLAREA","BOTHSEX",0.92984
2012,"SI_POV_DAY1","Austria","15-64","ALLAREA","BOTHSEX",0.54602
2012,"SI_POV_DAY1","Austria","<15Y","ALLAREA","BOTHSEX",0.59231
2012,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","MALE",0.51369
2012,"SI_POV_DAY1","Austria","ALLAGE","RURAL","BOTHSEX",0.5524
2013,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","BOTHSEX",0.3
2013,"SI_POV_DAY1","Austria","<15Y","ALLAREA","BOTHSEX",0.17057
2013,"SI_POV_DAY1","Austria","15-64","ALLAREA","BOTHSEX",0.29483
2013,"SI_POV_DAY1","Austria","65+","ALLAREA","BOTHSEX",0.61409
2013,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","FEMALE",0.46966
2013,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","MALE",0.20105
2013,"SI_POV_DAY1","Austria","ALLAGE","RURAL","BOTHSEX",0.27978
2013,"SI_POV_DAY1","Austria","ALLAGE","URBAN","BOTHSEX",0.37823
2014,"SI_POV_DAY1","Austria","<15Y","ALLAREA","BOTHSEX",0.10703
2014,"SI_POV_DAY1","Austria","15-64","ALLAREA","BOTHSEX",0.174
2014,"SI_POV_DAY1","Austria","65+","ALLAREA","BOTHSEX",0.48822
2014,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","FEMALE",0.22591
2014,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","MALE",0.22255
2014,"SI_POV_DAY1","Austria","ALLAGE","RURAL","BOTHSEX",0.16191
2014,"SI_POV_DAY1","Austria","ALLAGE","URBAN","BOTHSEX",0.26584
2014,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","BOTHSEX",0.2
2015,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","BOTHSEX",0.7
2015,"SI_POV_DAY1","Austria","<15Y","ALLAREA","BOTHSEX",1.15415
2015,"SI_POV_DAY1","Austria","15-64","ALLAREA","BOTHSEX",0.70652
2015,"SI_POV_DAY1","Austria","65+","ALLAREA","BOTHSEX",0.40122
2015,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","FEMALE",0.81623
2015,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","MALE",0.59848
2015,"SI_POV_DAY1","Austria","ALLAGE","RURAL","BOTHSEX",0.82462
2015,"SI_POV_DAY1","Austria","ALLAGE","URBAN","BOTHSEX",0.63117
2016,"SI_POV_DAY1","Austria","15-64","ALLAREA","BOTHSEX",0.71421
2016,"SI_POV_DAY1","Austria","65+","ALLAREA","BOTHSEX",0.20785
2016,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","FEMALE",0.78379
2016,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","MALE",0.54067
2016,"SI_POV_DAY1","Austria","ALLAGE","RURAL","BOTHSEX",0.87947
2016,"SI_POV_DAY1","Austria","ALLAGE","URBAN","BOTHSEX",0.52627
2016,"SI_POV_DAY1","Austria","<15Y","ALLAREA","BOTHSEX",1.06235
2016,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","BOTHSEX",0.7
2017,"SI_POV_DAY1","Austria","15-64","ALLAREA","BOTHSEX",0.36626
2017,"SI_POV_DAY1","Austria","65+","ALLAREA","BOTHSEX",0.30891
2017,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","FEMALE",0.24241
2017,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","MALE",0.3962
2017,"SI_POV_DAY1","Austria","ALLAGE","URBAN","BOTHSEX",0.32935
2017,"SI_POV_DAY1","Austria","ALLAGE","RURAL","BOTHSEX",0.29985
2017,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","BOTHSEX",0.3
2017,"SI_POV_DAY1","Austria","<15Y","ALLAREA","BOTHSEX",0.09013
2018,"SI_POV_DAY1","Austria","<15Y","ALLAREA","BOTHSEX",0.47429
2018,"SI_POV_DAY1","Austria","15-64","ALLAREA","BOTHSEX",0.45681
2018,"SI_POV_DAY1","Austria","65+","ALLAREA","BOTHSEX",1.08492
2018,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","FEMALE",0.57303
2018,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","MALE",0.57944
2018,"SI_POV_DAY1","Austria","ALLAGE","RURAL","BOTHSEX",0.78777
2018,"SI_POV_DAY1","Austria","ALLAGE","URBAN","BOTHSEX",0.44368
2018,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","BOTHSEX",0.6
2019,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","FEMALE",0.62272
2019,"SI_POV_DAY1","Austria","65+","ALLAREA","BOTHSEX",0.78166
2019,"SI_POV_DAY1","Austria","ALLAGE","URBAN","BOTHSEX",0.67748
2019,"SI_POV_DAY1","Austria","ALLAGE","RURAL","BOTHSEX",0.68613
2019,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","BOTHSEX",0.6
2019,"SI_POV_DAY1","Austria","<15Y","ALLAREA","BOTHSEX",0.73991
2019,"SI_POV_DAY1","Austria","15-64","ALLAREA","BOTHSEX",0.64081
2019,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","MALE",0.74055
2020,"SI_POV_DAY1","Austria","<15Y","ALLAREA","BOTHSEX",0.56366
2020,"SI_POV_DAY1","Austria","15-64","ALLAREA","BOTHSEX",0.6761
2020,"SI_POV_DAY1","Austria","65+","ALLAREA","BOTHSEX",0.81799
2020,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","FEMALE",0.62485
2020,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","MALE",0.75294
2020,"SI_POV_DAY1","Austria","ALLAGE","RURAL","BOTHSEX",0.92855
2020,"SI_POV_DAY1","Austria","ALLAGE","URBAN","BOTHSEX",0.53522
2020,"SI_POV_DAY1","Austria","ALLAGE","ALLAREA","BOTHSEX",0.7
2001,"SI_POV_DAY1","Armenia","ALLAGE","ALLAREA","BOTHSEX",14
2002,"SI_POV_DAY1","Armenia","ALLAGE","ALLAREA","BOTHSEX",10
2003,"SI_POV_DAY1","Armenia","ALLAGE","ALLAREA","BOTHSEX",7.5
2004,"SI_POV_DAY1","Armenia","ALLAGE","ALLAREA","BOTHSEX",5.3
2005,"SI_POV_DAY1","Armenia","ALLAGE","ALLAREA","BOTHSEX",2.6
2006,"SI_POV_DAY1","Armenia","ALLAGE","ALLAREA","BOTHSEX",2
2007,"SI_POV_DAY1","Armenia","ALLAGE","ALLAREA","BOTHSEX",1.5
2008,"SI_POV_DAY1","Armenia","ALLAGE","ALLAREA","BOTHSEX",0.9
2009,"SI_POV_DAY1","Armenia","ALLAGE","ALLAREA","BOTHSEX",1.2
2010,"SI_POV_DAY1","Armenia","ALLAGE","ALLAREA","BOTHSEX",1
2011,"SI_POV_DAY1","Armenia","ALLAGE","ALLAREA","BOTHSEX",1.2
2012,"SI_POV_DAY1","Armenia","ALLAGE","ALLAREA","BOTHSEX",0.8
2013,"SI_POV_DAY1","Armenia","ALLAGE","ALLAREA","BOTHSEX",1.7
2014,"SI_POV_DAY1","Armenia","ALLAGE","ALLAREA","BOTHSEX",1.4
2015,"SI_POV_DAY1","Armenia","ALLAGE","ALLAREA","BOTHSEX",1.1
2016,"SI_POV_DAY1","Armenia","ALLAGE","ALLAREA","BOTHSEX",1.1
2017,"SI_POV_DAY1","Armenia","ALLAGE","ALLAREA","BOTHSEX",0.8
2018,"SI_POV_DAY1","Armenia","ALLAGE","ALLAREA","BOTHSEX",1.3
2019,"SI_POV_DAY1","Armenia","ALLAGE","ALLAREA","FEMALE",1.03379
2019,"SI_POV_DAY1","Armenia","ALLAGE","ALLAREA","MALE",1.02594
2019,"SI_POV_DAY1","Armenia","ALLAGE","RURAL","BOTHSEX",1.46279
2019,"SI_POV_DAY1","Armenia","ALLAGE","URBAN","BOTHSEX",0.75435
2019,"SI_POV_DAY1","Armenia","<15Y","ALLAREA","BOTHSEX",1.75916
