Year,SeriesCode,GeoAreaName,Type of product,Value
2011,"TM_TAX_DPRF","Chile","IND",0.21664
2011,"TM_TAX_DPRF","Chile","CLO",0.12506
2011,"TM_TAX_DPRF","Chile","ARM",0
2011,"TM_TAX_DPRF","Chile","AGR",3.68892
2011,"TM_TAX_DPRF","Chile","ALP",0.85795
2011,"TM_TAX_DPRF","Chile","TEX",0.05427
2012,"TM_TAX_DPRF","Chile","CLO",0.12506
2012,"TM_TAX_DPRF","Chile","ARM",0
2012,"TM_TAX_DPRF","Chile","ALP",0.77277
2012,"TM_TAX_DPRF","Chile","AGR",3.23007
2012,"TM_TAX_DPRF","Chile","TEX",0.05309
2012,"TM_TAX_DPRF","Chile","OIL",0
2012,"TM_TAX_DPRF","Chile","IND",0.17288
2013,"TM_TAX_DPRF","Chile","TEX",0.05336
2013,"TM_TAX_DPRF","Chile","OIL",0
2013,"TM_TAX_DPRF","Chile","IND",0.15498
2013,"TM_TAX_DPRF","Chile","CLO",0.12506
2013,"TM_TAX_DPRF","Chile","ARM",0
2013,"TM_TAX_DPRF","Chile","AGR",3.47412
2013,"TM_TAX_DPRF","Chile","ALP",0.79775
2014,"TM_TAX_DPRF","Chile","AGR",3.21447
2014,"TM_TAX_DPRF","Chile","TEX",0.05064
2014,"TM_TAX_DPRF","Chile","OIL",0
2018,"TM_TAX_DPRF","Armenia","IND",0.45099
2019,"TM_TAX_DPRF","Armenia","AGR",4.46494
2019,"TM_TAX_DPRF","Armenia","TEX",1.04172
2019,"TM_TAX_DPRF","Armenia","IND",0.44698
2019,"TM_TAX_DPRF","Armenia","CLO",8.93254
2019,"TM_TAX_DPRF","Armenia","ALP",1.02897
2020,"TM_TAX_DPRF","Armenia","CLO",8.93172
2020,"TM_TAX_DPRF","Armenia","AGR",4.46692
2020,"TM_TAX_DPRF","Armenia","ALP",1.02869
2005,"TM_TAX_DPRF","Denmark","CLO",11.38858
2005,"TM_TAX_DPRF","Denmark","ARM",1.84872
2005,"TM_TAX_DPRF","Denmark","ALP",2.6536
2005,"TM_TAX_DPRF","Denmark","AGR",24.87687
2010,"TM_TAX_DPRF","Denmark","ALP",2.49205
2010,"TM_TAX_DPRF","Denmark","AGR",24.59338
2010,"TM_TAX_DPRF","Denmark","TEX",5.33813
2010,"TM_TAX_DPRF","Denmark","OIL",0
2010,"TM_TAX_DPRF","Denmark","IND",0.8979
2014,"TM_TAX_DPRF","Chile","IND",0.13807
2014,"TM_TAX_DPRF","Chile","CLO",0.12506
2014,"TM_TAX_DPRF","Chile","ARM",0
2014,"TM_TAX_DPRF","Chile","ALP",0.73393
2015,"TM_TAX_DPRF","Chile","TEX",0.00042
2015,"TM_TAX_DPRF","Chile","OIL",0
2015,"TM_TAX_DPRF","Chile","IND",0.12731
2015,"TM_TAX_DPRF","Chile","CLO",0
2015,"TM_TAX_DPRF","Chile","ARM",0
2010,"TM_TAX_DPRF","Albania","ARM",0.63883
2010,"TM_TAX_DPRF","Albania","ALP",2.18129
2010,"TM_TAX_DPRF","Albania","CLO",8.36317
2011,"TM_TAX_DPRF","Albania","TEX",6.61929
2011,"TM_TAX_DPRF","Albania","OIL",0
2011,"TM_TAX_DPRF","Albania","IND",0.88616
2011,"TM_TAX_DPRF","Albania","CLO",8.30201
2011,"TM_TAX_DPRF","Albania","ARM",0.63883
2011,"TM_TAX_DPRF","Albania","ALP",2.1792
2015,"TM_TAX_DPRF","Chile","ALP",0.67434
2015,"TM_TAX_DPRF","Chile","AGR",3.02641
2016,"TM_TAX_DPRF","Chile","CLO",0
2016,"TM_TAX_DPRF","Chile","AGR",3.57226
2016,"TM_TAX_DPRF","Chile","ALP",0.71842
2016,"TM_TAX_DPRF","Chile","ARM",0
2016,"TM_TAX_DPRF","Chile","IND",0.12744
2016,"TM_TAX_DPRF","Chile","TEX",0.00042
2016,"TM_TAX_DPRF","Chile","OIL",0
2017,"TM_TAX_DPRF","Chile","TEX",0.00114
2017,"TM_TAX_DPRF","Chile","OIL",0
2017,"TM_TAX_DPRF","Chile","IND",0.17447
2017,"TM_TAX_DPRF","Chile","CLO",0
2017,"TM_TAX_DPRF","Chile","ARM",0
2017,"TM_TAX_DPRF","Chile","ALP",0.69832
2017,"TM_TAX_DPRF","Chile","AGR",2.8653
2018,"TM_TAX_DPRF","Chile","TEX",0.00042
2018,"TM_TAX_DPRF","Chile","CLO",0
2010,"TM_TAX_DPRF","Denmark","CLO",11.33852
2010,"TM_TAX_DPRF","Denmark","ARM",1.85772
2011,"TM_TAX_DPRF","Denmark","AGR",24.58269
2011,"TM_TAX_DPRF","Denmark","ARM",1.85772
2011,"TM_TAX_DPRF","Denmark","TEX",5.30989
2011,"TM_TAX_DPRF","Denmark","OIL",0
2011,"TM_TAX_DPRF","Denmark","IND",0.89264
2011,"TM_TAX_DPRF","Denmark","CLO",11.33544
2011,"TM_TAX_DPRF","Denmark","ALP",2.48626
2011,"TM_TAX_DPRF","Albania","AGR",1.80351
2012,"TM_TAX_DPRF","Albania","IND",1.34192
2012,"TM_TAX_DPRF","Albania","CLO",8.27934
2012,"TM_TAX_DPRF","Albania","ARM",0.63883
2012,"TM_TAX_DPRF","Albania","ALP",2.67954
2012,"TM_TAX_DPRF","Albania","AGR",1.83466
2012,"TM_TAX_DPRF","Albania","TEX",5.9328
2012,"TM_TAX_DPRF","Albania","OIL",0
2013,"TM_TAX_DPRF","Albania","CLO",8.27775
2012,"TM_TAX_DPRF","Denmark","AGR",10.68152
2012,"TM_TAX_DPRF","Denmark","TEX",5.3252
2012,"TM_TAX_DPRF","Denmark","OIL",0
2012,"TM_TAX_DPRF","Denmark","IND",0.9595
2012,"TM_TAX_DPRF","Denmark","CLO",11.34956
2012,"TM_TAX_DPRF","Denmark","ARM",1.86031
2012,"TM_TAX_DPRF","Denmark","ALP",1.85941
2013,"TM_TAX_DPRF","Denmark","TEX",5.30483
2013,"TM_TAX_DPRF","Denmark","OIL",0
2013,"TM_TAX_DPRF","Albania","ARM",0.63883
2013,"TM_TAX_DPRF","Albania","ALP",2.36399
2013,"TM_TAX_DPRF","Albania","AGR",1.84017
2013,"TM_TAX_DPRF","Albania","OIL",0
2013,"TM_TAX_DPRF","Albania","TEX",6.08267
2013,"TM_TAX_DPRF","Albania","IND",0.97555
2014,"TM_TAX_DPRF","Albania","CLO",8.27942
2014,"TM_TAX_DPRF","Albania","ARM",0.63883
2014,"TM_TAX_DPRF","Albania","ALP",2.70402
2018,"TM_TAX_DPRF","Chile","ARM",0
2018,"TM_TAX_DPRF","Chile","ALP",0.65168
2018,"TM_TAX_DPRF","Chile","AGR",2.75567
2018,"TM_TAX_DPRF","Chile","OIL",0
2018,"TM_TAX_DPRF","Chile","IND",0.13955
2019,"TM_TAX_DPRF","Chile","IND",0.13927
2019,"TM_TAX_DPRF","Chile","CLO",0
2019,"TM_TAX_DPRF","Chile","ARM",0
2019,"TM_TAX_DPRF","Chile","ALP",0.64879
2013,"TM_TAX_DPRF","Denmark","IND",0.95179
2013,"TM_TAX_DPRF","Denmark","CLO",11.33317
2013,"TM_TAX_DPRF","Denmark","ARM",1.86031
2013,"TM_TAX_DPRF","Denmark","ALP",2.51904
2013,"TM_TAX_DPRF","Denmark","AGR",24.34007
2014,"TM_TAX_DPRF","Denmark","ARM",1.86031
2014,"TM_TAX_DPRF","Denmark","ALP",2.53446
2014,"TM_TAX_DPRF","Denmark","AGR",24.33721
2014,"TM_TAX_DPRF","Denmark","IND",0.96909
2014,"TM_TAX_DPRF","Albania","AGR",1.84593
2014,"TM_TAX_DPRF","Albania","TEX",5.98665
2014,"TM_TAX_DPRF","Albania","OIL",0
2014,"TM_TAX_DPRF","Albania","IND",1.36792
2015,"TM_TAX_DPRF","Albania","ARM",0.63883
2015,"TM_TAX_DPRF","Albania","ALP",2.33125
2015,"TM_TAX_DPRF","Albania","AGR",1.84162
2015,"TM_TAX_DPRF","Albania","TEX",5.92544
2015,"TM_TAX_DPRF","Albania","OIL",0
2014,"TM_TAX_DPRF","Denmark","OIL",0
2014,"TM_TAX_DPRF","Denmark","CLO",11.35057
2014,"TM_TAX_DPRF","Denmark","TEX",5.27713
2015,"TM_TAX_DPRF","Denmark","ALP",2.61326
2015,"TM_TAX_DPRF","Denmark","AGR",24.31699
2015,"TM_TAX_DPRF","Denmark","TEX",5.58854
2015,"TM_TAX_DPRF","Denmark","OIL",0
2015,"TM_TAX_DPRF","Denmark","IND",1.05298
2015,"TM_TAX_DPRF","Denmark","CLO",11.24517
2015,"TM_TAX_DPRF","Albania","IND",0.96088
2015,"TM_TAX_DPRF","Albania","CLO",8.219
2016,"TM_TAX_DPRF","Albania","OIL",0
2016,"TM_TAX_DPRF","Albania","IND",0.95976
2016,"TM_TAX_DPRF","Albania","CLO",8.219
2016,"TM_TAX_DPRF","Albania","ARM",0.63883
2016,"TM_TAX_DPRF","Albania","ALP",2.33053
2016,"TM_TAX_DPRF","Albania","TEX",5.93173
2016,"TM_TAX_DPRF","Albania","AGR",1.84292
2019,"TM_TAX_DPRF","Chile","AGR",2.70469
2019,"TM_TAX_DPRF","Chile","TEX",0.00042
2019,"TM_TAX_DPRF","Chile","OIL",0
2020,"TM_TAX_DPRF","Chile","AGR",3.06891
2020,"TM_TAX_DPRF","Chile","OIL",0
2020,"TM_TAX_DPRF","Chile","IND",0.1385
2020,"TM_TAX_DPRF","Chile","CLO",0
2020,"TM_TAX_DPRF","Chile","ARM",0
2020,"TM_TAX_DPRF","Chile","ALP",0.67626
2017,"TM_TAX_DPRF","Albania","CLO",8.1286
2017,"TM_TAX_DPRF","Albania","AGR",1.19111
2017,"TM_TAX_DPRF","Albania","ALP",2.64791
2017,"TM_TAX_DPRF","Albania","ARM",0.63883
2017,"TM_TAX_DPRF","Albania","IND",1.30223
2017,"TM_TAX_DPRF","Albania","TEX",5.84775
2017,"TM_TAX_DPRF","Albania","OIL",0
2018,"TM_TAX_DPRF","Albania","ALP",2.33984
2018,"TM_TAX_DPRF","Albania","AGR",1.1977
2018,"TM_TAX_DPRF","Albania","TEX",5.91306
2018,"TM_TAX_DPRF","Albania","OIL",0
2018,"TM_TAX_DPRF","Albania","IND",0.94066
2018,"TM_TAX_DPRF","Albania","CLO",8.21018
2018,"TM_TAX_DPRF","Albania","ARM",0.63883
2019,"TM_TAX_DPRF","Albania","ARM",0.63883
2019,"TM_TAX_DPRF","Albania","ALP",2.32033
2019,"TM_TAX_DPRF","Albania","AGR",1.22639
2019,"TM_TAX_DPRF","Albania","TEX",5.95927
2019,"TM_TAX_DPRF","Albania","OIL",0
2019,"TM_TAX_DPRF","Albania","IND",0.94497
2019,"TM_TAX_DPRF","Albania","CLO",8.21062
2020,"TM_TAX_DPRF","Albania","IND",0.94462
2020,"TM_TAX_DPRF","Albania","CLO",8.2106
2020,"TM_TAX_DPRF","Albania","ARM",0.63883
2020,"TM_TAX_DPRF","Albania","ALP",2.31894
2020,"TM_TAX_DPRF","Albania","AGR",1.22653
2020,"TM_TAX_DPRF","Albania","OIL",0
2020,"TM_TAX_DPRF","Chile","TEX",0.00042
2021,"TM_TAX_DPRF","Chile","CLO",0
2021,"TM_TAX_DPRF","Chile","ARM",0
2021,"TM_TAX_DPRF","Chile","AGR",2.66168
2021,"TM_TAX_DPRF","Chile","ALP",0.64237
2021,"TM_TAX_DPRF","Chile","TEX",0.00042
2021,"TM_TAX_DPRF","Chile","OIL",0
2021,"TM_TAX_DPRF","Chile","IND",0.1385
2000,"TM_TAX_DPRF","China","TEX",6.24146
2015,"TM_TAX_DPRF","Denmark","ARM",1.86031
2016,"TM_TAX_DPRF","Denmark","TEX",5.6021
2016,"TM_TAX_DPRF","Denmark","OIL",0
2016,"TM_TAX_DPRF","Denmark","IND",1.02792
2016,"TM_TAX_DPRF","Denmark","CLO",11.24515
2016,"TM_TAX_DPRF","Denmark","ARM",1.86031
2016,"TM_TAX_DPRF","Denmark","ALP",2.58978
2016,"TM_TAX_DPRF","Denmark","AGR",24.33421
2017,"TM_TAX_DPRF","Denmark","CLO",10.36508
2000,"TM_TAX_DPRF","China","OIL",0.29983
2000,"TM_TAX_DPRF","China","IND",1.91228
2000,"TM_TAX_DPRF","China","CLO",10.85551
2000,"TM_TAX_DPRF","China","ARM",2.34854
2000,"TM_TAX_DPRF","China","ALP",2.74508
2000,"TM_TAX_DPRF","China","AGR",9.4465
2005,"TM_TAX_DPRF","China","ALP",2.66662
2005,"TM_TAX_DPRF","China","AGR",10.78301
2005,"TM_TAX_DPRF","China","TEX",5.54379
2017,"TM_TAX_DPRF","Denmark","ARM",1.23664
2017,"TM_TAX_DPRF","Denmark","ALP",1.7306
2017,"TM_TAX_DPRF","Denmark","AGR",10.82999
2017,"TM_TAX_DPRF","Denmark","TEX",4.4378
2017,"TM_TAX_DPRF","Denmark","OIL",0
2017,"TM_TAX_DPRF","Denmark","IND",0.84849
2018,"TM_TAX_DPRF","Denmark","AGR",24.20242
2018,"TM_TAX_DPRF","Denmark","ALP",2.42844
2018,"TM_TAX_DPRF","Denmark","CLO",10.57359
2020,"TM_TAX_DPRF","Albania","TEX",5.91448
2021,"TM_TAX_DPRF","Albania","TEX",5.91584
2021,"TM_TAX_DPRF","Albania","OIL",0
2021,"TM_TAX_DPRF","Albania","IND",0.94431
2021,"TM_TAX_DPRF","Albania","CLO",8.21029
2021,"TM_TAX_DPRF","Albania","ARM",0.63883
2021,"TM_TAX_DPRF","Albania","AGR",1.22646
2021,"TM_TAX_DPRF","Albania","ALP",2.31867
2000,"TM_TAX_DPRF","Azerbaijan","ALP",1.21036
2005,"TM_TAX_DPRF","China","IND",1.9221
2005,"TM_TAX_DPRF","China","ARM",2.34734
2005,"TM_TAX_DPRF","China","CLO",10.69293
2005,"TM_TAX_DPRF","China","OIL",0.16938
2010,"TM_TAX_DPRF","China","TEX",5.44768
2010,"TM_TAX_DPRF","China","OIL",0
2010,"TM_TAX_DPRF","China","IND",1.5217
2010,"TM_TAX_DPRF","China","CLO",10.65005
2010,"TM_TAX_DPRF","China","ARM",2.35626
2018,"TM_TAX_DPRF","Denmark","TEX",4.61293
2018,"TM_TAX_DPRF","Denmark","OIL",0
2018,"TM_TAX_DPRF","Denmark","IND",0.88798
2018,"TM_TAX_DPRF","Denmark","ARM",1.272
2019,"TM_TAX_DPRF","Denmark","OIL",0
2019,"TM_TAX_DPRF","Denmark","IND",0.77238
2019,"TM_TAX_DPRF","Denmark","CLO",8.53371
2019,"TM_TAX_DPRF","Denmark","ARM",0.24848
2019,"TM_TAX_DPRF","Denmark","ALP",1.59185
2010,"TM_TAX_DPRF","China","ALP",2.25853
2010,"TM_TAX_DPRF","China","AGR",10.63415
2011,"TM_TAX_DPRF","China","OIL",0
2011,"TM_TAX_DPRF","China","IND",1.54607
2011,"TM_TAX_DPRF","China","CLO",10.66618
2011,"TM_TAX_DPRF","China","ARM",2.35707
2011,"TM_TAX_DPRF","China","ALP",2.2825
2011,"TM_TAX_DPRF","China","TEX",5.63135
2011,"TM_TAX_DPRF","China","AGR",10.62345
2000,"TM_TAX_DPRF","Azerbaijan","ARM",1.32714
2000,"TM_TAX_DPRF","Azerbaijan","AGR",1.84434
2000,"TM_TAX_DPRF","Azerbaijan","TEX",2.43225
2000,"TM_TAX_DPRF","Azerbaijan","OIL",0.29983
2000,"TM_TAX_DPRF","Azerbaijan","IND",2.47239
2000,"TM_TAX_DPRF","Azerbaijan","CLO",10.78285
2005,"TM_TAX_DPRF","Azerbaijan","TEX",3.35851
2005,"TM_TAX_DPRF","Azerbaijan","OIL",0.16938
2005,"TM_TAX_DPRF","Azerbaijan","IND",1.26339
2012,"TM_TAX_DPRF","China","TEX",5.60952
2012,"TM_TAX_DPRF","China","ARM",2.39155
2012,"TM_TAX_DPRF","China","ALP",2.37097
2012,"TM_TAX_DPRF","China","AGR",10.08058
2012,"TM_TAX_DPRF","China","OIL",0
2012,"TM_TAX_DPRF","China","IND",1.70419
2012,"TM_TAX_DPRF","China","CLO",10.67652
2013,"TM_TAX_DPRF","China","AGR",9.98027
2013,"TM_TAX_DPRF","China","ARM",2.39155
2005,"TM_TAX_DPRF","Azerbaijan","CLO",10.54395
2005,"TM_TAX_DPRF","Azerbaijan","ARM",1.44031
2005,"TM_TAX_DPRF","Azerbaijan","ALP",0.64924
2005,"TM_TAX_DPRF","Azerbaijan","AGR",1.65378
2010,"TM_TAX_DPRF","Azerbaijan","ARM",0.78572
2010,"TM_TAX_DPRF","Azerbaijan","ALP",0.26103
2010,"TM_TAX_DPRF","Azerbaijan","AGR",1.65574
2010,"TM_TAX_DPRF","Azerbaijan","TEX",1.10752
2010,"TM_TAX_DPRF","Azerbaijan","OIL",0
2019,"TM_TAX_DPRF","Denmark","TEX",3.62707
2019,"TM_TAX_DPRF","Denmark","AGR",9.43225
2020,"TM_TAX_DPRF","Denmark","AGR",9.29828
2020,"TM_TAX_DPRF","Denmark","TEX",3.62474
2020,"TM_TAX_DPRF","Denmark","OIL",0
2020,"TM_TAX_DPRF","Denmark","IND",0.7627
2020,"TM_TAX_DPRF","Denmark","CLO",8.53367
2020,"TM_TAX_DPRF","Denmark","ARM",0.24848
2020,"TM_TAX_DPRF","Denmark","ALP",1.57579
2010,"TM_TAX_DPRF","Azerbaijan","IND",0.53599
2010,"TM_TAX_DPRF","Azerbaijan","CLO",7.52037
2011,"TM_TAX_DPRF","Azerbaijan","CLO",7.52037
2011,"TM_TAX_DPRF","Azerbaijan","ARM",0.78652
2011,"TM_TAX_DPRF","Azerbaijan","ALP",0.24195
2011,"TM_TAX_DPRF","Azerbaijan","AGR",1.65536
2011,"TM_TAX_DPRF","Azerbaijan","IND",0.49037
2011,"TM_TAX_DPRF","Azerbaijan","OIL",0
2011,"TM_TAX_DPRF","Azerbaijan","TEX",1.13017
2013,"TM_TAX_DPRF","China","ALP",2.26693
2013,"TM_TAX_DPRF","China","TEX",5.61324
2013,"TM_TAX_DPRF","China","OIL",0
2013,"TM_TAX_DPRF","China","IND",1.55562
2013,"TM_TAX_DPRF","China","CLO",10.65792
2014,"TM_TAX_DPRF","China","OIL",0
2014,"TM_TAX_DPRF","China","IND",1.68561
2014,"TM_TAX_DPRF","China","CLO",10.65075
2014,"TM_TAX_DPRF","China","ARM",2.39155
2012,"TM_TAX_DPRF","Azerbaijan","TEX",1.12889
2012,"TM_TAX_DPRF","Azerbaijan","OIL",0
2012,"TM_TAX_DPRF","Azerbaijan","IND",0.49799
2012,"TM_TAX_DPRF","Azerbaijan","CLO",7.52039
2012,"TM_TAX_DPRF","Azerbaijan","ARM",0.63054
2012,"TM_TAX_DPRF","Azerbaijan","AGR",1.62241
2012,"TM_TAX_DPRF","Azerbaijan","ALP",0.24561
2013,"TM_TAX_DPRF","Azerbaijan","ALP",0.26198
2013,"TM_TAX_DPRF","Azerbaijan","AGR",1.65303
2014,"TM_TAX_DPRF","China","ALP",2.34484
2014,"TM_TAX_DPRF","China","AGR",11.03464
2014,"TM_TAX_DPRF","China","TEX",5.59811
2015,"TM_TAX_DPRF","China","CLO",11.27915
2015,"TM_TAX_DPRF","China","ARM",2.39248
2015,"TM_TAX_DPRF","China","ALP",2.79757
2015,"TM_TAX_DPRF","China","AGR",11.54831
2015,"TM_TAX_DPRF","China","TEX",6.81079
2015,"TM_TAX_DPRF","China","OIL",0
2013,"TM_TAX_DPRF","Azerbaijan","TEX",1.12838
2013,"TM_TAX_DPRF","Azerbaijan","OIL",0
2013,"TM_TAX_DPRF","Azerbaijan","IND",0.53639
2013,"TM_TAX_DPRF","Azerbaijan","CLO",7.51943
2013,"TM_TAX_DPRF","Azerbaijan","ARM",0.63054
2014,"TM_TAX_DPRF","Azerbaijan","TEX",3.74748
2014,"TM_TAX_DPRF","Azerbaijan","OIL",0
2014,"TM_TAX_DPRF","Azerbaijan","IND",0.95399
2014,"TM_TAX_DPRF","Azerbaijan","CLO",11.15519
2021,"TM_TAX_DPRF","Denmark","CLO",8.53369
2021,"TM_TAX_DPRF","Denmark","IND",0.76221
2021,"TM_TAX_DPRF","Denmark","ARM",0.24847
2021,"TM_TAX_DPRF","Denmark","ALP",1.57925
2021,"TM_TAX_DPRF","Denmark","AGR",9.35265
2021,"TM_TAX_DPRF","Denmark","OIL",0
2021,"TM_TAX_DPRF","Denmark","TEX",3.62497
2000,"TM_TAX_DPRF","Estonia","CLO",11.86175
2000,"TM_TAX_DPRF","Estonia","ARM",0.61726
2014,"TM_TAX_DPRF","Azerbaijan","ARM",0.63054
2014,"TM_TAX_DPRF","Azerbaijan","ALP",0.50109
2014,"TM_TAX_DPRF","Azerbaijan","AGR",3.34275
2015,"TM_TAX_DPRF","Azerbaijan","ARM",0.63054
2015,"TM_TAX_DPRF","Azerbaijan","IND",0.82438
2015,"TM_TAX_DPRF","Azerbaijan","CLO",11.06165
2015,"TM_TAX_DPRF","Azerbaijan","TEX",3.77213
2015,"TM_TAX_DPRF","Azerbaijan","OIL",0
2015,"TM_TAX_DPRF","Azerbaijan","AGR",3.32803
2020,"TM_TAX_DPRF","Armenia","IND",0.44695
2020,"TM_TAX_DPRF","Armenia","TEX",1.04168
2021,"TM_TAX_DPRF","Armenia","TEX",1.04211
2021,"TM_TAX_DPRF","Armenia","IND",0.44711
2021,"TM_TAX_DPRF","Armenia","CLO",8.93249
2021,"TM_TAX_DPRF","Armenia","ALP",1.02883
2021,"TM_TAX_DPRF","Armenia","AGR",4.46209
2000,"TM_TAX_DPRF","Belgium","ARM",1.7826
2000,"TM_TAX_DPRF","Belgium","ALP",2.05715
2000,"TM_TAX_DPRF","Estonia","ALP",1.98371
2000,"TM_TAX_DPRF","Estonia","AGR",28.94729
2000,"TM_TAX_DPRF","Estonia","TEX",6.98393
2000,"TM_TAX_DPRF","Estonia","OIL",0.24362
2000,"TM_TAX_DPRF","Estonia","IND",1.24195
2005,"TM_TAX_DPRF","Estonia","AGR",14.9168
2005,"TM_TAX_DPRF","Estonia","ALP",1.36496
2005,"TM_TAX_DPRF","Estonia","ARM",2.33107
2005,"TM_TAX_DPRF","Estonia","TEX",4.29918
2015,"TM_TAX_DPRF","Azerbaijan","ALP",0.44762
2016,"TM_TAX_DPRF","Azerbaijan","AGR",3.32061
2016,"TM_TAX_DPRF","Azerbaijan","TEX",3.94299
