Year,SeriesCode,GeoAreaName,Bioclimatic belt,Land cover,Value
2000,"ER_MTN_GRNCOV","Albania","MONTANE","TERRESTRIAL_BARREN",300.17
2000,"ER_MTN_GRNCOV","Albania","MONTANE","HERB_AQUA_FLOOD",10.28
2000,"ER_MTN_GRNCOV","Albania","REMAIN_MOUNT","CROPLAND",178.21
2000,"ER_MTN_GRNCOV","Albania","TOTAL","CROPLAND",8590.29
2000,"ER_MTN_GRNCOV","Albania","TOTAL","INLAND_WATER",179.09
2000,"ER_MTN_GRNCOV","Albania","ALPINE","MGCI",6.25
2000,"ER_MTN_GRNCOV","Albania","REMAIN_MOUNT","MGCI",218.4
2000,"ER_MTN_GRNCOV","Albania","TOTAL","MGCI",19398.27
2000,"ER_MTN_GRNCOV","Albania","TOTAL","HERB_AQUA_FLOOD",10.28
2005,"ER_MTN_GRNCOV","Albania","TOTAL","SHRUB_COVERED",762.05
2005,"ER_MTN_GRNCOV","Albania","MONTANE","HERB_AQUA_FLOOD",10.28
2005,"ER_MTN_GRNCOV","Albania","TOTAL","MGCI",19389.56
2005,"ER_MTN_GRNCOV","Albania","ALPINE","MGCI",6.25
2005,"ER_MTN_GRNCOV","Albania","MONTANE","CROPLAND",8174.89
2005,"ER_MTN_GRNCOV","Albania","MONTANE","MGCI",19164.92
2005,"ER_MTN_GRNCOV","Albania","TOTAL","TREE_COVERED",8766.54
2005,"ER_MTN_GRNCOV","Albania","ALPINE","TERRESTRIAL_BARREN",0.68
2005,"ER_MTN_GRNCOV","Albania","TOTAL","TERRESTRIAL_BARREN",307.22
2005,"ER_MTN_GRNCOV","Albania","MONTANE","SHRUB_COVERED",752.41
2005,"ER_MTN_GRNCOV","Albania","MONTANE","TERRESTRIAL_BARREN",304.08
2005,"ER_MTN_GRNCOV","Albania","ALPINE","SPARSE_NAT_VEG",5.88
2005,"ER_MTN_GRNCOV","Albania","MONTANE","SPARSE_NAT_VEG",364.1
2005,"ER_MTN_GRNCOV","Albania","MONTANE","GRASSLAND",1484.6
2005,"ER_MTN_GRNCOV","Albania","TOTAL","INLAND_WATER",179.09
2005,"ER_MTN_GRNCOV","Albania","TOTAL","GRASSLAND",1498.24
2005,"ER_MTN_GRNCOV","Albania","TOTAL","CROPLAND",8352.46
2005,"ER_MTN_GRNCOV","Albania","ALPINE","GRASSLAND",6.25
2005,"ER_MTN_GRNCOV","Albania","REMAIN_MOUNT","GRASSLAND",7.39
2005,"ER_MTN_GRNCOV","Albania","TOTAL","HERB_AQUA_FLOOD",10.28
2005,"ER_MTN_GRNCOV","Albania","MONTANE","ARTIFICIAL",21.54
2005,"ER_MTN_GRNCOV","Albania","ALPINE","ARTIFICIAL",0.07
2005,"ER_MTN_GRNCOV","Albania","REMAIN_MOUNT","CROPLAND",177.57
2005,"ER_MTN_GRNCOV","Albania","REMAIN_MOUNT","MGCI",218.4
2005,"ER_MTN_GRNCOV","Albania","REMAIN_MOUNT","SHRUB_COVERED",9.64
2005,"ER_MTN_GRNCOV","Albania","MONTANE","TREE_COVERED",8742.74
2005,"ER_MTN_GRNCOV","Albania","REMAIN_MOUNT","TERRESTRIAL_BARREN",2.46
2005,"ER_MTN_GRNCOV","Albania","REMAIN_MOUNT","TREE_COVERED",23.8
2005,"ER_MTN_GRNCOV","Albania","TOTAL","SPARSE_NAT_VEG",369.98
2005,"ER_MTN_GRNCOV","Albania","MONTANE","INLAND_WATER",178.84
2005,"ER_MTN_GRNCOV","Albania","TOTAL","ARTIFICIAL",21.61
2005,"ER_MTN_GRNCOV","Albania","REMAIN_MOUNT","INLAND_WATER",0.24
2010,"ER_MTN_GRNCOV","Albania","MONTANE","GRASSLAND",1476.06
2010,"ER_MTN_GRNCOV","Albania","MONTANE","TREE_COVERED",9088.64
2010,"ER_MTN_GRNCOV","Albania","TOTAL","SPARSE_NAT_VEG",368.01
2010,"ER_MTN_GRNCOV","Albania","MONTANE","SPARSE_NAT_VEG",362.13
2010,"ER_MTN_GRNCOV","Albania","REMAIN_MOUNT","TREE_COVERED",25.16
2010,"ER_MTN_GRNCOV","Albania","REMAIN_MOUNT","TERRESTRIAL_BARREN",2.46
2010,"ER_MTN_GRNCOV","Albania","TOTAL","TERRESTRIAL_BARREN",310.01
2010,"ER_MTN_GRNCOV","Albania","ALPINE","TERRESTRIAL_BARREN",0.68
2010,"ER_MTN_GRNCOV","Albania","TOTAL","ARTIFICIAL",23.26
2010,"ER_MTN_GRNCOV","Albania","MONTANE","ARTIFICIAL",23.04
2010,"ER_MTN_GRNCOV","Albania","TOTAL","HERB_AQUA_FLOOD",10.28
2010,"ER_MTN_GRNCOV","Albania","TOTAL","CROPLAND",8034.02
2010,"ER_MTN_GRNCOV","Albania","MONTANE","INLAND_WATER",179.55
2010,"ER_MTN_GRNCOV","Albania","ALPINE","MGCI",6.25
2010,"ER_MTN_GRNCOV","Albania","REMAIN_MOUNT","INLAND_WATER",0.24
2010,"ER_MTN_GRNCOV","Albania","MONTANE","CROPLAND",7857.88
2010,"ER_MTN_GRNCOV","Albania","TOTAL","INLAND_WATER",179.79
2010,"ER_MTN_GRNCOV","Albania","REMAIN_MOUNT","GRASSLAND",7.39
2010,"ER_MTN_GRNCOV","Albania","ALPINE","ARTIFICIAL",0.07
2010,"ER_MTN_GRNCOV","Albania","ALPINE","GRASSLAND",6.25
2010,"ER_MTN_GRNCOV","Albania","TOTAL","GRASSLAND",1489.69
2010,"ER_MTN_GRNCOV","Albania","ALPINE","SPARSE_NAT_VEG",5.88
2010,"ER_MTN_GRNCOV","Albania","TOTAL","TREE_COVERED",9113.8
2010,"ER_MTN_GRNCOV","Albania","MONTANE","TERRESTRIAL_BARREN",306.87
2010,"ER_MTN_GRNCOV","Albania","TOTAL","MGCI",19386.38
2010,"ER_MTN_GRNCOV","Albania","MONTANE","MGCI",19161.88
2010,"ER_MTN_GRNCOV","Albania","REMAIN_MOUNT","MGCI",218.25
2010,"ER_MTN_GRNCOV","Albania","REMAIN_MOUNT","CROPLAND",176.14
2010,"ER_MTN_GRNCOV","Albania","REMAIN_MOUNT","ARTIFICIAL",0.14
2010,"ER_MTN_GRNCOV","Albania","MONTANE","HERB_AQUA_FLOOD",10.28
2010,"ER_MTN_GRNCOV","Albania","REMAIN_MOUNT","SHRUB_COVERED",9.57
2010,"ER_MTN_GRNCOV","Albania","TOTAL","SHRUB_COVERED",738.59
2010,"ER_MTN_GRNCOV","Albania","MONTANE","SHRUB_COVERED",729.03
2015,"ER_MTN_GRNCOV","Albania","MONTANE","ARTIFICIAL",33.12
2015,"ER_MTN_GRNCOV","Albania","ALPINE","ARTIFICIAL",0.07
2015,"ER_MTN_GRNCOV","Albania","TOTAL","CROPLAND",8049.12
2015,"ER_MTN_GRNCOV","Albania","REMAIN_MOUNT","CROPLAND",176.07
2015,"ER_MTN_GRNCOV","Albania","TOTAL","ARTIFICIAL",33.41
2015,"ER_MTN_GRNCOV","Albania","REMAIN_MOUNT","MGCI",218.18
2015,"ER_MTN_GRNCOV","Albania","TOTAL","SPARSE_NAT_VEG",368.8
2015,"ER_MTN_GRNCOV","Albania","MONTANE","SHRUB_COVERED",736.8
2015,"ER_MTN_GRNCOV","Albania","MONTANE","SPARSE_NAT_VEG",362.92
2015,"ER_MTN_GRNCOV","Albania","TOTAL","SHRUB_COVERED",746.37
2015,"ER_MTN_GRNCOV","Albania","ALPINE","TERRESTRIAL_BARREN",0.68
2015,"ER_MTN_GRNCOV","Albania","TOTAL","TREE_COVERED",9073.38
2015,"ER_MTN_GRNCOV","Albania","ALPINE","SPARSE_NAT_VEG",5.88
2015,"ER_MTN_GRNCOV","Albania","MONTANE","MGCI",19149.31
2015,"ER_MTN_GRNCOV","Albania","ALPINE","MGCI",6.25
2015,"ER_MTN_GRNCOV","Albania","MONTANE","HERB_AQUA_FLOOD",10.14
2015,"ER_MTN_GRNCOV","Albania","TOTAL","HERB_AQUA_FLOOD",10.14
2015,"ER_MTN_GRNCOV","Albania","TOTAL","MGCI",19373.74
2015,"ER_MTN_GRNCOV","Albania","REMAIN_MOUNT","SHRUB_COVERED",9.57
2015,"ER_MTN_GRNCOV","Albania","MONTANE","TERRESTRIAL_BARREN",306.86
2015,"ER_MTN_GRNCOV","Albania","REMAIN_MOUNT","TERRESTRIAL_BARREN",2.46
2015,"ER_MTN_GRNCOV","Albania","MONTANE","TREE_COVERED",9048.22
2015,"ER_MTN_GRNCOV","Albania","TOTAL","TERRESTRIAL_BARREN",310
2015,"ER_MTN_GRNCOV","Albania","REMAIN_MOUNT","TREE_COVERED",25.16
2015,"ER_MTN_GRNCOV","Albania","REMAIN_MOUNT","ARTIFICIAL",0.21
2015,"ER_MTN_GRNCOV","Albania","MONTANE","INLAND_WATER",181.27
2015,"ER_MTN_GRNCOV","Albania","TOTAL","INLAND_WATER",181.51
2015,"ER_MTN_GRNCOV","Albania","REMAIN_MOUNT","INLAND_WATER",0.24
2015,"ER_MTN_GRNCOV","Albania","REMAIN_MOUNT","GRASSLAND",7.39
2015,"ER_MTN_GRNCOV","Albania","ALPINE","GRASSLAND",6.25
2015,"ER_MTN_GRNCOV","Albania","MONTANE","CROPLAND",7873.06
2015,"ER_MTN_GRNCOV","Albania","MONTANE","GRASSLAND",1481.1
2015,"ER_MTN_GRNCOV","Albania","TOTAL","GRASSLAND",1494.74
2018,"ER_MTN_GRNCOV","Albania","MONTANE","GRASSLAND",1442.84
2018,"ER_MTN_GRNCOV","Albania","ALPINE","GRASSLAND",6.91
2018,"ER_MTN_GRNCOV","Albania","REMAIN_MOUNT","GRASSLAND",7.1
2018,"ER_MTN_GRNCOV","Albania","MONTANE","INLAND_WATER",181.41
2018,"ER_MTN_GRNCOV","Albania","REMAIN_MOUNT","INLAND_WATER",0.24
2018,"ER_MTN_GRNCOV","Albania","TOTAL","INLAND_WATER",181.65
2018,"ER_MTN_GRNCOV","Albania","TOTAL","GRASSLAND",1456.85
2018,"ER_MTN_GRNCOV","Albania","TOTAL","ARTIFICIAL",35.93
2018,"ER_MTN_GRNCOV","Albania","REMAIN_MOUNT","SHRUB_COVERED",7.68
2018,"ER_MTN_GRNCOV","Albania","MONTANE","TERRESTRIAL_BARREN",300.23
2018,"ER_MTN_GRNCOV","Albania","TOTAL","TERRESTRIAL_BARREN",303.15
2018,"ER_MTN_GRNCOV","Albania","REMAIN_MOUNT","TERRESTRIAL_BARREN",2.38
2018,"ER_MTN_GRNCOV","Albania","MONTANE","MGCI",19155.93
2018,"ER_MTN_GRNCOV","Albania","TOTAL","MGCI",19381.09
2018,"ER_MTN_GRNCOV","Albania","ALPINE","MGCI",6.91
2018,"ER_MTN_GRNCOV","Albania","TOTAL","SHRUB_COVERED",719.1
2018,"ER_MTN_GRNCOV","Albania","TOTAL","HERB_AQUA_FLOOD",9.85
2018,"ER_MTN_GRNCOV","Albania","ALPINE","SPARSE_NAT_VEG",5.36
2018,"ER_MTN_GRNCOV","Albania","TOTAL","SPARSE_NAT_VEG",365.63
2018,"ER_MTN_GRNCOV","Albania","MONTANE","SPARSE_NAT_VEG",360.27
2018,"ER_MTN_GRNCOV","Albania","TOTAL","TREE_COVERED",9367.4
2018,"ER_MTN_GRNCOV","Albania","MONTANE","SHRUB_COVERED",711.42
2018,"ER_MTN_GRNCOV","Albania","REMAIN_MOUNT","TREE_COVERED",37.73
2018,"ER_MTN_GRNCOV","Albania","MONTANE","TREE_COVERED",9329.67
2018,"ER_MTN_GRNCOV","Albania","ALPINE","TERRESTRIAL_BARREN",0.54
2018,"ER_MTN_GRNCOV","Albania","REMAIN_MOUNT","MGCI",218.26
2018,"ER_MTN_GRNCOV","Albania","REMAIN_MOUNT","CROPLAND",165.75
2018,"ER_MTN_GRNCOV","Albania","REMAIN_MOUNT","ARTIFICIAL",0.21
2018,"ER_MTN_GRNCOV","Albania","ALPINE","ARTIFICIAL",0.07
2018,"ER_MTN_GRNCOV","Albania","MONTANE","ARTIFICIAL",35.64
2018,"ER_MTN_GRNCOV","Albania","TOTAL","CROPLAND",7827.89
2018,"ER_MTN_GRNCOV","Albania","MONTANE","CROPLAND",7662.15
2018,"ER_MTN_GRNCOV","Albania","MONTANE","HERB_AQUA_FLOOD",9.85
2000,"ER_MTN_GRNCOV","Azerbaijan","TOTAL","CROPLAND",22474.36
2000,"ER_MTN_GRNCOV","Azerbaijan","MONTANE","CROPLAND",21833.92
2000,"ER_MTN_GRNCOV","Azerbaijan","REMAIN_MOUNT","CROPLAND",632.44
2000,"ER_MTN_GRNCOV","Azerbaijan","REMAIN_MOUNT","GRASSLAND",27.77
2000,"ER_MTN_GRNCOV","Azerbaijan","TOTAL","GRASSLAND",3361.49
2000,"ER_MTN_GRNCOV","Azerbaijan","ALPINE","CROPLAND",8
2000,"ER_MTN_GRNCOV","Azerbaijan","MONTANE","GRASSLAND",3295.98
2000,"ER_MTN_GRNCOV","Azerbaijan","ALPINE","GRASSLAND",37.75
2000,"ER_MTN_GRNCOV","Azerbaijan","TOTAL","INLAND_WATER",37.7
2000,"ER_MTN_GRNCOV","Azerbaijan","TOTAL","MGCI",37434.81
2000,"ER_MTN_GRNCOV","Azerbaijan","REMAIN_MOUNT","MGCI",784.76
2000,"ER_MTN_GRNCOV","Azerbaijan","ALPINE","MGCI",154.76
2000,"ER_MTN_GRNCOV","Azerbaijan","MONTANE","TERRESTRIAL_BARREN",613.54
2000,"ER_MTN_GRNCOV","Azerbaijan","REMAIN_MOUNT","TERRESTRIAL_BARREN",299.15
2000,"ER_MTN_GRNCOV","Azerbaijan","TOTAL","SHRUB_COVERED",2960.55
2000,"ER_MTN_GRNCOV","Azerbaijan","MONTANE","SPARSE_NAT_VEG",2352.96
2000,"ER_MTN_GRNCOV","Azerbaijan","TOTAL","TREE_COVERED",8631.65
2000,"ER_MTN_GRNCOV","Azerbaijan","NIVAL","SPARSE_NAT_VEG",5.55
2000,"ER_MTN_GRNCOV","Azerbaijan","REMAIN_MOUNT","SPARSE_NAT_VEG",732.22
2000,"ER_MTN_GRNCOV","Azerbaijan","REMAIN_MOUNT","SHRUB_COVERED",60.92
2000,"ER_MTN_GRNCOV","Azerbaijan","TOTAL","HERB_AQUA_FLOOD",6.76
2000,"ER_MTN_GRNCOV","Azerbaijan","MONTANE","HERB_AQUA_FLOOD",6.76
2000,"ER_MTN_GRNCOV","Azerbaijan","REMAIN_MOUNT","TREE_COVERED",63.63
2000,"ER_MTN_GRNCOV","Azerbaijan","TOTAL","TERRESTRIAL_BARREN",1007.45
2000,"ER_MTN_GRNCOV","Azerbaijan","ALPINE","SPARSE_NAT_VEG",34.26
2000,"ER_MTN_GRNCOV","Azerbaijan","TOTAL","SPARSE_NAT_VEG",3124.99
2000,"ER_MTN_GRNCOV","Azerbaijan","REMAIN_MOUNT","ARTIFICIAL",12.48
2000,"ER_MTN_GRNCOV","Azerbaijan","TOTAL","ARTIFICIAL",71.97
2000,"ER_MTN_GRNCOV","Azerbaijan","MONTANE","ARTIFICIAL",59.49
2000,"ER_MTN_GRNCOV","Azerbaijan","MONTANE","MGCI",36495.29
2000,"ER_MTN_GRNCOV","Azerbaijan","REMAIN_MOUNT","INLAND_WATER",5.72
2000,"ER_MTN_GRNCOV","Azerbaijan","MONTANE","INLAND_WATER",31.98
2000,"ER_MTN_GRNCOV","Azerbaijan","ALPINE","SHRUB_COVERED",74.53
2000,"ER_MTN_GRNCOV","Azerbaijan","ALPINE","TREE_COVERED",34.47
2000,"ER_MTN_GRNCOV","Azerbaijan","MONTANE","SHRUB_COVERED",2825.09
2000,"ER_MTN_GRNCOV","Azerbaijan","ALPINE","TERRESTRIAL_BARREN",89.73
2000,"ER_MTN_GRNCOV","Azerbaijan","NIVAL","TERRESTRIAL_BARREN",5.03
2000,"ER_MTN_GRNCOV","Azerbaijan","MONTANE","TREE_COVERED",8533.54
2005,"ER_MTN_GRNCOV","Azerbaijan","ALPINE","SPARSE_NAT_VEG",34.26
2005,"ER_MTN_GRNCOV","Azerbaijan","TOTAL","TERRESTRIAL_BARREN",992.5
2005,"ER_MTN_GRNCOV","Azerbaijan","MONTANE","SHRUB_COVERED",2826.2
2005,"ER_MTN_GRNCOV","Azerbaijan","MONTANE","INLAND_WATER",31.98
2005,"ER_MTN_GRNCOV","Azerbaijan","TOTAL","MGCI",37521.85
2005,"ER_MTN_GRNCOV","Azerbaijan","MONTANE","MGCI",36514.9
2005,"ER_MTN_GRNCOV","Azerbaijan","REMAIN_MOUNT","MGCI",852.19
2005,"ER_MTN_GRNCOV","Azerbaijan","REMAIN_MOUNT","ARTIFICIAL",14.25
2005,"ER_MTN_GRNCOV","Azerbaijan","REMAIN_MOUNT","TERRESTRIAL_BARREN",293.69
2005,"ER_MTN_GRNCOV","Azerbaijan","NIVAL","SPARSE_NAT_VEG",5.55
2005,"ER_MTN_GRNCOV","Azerbaijan","TOTAL","TREE_COVERED",8531.63
2005,"ER_MTN_GRNCOV","Azerbaijan","ALPINE","TERRESTRIAL_BARREN",89.73
2005,"ER_MTN_GRNCOV","Azerbaijan","NIVAL","TERRESTRIAL_BARREN",5.03
2005,"ER_MTN_GRNCOV","Azerbaijan","MONTANE","GRASSLAND",3311.89
2005,"ER_MTN_GRNCOV","Azerbaijan","MONTANE","HERB_AQUA_FLOOD",6.76
2005,"ER_MTN_GRNCOV","Azerbaijan","TOTAL","HERB_AQUA_FLOOD",6.76
2005,"ER_MTN_GRNCOV","Azerbaijan","REMAIN_MOUNT","TREE_COVERED",63.71
2005,"ER_MTN_GRNCOV","Azerbaijan","REMAIN_MOUNT","SPARSE_NAT_VEG",666.85
2005,"ER_MTN_GRNCOV","Azerbaijan","ALPINE","TREE_COVERED",34.47
2005,"ER_MTN_GRNCOV","Azerbaijan","MONTANE","SPARSE_NAT_VEG",2324.54
2005,"ER_MTN_GRNCOV","Azerbaijan","REMAIN_MOUNT","SHRUB_COVERED",58.4
2005,"ER_MTN_GRNCOV","Azerbaijan","MONTANE","TERRESTRIAL_BARREN",604.05
2005,"ER_MTN_GRNCOV","Azerbaijan","TOTAL","SHRUB_COVERED",2959.14
2005,"ER_MTN_GRNCOV","Azerbaijan","ALPINE","SHRUB_COVERED",74.53
2005,"ER_MTN_GRNCOV","Azerbaijan","MONTANE","TREE_COVERED",8433.45
2005,"ER_MTN_GRNCOV","Azerbaijan","ALPINE","MGCI",154.76
2005,"ER_MTN_GRNCOV","Azerbaijan","REMAIN_MOUNT","INLAND_WATER",7.35
2005,"ER_MTN_GRNCOV","Azerbaijan","TOTAL","INLAND_WATER",39.33
2005,"ER_MTN_GRNCOV","Azerbaijan","ALPINE","GRASSLAND",37.68
2005,"ER_MTN_GRNCOV","Azerbaijan","MONTANE","ARTIFICIAL",77.8
2005,"ER_MTN_GRNCOV","Azerbaijan","TOTAL","ARTIFICIAL",92.05
2005,"ER_MTN_GRNCOV","Azerbaijan","TOTAL","GRASSLAND",3375.97
2005,"ER_MTN_GRNCOV","Azerbaijan","TOTAL","SPARSE_NAT_VEG",3031.2
2005,"ER_MTN_GRNCOV","Azerbaijan","TOTAL","CROPLAND",22648.34
2005,"ER_MTN_GRNCOV","Azerbaijan","REMAIN_MOUNT","GRASSLAND",26.41
2005,"ER_MTN_GRNCOV","Azerbaijan","MONTANE","CROPLAND",21936.6
2005,"ER_MTN_GRNCOV","Azerbaijan","ALPINE","CROPLAND",8.08
2005,"ER_MTN_GRNCOV","Azerbaijan","REMAIN_MOUNT","CROPLAND",703.67
2010,"ER_MTN_GRNCOV","Azerbaijan","ALPINE","SHRUB_COVERED",74.53
2010,"ER_MTN_GRNCOV","Azerbaijan","REMAIN_MOUNT","SHRUB_COVERED",58.4
2010,"ER_MTN_GRNCOV","Azerbaijan","TOTAL","TREE_COVERED",8520.97
2010,"ER_MTN_GRNCOV","Azerbaijan","MONTANE","TERRESTRIAL_BARREN",597.76
2010,"ER_MTN_GRNCOV","Azerbaijan","MONTANE","SHRUB_COVERED",2826.15
2010,"ER_MTN_GRNCOV","Azerbaijan","NIVAL","TERRESTRIAL_BARREN",5.03
2010,"ER_MTN_GRNCOV","Azerbaijan","ALPINE","CROPLAND",8.08
2010,"ER_MTN_GRNCOV","Azerbaijan","MONTANE","CROPLAND",21921.98
2010,"ER_MTN_GRNCOV","Azerbaijan","REMAIN_MOUNT","ARTIFICIAL",18.3
2010,"ER_MTN_GRNCOV","Azerbaijan","ALPINE","MGCI",154.76
2010,"ER_MTN_GRNCOV","Azerbaijan","REMAIN_MOUNT","MGCI",854.18
2010,"ER_MTN_GRNCOV","Azerbaijan","TOTAL","MGCI",37488.16
2010,"ER_MTN_GRNCOV","Azerbaijan","REMAIN_MOUNT","INLAND_WATER",7.35
2010,"ER_MTN_GRNCOV","Azerbaijan","ALPINE","TERRESTRIAL_BARREN",89.73
2010,"ER_MTN_GRNCOV","Azerbaijan","MONTANE","SPARSE_NAT_VEG",2328.34
2010,"ER_MTN_GRNCOV","Azerbaijan","TOTAL","SPARSE_NAT_VEG",3032.04
2010,"ER_MTN_GRNCOV","Azerbaijan","MONTANE","HERB_AQUA_FLOOD",6.76
2010,"ER_MTN_GRNCOV","Azerbaijan","TOTAL","HERB_AQUA_FLOOD",6.76
2010,"ER_MTN_GRNCOV","Azerbaijan","TOTAL","CROPLAND",22635.8
2010,"ER_MTN_GRNCOV","Azerbaijan","REMAIN_MOUNT","CROPLAND",705.74
2010,"ER_MTN_GRNCOV","Azerbaijan","MONTANE","GRASSLAND",3301.6
2010,"ER_MTN_GRNCOV","Azerbaijan","MONTANE","ARTIFICIAL",113.43
2010,"ER_MTN_GRNCOV","Azerbaijan","TOTAL","ARTIFICIAL",131.73
2010,"ER_MTN_GRNCOV","Azerbaijan","TOTAL","GRASSLAND",3365.54
2010,"ER_MTN_GRNCOV","Azerbaijan","ALPINE","GRASSLAND",37.68
2010,"ER_MTN_GRNCOV","Azerbaijan","MONTANE","INLAND_WATER",34.53
2010,"ER_MTN_GRNCOV","Azerbaijan","TOTAL","INLAND_WATER",41.87
2010,"ER_MTN_GRNCOV","Azerbaijan","REMAIN_MOUNT","GRASSLAND",26.26
2010,"ER_MTN_GRNCOV","Azerbaijan","MONTANE","MGCI",36479.22
2010,"ER_MTN_GRNCOV","Azerbaijan","TOTAL","SHRUB_COVERED",2959.09
2010,"ER_MTN_GRNCOV","Azerbaijan","REMAIN_MOUNT","TERRESTRIAL_BARREN",290.6
2010,"ER_MTN_GRNCOV","Azerbaijan","MONTANE","TREE_COVERED",8422.72
2010,"ER_MTN_GRNCOV","Azerbaijan","REMAIN_MOUNT","TREE_COVERED",63.78
2010,"ER_MTN_GRNCOV","Azerbaijan","TOTAL","TERRESTRIAL_BARREN",983.11
2010,"ER_MTN_GRNCOV","Azerbaijan","ALPINE","TREE_COVERED",34.47
2010,"ER_MTN_GRNCOV","Azerbaijan","NIVAL","SPARSE_NAT_VEG",5.55
2010,"ER_MTN_GRNCOV","Azerbaijan","REMAIN_MOUNT","SPARSE_NAT_VEG",663.9
2010,"ER_MTN_GRNCOV","Azerbaijan","ALPINE","SPARSE_NAT_VEG",34.26
2015,"ER_MTN_GRNCOV","Azerbaijan","TOTAL","SPARSE_NAT_VEG",3034.8
2015,"ER_MTN_GRNCOV","Azerbaijan","REMAIN_MOUNT","TREE_COVERED",63.78
2015,"ER_MTN_GRNCOV","Azerbaijan","MONTANE","SPARSE_NAT_VEG",2329.91
2015,"ER_MTN_GRNCOV","Azerbaijan","ALPINE","SPARSE_NAT_VEG",34.26
2015,"ER_MTN_GRNCOV","Azerbaijan","ALPINE","TERRESTRIAL_BARREN",89.73
2015,"ER_MTN_GRNCOV","Azerbaijan","ALPINE","MGCI",154.76
2015,"ER_MTN_GRNCOV","Azerbaijan","TOTAL","MGCI",37408.02
2015,"ER_MTN_GRNCOV","Azerbaijan","REMAIN_MOUNT","MGCI",848.57
2015,"ER_MTN_GRNCOV","Azerbaijan","MONTANE","MGCI",36404.69
2015,"ER_MTN_GRNCOV","Azerbaijan","ALPINE","GRASSLAND",37.68
2015,"ER_MTN_GRNCOV","Azerbaijan","MONTANE","SHRUB_COVERED",2826.49
2015,"ER_MTN_GRNCOV","Azerbaijan","TOTAL","TREE_COVERED",8500.84
2015,"ER_MTN_GRNCOV","Azerbaijan","REMAIN_MOUNT","CROPLAND",700.13
2015,"ER_MTN_GRNCOV","Azerbaijan","ALPINE","CROPLAND",8.08
2015,"ER_MTN_GRNCOV","Azerbaijan","TOTAL","CROPLAND",22577.69
2015,"ER_MTN_GRNCOV","Azerbaijan","REMAIN_MOUNT","GRASSLAND",26.26
2015,"ER_MTN_GRNCOV","Azerbaijan","REMAIN_MOUNT","SPARSE_NAT_VEG",665.08
2015,"ER_MTN_GRNCOV","Azerbaijan","TOTAL","HERB_AQUA_FLOOD",6.76
2015,"ER_MTN_GRNCOV","Azerbaijan","TOTAL","TERRESTRIAL_BARREN",969.74
2015,"ER_MTN_GRNCOV","Azerbaijan","MONTANE","TERRESTRIAL_BARREN",586.76
2015,"ER_MTN_GRNCOV","Azerbaijan","REMAIN_MOUNT","TERRESTRIAL_BARREN",288.23
2015,"ER_MTN_GRNCOV","Azerbaijan","TOTAL","SHRUB_COVERED",2959.42
2015,"ER_MTN_GRNCOV","Azerbaijan","ALPINE","SHRUB_COVERED",74.53
2015,"ER_MTN_GRNCOV","Azerbaijan","NIVAL","TERRESTRIAL_BARREN",5.03
2015,"ER_MTN_GRNCOV","Azerbaijan","REMAIN_MOUNT","SHRUB_COVERED",58.4
2015,"ER_MTN_GRNCOV","Azerbaijan","ALPINE","TREE_COVERED",34.47
2015,"ER_MTN_GRNCOV","Azerbaijan","TOTAL","INLAND_WATER",41.87
