Year,SeriesCode,GeoAreaName,Quantile,Value
2013,"SI_COV_SOCINS","Belarus","Q1",48.98092
2013,"SI_COV_SOCINS","Belarus","_T",48.6875
2014,"SI_COV_SOCINS","Belarus","Q1",39.41911
2014,"SI_COV_SOCINS","Belarus","_T",47.1448
2015,"SI_COV_SOCINS","Belarus","_T",49.69061
2015,"SI_COV_SOCINS","Belarus","Q1",40.68515
2016,"SI_COV_SOCINS","Belarus","Q1",39.14599
2016,"SI_COV_SOCINS","Belarus","_T",49.98795
2017,"SI_COV_SOCINS","Belarus","Q1",42.9981
2017,"SI_COV_SOCINS","Belarus","_T",50.66548
2018,"SI_COV_SOCINS","Belarus","_T",48.91627
2018,"SI_COV_SOCINS","Belarus","Q1",41.22598
2019,"SI_COV_SOCINS","Belarus","Q1",41.4284
2019,"SI_COV_SOCINS","Belarus","_T",47.47545
2006,"SI_COV_SOCINS","Chile","Q1",24.4576
2006,"SI_COV_SOCINS","Chile","_T",31.87976
2009,"SI_COV_SOCINS","Chile","Q1",36.86726
2009,"SI_COV_SOCINS","Chile","_T",41.25616
2011,"SI_COV_SOCINS","Chile","Q1",15.62684
2011,"SI_COV_SOCINS","Chile","_T",23.64044
2013,"SI_COV_SOCINS","Chile","Q1",40.72819
2013,"SI_COV_SOCINS","Chile","_T",44.39475
2015,"SI_COV_SOCINS","Chile","_T",44.9127
2015,"SI_COV_SOCINS","Chile","Q1",41.8645
2017,"SI_COV_SOCINS","Chile","Q1",40.63829
2017,"SI_COV_SOCINS","Chile","_T",45.67106
2013,"SI_COV_SOCINS","China","_T",35.57958
2013,"SI_COV_SOCINS","China","Q1",33.86544
2010,"SI_COV_SOCINS","Colombia","Q1",1.17068
2010,"SI_COV_SOCINS","Colombia","_T",9.93494
2011,"SI_COV_SOCINS","Colombia","Q1",0.5957
2011,"SI_COV_SOCINS","Colombia","_T",9.61441
2012,"SI_COV_SOCINS","Colombia","Q1",0.43718
2012,"SI_COV_SOCINS","Colombia","_T",8.89796
2014,"SI_COV_SOCINS","Colombia","Q1",0.58883
2014,"SI_COV_SOCINS","Colombia","_T",9.27032
2015,"SI_COV_SOCINS","Colombia","Q1",0.77319
2015,"SI_COV_SOCINS","Colombia","_T",10.65736
2016,"SI_COV_SOCINS","Colombia","Q1",0.64442
2016,"SI_COV_SOCINS","Colombia","_T",10.7572
2017,"SI_COV_SOCINS","Colombia","Q1",0.62177
2017,"SI_COV_SOCINS","Colombia","_T",10.4588
2018,"SI_COV_SOCINS","Colombia","_T",10.73056
2018,"SI_COV_SOCINS","Colombia","Q1",0.62755
2019,"SI_COV_SOCINS","Colombia","Q1",0.57035
2019,"SI_COV_SOCINS","Colombia","_T",10.82088
2008,"SI_COV_SOCINS","Costa Rica","Q1",7.5709
2008,"SI_COV_SOCINS","Costa Rica","_T",12.94454
2009,"SI_COV_SOCINS","Costa Rica","_T",18.83602
2009,"SI_COV_SOCINS","Costa Rica","Q1",14.60432
2010,"SI_COV_SOCINS","Costa Rica","Q1",4.91342
2010,"SI_COV_SOCINS","Costa Rica","_T",14.0517
2011,"SI_COV_SOCINS","Costa Rica","_T",14.4034
2011,"SI_COV_SOCINS","Costa Rica","Q1",5.12052
2012,"SI_COV_SOCINS","Costa Rica","Q1",4.61524
2012,"SI_COV_SOCINS","Costa Rica","_T",15.02844
2014,"SI_COV_SOCINS","Costa Rica","Q1",5.43211
2014,"SI_COV_SOCINS","Costa Rica","_T",15.56914
2015,"SI_COV_SOCINS","Costa Rica","Q1",4.84241
2015,"SI_COV_SOCINS","Costa Rica","_T",15.66321
2016,"SI_COV_SOCINS","Costa Rica","_T",16.53164
2016,"SI_COV_SOCINS","Costa Rica","Q1",5.35591
2017,"SI_COV_SOCINS","Costa Rica","_T",18.2801
2017,"SI_COV_SOCINS","Costa Rica","Q1",7.16438
2018,"SI_COV_SOCINS","Costa Rica","Q1",6.4428
2018,"SI_COV_SOCINS","Costa Rica","_T",18.23503
2019,"SI_COV_SOCINS","Costa Rica","Q1",6.96194
2019,"SI_COV_SOCINS","Costa Rica","_T",18.3545
2008,"SI_COV_SOCINS","Croatia","Q1",59.36819
2008,"SI_COV_SOCINS","Croatia","_T",54.74313
2010,"SI_COV_SOCINS","Croatia","Q1",58.13471
2010,"SI_COV_SOCINS","Croatia","_T",57.51293
2011,"SI_COV_SOCINS","Croatia","Q1",54.28465
2011,"SI_COV_SOCINS","Croatia","_T",56.34707
2014,"SI_COV_SOCINS","Croatia","Q1",52.84615
2014,"SI_COV_SOCINS","Croatia","_T",52.55622
2007,"SI_COV_SOCINS","Hungary","_T",57.12081
2007,"SI_COV_SOCINS","Hungary","Q1",49.8638
2011,"SI_COV_SOCINS","India","_T",17.66352
2011,"SI_COV_SOCINS","India","Q1",23.88358
2007,"SI_COV_SOCINS","Kazakhstan","_T",29.15654
2007,"SI_COV_SOCINS","Kazakhstan","Q1",28.81919
2010,"SI_COV_SOCINS","Kazakhstan","_T",28.94987
2010,"SI_COV_SOCINS","Kazakhstan","Q1",30.58772
2014,"SI_COV_SOCINS","Kazakhstan","_T",1.08673
2014,"SI_COV_SOCINS","Kazakhstan","Q1",1.07339
2015,"SI_COV_SOCINS","Kazakhstan","_T",28.67696
2015,"SI_COV_SOCINS","Kazakhstan","Q1",25.95332
2017,"SI_COV_SOCINS","Kazakhstan","_T",31.52141
2017,"SI_COV_SOCINS","Kazakhstan","Q1",29.62957
2006,"SI_COV_SOCINS","Kyrgyzstan","_T",30.466
2006,"SI_COV_SOCINS","Kyrgyzstan","Q1",32.70928
2011,"SI_COV_SOCINS","Kyrgyzstan","_T",40.22305
2011,"SI_COV_SOCINS","Kyrgyzstan","Q1",40.76887
2012,"SI_COV_SOCINS","Kyrgyzstan","_T",41.64056
2012,"SI_COV_SOCINS","Kyrgyzstan","Q1",46.2475
2013,"SI_COV_SOCINS","Kyrgyzstan","_T",39.34975
2013,"SI_COV_SOCINS","Kyrgyzstan","Q1",42.87701
2008,"SI_COV_SOCINS","Latvia","_T",52.44336
2008,"SI_COV_SOCINS","Latvia","Q1",53.4027
2009,"SI_COV_SOCINS","Latvia","_T",45.72375
2009,"SI_COV_SOCINS","Latvia","Q1",46.83668
2008,"SI_COV_SOCINS","Lithuania","_T",45.03508
2008,"SI_COV_SOCINS","Lithuania","Q1",52.56267
2008,"SI_COV_SOCINS","Mexico","_T",50.4692
2008,"SI_COV_SOCINS","Mexico","Q1",18.39764
2010,"SI_COV_SOCINS","Mexico","_T",50.51169
2010,"SI_COV_SOCINS","Mexico","Q1",20.37995
2012,"SI_COV_SOCINS","Mexico","_T",46.95763
2012,"SI_COV_SOCINS","Mexico","Q1",16.00755
2014,"SI_COV_SOCINS","Mexico","_T",41.88906
2014,"SI_COV_SOCINS","Mexico","Q1",14.80199
2016,"SI_COV_SOCINS","Mexico","_T",13.60153
2016,"SI_COV_SOCINS","Mexico","Q1",3.62874
2018,"SI_COV_SOCINS","Mexico","_T",13.85704
2018,"SI_COV_SOCINS","Mexico","Q1",4.61933
2010,"SI_COV_SOCINS","Republic of Moldova","_T",40.90168
2010,"SI_COV_SOCINS","Republic of Moldova","Q1",41.76811
2012,"SI_COV_SOCINS","Republic of Moldova","_T",43.21226
2012,"SI_COV_SOCINS","Republic of Moldova","Q1",47.27366
2013,"SI_COV_SOCINS","Republic of Moldova","_T",43.89808
2013,"SI_COV_SOCINS","Republic of Moldova","Q1",43.69588
2018,"SI_COV_SOCINS","Republic of Moldova","_T",47.82854
2018,"SI_COV_SOCINS","Republic of Moldova","Q1",49.52814
2011,"SI_COV_SOCINS","Montenegro","Q1",41.20343
2011,"SI_COV_SOCINS","Montenegro","_T",52.94489
2012,"SI_COV_SOCINS","Montenegro","_T",46.60048
2012,"SI_COV_SOCINS","Montenegro","Q1",43.56685
2013,"SI_COV_SOCINS","Montenegro","_T",45.53042
2013,"SI_COV_SOCINS","Montenegro","Q1",38.93858
2014,"SI_COV_SOCINS","Montenegro","_T",47.93255
2014,"SI_COV_SOCINS","Montenegro","Q1",51.86142
2005,"SI_COV_SOCINS","Poland","Q1",39.25168
2005,"SI_COV_SOCINS","Poland","_T",48.39835
2006,"SI_COV_SOCINS","Poland","Q1",39.79638
2006,"SI_COV_SOCINS","Poland","_T",47.92795
2007,"SI_COV_SOCINS","Poland","_T",46.97133
2007,"SI_COV_SOCINS","Poland","Q1",42.15918
2008,"SI_COV_SOCINS","Poland","Q1",43.20438
2008,"SI_COV_SOCINS","Poland","_T",46.43935
2009,"SI_COV_SOCINS","Poland","_T",45.79225
2009,"SI_COV_SOCINS","Poland","Q1",43.284
2010,"SI_COV_SOCINS","Poland","_T",45.36842
2010,"SI_COV_SOCINS","Poland","Q1",42.37389
2011,"SI_COV_SOCINS","Poland","_T",44.9534
2011,"SI_COV_SOCINS","Poland","Q1",42.30273
2012,"SI_COV_SOCINS","Poland","_T",43.78843
2012,"SI_COV_SOCINS","Poland","Q1",40.12679
2015,"SI_COV_SOCINS","Poland","_T",43.9165
2015,"SI_COV_SOCINS","Poland","Q1",41.54022
2008,"SI_COV_SOCINS","Romania","_T",48.72031
2008,"SI_COV_SOCINS","Romania","Q1",39.42234
2011,"SI_COV_SOCINS","Romania","_T",47.22108
2011,"SI_COV_SOCINS","Romania","Q1",33.14628
2012,"SI_COV_SOCINS","Romania","_T",46.85994
2012,"SI_COV_SOCINS","Romania","Q1",35.36956
2016,"SI_COV_SOCINS","Romania","_T",43.43829
2016,"SI_COV_SOCINS","Romania","Q1",32.62705
2007,"SI_COV_SOCINS","Serbia","Q1",51.91541
2007,"SI_COV_SOCINS","Serbia","_T",55.15486
2010,"SI_COV_SOCINS","Serbia","_T",58.62822
2010,"SI_COV_SOCINS","Serbia","Q1",52.82341
2013,"SI_COV_SOCINS","Serbia","_T",56.39749
2013,"SI_COV_SOCINS","Serbia","Q1",54.21211
2015,"SI_COV_SOCINS","Serbia","_T",52.09603
2015,"SI_COV_SOCINS","Serbia","Q1",54.33775
2009,"SI_COV_SOCINS","Slovakia","_T",49.71548
2009,"SI_COV_SOCINS","Slovakia","Q1",37.03136
2006,"SI_COV_SOCINS","Viet Nam","_T",17.15988
2006,"SI_COV_SOCINS","Viet Nam","Q1",5.51185
2010,"SI_COV_SOCINS","Viet Nam","_T",14.09235
2010,"SI_COV_SOCINS","Viet Nam","Q1",2.15204
2012,"SI_COV_SOCINS","Viet Nam","_T",14.41072
2012,"SI_COV_SOCINS","Viet Nam","Q1",2.82493
2014,"SI_COV_SOCINS","Viet Nam","_T",15.24924
2014,"SI_COV_SOCINS","Viet Nam","Q1",3.11494
2011,"SI_COV_SOCINS","Tajikistan","_T",34.14921
2011,"SI_COV_SOCINS","Tajikistan","Q1",39.02356
2004,"SI_COV_SOCINS","Türkiye","_T",29.41039
2004,"SI_COV_SOCINS","Türkiye","Q1",10.20627
2005,"SI_COV_SOCINS","Türkiye","_T",31.01974
2005,"SI_COV_SOCINS","Türkiye","Q1",12.52796
2006,"SI_COV_SOCINS","Türkiye","_T",30.75011
2006,"SI_COV_SOCINS","Türkiye","Q1",14.56179
2007,"SI_COV_SOCINS","Türkiye","_T",32.37928
2007,"SI_COV_SOCINS","Türkiye","Q1",13.71986
2008,"SI_COV_SOCINS","Türkiye","_T",34.62112
2008,"SI_COV_SOCINS","Türkiye","Q1",18.61754
2009,"SI_COV_SOCINS","Türkiye","_T",33.12108
2009,"SI_COV_SOCINS","Türkiye","Q1",19.41439
2010,"SI_COV_SOCINS","Türkiye","_T",33.48719
2010,"SI_COV_SOCINS","Türkiye","Q1",20.75345
2011,"SI_COV_SOCINS","Türkiye","_T",34.19545
2011,"SI_COV_SOCINS","Türkiye","Q1",17.47794
2012,"SI_COV_SOCINS","Türkiye","_T",35.42014
2012,"SI_COV_SOCINS","Türkiye","Q1",24.8178
2013,"SI_COV_SOCINS","Türkiye","_T",36.52974
2013,"SI_COV_SOCINS","Türkiye","Q1",27.42889
2014,"SI_COV_SOCINS","Türkiye","_T",37.10573
2014,"SI_COV_SOCINS","Türkiye","Q1",29.86824
2015,"SI_COV_SOCINS","Türkiye","_T",36.53475
2015,"SI_COV_SOCINS","Türkiye","Q1",25.12815
2016,"SI_COV_SOCINS","Türkiye","_T",36.06028
2016,"SI_COV_SOCINS","Türkiye","Q1",24.93845
2018,"SI_COV_SOCINS","Türkiye","Q1",29.41236
2018,"SI_COV_SOCINS","Türkiye","_T",37.82278
2019,"SI_COV_SOCINS","Türkiye","Q1",26.32725
2019,"SI_COV_SOCINS","Türkiye","_T",37.17265
2006,"SI_COV_SOCINS","Ukraine","_T",50.74009
2006,"SI_COV_SOCINS","Ukraine","Q1",49.61937
2011,"SI_COV_SOCINS","Ukraine","_T",51.86992
2011,"SI_COV_SOCINS","Ukraine","Q1",53.96686
2012,"SI_COV_SOCINS","Ukraine","_T",51.08607
2012,"SI_COV_SOCINS","Ukraine","Q1",51.6594
2013,"SI_COV_SOCINS","Ukraine","_T",51.05892
2013,"SI_COV_SOCINS","Ukraine","Q1",50.24238
2015,"SI_COV_SOCINS","Ukraine","Q1",51.18166
2015,"SI_COV_SOCINS","Ukraine","_T",51.42217
2016,"SI_COV_SOCINS","Ukraine","_T",50.31639
2016,"SI_COV_SOCINS","Ukraine","Q1",50.34688
2018,"SI_COV_SOCINS","Ukraine","_T",49.76429
2018,"SI_COV_SOCINS","Ukraine","Q1",52.28722
2018,"SI_COV_SOCINS","Uzbekistan","_T",20.11999
2018,"SI_COV_SOCINS","Uzbekistan","Q1",18.2763
2018,"SI_COV_SOCINS","Uzbekistan","Q1",18.2763
