Year,SeriesCode,Country,Age,Sex,Value
2020,VC_HTF_DETVFLR,Chile,18+,Both sexes,0.11
2017,VC_HTF_DETVFLR,China,ALLAGE,Both sexes,0.0
2018,VC_HTF_DETVFLR,China,ALLAGE,Both sexes,0.0
2005,VC_HTF_DETVFLR,Colombia,ALLAGE,Both sexes,0.05
2010,VC_HTF_DETVFLR,Colombia,ALLAGE,Both sexes,0.03
2012,VC_HTF_DETVFLR,Colombia,ALLAGE,Both sexes,0.01
2013,VC_HTF_DETVFLR,Colombia,ALLAGE,Both sexes,0.05
2014,VC_HTF_DETVFLR,Colombia,ALLAGE,Both sexes,0.07
2015,VC_HTF_DETVFLR,Colombia,ALLAGE,Both sexes,0.02
2016,VC_HTF_DETVFLR,Colombia,18+,Male,0.03
2016,VC_HTF_DETVFLR,Colombia,ALLAGE,Both sexes,0.02
2016,VC_HTF_DETVFLR,Colombia,18+,Female,0.03
2017,VC_HTF_DETVFLR,Colombia,18+,Female,0.05
2017,VC_HTF_DETVFLR,Colombia,ALLAGE,Both sexes,0.03
2017,VC_HTF_DETVFLR,Colombia,18+,Male,0.03
2018,VC_HTF_DETVFLR,Colombia,ALLAGE,Both sexes,0.05
2018,VC_HTF_DETVFLR,Colombia,18+,Male,0.05
2018,VC_HTF_DETVFLR,Colombia,18+,Female,0.09
2013,VC_HTF_DETVFLR,Costa Rica,ALLAGE,Both sexes,0.1
2017,VC_HTF_DETVFLR,Costa Rica,ALLAGE,Both sexes,0.18
2017,VC_HTF_DETVFLR,Costa Rica,18+,Both sexes,0.22
2018,VC_HTF_DETVFLR,Costa Rica,ALLAGE,Both sexes,0.14
2019,VC_HTF_DETVFLR,Costa Rica,ALLAGE,Both sexes,0.2
2019,VC_HTF_DETVFLR,Costa Rica,18+,Female,0.47
2019,VC_HTF_DETVFLR,Costa Rica,18+,Both sexes,0.29
2020,VC_HTF_DETVFLR,Costa Rica,ALLAGE,Both sexes,0.25
2016,VC_HTF_DETVFLR,Croatia,18+,Male,0.36
2016,VC_HTF_DETVFLR,Croatia,ALLAGE,Both sexes,0.14
2017,VC_HTF_DETVFLR,Croatia,ALLAGE,Both sexes,0.33
2017,VC_HTF_DETVFLR,Croatia,18+,Male,0.3
2017,VC_HTF_DETVFLR,Croatia,18+,Female,0.5
2008,VC_HTF_DETVFLR,Cyprus,ALLAGE,Both sexes,0.55
2009,VC_HTF_DETVFLR,Cyprus,ALLAGE,Both sexes,8.1
2014,VC_HTF_DETVFLR,Cyprus,ALLAGE,Both sexes,0.59
2014,VC_HTF_DETVFLR,Cyprus,18+,Female,1.48
2015,VC_HTF_DETVFLR,Cyprus,18+,Male,1.26
2015,VC_HTF_DETVFLR,Cyprus,18+,Female,2.92
2015,VC_HTF_DETVFLR,Cyprus,ALLAGE,Both sexes,1.68
2017,VC_HTF_DETVFLR,Cyprus,ALLAGE,Both sexes,0.41
2017,VC_HTF_DETVFLR,Cyprus,18+,Female,1.02
2020,VC_HTF_DETVFLR,Cyprus,18+,Female,2.39
2020,VC_HTF_DETVFLR,Cyprus,ALLAGE,Both sexes,1.05
2008,VC_HTF_DETVFLR,Czechia,ALLAGE,Both sexes,0.14
2009,VC_HTF_DETVFLR,Czechia,ALLAGE,Both sexes,0.08
2010,VC_HTF_DETVFLR,Czechia,ALLAGE,Both sexes,0.35
2011,VC_HTF_DETVFLR,Czechia,ALLAGE,Both sexes,0.3
2013,VC_HTF_DETVFLR,Czechia,ALLAGE,Both sexes,0.08
2015,VC_HTF_DETVFLR,Czechia,ALLAGE,Both sexes,0.16
2016,VC_HTF_DETVFLR,Czechia,ALLAGE,Both sexes,0.09
2017,VC_HTF_DETVFLR,Czechia,18+,Male,0.12
2017,VC_HTF_DETVFLR,Czechia,18+,Both sexes,0.2
2017,VC_HTF_DETVFLR,Czechia,ALLAGE,Both sexes,0.16
2017,VC_HTF_DETVFLR,Czechia,18+,Female,0.27
2018,VC_HTF_DETVFLR,Czechia,ALLAGE,Both sexes,0.05
2018,VC_HTF_DETVFLR,Czechia,18+,Both sexes,0.17
2019,VC_HTF_DETVFLR,Czechia,18+,Both sexes,0.14
2019,VC_HTF_DETVFLR,Czechia,ALLAGE,Both sexes,0.05
2020,VC_HTF_DETVFLR,Czechia,ALLAGE,Both sexes,0.1
2020,VC_HTF_DETVFLR,Czechia,18+,Both sexes,0.13
2020,VC_HTF_DETVFLR,Czechia,18+,Male,0.12
2020,VC_HTF_DETVFLR,Czechia,18+,Female,0.11
2012,VC_HTF_DETVFLR,Denmark,ALLAGE,Both sexes,0.29
2013,VC_HTF_DETVFLR,Denmark,ALLAGE,Both sexes,0.2
2018,VC_HTF_DETVFLR,Denmark,18+,Female,1.88
2018,VC_HTF_DETVFLR,Denmark,18+,Both sexes,0.98
2018,VC_HTF_DETVFLR,Denmark,ALLAGE,Both sexes,0.8
2019,VC_HTF_DETVFLR,Denmark,ALLAGE,Both sexes,0.79
2019,VC_HTF_DETVFLR,Denmark,18+,Female,1.87
2019,VC_HTF_DETVFLR,Denmark,18+,Both sexes,0.34
2020,VC_HTF_DETVFLR,Denmark,ALLAGE,Both sexes,0.15
2020,VC_HTF_DETVFLR,Denmark,18+,Female,0.25
2020,VC_HTF_DETVFLR,Denmark,18+,Both sexes,0.17
2012,VC_HTF_DETVFLR,Estonia,ALLAGE,Both sexes,1.06
2013,VC_HTF_DETVFLR,Estonia,ALLAGE,Both sexes,1.06
2019,VC_HTF_DETVFLR,Latvia,ALLAGE,Both sexes,1.46
2019,VC_HTF_DETVFLR,Latvia,18+,Female,0.58
2019,VC_HTF_DETVFLR,Latvia,18+,Male,3.27
2020,VC_HTF_DETVFLR,Latvia,ALLAGE,Both sexes,1.95
2020,VC_HTF_DETVFLR,Latvia,18+,Female,4.0
2020,VC_HTF_DETVFLR,Latvia,18+,Both sexes,2.39
2014,VC_HTF_DETVFLR,Lithuania,ALLAGE,Both sexes,0.2
2014,VC_HTF_DETVFLR,Lithuania,18+,Female,0.37
2015,VC_HTF_DETVFLR,Lithuania,ALLAGE,Both sexes,0.17
2016,VC_HTF_DETVFLR,Lithuania,18+,Female,0.68
2016,VC_HTF_DETVFLR,Lithuania,ALLAGE,Both sexes,0.41
2017,VC_HTF_DETVFLR,Lithuania,ALLAGE,Both sexes,1.21
2017,VC_HTF_DETVFLR,Lithuania,18+,Male,1.01
2017,VC_HTF_DETVFLR,Lithuania,18+,Female,1.84
2008,VC_HTF_DETVFLR,Finland,ALLAGE,Both sexes,0.17
2009,VC_HTF_DETVFLR,Finland,ALLAGE,Both sexes,0.22
2010,VC_HTF_DETVFLR,Finland,ALLAGE,Both sexes,0.41
2011,VC_HTF_DETVFLR,Finland,ALLAGE,Both sexes,0.59
2012,VC_HTF_DETVFLR,Finland,ALLAGE,Both sexes,0.65
2013,VC_HTF_DETVFLR,Finland,ALLAGE,Both sexes,0.33
2014,VC_HTF_DETVFLR,Finland,18+,Female,0.27
2014,VC_HTF_DETVFLR,Finland,ALLAGE,Both sexes,0.2
2015,VC_HTF_DETVFLR,Finland,18+,Male,0.56
2015,VC_HTF_DETVFLR,Finland,18+,Female,0.66
2015,VC_HTF_DETVFLR,Finland,ALLAGE,Both sexes,0.49
2016,VC_HTF_DETVFLR,Finland,18+,Male,1.2
2016,VC_HTF_DETVFLR,Finland,18+,Female,1.15
2016,VC_HTF_DETVFLR,Finland,ALLAGE,Both sexes,1.11
2016,VC_HTF_DETVFLR,Finland,<18Y,Female,1.72
2017,VC_HTF_DETVFLR,Finland,18+,Male,0.32
2017,VC_HTF_DETVFLR,Finland,ALLAGE,Both sexes,1.05
2017,VC_HTF_DETVFLR,Finland,18+,Female,0.53
2017,VC_HTF_DETVFLR,Finland,18+,Both sexes,1.22
2017,VC_HTF_DETVFLR,Finland,<18Y,Both sexes,0.75
2018,VC_HTF_DETVFLR,Finland,ALLAGE,Both sexes,1.14
2018,VC_HTF_DETVFLR,Finland,18+,Both sexes,1.32
2019,VC_HTF_DETVFLR,Finland,<18Y,Both sexes,0.47
2019,VC_HTF_DETVFLR,Finland,ALLAGE,Both sexes,1.38
2019,VC_HTF_DETVFLR,Finland,18+,Both sexes,1.59
2020,VC_HTF_DETVFLR,Finland,18+,Both sexes,2.59
2020,VC_HTF_DETVFLR,Finland,ALLAGE,Both sexes,2.21
2020,VC_HTF_DETVFLR,Finland,<18Y,Both sexes,0.57
2020,VC_HTF_DETVFLR,Finland,18+,Male,1.23
2020,VC_HTF_DETVFLR,Finland,<18Y,Female,1.17
2020,VC_HTF_DETVFLR,Finland,18+,Female,3.89
2021,VC_HTF_DETVFLR,Finland,ALLAGE,Both sexes,1.9
2008,VC_HTF_DETVFLR,France,ALLAGE,Both sexes,0.13
2015,VC_HTF_DETVFLR,France,ALLAGE,Both sexes,0.07
2016,VC_HTF_DETVFLR,France,ALLAGE,Both sexes,0.1
2018,VC_HTF_DETVFLR,France,<18Y,Female,0.43
2018,VC_HTF_DETVFLR,France,18+,Male,0.03
2018,VC_HTF_DETVFLR,France,18+,Female,0.04
2018,VC_HTF_DETVFLR,France,ALLAGE,Both sexes,0.12
2018,VC_HTF_DETVFLR,France,<18Y,Male,0.48
2019,VC_HTF_DETVFLR,France,18+,Male,0.06
2019,VC_HTF_DETVFLR,France,<18Y,Male,0.41
2019,VC_HTF_DETVFLR,France,ALLAGE,Both sexes,0.11
2019,VC_HTF_DETVFLR,France,18+,Female,0.02
2019,VC_HTF_DETVFLR,France,<18Y,Female,0.34
2015,VC_HTF_DETVFLR,Georgia,18+,Female,0.32
2015,VC_HTF_DETVFLR,Georgia,ALLAGE,Both sexes,0.21
2008,VC_HTF_DETVFLR,Germany,ALLAGE,Both sexes,0.02
2009,VC_HTF_DETVFLR,Germany,ALLAGE,Both sexes,0.03
2011,VC_HTF_DETVFLR,Germany,ALLAGE,Both sexes,0.04
2012,VC_HTF_DETVFLR,Germany,ALLAGE,Both sexes,0.02
2013,VC_HTF_DETVFLR,Germany,ALLAGE,Both sexes,0.07
2014,VC_HTF_DETVFLR,Germany,ALLAGE,Both sexes,0.03
2014,VC_HTF_DETVFLR,Germany,18+,Female,0.06
2015,VC_HTF_DETVFLR,Germany,ALLAGE,Both sexes,0.07
2015,VC_HTF_DETVFLR,Germany,18+,Male,0.02
2015,VC_HTF_DETVFLR,Germany,18+,Female,0.13
2016,VC_HTF_DETVFLR,Germany,18+,Male,0.04
2016,VC_HTF_DETVFLR,Germany,ALLAGE,Both sexes,0.06
2016,VC_HTF_DETVFLR,Germany,18+,Female,0.1
2017,VC_HTF_DETVFLR,Germany,18+,Male,0.06
2017,VC_HTF_DETVFLR,Germany,18+,Female,0.3
2017,VC_HTF_DETVFLR,Germany,ALLAGE,Both sexes,0.15
2017,VC_HTF_DETVFLR,Germany,18+,Both sexes,0.18
2018,VC_HTF_DETVFLR,Germany,18+,Male,0.02
2018,VC_HTF_DETVFLR,Germany,18+,Female,0.14
2018,VC_HTF_DETVFLR,Germany,ALLAGE,Both sexes,0.07
2018,VC_HTF_DETVFLR,Germany,18+,Both sexes,0.08
2019,VC_HTF_DETVFLR,Germany,18+,Female,0.07
2019,VC_HTF_DETVFLR,Germany,18+,Both sexes,0.06
2019,VC_HTF_DETVFLR,Germany,18+,Male,0.06
2019,VC_HTF_DETVFLR,Germany,ALLAGE,Both sexes,0.05
2020,VC_HTF_DETVFLR,Germany,18+,Female,0.14
2020,VC_HTF_DETVFLR,Germany,ALLAGE,Both sexes,0.09
2020,VC_HTF_DETVFLR,Germany,18+,Both sexes,0.09
2020,VC_HTF_DETVFLR,Germany,18+,Male,0.05
2007,VC_HTF_DETVFLR,Greece,ALLAGE,Both sexes,0.1
2009,VC_HTF_DETVFLR,Greece,ALLAGE,Both sexes,0.13
2015,VC_HTF_DETVFLR,Greece,ALLAGE,Both sexes,0.1
2015,VC_HTF_DETVFLR,Greece,18+,Female,0.24
2016,VC_HTF_DETVFLR,Greece,ALLAGE,Both sexes,0.08
2019,VC_HTF_DETVFLR,Greece,18+,Female,0.16
2019,VC_HTF_DETVFLR,Greece,18+,Both sexes,0.22
2019,VC_HTF_DETVFLR,Greece,ALLAGE,Both sexes,0.24
2019,VC_HTF_DETVFLR,Greece,18+,Male,0.33
2020,VC_HTF_DETVFLR,Greece,18+,Male,0.21
2020,VC_HTF_DETVFLR,Greece,18+,Both sexes,0.24
2020,VC_HTF_DETVFLR,Greece,18+,Female,0.27
2020,VC_HTF_DETVFLR,Greece,ALLAGE,Both sexes,0.21
2021,VC_HTF_DETVFLR,Greece,ALLAGE,Both sexes,0.55
2010,VC_HTF_DETVFLR,Hungary,ALLAGE,Both sexes,0.12
2011,VC_HTF_DETVFLR,Hungary,ALLAGE,Both sexes,0.06
2014,VC_HTF_DETVFLR,Hungary,18+,Female,0.32
2014,VC_HTF_DETVFLR,Hungary,ALLAGE,Both sexes,0.16
2015,VC_HTF_DETVFLR,Hungary,ALLAGE,Both sexes,0.25
2015,VC_HTF_DETVFLR,Hungary,18+,Female,0.35
2015,VC_HTF_DETVFLR,Hungary,<18Y,Female,0.72
2016,VC_HTF_DETVFLR,Hungary,18+,Female,0.14
2016,VC_HTF_DETVFLR,Hungary,ALLAGE,Both sexes,0.1
2017,VC_HTF_DETVFLR,Hungary,ALLAGE,Both sexes,0.1
2017,VC_HTF_DETVFLR,Hungary,18+,Female,0.12
2018,VC_HTF_DETVFLR,Hungary,18+,Both sexes,0.06
