Year,SeriesCode,Country,Sex,Value
2020,SI_COV_BENFTS,India,Both sexes,24.4
2016,SI_COV_BENFTS,Ireland,Both sexes,90.1
2020,SI_COV_BENFTS,Ireland,Both sexes,90.1
2016,SI_COV_BENFTS,Israel,Both sexes,54.9
2020,SI_COV_BENFTS,Israel,Both sexes,54.9
2020,SI_COV_BENFTS,Italy,Both sexes,82.0
2016,SI_COV_BENFTS,Japan,Both sexes,75.4
2019,SI_COV_BENFTS,Japan,Both sexes,76.0
2020,SI_COV_BENFTS,Japan,Both sexes,98.0
2016,SI_COV_BENFTS,Kazakhstan,Both sexes,100.0
2020,SI_COV_BENFTS,Kazakhstan,Male,100.0
2020,SI_COV_BENFTS,Kazakhstan,Both sexes,100.0
2020,SI_COV_BENFTS,Kazakhstan,Female,100.0
2016,SI_COV_BENFTS,Republic of Korea,Both sexes,65.7
2019,SI_COV_BENFTS,Republic of Korea,Both sexes,67.0
2020,SI_COV_BENFTS,Republic of Korea,Both sexes,77.3
2020,SI_COV_BENFTS,Kyrgyzstan,Both sexes,41.7
2016,SI_COV_BENFTS,Latvia,Both sexes,96.5
2020,SI_COV_BENFTS,Latvia,Both sexes,96.5
2016,SI_COV_BENFTS,Lithuania,Both sexes,92.7
2020,SI_COV_BENFTS,Lithuania,Both sexes,92.7
2020,SI_COV_BENFTS,Luxembourg,Both sexes,96.0
2020,SI_COV_BENFTS,Mexico,Both sexes,62.4
2021,SI_COV_BENFTS,Mexico,Both sexes,65.7
2020,SI_COV_BENFTS,Moldova,Both sexes,42.0
2020,SI_COV_BENFTS,Montenegro,Both sexes,41.0
2016,SI_COV_BENFTS,Netherlands (Kingdom of the),Both sexes,97.5
2020,SI_COV_BENFTS,Netherlands (Kingdom of the),Both sexes,97.5
2016,SI_COV_BENFTS,New Zealand,Both sexes,66.6
2020,SI_COV_BENFTS,New Zealand,Male,100.0
2020,SI_COV_BENFTS,New Zealand,Female,100.0
2020,SI_COV_BENFTS,New Zealand,Both sexes,100.0
2016,SI_COV_BENFTS,Norway,Both sexes,95.8
2020,SI_COV_BENFTS,Norway,Both sexes,95.8
2016,SI_COV_BENFTS,Poland,Both sexes,84.9
2020,SI_COV_BENFTS,Poland,Both sexes,84.9
2016,SI_COV_BENFTS,Portugal,Both sexes,90.2
2020,SI_COV_BENFTS,Portugal,Both sexes,90.2
2016,SI_COV_BENFTS,Romania,Both sexes,95.0
2020,SI_COV_BENFTS,Romania,Both sexes,95.0
2020,SI_COV_BENFTS,Serbia,Both sexes,39.0
2021,SI_COV_BENFTS,Serbia,Both sexes,48.0
2016,SI_COV_BENFTS,Slovakia,Both sexes,92.1
2020,SI_COV_BENFTS,Slovakia,Both sexes,92.1
2016,SI_COV_BENFTS,Viet Nam,Both sexes,37.9
2019,SI_COV_BENFTS,Viet Nam,Both sexes,38.0
2020,SI_COV_BENFTS,Viet Nam,Both sexes,38.8
2016,SI_COV_BENFTS,Slovenia,Both sexes,100.0
2020,SI_COV_BENFTS,Slovenia,Female,100.0
2020,SI_COV_BENFTS,Slovenia,Both sexes,100.0
2020,SI_COV_BENFTS,Slovenia,Male,100.0
2016,SI_COV_BENFTS,Spain,Both sexes,80.9
2020,SI_COV_BENFTS,Spain,Both sexes,80.9
2016,SI_COV_BENFTS,Sweden,Both sexes,100.0
2020,SI_COV_BENFTS,Sweden,Female,100.0
2020,SI_COV_BENFTS,Sweden,Male,100.0
2020,SI_COV_BENFTS,Sweden,Both sexes,100.0
2016,SI_COV_BENFTS,Switzerland,Both sexes,92.7
2020,SI_COV_BENFTS,Switzerland,Both sexes,92.7
2020,SI_COV_BENFTS,Tajikistan,Both sexes,26.6
2020,SI_COV_BENFTS,United Arab Emirates,Both sexes,3.5
2020,SI_COV_BENFTS,Türkiye,Both sexes,79.8
2021,SI_COV_BENFTS,Turkmenistan,Both sexes,44.2
2018,SI_COV_BENFTS,Ukraine,Both sexes,73.0
2020,SI_COV_BENFTS,North Macedonia,Both sexes,39.0
2016,SI_COV_BENFTS,United Kingdom of Great Britain and Northern Ireland,Both sexes,93.5
2020,SI_COV_BENFTS,United Kingdom of Great Britain and Northern Ireland,Both sexes,93.5
2020,SI_COV_BENFTS,Uzbekistan,Both sexes,42.7
2020,SI_COV_BENFTS,Uzbekistan,Both sexes,42.7
