Year,SeriesCode,Country,Age,Freq,Location,Sex,Value
2015,SH_STA_WAST,Viet Nam,<5Y,,,,6.4
2017,SH_STA_WAST,Viet Nam,<5Y,,,,5.8
2018,SH_STA_WAST,Viet Nam,<5Y,,,,5.4
2019,SH_STA_WAST,Viet Nam,<5Y,,,,5.2
2020,SH_STA_WAST,Viet Nam,<5Y,,,,4.7
2000,SH_STA_WAST,Tajikistan,<5Y,,,,9.4
2001,SH_STA_WAST,Tajikistan,<5Y,,,,19.4
2002,SH_STA_WAST,Tajikistan,<5Y,,,,6.1
2003,SH_STA_WAST,Tajikistan,<5Y,,,,5.9
2005,SH_STA_WAST,Tajikistan,<5Y,,,,8.7
2007,SH_STA_WAST,Tajikistan,<5Y,,,,6.9
2009,SH_STA_WAST,Tajikistan,<5Y,,,,4.2
2012,SH_STA_WAST,Tajikistan,<5Y,,,,9.9
2016,SH_STA_WAST,Tajikistan,<5Y,,,,3.5
2017,SH_STA_WAST,Tajikistan,<5Y,,,,5.6
2004,SH_STA_WAST,Türkiye,<5Y,,,,1.1
2008,SH_STA_WAST,Türkiye,<5Y,,,,1.0
2013,SH_STA_WAST,Türkiye,<5Y,,,,1.9
2018,SH_STA_WAST,Türkiye,<5Y,,,,1.7
2000,SH_STA_WAST,Turkmenistan,<5Y,,,,8.0
2006,SH_STA_WAST,Turkmenistan,<5Y,,,,7.2
2015,SH_STA_WAST,Turkmenistan,<5Y,,,,4.2
2019,SH_STA_WAST,Turkmenistan,<5Y,,,,4.1
2000,SH_STA_WAST,Ukraine,<5Y,,,,8.2
2005,SH_STA_WAST,North Macedonia,<5Y,,,,3.4
2011,SH_STA_WAST,North Macedonia,<5Y,,,,1.8
2019,SH_STA_WAST,North Macedonia,<5Y,,,,3.4
2010,SH_STA_WAST,United Kingdom of Great Britain and Northern Ireland,<5Y,,,,0.0
2013,SH_STA_WAST,United Kingdom of Great Britain and Northern Ireland,<5Y,,,,0.1
2015,SH_STA_WAST,United Kingdom of Great Britain and Northern Ireland,<5Y,,,,0.3
2017,SH_STA_WAST,United Kingdom of Great Britain and Northern Ireland,<5Y,,,,0.3
2002,SH_STA_WAST,Uzbekistan,<5Y,,,,9.0
2005,SH_STA_WAST,Albania,<5Y,,,,7.3
2009,SH_STA_WAST,Albania,<5Y,,,,9.6
2017,SH_STA_WAST,Albania,<5Y,,,,1.6
2000,SH_STA_WAST,Azerbaijan,<5Y,,,,9.0
2001,SH_STA_WAST,Azerbaijan,<5Y,,,,3.2
2006,SH_STA_WAST,Azerbaijan,<5Y,,,,6.8
2011,SH_STA_WAST,Azerbaijan,<5Y,,,,6.6
2013,SH_STA_WAST,Azerbaijan,<5Y,,,,3.2
2007,SH_STA_WAST,Australia,<5Y,,,,0.2
2000,SH_STA_WAST,Armenia,<5Y,,,,2.5
2005,SH_STA_WAST,Armenia,<5Y,,,,5.4
2010,SH_STA_WAST,Armenia,<5Y,,,,4.1
2016,SH_STA_WAST,Armenia,<5Y,,,,4.4
2014,SH_STA_WAST,Belgium,<5Y,,,,0.4
2000,SH_STA_WAST,Bosnia and Herzegovina,<5Y,,,,7.4
2006,SH_STA_WAST,Bosnia and Herzegovina,<5Y,,,,4.0
2012,SH_STA_WAST,Bosnia and Herzegovina,<5Y,,,,2.3
2004,SH_STA_WAST,Bulgaria,<5Y,,,,3.6
2007,SH_STA_WAST,Bulgaria,<5Y,,,,4.7
2014,SH_STA_WAST,Bulgaria,<5Y,,,,5.9
2005,SH_STA_WAST,Belarus,<5Y,,,,2.2
2001,SH_STA_WAST,Chile,<5Y,,,,0.5
2002,SH_STA_WAST,Chile,<5Y,,,,0.5
2003,SH_STA_WAST,Chile,<5Y,,,,0.5
2004,SH_STA_WAST,Chile,<5Y,,,,0.5
2006,SH_STA_WAST,Chile,<5Y,,,,0.5
2007,SH_STA_WAST,Chile,<5Y,,,,0.3
2008,SH_STA_WAST,Chile,<5Y,,,,0.3
2013,SH_STA_WAST,Chile,<5Y,,,,0.3
2014,SH_STA_WAST,Chile,<5Y,,,,0.3
2000,SH_STA_WAST,China,<5Y,,,,2.5
2002,SH_STA_WAST,China,<5Y,,,,3.0
2005,SH_STA_WAST,China,<5Y,,,,2.9
2008,SH_STA_WAST,China,<5Y,,,,2.6
2009,SH_STA_WAST,China,<5Y,,,,2.6
2010,SH_STA_WAST,China,<5Y,,,,2.3
2013,SH_STA_WAST,China,<5Y,,,,1.9
2017,SH_STA_WAST,China,<5Y,,,,1.9
2000,SH_STA_WAST,Colombia,<5Y,,,,1.0
2005,SH_STA_WAST,Colombia,<5Y,,,,1.6
2010,SH_STA_WAST,Colombia,<5Y,,,,0.9
2016,SH_STA_WAST,Colombia,<5Y,,,,1.6
2008,SH_STA_WAST,Costa Rica,<5Y,,,,0.7
2018,SH_STA_WAST,Costa Rica,<5Y,,,,1.8
2001,SH_STA_WAST,Czechia,<5Y,,,,4.6
2006,SH_STA_WAST,Uzbekistan,<5Y,,,,4.4
2017,SH_STA_WAST,Uzbekistan,<5Y,,,,1.8
2021,SH_STA_WAST,Uzbekistan,<5Y,,,,2.4
2021,SH_STA_WAST,Uzbekistan,<5Y,,,,2.4
