Year,Country,Location,Value
2005,Luxembourg,RURAL,95
2005,Luxembourg,ALLAREA,95
2006,Luxembourg,RURAL,95
2006,Luxembourg,URBAN,95
2006,Luxembourg,ALLAREA,95
2007,Luxembourg,ALLAREA,95
2014,Belarus,ALLAREA,95
2014,Belarus,RURAL,95
2014,Belarus,URBAN,95
2015,Belarus,URBAN,95
2015,Belarus,ALLAREA,95
2015,Belarus,RURAL,95
2016,Belarus,ALLAREA,95
2016,Belarus,RURAL,95
2016,Belarus,URBAN,95
2017,Belarus,ALLAREA,95
2017,Belarus,RURAL,95
2011,Georgia,ALLAREA,69
2012,Georgia,URBAN,94
2012,Georgia,RURAL,45
2012,Georgia,ALLAREA,72
2013,Georgia,URBAN,95
2013,Georgia,ALLAREA,74
2013,Georgia,RURAL,49
2014,Georgia,URBAN,95
2014,Georgia,RURAL,54
2014,Georgia,ALLAREA,77
2015,Georgia,URBAN,95
2007,Luxembourg,URBAN,95
2007,Luxembourg,RURAL,95
2008,Luxembourg,URBAN,95
2008,Luxembourg,RURAL,95
2008,Luxembourg,ALLAREA,95
2009,Luxembourg,ALLAREA,95
2009,Luxembourg,RURAL,95
2009,Luxembourg,URBAN,95
2010,Luxembourg,URBAN,95
2010,Luxembourg,RURAL,95
2010,Luxembourg,ALLAREA,95
2015,Georgia,RURAL,59
2015,Georgia,ALLAREA,79
2016,Georgia,ALLAREA,82
2016,Georgia,URBAN,95
2016,Georgia,RURAL,64
2017,Georgia,URBAN,95
2017,Georgia,RURAL,68
2017,Georgia,ALLAREA,84
2018,Georgia,RURAL,72
2018,Georgia,ALLAREA,86
2018,Georgia,URBAN,95
2019,Georgia,RURAL,76
2019,Georgia,ALLAREA,88
2019,Georgia,URBAN,95
2020,Georgia,URBAN,95
2020,Georgia,RURAL,79
2020,Georgia,ALLAREA,89
2021,Georgia,URBAN,95
2021,Georgia,RURAL,82
2021,Georgia,ALLAREA,91
2000,Germany,ALLAREA,95
2000,Germany,RURAL,95
2017,Belarus,URBAN,95
2018,Belarus,ALLAREA,95
2018,Belarus,RURAL,95
2018,Belarus,URBAN,95
2019,Belarus,ALLAREA,95
2019,Belarus,URBAN,95
2019,Belarus,RURAL,95
2020,Belarus,URBAN,95
2020,Belarus,ALLAREA,95
2020,Belarus,RURAL,95
2021,Belarus,ALLAREA,95
2011,Luxembourg,ALLAREA,95
2011,Luxembourg,URBAN,95
2011,Luxembourg,RURAL,95
2012,Luxembourg,ALLAREA,95
2012,Luxembourg,RURAL,95
2012,Luxembourg,URBAN,95
2013,Luxembourg,URBAN,95
2013,Luxembourg,RURAL,95
2013,Luxembourg,ALLAREA,95
2014,Luxembourg,URBAN,95
2014,Luxembourg,RURAL,95
2014,Luxembourg,ALLAREA,95
2015,Luxembourg,URBAN,95
2015,Luxembourg,RURAL,95
2015,Luxembourg,ALLAREA,95
2016,Luxembourg,ALLAREA,95
2016,Luxembourg,URBAN,95
2016,Luxembourg,RURAL,95
2017,Luxembourg,ALLAREA,95
2017,Luxembourg,URBAN,95
2017,Luxembourg,RURAL,95
2018,Luxembourg,RURAL,95
2000,Germany,URBAN,95
2001,Germany,ALLAREA,95
2001,Germany,URBAN,95
2001,Germany,RURAL,95
2002,Germany,URBAN,95
2002,Germany,RURAL,95
2002,Germany,ALLAREA,95
2003,Germany,ALLAREA,95
2003,Germany,RURAL,95
2003,Germany,URBAN,95
2004,Germany,URBAN,95
2004,Germany,RURAL,95
2004,Germany,ALLAREA,95
2005,Germany,URBAN,95
2005,Germany,RURAL,95
2005,Germany,ALLAREA,95
2006,Germany,URBAN,95
2006,Germany,ALLAREA,95
2006,Germany,RURAL,95
2007,Germany,URBAN,95
2007,Germany,RURAL,95
2007,Germany,ALLAREA,95
2018,Luxembourg,ALLAREA,95
2018,Luxembourg,URBAN,95
2019,Luxembourg,ALLAREA,95
2019,Luxembourg,URBAN,95
2019,Luxembourg,RURAL,95
2020,Luxembourg,URBAN,95
2020,Luxembourg,RURAL,95
2020,Luxembourg,ALLAREA,95
2021,Luxembourg,RURAL,95
2021,Luxembourg,ALLAREA,95
2021,Luxembourg,URBAN,95
2008,Germany,URBAN,95
2008,Germany,RURAL,95
2008,Germany,ALLAREA,95
2009,Germany,ALLAREA,95
2009,Germany,RURAL,95
2009,Germany,URBAN,95
2010,Germany,URBAN,95
2010,Germany,RURAL,95
2010,Germany,ALLAREA,95
2011,Germany,ALLAREA,95
2011,Germany,URBAN,95
2021,Belarus,RURAL,95
2021,Belarus,URBAN,95
2000,China,ALLAREA,40
2000,China,RURAL,21
2000,China,URBAN,69
2001,China,ALLAREA,42
2001,China,RURAL,22
2001,China,URBAN,70
2002,China,ALLAREA,43
2002,China,RURAL,22
2002,China,URBAN,71
2011,Germany,RURAL,95
2012,Germany,RURAL,95
2012,Germany,URBAN,95
2012,Germany,ALLAREA,95
2013,Germany,URBAN,95
2013,Germany,RURAL,95
2013,Germany,ALLAREA,95
2014,Germany,URBAN,95
2014,Germany,RURAL,95
2014,Germany,ALLAREA,95
2015,Germany,ALLAREA,95
2003,China,ALLAREA,44
2003,China,RURAL,23
2003,China,URBAN,72
2004,China,ALLAREA,46
2004,China,RURAL,23
2004,China,URBAN,74
2005,China,ALLAREA,47
2005,China,RURAL,24
2005,China,URBAN,75
2006,China,ALLAREA,49
2006,China,RURAL,26
2015,Germany,RURAL,95
2015,Germany,URBAN,95
2016,Germany,ALLAREA,95
2016,Germany,URBAN,95
2016,Germany,RURAL,95
2017,Germany,ALLAREA,95
2017,Germany,URBAN,95
2017,Germany,RURAL,95
2018,Germany,RURAL,95
2018,Germany,URBAN,95
2018,Germany,ALLAREA,95
2000,Malta,ALLAREA,95
2000,Malta,URBAN,95
2000,Malta,RURAL,95
2001,Malta,ALLAREA,95
2001,Malta,URBAN,95
2001,Malta,RURAL,95
2002,Malta,RURAL,95
2002,Malta,URBAN,95
2002,Malta,ALLAREA,95
2003,Malta,URBAN,95
2003,Malta,RURAL,95
2019,Germany,URBAN,95
2019,Germany,RURAL,95
2019,Germany,ALLAREA,95
2020,Germany,URBAN,95
2020,Germany,RURAL,95
2020,Germany,ALLAREA,95
2021,Germany,URBAN,95
2021,Germany,RURAL,95
2021,Germany,ALLAREA,95
2000,Greece,URBAN,95
2000,Greece,RURAL,95
2003,Malta,ALLAREA,95
2004,Malta,ALLAREA,95
2004,Malta,URBAN,95
2004,Malta,RURAL,95
2005,Malta,ALLAREA,95
2005,Malta,URBAN,95
2005,Malta,RURAL,95
2006,Malta,URBAN,95
2006,Malta,RURAL,95
2006,Malta,ALLAREA,95
2007,Malta,RURAL,95
2007,Malta,ALLAREA,95
2007,Malta,URBAN,95
2008,Malta,URBAN,95
2008,Malta,RURAL,95
2008,Malta,ALLAREA,95
2009,Malta,URBAN,95
2009,Malta,RURAL,95
2009,Malta,ALLAREA,95
2010,Malta,URBAN,95
2010,Malta,ALLAREA,95
2010,Malta,RURAL,95
2006,China,URBAN,76
2007,China,ALLAREA,51
2007,China,URBAN,77
2007,China,RURAL,27
2008,China,URBAN,78
2008,China,ALLAREA,53
2008,China,RURAL,29
2009,China,ALLAREA,56
2009,China,RURAL,31
2009,China,URBAN,80
2010,China,ALLAREA,58
2000,Greece,ALLAREA,95
2001,Greece,URBAN,95
2001,Greece,RURAL,95
2001,Greece,ALLAREA,95
2002,Greece,RURAL,95
2002,Greece,ALLAREA,95
2002,Greece,URBAN,95
2003,Greece,URBAN,95
2003,Greece,RURAL,95
2003,Greece,ALLAREA,95
2004,Greece,URBAN,95
2010,China,RURAL,34
2010,China,URBAN,81
2011,China,ALLAREA,61
2011,China,RURAL,37
2011,China,URBAN,82
2012,China,ALLAREA,63
2012,China,RURAL,40
2012,China,URBAN,83
2013,China,URBAN,84
2013,China,ALLAREA,66
2013,China,RURAL,43
2011,Malta,URBAN,95
2011,Malta,RURAL,95
2011,Malta,ALLAREA,95
2012,Malta,URBAN,95
2012,Malta,RURAL,95
2012,Malta,ALLAREA,95
2013,Malta,RURAL,95
2013,Malta,ALLAREA,95
2013,Malta,URBAN,95
2014,Malta,URBAN,95
2014,Malta,RURAL,95
2004,Greece,RURAL,95
2004,Greece,ALLAREA,95
2005,Greece,ALLAREA,95
2005,Greece,RURAL,95
2005,Greece,URBAN,95
2006,Greece,URBAN,95
2006,Greece,RURAL,95
2006,Greece,ALLAREA,95
2007,Greece,ALLAREA,95
2007,Greece,URBAN,95
2007,Greece,RURAL,95
2014,China,RURAL,47
2014,China,URBAN,86
2014,China,ALLAREA,68
2015,China,URBAN,86
2015,China,ALLAREA,71
2015,China,RURAL,50
2016,China,ALLAREA,73
2016,China,RURAL,54
2016,China,URBAN,87
2017,China,ALLAREA,75
2017,China,RURAL,57
2014,Malta,ALLAREA,95
2015,Malta,ALLAREA,95
2015,Malta,URBAN,95
2015,Malta,RURAL,95
2016,Malta,ALLAREA,95
2016,Malta,RURAL,95
2016,Malta,URBAN,95
2017,Malta,URBAN,95
2017,Malta,RURAL,95
2017,Malta,ALLAREA,95
2018,Malta,URBAN,95
2008,Greece,ALLAREA,95
2008,Greece,RURAL,95
2008,Greece,URBAN,95
2009,Greece,URBAN,95
2009,Greece,RURAL,95
2009,Greece,ALLAREA,95
2010,Greece,URBAN,95
2010,Greece,RURAL,95
2010,Greece,ALLAREA,95
2011,Greece,ALLAREA,95
2011,Greece,RURAL,95
2017,China,URBAN,88
2018,China,URBAN,89
2018,China,ALLAREA,78
2018,China,RURAL,60
2019,China,ALLAREA,79
2019,China,RURAL,64
2019,China,URBAN,90
2020,China,ALLAREA,81
2020,China,RURAL,67
2020,China,URBAN,91
2021,China,ALLAREA,83
2018,Malta,RURAL,95
2018,Malta,ALLAREA,95
2019,Malta,RURAL,95
2019,Malta,ALLAREA,95
2019,Malta,URBAN,95
2020,Malta,ALLAREA,95
2020,Malta,URBAN,95
2020,Malta,RURAL,95
2021,Malta,URBAN,95
2021,Malta,RURAL,95
2021,Malta,ALLAREA,95
2011,Greece,URBAN,95
2012,Greece,ALLAREA,95
2012,Greece,URBAN,95
2012,Greece,RURAL,95
2013,Greece,URBAN,95
2013,Greece,RURAL,95
2013,Greece,ALLAREA,95
2014,Greece,ALLAREA,95
2014,Greece,RURAL,95
2014,Greece,URBAN,95
2015,Greece,URBAN,95
2015,Greece,RURAL,95
2015,Greece,ALLAREA,95
2016,Greece,URBAN,95
2016,Greece,RURAL,95
2016,Greece,ALLAREA,95
2017,Greece,URBAN,95
2017,Greece,RURAL,95
2017,Greece,ALLAREA,95
2018,Greece,URBAN,95
2018,Greece,RURAL,95
2018,Greece,ALLAREA,95
2021,China,RURAL,70
2021,China,URBAN,91
2000,Croatia,ALLAREA,95
2000,Croatia,RURAL,95
2000,Croatia,URBAN,95
2001,Croatia,ALLAREA,95
2001,Croatia,URBAN,95
2001,Croatia,RURAL,95
2002,Croatia,ALLAREA,95
2002,Croatia,RURAL,95
2002,Croatia,URBAN,95
2000,Republic of Moldova,URBAN,95
2000,Republic of Moldova,RURAL,40
2000,Republic of Moldova,ALLAREA,64
2001,Republic of Moldova,ALLAREA,68
2001,Republic of Moldova,RURAL,46
2001,Republic of Moldova,URBAN,95
2002,Republic of Moldova,URBAN,95
2002,Republic of Moldova,RURAL,52
2002,Republic of Moldova,ALLAREA,71
2003,Republic of Moldova,URBAN,95
2003,Republic of Moldova,RURAL,58
2003,Croatia,RURAL,95
2003,Croatia,URBAN,95
2003,Croatia,ALLAREA,95
2004,Croatia,URBAN,95
2004,Croatia,ALLAREA,95
2004,Croatia,RURAL,95
2005,Croatia,ALLAREA,95
2005,Croatia,RURAL,95
2005,Croatia,URBAN,95
2006,Croatia,ALLAREA,95
2006,Croatia,RURAL,95
2003,Republic of Moldova,ALLAREA,75
2004,Republic of Moldova,ALLAREA,78
2004,Republic of Moldova,URBAN,95
2004,Republic of Moldova,RURAL,64
2005,Republic of Moldova,URBAN,95
2005,Republic of Moldova,RURAL,69
2005,Republic of Moldova,ALLAREA,81
2006,Republic of Moldova,URBAN,95
2006,Republic of Moldova,RURAL,74
2006,Republic of Moldova,ALLAREA,84
2007,Republic of Moldova,RURAL,78
2006,Croatia,URBAN,95
2007,Croatia,ALLAREA,95
2007,Croatia,URBAN,95
2007,Croatia,RURAL,95
2008,Croatia,ALLAREA,95
2008,Croatia,RURAL,95
2008,Croatia,URBAN,95
2009,Croatia,URBAN,95
2009,Croatia,ALLAREA,95
2009,Croatia,RURAL,95
2010,Croatia,ALLAREA,95
2019,Greece,URBAN,95
2019,Greece,RURAL,95
2019,Greece,ALLAREA,95
2020,Greece,RURAL,95
2020,Greece,URBAN,95
2020,Greece,ALLAREA,95
2021,Greece,URBAN,95
2021,Greece,RURAL,95
2021,Greece,ALLAREA,95
2000,Hungary,RURAL,95
2000,Hungary,URBAN,95
2007,Republic of Moldova,URBAN,95
2007,Republic of Moldova,ALLAREA,86
2008,Republic of Moldova,ALLAREA,88
2008,Republic of Moldova,URBAN,95
2008,Republic of Moldova,RURAL,81
2009,Republic of Moldova,URBAN,95
2009,Republic of Moldova,RURAL,84
2009,Republic of Moldova,ALLAREA,90
2010,Republic of Moldova,URBAN,95
2010,Republic of Moldova,RURAL,86
2010,Republic of Moldova,ALLAREA,91
2010,Croatia,RURAL,95
2010,Croatia,URBAN,95
2011,Croatia,ALLAREA,95
2011,Croatia,RURAL,95
2011,Croatia,URBAN,95
2012,Croatia,ALLAREA,95
2012,Croatia,RURAL,95
2012,Croatia,URBAN,95
2013,Croatia,ALLAREA,95
2013,Croatia,RURAL,95
2013,Croatia,URBAN,95
2011,Republic of Moldova,URBAN,95
2011,Republic of Moldova,RURAL,88
2011,Republic of Moldova,ALLAREA,93
2012,Republic of Moldova,ALLAREA,94
2012,Republic of Moldova,URBAN,95
2012,Republic of Moldova,RURAL,90
2013,Republic of Moldova,URBAN,95
2013,Republic of Moldova,ALLAREA,94
2013,Republic of Moldova,RURAL,92
2014,Republic of Moldova,URBAN,95
2014,Republic of Moldova,RURAL,93
2014,Republic of Moldova,ALLAREA,95
2015,Republic of Moldova,ALLAREA,95
2015,Republic of Moldova,URBAN,95
2015,Republic of Moldova,RURAL,94
2016,Republic of Moldova,ALLAREA,95
2016,Republic of Moldova,RURAL,95
2016,Republic of Moldova,URBAN,95
2017,Republic of Moldova,URBAN,95
2017,Republic of Moldova,RURAL,95
2017,Republic of Moldova,ALLAREA,95
2018,Republic of Moldova,ALLAREA,95
2000,Hungary,ALLAREA,95
2001,Hungary,ALLAREA,95
2001,Hungary,URBAN,95
2001,Hungary,RURAL,95
2002,Hungary,ALLAREA,95
2002,Hungary,URBAN,95
2002,Hungary,RURAL,95
2003,Hungary,URBAN,95
2003,Hungary,RURAL,95
2003,Hungary,ALLAREA,95
2004,Hungary,URBAN,95
2014,Croatia,ALLAREA,95
2014,Croatia,RURAL,95
2014,Croatia,URBAN,95
2015,Croatia,URBAN,95
2015,Croatia,ALLAREA,95
2015,Croatia,RURAL,95
2016,Croatia,ALLAREA,95
2016,Croatia,RURAL,95
2016,Croatia,URBAN,95
2017,Croatia,ALLAREA,95
2017,Croatia,RURAL,95
2018,Republic of Moldova,URBAN,95
2018,Republic of Moldova,RURAL,95
2019,Republic of Moldova,RURAL,95
2019,Republic of Moldova,ALLAREA,95
2019,Republic of Moldova,URBAN,95
2020,Republic of Moldova,URBAN,95
2020,Republic of Moldova,RURAL,95
2020,Republic of Moldova,ALLAREA,95
2021,Republic of Moldova,URBAN,95
2021,Republic of Moldova,RURAL,95
2021,Republic of Moldova,ALLAREA,95
2000,Montenegro,URBAN,83
2000,Montenegro,RURAL,44
2000,Montenegro,ALLAREA,66
2001,Montenegro,URBAN,82
2001,Montenegro,RURAL,44
2001,Montenegro,ALLAREA,67
2002,Montenegro,URBAN,82
2002,Montenegro,RURAL,43
2002,Montenegro,ALLAREA,66
2003,Montenegro,RURAL,43
2003,Montenegro,ALLAREA,66
2003,Montenegro,URBAN,81
2004,Montenegro,ALLAREA,66
2004,Montenegro,URBAN,80
2004,Montenegro,RURAL,43
2005,Montenegro,URBAN,79
2005,Montenegro,RURAL,43
2005,Montenegro,ALLAREA,66
2006,Montenegro,RURAL,42
2006,Montenegro,ALLAREA,65
2006,Montenegro,URBAN,79
2007,Montenegro,ALLAREA,65
2004,Hungary,RURAL,95
2004,Hungary,ALLAREA,95
2005,Hungary,ALLAREA,95
2005,Hungary,RURAL,95
2005,Hungary,URBAN,95
2006,Hungary,ALLAREA,95
2006,Hungary,URBAN,95
2006,Hungary,RURAL,95
2007,Hungary,URBAN,95
2007,Hungary,RURAL,95
2007,Hungary,ALLAREA,95
2017,Croatia,URBAN,95
2018,Croatia,ALLAREA,95
2018,Croatia,RURAL,95
2018,Croatia,URBAN,95
2019,Croatia,URBAN,95
2019,Croatia,ALLAREA,95
2019,Croatia,RURAL,95
2020,Croatia,ALLAREA,95
2020,Croatia,RURAL,95
2020,Croatia,URBAN,95
2021,Croatia,ALLAREA,95
2007,Montenegro,URBAN,78
2007,Montenegro,RURAL,42
2008,Montenegro,RURAL,42
2008,Montenegro,ALLAREA,64
2008,Montenegro,URBAN,77
2009,Montenegro,URBAN,76
2009,Montenegro,RURAL,42
2009,Montenegro,ALLAREA,64
2010,Montenegro,ALLAREA,63
2010,Montenegro,URBAN,75
2010,Montenegro,RURAL,41
2011,Montenegro,URBAN,74
2011,Montenegro,RURAL,42
2011,Montenegro,ALLAREA,63
2012,Montenegro,URBAN,74
2012,Montenegro,RURAL,41
2012,Montenegro,ALLAREA,62
2013,Montenegro,RURAL,41
2013,Montenegro,URBAN,73
2013,Montenegro,ALLAREA,62
2014,Montenegro,URBAN,73
2014,Montenegro,RURAL,41
2021,Croatia,RURAL,95
2021,Croatia,URBAN,95
2000,Cyprus,URBAN,95
2000,Cyprus,ALLAREA,95
2000,Cyprus,RURAL,95
2001,Cyprus,ALLAREA,95
2001,Cyprus,RURAL,95
2001,Cyprus,URBAN,95
2002,Cyprus,ALLAREA,95
2002,Cyprus,RURAL,95
2002,Cyprus,URBAN,95
2014,Montenegro,ALLAREA,62
2015,Montenegro,URBAN,72
2015,Montenegro,RURAL,42
2015,Montenegro,ALLAREA,62
2016,Montenegro,ALLAREA,62
2016,Montenegro,RURAL,42
2016,Montenegro,URBAN,72
2017,Montenegro,URBAN,72
2017,Montenegro,RURAL,42
2017,Montenegro,ALLAREA,62
2018,Montenegro,URBAN,71
2003,Cyprus,ALLAREA,95
2003,Cyprus,RURAL,95
2003,Cyprus,URBAN,95
2004,Cyprus,ALLAREA,95
2004,Cyprus,RURAL,95
2004,Cyprus,URBAN,95
2005,Cyprus,URBAN,95
2005,Cyprus,ALLAREA,95
2005,Cyprus,RURAL,95
2006,Cyprus,ALLAREA,95
2006,Cyprus,URBAN,95
2018,Montenegro,RURAL,42
2018,Montenegro,ALLAREA,62
2019,Montenegro,ALLAREA,62
2019,Montenegro,RURAL,43
2019,Montenegro,URBAN,71
2020,Montenegro,URBAN,71
2020,Montenegro,RURAL,43
2020,Montenegro,ALLAREA,62
2021,Montenegro,URBAN,71
2021,Montenegro,RURAL,44
2021,Montenegro,ALLAREA,62
2008,Hungary,ALLAREA,95
2008,Hungary,RURAL,95
2008,Hungary,URBAN,95
2009,Hungary,URBAN,95
2009,Hungary,RURAL,95
2009,Hungary,ALLAREA,95
2010,Hungary,URBAN,95
2010,Hungary,RURAL,95
2010,Hungary,ALLAREA,95
2011,Hungary,URBAN,95
2011,Hungary,RURAL,95
2006,Cyprus,RURAL,95
2007,Cyprus,ALLAREA,95
2007,Cyprus,RURAL,95
2007,Cyprus,URBAN,95
2008,Cyprus,ALLAREA,95
2008,Cyprus,RURAL,95
2008,Cyprus,URBAN,95
2009,Cyprus,ALLAREA,95
2009,Cyprus,RURAL,95
2009,Cyprus,URBAN,95
2010,Cyprus,URBAN,95
2010,Cyprus,ALLAREA,95
2010,Cyprus,RURAL,95
2011,Cyprus,ALLAREA,95
2011,Cyprus,RURAL,95
2011,Cyprus,URBAN,95
2012,Cyprus,ALLAREA,95
2012,Cyprus,RURAL,95
2012,Cyprus,URBAN,95
2013,Cyprus,RURAL,95
2013,Cyprus,URBAN,95
2013,Cyprus,ALLAREA,95
2014,Cyprus,URBAN,95
2014,Cyprus,ALLAREA,95
2014,Cyprus,RURAL,95
2015,Cyprus,URBAN,95
2015,Cyprus,ALLAREA,95
2015,Cyprus,RURAL,95
2016,Cyprus,ALLAREA,95
2016,Cyprus,RURAL,95
2016,Cyprus,URBAN,95
2017,Cyprus,ALLAREA,95
2017,Cyprus,RURAL,95
2000,Netherlands (Kingdom of the),URBAN,95
2000,Netherlands (Kingdom of the),RURAL,95
2000,Netherlands (Kingdom of the),ALLAREA,95
2001,Netherlands (Kingdom of the),URBAN,95
2001,Netherlands (Kingdom of the),RURAL,95
2001,Netherlands (Kingdom of the),ALLAREA,95
2002,Netherlands (Kingdom of the),ALLAREA,95
2002,Netherlands (Kingdom of the),URBAN,95
