Year,SeriesCode,Country,Age,Location,Sex,Value
2011,SL_DOM_TSPDDC,Sweden,20-64,All areas,Female,13.125
2011,SL_DOM_TSPDDC,Sweden,15+,All areas,Female,13.63728
2011,SL_DOM_TSPDDC,Sweden,15-24,All areas,Female,8.1511
2011,SL_DOM_TSPDDC,Sweden,65+,All areas,Male,15.17256
2011,SL_DOM_TSPDDC,Sweden,55-64,All areas,Male,12.99445
2011,SL_DOM_TSPDDC,Sweden,45-54,All areas,Male,11.2452
2011,SL_DOM_TSPDDC,Sweden,15-24,All areas,Male,4.87697
2011,SL_DOM_TSPDDC,Sweden,15+,All areas,Male,11.13255
2000,SL_DOM_TSPDDC,Switzerland,45-54,All areas,Male,8.17917
2000,SL_DOM_TSPDDC,Switzerland,25-44,All areas,Male,7.62917
2015,SL_DOM_TSPDDC,Canada,45-54,Rural,Female,15.0
2015,SL_DOM_TSPDDC,Canada,65+,Rural,Female,16.66667
2015,SL_DOM_TSPDDC,Canada,15-24,Rural,Male,5.83333
2015,SL_DOM_TSPDDC,Canada,15+,Rural,Male,11.25
2015,SL_DOM_TSPDDC,Canada,55-64,Rural,Female,15.83333
2015,SL_DOM_TSPDDC,Canada,25-44,All areas,Male,7.08333
2015,SL_DOM_TSPDDC,Canada,15-24,All areas,Male,4.16667
2015,SL_DOM_TSPDDC,Canada,65+,Urban,Male,11.66667
2015,SL_DOM_TSPDDC,Canada,55-64,Urban,Male,10.83333
2015,SL_DOM_TSPDDC,Canada,45-54,Urban,Male,9.58333
2000,SL_DOM_TSPDDC,Switzerland,15-24,All areas,Male,5.525
2000,SL_DOM_TSPDDC,Switzerland,65+,All areas,Male,9.75
2000,SL_DOM_TSPDDC,Switzerland,55-64,All areas,Male,8.675
2000,SL_DOM_TSPDDC,Switzerland,15+,All areas,Female,15.30833
2000,SL_DOM_TSPDDC,Switzerland,15-24,All areas,Female,7.40833
2000,SL_DOM_TSPDDC,Switzerland,15+,All areas,Male,7.875
2000,SL_DOM_TSPDDC,Switzerland,25-44,All areas,Female,16.76667
2000,SL_DOM_TSPDDC,Switzerland,55-64,All areas,Female,16.85
2000,SL_DOM_TSPDDC,Switzerland,45-54,All areas,Female,17.9625
2000,SL_DOM_TSPDDC,Switzerland,65+,All areas,Female,14.82083
2004,SL_DOM_TSPDDC,Switzerland,15+,All areas,Female,15.17083
2004,SL_DOM_TSPDDC,Switzerland,25-44,All areas,Female,16.50833
2004,SL_DOM_TSPDDC,Switzerland,55-64,All areas,Male,9.34583
2004,SL_DOM_TSPDDC,Switzerland,45-54,All areas,Male,8.51667
2004,SL_DOM_TSPDDC,Switzerland,15-24,All areas,Female,7.525
2004,SL_DOM_TSPDDC,Switzerland,65+,All areas,Male,10.65833
2004,SL_DOM_TSPDDC,Switzerland,45-54,All areas,Female,17.67083
2004,SL_DOM_TSPDDC,Switzerland,65+,All areas,Female,14.75417
2015,SL_DOM_TSPDDC,Canada,25-44,Urban,Male,7.08333
2015,SL_DOM_TSPDDC,Canada,15-24,Urban,Male,3.75
2015,SL_DOM_TSPDDC,Canada,15+,Urban,Male,8.33333
2015,SL_DOM_TSPDDC,Canada,65+,Urban,Female,15.83333
2015,SL_DOM_TSPDDC,Canada,25-44,Rural,Female,12.5
2015,SL_DOM_TSPDDC,Canada,25-44,Rural,Male,7.91667
2015,SL_DOM_TSPDDC,Canada,15+,Rural,Female,14.16667
2015,SL_DOM_TSPDDC,Canada,65+,All areas,Male,12.08333
2015,SL_DOM_TSPDDC,Canada,15-24,Rural,Female,5.83333
2015,SL_DOM_TSPDDC,Canada,55-64,All areas,Male,11.25
2015,SL_DOM_TSPDDC,Canada,45-54,All areas,Male,10.0
2004,SL_DOM_TSPDDC,Switzerland,55-64,All areas,Female,16.97083
2004,SL_DOM_TSPDDC,Switzerland,15+,All areas,Male,8.45833
2004,SL_DOM_TSPDDC,Switzerland,25-44,All areas,Male,8.125
2004,SL_DOM_TSPDDC,Switzerland,15-24,All areas,Male,6.02083
2007,SL_DOM_TSPDDC,Switzerland,15-24,All areas,Female,8.03333
2007,SL_DOM_TSPDDC,Switzerland,65+,All areas,Male,10.075
2007,SL_DOM_TSPDDC,Switzerland,25-44,All areas,Female,16.50417
2007,SL_DOM_TSPDDC,Switzerland,15+,All areas,Female,14.92083
2007,SL_DOM_TSPDDC,Switzerland,15-24,All areas,Male,6.49167
2015,SL_DOM_TSPDDC,Canada,55-64,Rural,Male,14.58333
2015,SL_DOM_TSPDDC,Canada,55-64,Urban,Female,14.58333
2015,SL_DOM_TSPDDC,Canada,65+,All areas,Female,15.83333
2015,SL_DOM_TSPDDC,Canada,55-64,All areas,Female,14.58333
2015,SL_DOM_TSPDDC,Canada,45-54,All areas,Female,13.33333
2015,SL_DOM_TSPDDC,Canada,45-54,Rural,Male,12.5
2015,SL_DOM_TSPDDC,Canada,25-44,Urban,Female,11.25
2015,SL_DOM_TSPDDC,Canada,45-54,Urban,Female,13.33333
2015,SL_DOM_TSPDDC,Canada,15-24,Urban,Female,6.25
2015,SL_DOM_TSPDDC,Canada,15+,Urban,Female,12.08333
2007,SL_DOM_TSPDDC,Switzerland,45-54,All areas,Male,9.35833
2007,SL_DOM_TSPDDC,Switzerland,55-64,All areas,Male,9.47083
2007,SL_DOM_TSPDDC,Switzerland,45-54,All areas,Female,17.25
2007,SL_DOM_TSPDDC,Switzerland,25-44,All areas,Male,8.825
2007,SL_DOM_TSPDDC,Switzerland,65+,All areas,Female,14.1375
2007,SL_DOM_TSPDDC,Switzerland,55-64,All areas,Female,16.14583
2007,SL_DOM_TSPDDC,Switzerland,15+,All areas,Male,8.875
2010,SL_DOM_TSPDDC,Switzerland,45-54,All areas,Female,16.1625
2010,SL_DOM_TSPDDC,Switzerland,45-54,Rural,Female,17.375
2010,SL_DOM_TSPDDC,Switzerland,25-44,Rural,Female,17.0
2010,SL_DOM_TSPDDC,Switzerland,15-24,Rural,Female,8.20417
2010,SL_DOM_TSPDDC,Switzerland,55-64,All areas,Male,8.525
2010,SL_DOM_TSPDDC,Switzerland,55-64,Rural,Female,16.8875
2010,SL_DOM_TSPDDC,Switzerland,65+,Rural,Female,14.72917
2010,SL_DOM_TSPDDC,Switzerland,55-64,Rural,Male,9.32917
2010,SL_DOM_TSPDDC,Switzerland,55-64,Urban,Female,14.10833
2010,SL_DOM_TSPDDC,Switzerland,65+,Urban,Female,12.91667
2010,SL_DOM_TSPDDC,Switzerland,55-64,Urban,Male,8.18333
2015,SL_DOM_TSPDDC,Canada,65+,Rural,Male,13.33333
2008,SL_DOM_TSPDDC,Chile,65+,All areas,Female,13.35352
2008,SL_DOM_TSPDDC,Chile,25-44,All areas,Male,4.58043
2008,SL_DOM_TSPDDC,Chile,15+,All areas,Female,12.50078
2008,SL_DOM_TSPDDC,Chile,15-24,All areas,Female,6.75267
2008,SL_DOM_TSPDDC,Chile,25-44,All areas,Female,14.60205
2008,SL_DOM_TSPDDC,Chile,65+,All areas,Male,5.31835
2008,SL_DOM_TSPDDC,Chile,45-54,All areas,Male,5.63275
2008,SL_DOM_TSPDDC,Chile,55-64,All areas,Male,3.6125
2008,SL_DOM_TSPDDC,Chile,15+,All areas,Male,4.48313
2010,SL_DOM_TSPDDC,Switzerland,25-44,Urban,Female,13.2875
2010,SL_DOM_TSPDDC,Switzerland,45-54,Urban,Female,13.91667
2010,SL_DOM_TSPDDC,Switzerland,65+,Rural,Male,9.4
2010,SL_DOM_TSPDDC,Switzerland,15-24,Rural,Male,6.21667
2010,SL_DOM_TSPDDC,Switzerland,15+,Rural,Male,8.61667
2010,SL_DOM_TSPDDC,Switzerland,45-54,Rural,Male,9.025
2010,SL_DOM_TSPDDC,Switzerland,45-54,All areas,Male,8.05
2010,SL_DOM_TSPDDC,Switzerland,15+,Rural,Female,15.31667
2010,SL_DOM_TSPDDC,Switzerland,65+,All areas,Male,9.26667
2010,SL_DOM_TSPDDC,Switzerland,15+,All areas,Female,13.90833
2008,SL_DOM_TSPDDC,Chile,15-24,All areas,Male,4.02807
2008,SL_DOM_TSPDDC,Chile,45-54,All areas,Female,14.64748
2008,SL_DOM_TSPDDC,Chile,55-64,All areas,Female,15.24784
2015,SL_DOM_TSPDDC,Chile,12-24,All areas,Male,4.79713
2015,SL_DOM_TSPDDC,Chile,12+,All areas,Male,7.01688
2015,SL_DOM_TSPDDC,Chile,45-54,All areas,Male,7.55108
2015,SL_DOM_TSPDDC,Chile,12-24,All areas,Female,7.61153
2015,SL_DOM_TSPDDC,Chile,25-44,All areas,Male,7.12634
2015,SL_DOM_TSPDDC,Chile,55-64,All areas,Male,8.08528
2015,SL_DOM_TSPDDC,Chile,65+,All areas,Male,9.21151
2010,SL_DOM_TSPDDC,Switzerland,25-44,All areas,Female,14.92917
2010,SL_DOM_TSPDDC,Switzerland,15-24,All areas,Female,7.89583
2010,SL_DOM_TSPDDC,Switzerland,15-24,Urban,Male,5.32917
2010,SL_DOM_TSPDDC,Switzerland,15+,Urban,Male,8.05
2010,SL_DOM_TSPDDC,Switzerland,65+,Urban,Male,9.71667
2010,SL_DOM_TSPDDC,Switzerland,25-44,Urban,Male,8.275
2010,SL_DOM_TSPDDC,Switzerland,45-54,Urban,Male,7.675
2010,SL_DOM_TSPDDC,Switzerland,25-44,All areas,Male,8.19583
2010,SL_DOM_TSPDDC,Switzerland,15+,All areas,Male,7.9625
2010,SL_DOM_TSPDDC,Switzerland,65+,All areas,Female,13.41667
2010,SL_DOM_TSPDDC,Switzerland,15-24,All areas,Male,5.23333
2010,SL_DOM_TSPDDC,Switzerland,55-64,All areas,Female,15.3
2010,SL_DOM_TSPDDC,Switzerland,25-44,Rural,Male,8.76667
2010,SL_DOM_TSPDDC,Switzerland,15-24,Urban,Female,7.09167
2010,SL_DOM_TSPDDC,Switzerland,15+,Urban,Female,12.6625
2013,SL_DOM_TSPDDC,Switzerland,65+,All areas,Female,13.27083
2013,SL_DOM_TSPDDC,Switzerland,15+,Urban,Male,8.5
2013,SL_DOM_TSPDDC,Switzerland,15-24,Urban,Male,6.2875
2013,SL_DOM_TSPDDC,Switzerland,65+,Urban,Female,12.29167
2013,SL_DOM_TSPDDC,Switzerland,55-64,Urban,Male,9.52917
2015,SL_DOM_TSPDDC,Chile,12+,All areas,Female,15.5568
2015,SL_DOM_TSPDDC,Chile,45-54,All areas,Female,19.29639
2015,SL_DOM_TSPDDC,Chile,25-44,All areas,Female,16.85368
2015,SL_DOM_TSPDDC,Chile,65+,All areas,Female,16.49719
2015,SL_DOM_TSPDDC,Chile,55-64,All areas,Female,18.87843
2008,SL_DOM_TSPDDC,China,15+,All areas,Female,13.26389
2008,SL_DOM_TSPDDC,China,15+,All areas,Male,4.79167
2018,SL_DOM_TSPDDC,China,55-64,All areas,Female,14.65278
2018,SL_DOM_TSPDDC,China,65-74,All areas,Female,14.79167
2018,SL_DOM_TSPDDC,China,75-84,All areas,Female,10.20833
2013,SL_DOM_TSPDDC,Switzerland,25-44,Urban,Male,8.60833
2013,SL_DOM_TSPDDC,Switzerland,25-44,Rural,Male,9.5
2013,SL_DOM_TSPDDC,Switzerland,45-54,Rural,Male,10.075
2013,SL_DOM_TSPDDC,Switzerland,55-64,Urban,Female,13.82083
2013,SL_DOM_TSPDDC,Switzerland,15-24,Rural,Male,4.92083
2013,SL_DOM_TSPDDC,Switzerland,65+,Rural,Female,14.84167
2013,SL_DOM_TSPDDC,Switzerland,25-44,Rural,Female,16.7375
2013,SL_DOM_TSPDDC,Switzerland,65+,All areas,Male,9.56667
2013,SL_DOM_TSPDDC,Switzerland,25-44,All areas,Male,8.5625
2013,SL_DOM_TSPDDC,Switzerland,45-54,Urban,Male,8.4375
2018,SL_DOM_TSPDDC,China,75-84,All areas,Male,7.15278
2018,SL_DOM_TSPDDC,China,45-54,All areas,Male,3.88889
2018,SL_DOM_TSPDDC,China,15-24,All areas,Male,1.31944
2018,SL_DOM_TSPDDC,China,65-74,All areas,Male,7.36111
2018,SL_DOM_TSPDDC,China,35-44,All areas,Male,3.19444
2018,SL_DOM_TSPDDC,China,55-64,All areas,Male,5.69444
2018,SL_DOM_TSPDDC,China,25-34,All areas,Male,2.15278
2018,SL_DOM_TSPDDC,China,85+,All areas,Male,3.95833
2018,SL_DOM_TSPDDC,China,15+,Rural,Female,10.97222
2013,SL_DOM_TSPDDC,Switzerland,15+,All areas,Female,13.525
2013,SL_DOM_TSPDDC,Switzerland,25-44,All areas,Female,14.67083
2013,SL_DOM_TSPDDC,Switzerland,15-24,All areas,Female,7.70417
2013,SL_DOM_TSPDDC,Switzerland,45-54,All areas,Female,15.29167
2013,SL_DOM_TSPDDC,Switzerland,55-64,All areas,Female,14.49583
2013,SL_DOM_TSPDDC,Switzerland,65+,Urban,Male,9.11667
2013,SL_DOM_TSPDDC,Switzerland,15-24,Urban,Female,7.12917
2013,SL_DOM_TSPDDC,Switzerland,15+,Urban,Female,12.42083
2013,SL_DOM_TSPDDC,Switzerland,45-54,Urban,Female,13.35833
2013,SL_DOM_TSPDDC,Switzerland,25-44,Urban,Female,13.32083
2013,SL_DOM_TSPDDC,Switzerland,15+,Rural,Male,9.05833
2013,SL_DOM_TSPDDC,Switzerland,65+,Rural,Male,9.88333
2013,SL_DOM_TSPDDC,Switzerland,55-64,Rural,Male,9.8625
2013,SL_DOM_TSPDDC,Switzerland,15-24,Rural,Female,6.8625
2013,SL_DOM_TSPDDC,Switzerland,15+,Rural,Female,14.79583
2013,SL_DOM_TSPDDC,Switzerland,15+,All areas,Male,8.46667
2013,SL_DOM_TSPDDC,Switzerland,15-24,All areas,Male,5.54167
2013,SL_DOM_TSPDDC,Switzerland,55-64,Rural,Female,15.8625
2018,SL_DOM_TSPDDC,China,15+,Rural,Male,3.95833
2018,SL_DOM_TSPDDC,China,15+,Urban,Female,9.79167
2018,SL_DOM_TSPDDC,China,15+,Urban,Male,3.95833
2018,SL_DOM_TSPDDC,China,15+,All areas,Male,3.81944
2018,SL_DOM_TSPDDC,China,85+,All areas,Female,3.95833
2018,SL_DOM_TSPDDC,China,15+,All areas,Female,10.20833
2018,SL_DOM_TSPDDC,China,15-24,All areas,Female,2.98611
2018,SL_DOM_TSPDDC,China,25-34,All areas,Female,6.59722
2018,SL_DOM_TSPDDC,China,35-44,All areas,Female,9.30556
2018,SL_DOM_TSPDDC,China,45-54,All areas,Female,11.80556
2013,SL_DOM_TSPDDC,Colombia,15+,Urban,Female,3.54248
2013,SL_DOM_TSPDDC,Colombia,10+,Urban,Female,12.27023
2013,SL_DOM_TSPDDC,Colombia,65+,Rural,Male,4.73699
2013,SL_DOM_TSPDDC,Colombia,55-64,Rural,Male,4.53975
2013,SL_DOM_TSPDDC,Colombia,25-44,Rural,Female,21.06804
2013,SL_DOM_TSPDDC,Colombia,15-24,Rural,Male,2.80065
2013,SL_DOM_TSPDDC,Colombia,15-24,Urban,Female,8.53019
2013,SL_DOM_TSPDDC,Colombia,55-64,Rural,Female,20.90523
2013,SL_DOM_TSPDDC,Colombia,45-54,Rural,Female,21.18083
2013,SL_DOM_TSPDDC,Colombia,55-64,Urban,Female,16.83456
2013,SL_DOM_TSPDDC,Colombia,45-54,Urban,Female,15.82505
2013,SL_DOM_TSPDDC,Colombia,45-54,Urban,Male,3.59655
2013,SL_DOM_TSPDDC,Colombia,65+,Urban,Male,4.42181
2013,SL_DOM_TSPDDC,Colombia,15-24,Urban,Male,2.83106
2013,SL_DOM_TSPDDC,Colombia,15+,Urban,Male,1.98428
2013,SL_DOM_TSPDDC,Colombia,10+,Urban,Male,3.1689
2013,SL_DOM_TSPDDC,Colombia,10+,All areas,Female,13.2488
2013,SL_DOM_TSPDDC,Colombia,15+,All areas,Female,4.22497
2013,SL_DOM_TSPDDC,Colombia,65+,All areas,Male,4.51032
2013,SL_DOM_TSPDDC,Colombia,55-64,All areas,Male,4.39135
2013,SL_DOM_TSPDDC,Colombia,15-24,All areas,Female,9.85111
2013,SL_DOM_TSPDDC,Colombia,15+,All areas,Male,2.03329
2013,SL_DOM_TSPDDC,Colombia,10+,All areas,Male,3.18023
2013,SL_DOM_TSPDDC,Colombia,65+,All areas,Female,13.67353
2013,SL_DOM_TSPDDC,Colombia,55-64,All areas,Female,17.62061
2013,SL_DOM_TSPDDC,Colombia,15-24,Rural,Female,14.35698
2013,SL_DOM_TSPDDC,Colombia,45-54,Rural,Male,3.64821
2013,SL_DOM_TSPDDC,Colombia,25-44,Rural,Male,2.96634
2013,SL_DOM_TSPDDC,Colombia,55-64,Urban,Male,4.34433
2013,SL_DOM_TSPDDC,Colombia,25-44,Urban,Female,13.94752
2013,SL_DOM_TSPDDC,Colombia,15+,Rural,Male,2.15509
2013,SL_DOM_TSPDDC,Colombia,10+,Rural,Male,3.2154
2013,SL_DOM_TSPDDC,Colombia,65+,Rural,Female,16.14126
2013,SL_DOM_TSPDDC,Colombia,25-44,Urban,Male,3.02514
2013,SL_DOM_TSPDDC,Colombia,65+,Urban,Female,13.0674
2013,SL_DOM_TSPDDC,Colombia,45-54,All areas,Male,3.60909
2013,SL_DOM_TSPDDC,Colombia,15-24,All areas,Male,2.82365
2013,SL_DOM_TSPDDC,Colombia,25-44,All areas,Male,3.01229
2013,SL_DOM_TSPDDC,Colombia,15+,Rural,Female,6.20538
2013,SL_DOM_TSPDDC,Colombia,10+,Rural,Female,17.04863
2013,SL_DOM_TSPDDC,Colombia,45-54,All areas,Female,16.72867
2013,SL_DOM_TSPDDC,Colombia,25-44,All areas,Female,15.34222
2017,SL_DOM_TSPDDC,Colombia,45-54,All areas,Male,4.22722
2017,SL_DOM_TSPDDC,Colombia,45-54,Urban,Male,4.14058
2017,SL_DOM_TSPDDC,Colombia,55-64,Urban,Male,4.57401
2017,SL_DOM_TSPDDC,Colombia,65+,Urban,Male,4.74561
2017,SL_DOM_TSPDDC,Colombia,25-44,Rural,Male,3.21897
2017,SL_DOM_TSPDDC,Colombia,45-54,Rural,Male,4.5123
2017,SL_DOM_TSPDDC,Colombia,55-64,Rural,Female,20.37562
2017,SL_DOM_TSPDDC,Colombia,25-44,Urban,Male,3.4194
2017,SL_DOM_TSPDDC,Colombia,15-24,Urban,Male,3.00881
2017,SL_DOM_TSPDDC,Colombia,15+,Urban,Male,3.69183
2017,SL_DOM_TSPDDC,Colombia,65+,Urban,Female,12.67612
2017,SL_DOM_TSPDDC,Colombia,15+,Urban,Female,13.08946
2017,SL_DOM_TSPDDC,Colombia,55-64,All areas,Female,17.14247
2017,SL_DOM_TSPDDC,Colombia,45-54,All areas,Female,16.80953
2017,SL_DOM_TSPDDC,Colombia,10+,Rural,Female,16.28409
2017,SL_DOM_TSPDDC,Colombia,15-24,All areas,Male,2.97897
2017,SL_DOM_TSPDDC,Colombia,45-54,Rural,Female,20.56955
2017,SL_DOM_TSPDDC,Colombia,25-44,Rural,Female,19.9576
2017,SL_DOM_TSPDDC,Colombia,15-24,Rural,Female,13.33965
2017,SL_DOM_TSPDDC,Colombia,65+,All areas,Male,4.93809
2017,SL_DOM_TSPDDC,Colombia,15+,Rural,Female,17.8651
2017,SL_DOM_TSPDDC,Colombia,55-64,All areas,Male,4.68064
2017,SL_DOM_TSPDDC,Colombia,25-44,All areas,Male,3.37582
2017,SL_DOM_TSPDDC,Colombia,55-64,Rural,Male,5.02269
2017,SL_DOM_TSPDDC,Colombia,65+,Rural,Male,5.50215
2017,SL_DOM_TSPDDC,Colombia,15-24,Rural,Male,2.88208
2017,SL_DOM_TSPDDC,Colombia,15+,Rural,Male,3.80816
2017,SL_DOM_TSPDDC,Colombia,65+,Rural,Female,15.30366
2017,SL_DOM_TSPDDC,Colombia,15-24,Urban,Female,8.50624
2017,SL_DOM_TSPDDC,Colombia,45-54,Urban,Female,16.01634
2017,SL_DOM_TSPDDC,Colombia,55-64,Urban,Female,16.42063
2017,SL_DOM_TSPDDC,Colombia,25-44,Urban,Female,13.62864
2017,SL_DOM_TSPDDC,Colombia,10+,Urban,Male,3.49844
2017,SL_DOM_TSPDDC,Colombia,25-44,All areas,Female,14.84077
2017,SL_DOM_TSPDDC,Colombia,15+,All areas,Male,3.71863
2017,SL_DOM_TSPDDC,Colombia,65+,All areas,Female,13.16208
2017,SL_DOM_TSPDDC,Colombia,10+,All areas,Female,13.07982
2017,SL_DOM_TSPDDC,Colombia,15+,All areas,Female,14.00944
2017,SL_DOM_TSPDDC,Colombia,10+,All areas,Male,3.51564
2017,SL_DOM_TSPDDC,Colombia,10+,Rural,Male,3.57098
2017,SL_DOM_TSPDDC,Colombia,10+,Urban,Female,12.27917
2017,SL_DOM_TSPDDC,Colombia,15-24,All areas,Female,9.55053
2021,SL_DOM_TSPDDC,Colombia,25-44,Rural,Male,3.43
2021,SL_DOM_TSPDDC,Colombia,65+,Rural,Male,6.29131
2021,SL_DOM_TSPDDC,Colombia,65+,Urban,Male,5.56904
2021,SL_DOM_TSPDDC,Colombia,55-64,Urban,Female,17.26155
2021,SL_DOM_TSPDDC,Colombia,25-44,Urban,Male,4.38034
2021,SL_DOM_TSPDDC,Colombia,45-54,Urban,Male,4.82667
2021,SL_DOM_TSPDDC,Colombia,25-44,Rural,Female,19.50626
2021,SL_DOM_TSPDDC,Colombia,10+,Rural,Male,3.99547
2021,SL_DOM_TSPDDC,Colombia,15+,Rural,Female,17.76056
2021,SL_DOM_TSPDDC,Colombia,55-64,All areas,Male,5.51282
2021,SL_DOM_TSPDDC,Colombia,65+,All areas,Male,5.76377
2021,SL_DOM_TSPDDC,Colombia,25-44,All areas,Male,4.17081
2021,SL_DOM_TSPDDC,Colombia,45-54,All areas,Male,4.77098
2021,SL_DOM_TSPDDC,Colombia,45-54,All areas,Female,17.43326
2021,SL_DOM_TSPDDC,Colombia,55-64,Rural,Male,5.09197
2021,SL_DOM_TSPDDC,Colombia,15+,All areas,Female,14.80434
2021,SL_DOM_TSPDDC,Colombia,55-64,Urban,Male,5.64541
2021,SL_DOM_TSPDDC,Colombia,45-54,Urban,Female,16.76277
2021,SL_DOM_TSPDDC,Colombia,15-24,Rural,Male,3.50645
2021,SL_DOM_TSPDDC,Colombia,65+,Rural,Female,16.34469
2021,SL_DOM_TSPDDC,Colombia,15+,Rural,Male,4.2036
2021,SL_DOM_TSPDDC,Colombia,55-64,Rural,Female,19.61483
2021,SL_DOM_TSPDDC,Colombia,45-54,Rural,Female,20.4261
2021,SL_DOM_TSPDDC,Colombia,25-44,Urban,Female,14.61735
2021,SL_DOM_TSPDDC,Colombia,10+,All areas,Male,4.27913
2021,SL_DOM_TSPDDC,Colombia,15-24,Urban,Male,3.71938
2021,SL_DOM_TSPDDC,Colombia,65+,Urban,Female,13.51232
2021,SL_DOM_TSPDDC,Colombia,15+,Urban,Male,4.58349
2021,SL_DOM_TSPDDC,Colombia,15-24,All areas,Female,10.14499
2021,SL_DOM_TSPDDC,Colombia,10+,All areas,Female,13.92652
2021,SL_DOM_TSPDDC,Colombia,10+,Rural,Female,16.43435
2021,SL_DOM_TSPDDC,Colombia,10+,Urban,Male,4.37093
2021,SL_DOM_TSPDDC,Colombia,10+,Urban,Female,13.27206
2021,SL_DOM_TSPDDC,Colombia,15-24,Rural,Female,13.25086
2021,SL_DOM_TSPDDC,Colombia,15-24,All areas,Male,3.6631
2021,SL_DOM_TSPDDC,Colombia,25-44,All areas,Female,15.59853
2021,SL_DOM_TSPDDC,Colombia,55-64,All areas,Female,17.72722
2021,SL_DOM_TSPDDC,Colombia,65+,All areas,Female,14.03345
2021,SL_DOM_TSPDDC,Colombia,15+,All areas,Male,4.4921
2021,SL_DOM_TSPDDC,Colombia,15-24,Urban,Female,9.2031
2021,SL_DOM_TSPDDC,Colombia,15+,Urban,Female,14.05565
2021,SL_DOM_TSPDDC,Colombia,45-54,Rural,Male,4.59004
2017,SL_DOM_TSPDDC,Costa Rica,25-44,All areas,Female,18.73374
2017,SL_DOM_TSPDDC,Costa Rica,15-24,All areas,Female,12.08433
2017,SL_DOM_TSPDDC,Costa Rica,15+,All areas,Female,18.20676
2017,SL_DOM_TSPDDC,Costa Rica,12+,All areas,Female,17.53098
2017,SL_DOM_TSPDDC,Costa Rica,55-64,Rural,Male,8.69241
2017,SL_DOM_TSPDDC,Costa Rica,55-64,Urban,Female,22.249
2017,SL_DOM_TSPDDC,Costa Rica,45-54,Urban,Female,20.64502
2017,SL_DOM_TSPDDC,Costa Rica,25-44,Urban,Female,17.72665
2017,SL_DOM_TSPDDC,Costa Rica,15-24,Urban,Female,10.66334
2017,SL_DOM_TSPDDC,Costa Rica,15+,Urban,Female,17.34159
2017,SL_DOM_TSPDDC,Costa Rica,65+,Rural,Female,19.49112
2017,SL_DOM_TSPDDC,Costa Rica,45-54,All areas,Male,7.70306
2017,SL_DOM_TSPDDC,Costa Rica,12+,Urban,Male,6.80745
2017,SL_DOM_TSPDDC,Costa Rica,15-24,Rural,Female,15.31533
2017,SL_DOM_TSPDDC,Costa Rica,15+,Rural,Female,20.28995
2017,SL_DOM_TSPDDC,Costa Rica,12+,Rural,Female,19.36656
2017,SL_DOM_TSPDDC,Costa Rica,65+,All areas,Male,9.58864
2017,SL_DOM_TSPDDC,Costa Rica,25-44,Rural,Female,21.02436
2017,SL_DOM_TSPDDC,Costa Rica,45-54,Urban,Male,7.78366
2017,SL_DOM_TSPDDC,Costa Rica,15+,Urban,Male,6.99317
2017,SL_DOM_TSPDDC,Costa Rica,45-54,Rural,Male,7.47826
2017,SL_DOM_TSPDDC,Costa Rica,25-44,Rural,Male,6.19335
2017,SL_DOM_TSPDDC,Costa Rica,15-24,Rural,Male,5.04161
2017,SL_DOM_TSPDDC,Costa Rica,45-54,All areas,Female,21.44945
2017,SL_DOM_TSPDDC,Costa Rica,15+,Rural,Male,6.69168
2017,SL_DOM_TSPDDC,Costa Rica,65+,Urban,Female,18.33461
2017,SL_DOM_TSPDDC,Costa Rica,12+,Rural,Male,6.52113
2017,SL_DOM_TSPDDC,Costa Rica,65+,Rural,Male,8.85187
2017,SL_DOM_TSPDDC,Costa Rica,12+,Urban,Female,16.7589
2017,SL_DOM_TSPDDC,Costa Rica,25-44,All areas,Male,6.4644
2017,SL_DOM_TSPDDC,Costa Rica,15-24,All areas,Male,5.51383
2017,SL_DOM_TSPDDC,Costa Rica,15+,All areas,Male,6.8963
2017,SL_DOM_TSPDDC,Costa Rica,12+,All areas,Male,6.71573
2017,SL_DOM_TSPDDC,Costa Rica,65+,All areas,Female,18.63921
2017,SL_DOM_TSPDDC,Costa Rica,55-64,All areas,Female,22.55933
2017,SL_DOM_TSPDDC,Costa Rica,55-64,All areas,Male,7.8159
2017,SL_DOM_TSPDDC,Costa Rica,55-64,Rural,Female,23.20756
2017,SL_DOM_TSPDDC,Costa Rica,45-54,Rural,Female,23.95989
2017,SL_DOM_TSPDDC,Costa Rica,25-44,Urban,Male,6.61248
2017,SL_DOM_TSPDDC,Costa Rica,15-24,Urban,Male,5.70404
2017,SL_DOM_TSPDDC,Costa Rica,55-64,Urban,Male,7.42881
2017,SL_DOM_TSPDDC,Costa Rica,65+,Urban,Male,10.01456
2009,SL_DOM_TSPDDC,Denmark,20-74,All areas,Female,12.36111
2009,SL_DOM_TSPDDC,Denmark,20-74,All areas,Male,9.375
2000,SL_DOM_TSPDDC,Estonia,10+,All areas,Male,10.625
2000,SL_DOM_TSPDDC,Estonia,65+,All areas,Female,23.125
2000,SL_DOM_TSPDDC,Estonia,45-64,All areas,Female,22.01389
2000,SL_DOM_TSPDDC,Estonia,15-24,All areas,Female,10.83333
2000,SL_DOM_TSPDDC,Estonia,10+,All areas,Female,17.77778
2000,SL_DOM_TSPDDC,Estonia,25-44,All areas,Female,18.05556
2000,SL_DOM_TSPDDC,Estonia,15-24,All areas,Male,6.73611
