Year,SeriesCode,Country,Age,Disability status,Location,Population Group,Quantile,Service Attribute,Sex,Value
2022,SP_PSR_SATIS_PRM,Israel,ALLAGE,Total or no breakdown,All areas,TOTAL,,QUALITY,Female,66
2022,SP_PSR_SATIS_PRM,Israel,ALLAGE,Total or no breakdown,All areas,TOTAL,,ATTITUDE,Female,75
2022,SP_PSR_SATIS_PRM,Israel,ALLAGE,Total or no breakdown,All areas,POP_A,,ACCESS,Both sexes,75
2022,SP_PSR_SATIS_PRM,Israel,ALLAGE,Total or no breakdown,All areas,POP_A,,QUALITY,Both sexes,66
2022,SP_PSR_SATIS_PRM,Israel,ALLAGE,Total or no breakdown,All areas,POP_A,,ATTITUDE,Both sexes,67
2022,SP_PSR_SATIS_PRM,Israel,ALLAGE,Total or no breakdown,All areas,TOTAL,,ACCESS,Male,81
2022,SP_PSR_SATIS_PRM,Israel,ALLAGE,Total or no breakdown,All areas,TOTAL,,ATTITUDE,Both sexes,75
2022,SP_PSR_SATIS_PRM,Israel,ALLAGE,Total or no breakdown,All areas,TOTAL,,ACCESS,Both sexes,80
2022,SP_PSR_SATIS_PRM,Israel,ALLAGE,Total or no breakdown,All areas,TOTAL,,QUALITY,Both sexes,68
2022,SP_PSR_SATIS_PRM,Mexico,ALLAGE,Total or no breakdown,All areas,TOTAL,,QUALITY,Male,73
2022,SP_PSR_SATIS_PRM,Mexico,25-34,Total or no breakdown,All areas,TOTAL,,ATTITUDE,Both sexes,79
2022,SP_PSR_SATIS_PRM,Mexico,45-54,Total or no breakdown,All areas,TOTAL,,AVERAGE,Both sexes,65
2022,SP_PSR_SATIS_PRM,Mexico,ALLAGE,Total or no breakdown,All areas,TOTAL,,AVERAGE,Female,63
2022,SP_PSR_SATIS_PRM,Mexico,ALLAGE,Total or no breakdown,All areas,TOTAL,,AFFORD,Both sexes,45
2022,SP_PSR_SATIS_PRM,Mexico,ALLAGE,Total or no breakdown,All areas,TOTAL,,QUALITY,Both sexes,70
2022,SP_PSR_SATIS_PRM,Mexico,ALLAGE,Total or no breakdown,All areas,TOTAL,,ATTITUDE,Both sexes,78
2022,SP_PSR_SATIS_PRM,Mexico,ALLAGE,Total or no breakdown,All areas,TOTAL,,AVERAGE,Both sexes,64
2022,SP_PSR_SATIS_PRM,Mexico,ALLAGE,Total or no breakdown,All areas,TOTAL,,AFFORD,Male,48
2022,SP_PSR_SATIS_PRM,Mexico,ALLAGE,Total or no breakdown,All areas,TOTAL,,ATTITUDE,Male,79
2022,SP_PSR_SATIS_PRM,Mexico,ALLAGE,Total or no breakdown,All areas,TOTAL,,AVERAGE,Male,66
2022,SP_PSR_SATIS_PRM,Mexico,ALLAGE,Total or no breakdown,All areas,TOTAL,,AFFORD,Female,43
2022,SP_PSR_SATIS_PRM,Mexico,ALLAGE,Total or no breakdown,All areas,TOTAL,,QUALITY,Female,68
2022,SP_PSR_SATIS_PRM,Mexico,65+,Total or no breakdown,All areas,TOTAL,,QUALITY,Both sexes,73
2022,SP_PSR_SATIS_PRM,Mexico,ALLAGE,Total or no breakdown,All areas,TOTAL,,ATTITUDE,Female,77
2022,SP_PSR_SATIS_PRM,Mexico,65+,Total or no breakdown,All areas,TOTAL,,AVERAGE,Both sexes,65
2022,SP_PSR_SATIS_PRM,Mexico,25-34,Total or no breakdown,All areas,TOTAL,,AVERAGE,Both sexes,65
2022,SP_PSR_SATIS_PRM,Mexico,35-44,Total or no breakdown,All areas,TOTAL,,AFFORD,Both sexes,44
2022,SP_PSR_SATIS_PRM,Mexico,35-44,Total or no breakdown,All areas,TOTAL,,QUALITY,Both sexes,67
2022,SP_PSR_SATIS_PRM,Mexico,35-44,Total or no breakdown,All areas,TOTAL,,ATTITUDE,Both sexes,76
2022,SP_PSR_SATIS_PRM,Mexico,35-44,Total or no breakdown,All areas,TOTAL,,AVERAGE,Both sexes,62
2022,SP_PSR_SATIS_PRM,Mexico,55-64,Total or no breakdown,All areas,TOTAL,,AVERAGE,Both sexes,67
2022,SP_PSR_SATIS_PRM,Mexico,45-54,Total or no breakdown,All areas,TOTAL,,AFFORD,Both sexes,44
2022,SP_PSR_SATIS_PRM,Mexico,45-54,Total or no breakdown,All areas,TOTAL,,QUALITY,Both sexes,73
2022,SP_PSR_SATIS_PRM,Mexico,55-64,Total or no breakdown,All areas,TOTAL,,ATTITUDE,Both sexes,82
2022,SP_PSR_SATIS_PRM,Mexico,25-34,Total or no breakdown,All areas,TOTAL,,QUALITY,Both sexes,69
2022,SP_PSR_SATIS_PRM,Mexico,45-54,Total or no breakdown,All areas,TOTAL,,ATTITUDE,Both sexes,78
2022,SP_PSR_SATIS_PRM,Mexico,ALLAGE,Total or no breakdown,Urban,TOTAL,,AFFORD,Both sexes,45
2022,SP_PSR_SATIS_PRM,Mexico,ALLAGE,Total or no breakdown,Urban,TOTAL,,QUALITY,Both sexes,70
2022,SP_PSR_SATIS_PRM,Mexico,ALLAGE,Total or no breakdown,Urban,TOTAL,,ATTITUDE,Both sexes,78
2022,SP_PSR_SATIS_PRM,Mexico,ALLAGE,Total or no breakdown,Urban,TOTAL,,AVERAGE,Both sexes,64
2022,SP_PSR_SATIS_PRM,Mexico,55-64,Total or no breakdown,All areas,TOTAL,,AFFORD,Both sexes,46
2022,SP_PSR_SATIS_PRM,Mexico,<25Y,Total or no breakdown,All areas,TOTAL,,AFFORD,Both sexes,46
2022,SP_PSR_SATIS_PRM,Mexico,55-64,Total or no breakdown,All areas,TOTAL,,QUALITY,Both sexes,74
2022,SP_PSR_SATIS_PRM,Mexico,<25Y,Total or no breakdown,All areas,TOTAL,,QUALITY,Both sexes,76
2022,SP_PSR_SATIS_PRM,Mexico,<25Y,Total or no breakdown,All areas,TOTAL,,ATTITUDE,Both sexes,81
2022,SP_PSR_SATIS_PRM,Mexico,65+,Total or no breakdown,All areas,TOTAL,,ATTITUDE,Both sexes,75
2022,SP_PSR_SATIS_PRM,Mexico,<25Y,Total or no breakdown,All areas,TOTAL,,AVERAGE,Both sexes,67
2022,SP_PSR_SATIS_PRM,Mexico,25-34,Total or no breakdown,All areas,TOTAL,,AFFORD,Both sexes,46
2022,SP_PSR_SATIS_PRM,Mexico,65+,Total or no breakdown,All areas,TOTAL,,AFFORD,Both sexes,46
2022,SP_PSR_SATIS_PRM,Mexico,65+,Total or no breakdown,All areas,TOTAL,,AFFORD,Both sexes,46
