Year,SeriesCode,Country,Location,Value
2016,EN_LND_SLUM,Bosnia and Herzegovina,Urban,4.0
2018,EN_LND_SLUM,Bosnia and Herzegovina,Urban,4.0
2000,EN_LND_SLUM,Belarus,Urban,17.5584
2002,EN_LND_SLUM,Belarus,Urban,16.03017
2004,EN_LND_SLUM,Belarus,Urban,14.50194
2006,EN_LND_SLUM,Belarus,Urban,12.97371
2008,EN_LND_SLUM,Belarus,Urban,11.44548
2010,EN_LND_SLUM,Belarus,Urban,9.91726
2012,EN_LND_SLUM,Belarus,Urban,8.38903
2014,EN_LND_SLUM,Belarus,Urban,6.8608
2016,EN_LND_SLUM,Belarus,Urban,5.33257
2018,EN_LND_SLUM,Belarus,Urban,3.80434
2020,EN_LND_SLUM,Belarus,Urban,2.27611
2000,EN_LND_SLUM,Chile,Urban,14.616
2002,EN_LND_SLUM,Chile,Urban,10.97
2004,EN_LND_SLUM,Chile,Urban,7.324
2006,EN_LND_SLUM,Chile,Urban,7.3
2008,EN_LND_SLUM,Chile,Urban,7.3
2000,EN_LND_SLUM,Colombia,Urban,21.17683
2002,EN_LND_SLUM,Colombia,Urban,19.83238
2004,EN_LND_SLUM,Colombia,Urban,18.48794
2006,EN_LND_SLUM,Colombia,Urban,17.14349
2008,EN_LND_SLUM,Colombia,Urban,15.79905
2010,EN_LND_SLUM,Colombia,Urban,14.4546
2012,EN_LND_SLUM,Colombia,Urban,13.11016
2014,EN_LND_SLUM,Colombia,Urban,11.76571
2016,EN_LND_SLUM,Colombia,Urban,10.42127
2018,EN_LND_SLUM,Colombia,Urban,9.7
2020,EN_LND_SLUM,Colombia,Urban,9.7
2000,EN_LND_SLUM,Costa Rica,Urban,12.69593
2002,EN_LND_SLUM,Costa Rica,Urban,11.78091
2004,EN_LND_SLUM,Costa Rica,Urban,10.86589
2006,EN_LND_SLUM,Costa Rica,Urban,9.95087
2008,EN_LND_SLUM,Costa Rica,Urban,9.03585
2010,EN_LND_SLUM,Costa Rica,Urban,8.12083
2012,EN_LND_SLUM,Costa Rica,Urban,7.20581
2014,EN_LND_SLUM,Costa Rica,Urban,6.29079
2016,EN_LND_SLUM,Costa Rica,Urban,5.37577
2018,EN_LND_SLUM,Costa Rica,Urban,4.46075
2020,EN_LND_SLUM,Costa Rica,Urban,3.54573
2000,EN_LND_SLUM,Georgia,Urban,13.6
2002,EN_LND_SLUM,Georgia,Urban,13.6
2004,EN_LND_SLUM,Georgia,Urban,13.2148
2006,EN_LND_SLUM,Georgia,Urban,12.44783
2008,EN_LND_SLUM,Georgia,Urban,11.68087
2010,EN_LND_SLUM,Georgia,Urban,10.9139
2012,EN_LND_SLUM,Georgia,Urban,10.14694
2014,EN_LND_SLUM,Georgia,Urban,9.37997
2016,EN_LND_SLUM,Georgia,Urban,8.61301
2018,EN_LND_SLUM,Georgia,Urban,7.84604
2020,EN_LND_SLUM,Georgia,Urban,7.07908
2000,EN_LND_SLUM,Hungary,Urban,15.4
2002,EN_LND_SLUM,Hungary,Urban,14.2
2004,EN_LND_SLUM,Hungary,Urban,12.9
2006,EN_LND_SLUM,Hungary,Urban,11.6
2008,EN_LND_SLUM,Hungary,Urban,10.4
2010,EN_LND_SLUM,Hungary,Urban,9.1
2012,EN_LND_SLUM,Hungary,Urban,7.9
2014,EN_LND_SLUM,Hungary,Urban,7.2
2016,EN_LND_SLUM,Hungary,Urban,7.2
2000,EN_LND_SLUM,India,Urban,55.29477
2002,EN_LND_SLUM,India,Urban,54.59656
2004,EN_LND_SLUM,India,Urban,53.89834
2006,EN_LND_SLUM,India,Urban,53.20013
2008,EN_LND_SLUM,India,Urban,52.50192
2010,EN_LND_SLUM,India,Urban,51.8037
2012,EN_LND_SLUM,India,Urban,51.10549
2014,EN_LND_SLUM,India,Urban,50.40728
2016,EN_LND_SLUM,India,Urban,49.70906
2018,EN_LND_SLUM,India,Urban,49.01085
2020,EN_LND_SLUM,India,Urban,49.01085
2000,EN_LND_SLUM,Ireland,Urban,6.2
2002,EN_LND_SLUM,Ireland,Urban,6.4
2004,EN_LND_SLUM,Ireland,Urban,6.7
2006,EN_LND_SLUM,Ireland,Urban,6.9
2008,EN_LND_SLUM,Ireland,Urban,7.2
2010,EN_LND_SLUM,Ireland,Urban,7.5
2012,EN_LND_SLUM,Ireland,Urban,7.7
2014,EN_LND_SLUM,Ireland,Urban,8.0
2008,EN_LND_SLUM,Viet Nam,Urban,25.54133
2010,EN_LND_SLUM,Viet Nam,Urban,20.59749
2012,EN_LND_SLUM,Viet Nam,Urban,15.65365
2014,EN_LND_SLUM,Viet Nam,Urban,10.70982
2016,EN_LND_SLUM,Viet Nam,Urban,5.76598
2018,EN_LND_SLUM,Viet Nam,Urban,5.76598
2020,EN_LND_SLUM,Viet Nam,Urban,5.76598
2000,EN_LND_SLUM,Tajikistan,Urban,60.27623
2002,EN_LND_SLUM,Tajikistan,Urban,55.72756
2004,EN_LND_SLUM,Tajikistan,Urban,51.1789
2006,EN_LND_SLUM,Tajikistan,Urban,46.63024
2008,EN_LND_SLUM,Tajikistan,Urban,42.08157
2010,EN_LND_SLUM,Tajikistan,Urban,37.53291
2012,EN_LND_SLUM,Tajikistan,Urban,32.98425
2014,EN_LND_SLUM,Tajikistan,Urban,28.43558
2016,EN_LND_SLUM,Tajikistan,Urban,23.88692
2018,EN_LND_SLUM,Tajikistan,Urban,19.33825
2020,EN_LND_SLUM,Tajikistan,Urban,17.06392
2000,EN_LND_SLUM,Türkiye,Urban,24.58136
2002,EN_LND_SLUM,Türkiye,Urban,23.18733
2004,EN_LND_SLUM,Türkiye,Urban,21.79329
2006,EN_LND_SLUM,Türkiye,Urban,20.39926
2008,EN_LND_SLUM,Türkiye,Urban,19.00523
2010,EN_LND_SLUM,Türkiye,Urban,17.61119
2012,EN_LND_SLUM,Türkiye,Urban,16.21716
2014,EN_LND_SLUM,Türkiye,Urban,14.82313
2016,EN_LND_SLUM,Türkiye,Urban,14.12611
2018,EN_LND_SLUM,Türkiye,Urban,14.12611
2000,EN_LND_SLUM,Turkmenistan,Urban,10.5
2002,EN_LND_SLUM,Turkmenistan,Urban,10.5
2004,EN_LND_SLUM,Turkmenistan,Urban,10.50752
2006,EN_LND_SLUM,Turkmenistan,Urban,10.25739
2008,EN_LND_SLUM,Turkmenistan,Urban,10.00727
2010,EN_LND_SLUM,Turkmenistan,Urban,9.75714
2012,EN_LND_SLUM,Turkmenistan,Urban,9.50701
2014,EN_LND_SLUM,Turkmenistan,Urban,9.25688
2016,EN_LND_SLUM,Turkmenistan,Urban,9.00675
2018,EN_LND_SLUM,Turkmenistan,Urban,8.75663
2020,EN_LND_SLUM,Turkmenistan,Urban,8.5065
2000,EN_LND_SLUM,Ukraine,Urban,5.0
2002,EN_LND_SLUM,Ukraine,Urban,5.0
2004,EN_LND_SLUM,Ukraine,Urban,4.6
2006,EN_LND_SLUM,Ukraine,Urban,3.9
2008,EN_LND_SLUM,Ukraine,Urban,3.2
2010,EN_LND_SLUM,Ukraine,Urban,2.5
2012,EN_LND_SLUM,Ukraine,Urban,1.8
2014,EN_LND_SLUM,Ukraine,Urban,1.1
2016,EN_LND_SLUM,Ukraine,Urban,1.1
2016,EN_LND_SLUM,Ireland,Urban,8.3
2018,EN_LND_SLUM,Ireland,Urban,8.5
2020,EN_LND_SLUM,Ireland,Urban,8.5
2000,EN_LND_SLUM,Kazakhstan,Urban,24.45811
2002,EN_LND_SLUM,Kazakhstan,Urban,21.67406
2004,EN_LND_SLUM,Kazakhstan,Urban,18.89002
2006,EN_LND_SLUM,Kazakhstan,Urban,16.10598
2008,EN_LND_SLUM,Kazakhstan,Urban,13.32194
2010,EN_LND_SLUM,Kazakhstan,Urban,10.5379
2012,EN_LND_SLUM,Kazakhstan,Urban,7.75386
2014,EN_LND_SLUM,Kazakhstan,Urban,4.96982
2016,EN_LND_SLUM,Kazakhstan,Urban,2.18578
2018,EN_LND_SLUM,Kazakhstan,Urban,0.79376
2020,EN_LND_SLUM,Kazakhstan,Urban,0.79376
2000,EN_LND_SLUM,Kyrgyzstan,Urban,47.15842
2002,EN_LND_SLUM,Kyrgyzstan,Urban,42.68651
2004,EN_LND_SLUM,Kyrgyzstan,Urban,38.2146
2006,EN_LND_SLUM,Kyrgyzstan,Urban,33.74269
2008,EN_LND_SLUM,Kyrgyzstan,Urban,29.27078
2010,EN_LND_SLUM,Kyrgyzstan,Urban,24.79887
2012,EN_LND_SLUM,Kyrgyzstan,Urban,20.32696
2014,EN_LND_SLUM,Kyrgyzstan,Urban,15.85505
2016,EN_LND_SLUM,Kyrgyzstan,Urban,11.38314
2018,EN_LND_SLUM,Kyrgyzstan,Urban,6.91123
2020,EN_LND_SLUM,Kyrgyzstan,Urban,2.43932
2018,EN_LND_SLUM,Ukraine,Urban,1.1
2018,EN_LND_SLUM,Ukraine,Urban,1.1
