Year,SeriesCode,GeoAreaName,Activity,Value
2012,NV_IND_MANFPC,Albania,ISIC4_C,177.07
2013,NV_IND_MANFPC,Albania,ISIC4_C,194.86
2014,NV_IND_MANFPC,Albania,ISIC4_C,213.34
2015,NV_IND_MANFPC,Albania,ISIC4_C,224.05
2016,NV_IND_MANFPC,Albania,ISIC4_C,234.34
2017,NV_IND_MANFPC,Albania,ISIC4_C,263.62
2018,NV_IND_MANFPC,Albania,ISIC4_C,280.35
2019,NV_IND_MANFPC,Albania,ISIC4_C,296.14
2020,NV_IND_MANFPC,Albania,ISIC4_C,278.52
2000,NV_IND_MANFPC,Norway,ISIC4_C,4940.58
2001,NV_IND_MANFPC,Norway,ISIC4_C,4877.65
2002,NV_IND_MANFPC,Norway,ISIC4_C,4819.43
2003,NV_IND_MANFPC,Norway,ISIC4_C,4941.24
2004,NV_IND_MANFPC,Norway,ISIC4_C,5134.84
2005,NV_IND_MANFPC,Norway,ISIC4_C,5295.47
2006,NV_IND_MANFPC,Norway,ISIC4_C,5378.72
2007,NV_IND_MANFPC,Norway,ISIC4_C,5513.89
2008,NV_IND_MANFPC,Norway,ISIC4_C,5593.02
2009,NV_IND_MANFPC,Norway,ISIC4_C,5117.08
2010,NV_IND_MANFPC,Norway,ISIC4_C,5143.1
2011,NV_IND_MANFPC,Norway,ISIC4_C,5165.7
2012,NV_IND_MANFPC,Norway,ISIC4_C,5205.47
2013,NV_IND_MANFPC,Norway,ISIC4_C,5315.67
2014,NV_IND_MANFPC,Norway,ISIC4_C,5414.15
2015,NV_IND_MANFPC,Norway,ISIC4_C,5109.34
2016,NV_IND_MANFPC,Norway,ISIC4_C,4847.69
2017,NV_IND_MANFPC,Norway,ISIC4_C,4824.88
2018,NV_IND_MANFPC,Norway,ISIC4_C,4880.69
2019,NV_IND_MANFPC,Norway,ISIC4_C,4934.52
2020,NV_IND_MANFPC,Norway,ISIC4_C,4782.6
2021,NV_IND_MANFPC,Albania,ISIC4_C,325.76
2022,NV_IND_MANFPC,Albania,ISIC4_C,343.59
2000,NV_IND_MANFPC,Azerbaijan,ISIC4_C,134.14
2001,NV_IND_MANFPC,Azerbaijan,ISIC4_C,138.07
2002,NV_IND_MANFPC,Azerbaijan,ISIC4_C,147.78
2003,NV_IND_MANFPC,Azerbaijan,ISIC4_C,166.69
2004,NV_IND_MANFPC,Azerbaijan,ISIC4_C,182.15
2005,NV_IND_MANFPC,Azerbaijan,ISIC4_C,209.38
2006,NV_IND_MANFPC,Azerbaijan,ISIC4_C,225.45
2007,NV_IND_MANFPC,Azerbaijan,ISIC4_C,245.21
2008,NV_IND_MANFPC,Azerbaijan,ISIC4_C,259.09
2009,NV_IND_MANFPC,Azerbaijan,ISIC4_C,223.44
2010,NV_IND_MANFPC,Azerbaijan,ISIC4_C,235.54
2011,NV_IND_MANFPC,Azerbaijan,ISIC4_C,248.28
2012,NV_IND_MANFPC,Azerbaijan,ISIC4_C,256.41
2013,NV_IND_MANFPC,Azerbaijan,ISIC4_C,258.27
2014,NV_IND_MANFPC,Azerbaijan,ISIC4_C,264.36
2015,NV_IND_MANFPC,Azerbaijan,ISIC4_C,268.56
2016,NV_IND_MANFPC,Azerbaijan,ISIC4_C,262.22
2017,NV_IND_MANFPC,Azerbaijan,ISIC4_C,256.81
2018,NV_IND_MANFPC,Azerbaijan,ISIC4_C,271.11
2019,NV_IND_MANFPC,Azerbaijan,ISIC4_C,296.94
2020,NV_IND_MANFPC,Azerbaijan,ISIC4_C,323.88
2021,NV_IND_MANFPC,Azerbaijan,ISIC4_C,385.07
2022,NV_IND_MANFPC,Azerbaijan,ISIC4_C,392.7
2000,NV_IND_MANFPC,Australia,ISIC4_C,3967.59
2001,NV_IND_MANFPC,Australia,ISIC4_C,4026.64
2002,NV_IND_MANFPC,Australia,ISIC4_C,4145.44
2003,NV_IND_MANFPC,Australia,ISIC4_C,4157.08
2004,NV_IND_MANFPC,Australia,ISIC4_C,4073.13
2021,NV_IND_MANFPC,Norway,ISIC4_C,4909.18
2022,NV_IND_MANFPC,Norway,ISIC4_C,4978.78
2000,NV_IND_MANFPC,Poland,ISIC4_C,773.52
2001,NV_IND_MANFPC,Poland,ISIC4_C,761.07
2002,NV_IND_MANFPC,Poland,ISIC4_C,780.24
2003,NV_IND_MANFPC,Poland,ISIC4_C,874.58
2004,NV_IND_MANFPC,Poland,ISIC4_C,988.5
2005,NV_IND_MANFPC,Poland,ISIC4_C,1036.32
2006,NV_IND_MANFPC,Poland,ISIC4_C,1208.14
2007,NV_IND_MANFPC,Poland,ISIC4_C,1379.06
2008,NV_IND_MANFPC,Poland,ISIC4_C,1494.34
2005,NV_IND_MANFPC,Australia,ISIC4_C,3999.14
2006,NV_IND_MANFPC,Australia,ISIC4_C,4019.05
2007,NV_IND_MANFPC,Australia,ISIC4_C,4106.34
2008,NV_IND_MANFPC,Australia,ISIC4_C,3815.81
2009,NV_IND_MANFPC,Australia,ISIC4_C,3759.93
2010,NV_IND_MANFPC,Australia,ISIC4_C,3685.64
2011,NV_IND_MANFPC,Australia,ISIC4_C,3672.55
2012,NV_IND_MANFPC,Australia,ISIC4_C,3493.31
2013,NV_IND_MANFPC,Australia,ISIC4_C,3404.99
2014,NV_IND_MANFPC,Australia,ISIC4_C,3301.83
2015,NV_IND_MANFPC,Australia,ISIC4_C,3181.61
2016,NV_IND_MANFPC,Australia,ISIC4_C,3114.46
2017,NV_IND_MANFPC,Australia,ISIC4_C,3133.13
2018,NV_IND_MANFPC,Australia,ISIC4_C,3054.37
2019,NV_IND_MANFPC,Australia,ISIC4_C,2955.6
2020,NV_IND_MANFPC,Australia,ISIC4_C,2985.05
2021,NV_IND_MANFPC,Australia,ISIC4_C,3031.28
2022,NV_IND_MANFPC,Australia,ISIC4_C,3049.53
2000,NV_IND_MANFPC,Austria,ISIC4_C,5907.72
2001,NV_IND_MANFPC,Austria,ISIC4_C,6046.96
2002,NV_IND_MANFPC,Austria,ISIC4_C,5936.28
2003,NV_IND_MANFPC,Austria,ISIC4_C,5945.59
2004,NV_IND_MANFPC,Austria,ISIC4_C,6087.35
2005,NV_IND_MANFPC,Austria,ISIC4_C,6316.17
2006,NV_IND_MANFPC,Austria,ISIC4_C,6783.3
2007,NV_IND_MANFPC,Austria,ISIC4_C,7287.62
2008,NV_IND_MANFPC,Austria,ISIC4_C,7343.49
2009,NV_IND_MANFPC,Austria,ISIC4_C,6245.7
2010,NV_IND_MANFPC,Austria,ISIC4_C,6736.71
2011,NV_IND_MANFPC,Austria,ISIC4_C,7199.37
2012,NV_IND_MANFPC,Austria,ISIC4_C,7312.64
2013,NV_IND_MANFPC,Austria,ISIC4_C,7288.52
2014,NV_IND_MANFPC,Austria,ISIC4_C,7393.58
2015,NV_IND_MANFPC,Austria,ISIC4_C,7373.57
2016,NV_IND_MANFPC,Austria,ISIC4_C,7611.95
2017,NV_IND_MANFPC,Austria,ISIC4_C,7802.94
2018,NV_IND_MANFPC,Austria,ISIC4_C,8111.33
2019,NV_IND_MANFPC,Austria,ISIC4_C,8153.6
2020,NV_IND_MANFPC,Austria,ISIC4_C,7655.5
2021,NV_IND_MANFPC,Austria,ISIC4_C,8369.41
2014,NV_IND_MANFPC,Canada,ISIC4_C,4359.76
2015,NV_IND_MANFPC,Canada,ISIC4_C,4344.28
2016,NV_IND_MANFPC,Canada,ISIC4_C,4298.02
2017,NV_IND_MANFPC,Canada,ISIC4_C,4328.77
2018,NV_IND_MANFPC,Canada,ISIC4_C,4403.28
2019,NV_IND_MANFPC,Canada,ISIC4_C,4345.28
2020,NV_IND_MANFPC,Canada,ISIC4_C,3890.36
2021,NV_IND_MANFPC,Canada,ISIC4_C,4042.84
2022,NV_IND_MANFPC,Canada,ISIC4_C,4162.76
2000,NV_IND_MANFPC,Chile,ISIC4_C,1310.54
2001,NV_IND_MANFPC,Chile,ISIC4_C,1303.97
2002,NV_IND_MANFPC,Chile,ISIC4_C,1314.25
2003,NV_IND_MANFPC,Chile,ISIC4_C,1343.3
2004,NV_IND_MANFPC,Chile,ISIC4_C,1411.11
2005,NV_IND_MANFPC,Chile,ISIC4_C,1465.68
2006,NV_IND_MANFPC,Chile,ISIC4_C,1526.0
2007,NV_IND_MANFPC,Chile,ISIC4_C,1550.44
2008,NV_IND_MANFPC,Chile,ISIC4_C,1554.41
2009,NV_IND_MANFPC,Chile,ISIC4_C,1445.95
2010,NV_IND_MANFPC,Chile,ISIC4_C,1478.22
2011,NV_IND_MANFPC,Chile,ISIC4_C,1579.07
2012,NV_IND_MANFPC,Chile,ISIC4_C,1615.84
2013,NV_IND_MANFPC,Chile,ISIC4_C,1632.85
2014,NV_IND_MANFPC,Chile,ISIC4_C,1605.02
2015,NV_IND_MANFPC,Chile,ISIC4_C,1591.7
2016,NV_IND_MANFPC,Chile,ISIC4_C,1556.18
2017,NV_IND_MANFPC,Chile,ISIC4_C,1548.49
2018,NV_IND_MANFPC,Chile,ISIC4_C,1578.39
2019,NV_IND_MANFPC,Chile,ISIC4_C,1528.38
2020,NV_IND_MANFPC,Chile,ISIC4_C,1458.26
2021,NV_IND_MANFPC,Chile,ISIC4_C,1564.29
2022,NV_IND_MANFPC,Chile,ISIC4_C,1572.89
2000,NV_IND_MANFPC,China,ISIC4_C,361.06
2001,NV_IND_MANFPC,China,ISIC4_C,405.42
2002,NV_IND_MANFPC,China,ISIC4_C,479.93
2003,NV_IND_MANFPC,China,ISIC4_C,640.28
2004,NV_IND_MANFPC,China,ISIC4_C,809.14
2005,NV_IND_MANFPC,China,ISIC4_C,880.62
2006,NV_IND_MANFPC,China,ISIC4_C,990.13
2007,NV_IND_MANFPC,China,ISIC4_C,1147.4
2008,NV_IND_MANFPC,China,ISIC4_C,1247.12
2009,NV_IND_MANFPC,China,ISIC4_C,1397.79
2010,NV_IND_MANFPC,China,ISIC4_C,1540.19
2011,NV_IND_MANFPC,China,ISIC4_C,1696.28
2012,NV_IND_MANFPC,China,ISIC4_C,1846.58
2013,NV_IND_MANFPC,China,ISIC4_C,1988.1
2014,NV_IND_MANFPC,China,ISIC4_C,2155.86
2015,NV_IND_MANFPC,China,ISIC4_C,2297.82
2016,NV_IND_MANFPC,China,ISIC4_C,2428.27
2017,NV_IND_MANFPC,China,ISIC4_C,2553.14
2018,NV_IND_MANFPC,China,ISIC4_C,2695.61
2019,NV_IND_MANFPC,China,ISIC4_C,2805.06
2020,NV_IND_MANFPC,China,ISIC4_C,2872.43
2021,NV_IND_MANFPC,China,ISIC4_C,3145.22
2022,NV_IND_MANFPC,China,ISIC4_C,3228.26
2000,NV_IND_MANFPC,Colombia,ISIC4_C,588.29
2001,NV_IND_MANFPC,Colombia,ISIC4_C,588.12
2002,NV_IND_MANFPC,Colombia,ISIC4_C,584.85
2003,NV_IND_MANFPC,Colombia,ISIC4_C,618.04
2004,NV_IND_MANFPC,Colombia,ISIC4_C,641.7
2005,NV_IND_MANFPC,Colombia,ISIC4_C,667.32
2006,NV_IND_MANFPC,Colombia,ISIC4_C,706.74
2007,NV_IND_MANFPC,Colombia,ISIC4_C,752.22
2008,NV_IND_MANFPC,Colombia,ISIC4_C,746.14
2009,NV_IND_MANFPC,Colombia,ISIC4_C,710.71
2010,NV_IND_MANFPC,Colombia,ISIC4_C,715.98
2011,NV_IND_MANFPC,Colombia,ISIC4_C,747.76
2012,NV_IND_MANFPC,Colombia,ISIC4_C,746.17
2013,NV_IND_MANFPC,Colombia,ISIC4_C,749.97
2014,NV_IND_MANFPC,Colombia,ISIC4_C,764.38
2015,NV_IND_MANFPC,Colombia,ISIC4_C,772.38
2016,NV_IND_MANFPC,Colombia,ISIC4_C,788.81
2017,NV_IND_MANFPC,Colombia,ISIC4_C,762.85
2018,NV_IND_MANFPC,Colombia,ISIC4_C,759.57
2019,NV_IND_MANFPC,Colombia,ISIC4_C,754.78
2020,NV_IND_MANFPC,Colombia,ISIC4_C,670.83
2021,NV_IND_MANFPC,Colombia,ISIC4_C,771.7
2022,NV_IND_MANFPC,Colombia,ISIC4_C,823.83
2000,NV_IND_MANFPC,Costa Rica,ISIC4_C,1373.49
2001,NV_IND_MANFPC,Costa Rica,ISIC4_C,1340.77
2002,NV_IND_MANFPC,Costa Rica,ISIC4_C,1363.91
2003,NV_IND_MANFPC,Costa Rica,ISIC4_C,1360.82
2004,NV_IND_MANFPC,Costa Rica,ISIC4_C,1394.17
2005,NV_IND_MANFPC,Costa Rica,ISIC4_C,1423.14
2006,NV_IND_MANFPC,Costa Rica,ISIC4_C,1459.72
2007,NV_IND_MANFPC,Costa Rica,ISIC4_C,1480.17
2008,NV_IND_MANFPC,Costa Rica,ISIC4_C,1426.43
2009,NV_IND_MANFPC,Costa Rica,ISIC4_C,1294.89
2010,NV_IND_MANFPC,Costa Rica,ISIC4_C,1365.69
2011,NV_IND_MANFPC,Costa Rica,ISIC4_C,1399.57
2012,NV_IND_MANFPC,Costa Rica,ISIC4_C,1439.53
2013,NV_IND_MANFPC,Costa Rica,ISIC4_C,1422.1
2014,NV_IND_MANFPC,Costa Rica,ISIC4_C,1410.04
2015,NV_IND_MANFPC,Costa Rica,ISIC4_C,1338.29
2016,NV_IND_MANFPC,Costa Rica,ISIC4_C,1381.07
2017,NV_IND_MANFPC,Costa Rica,ISIC4_C,1421.73
2018,NV_IND_MANFPC,Costa Rica,ISIC4_C,1467.73
2019,NV_IND_MANFPC,Costa Rica,ISIC4_C,1498.86
2020,NV_IND_MANFPC,Costa Rica,ISIC4_C,1534.19
2021,NV_IND_MANFPC,Costa Rica,ISIC4_C,1720.79
2022,NV_IND_MANFPC,Costa Rica,ISIC4_C,1765.61
2000,NV_IND_MANFPC,Croatia,ISIC4_C,1337.21
2001,NV_IND_MANFPC,Croatia,ISIC4_C,1368.8
2002,NV_IND_MANFPC,Croatia,ISIC4_C,1403.91
2003,NV_IND_MANFPC,Croatia,ISIC4_C,1470.51
2004,NV_IND_MANFPC,Croatia,ISIC4_C,1526.68
2005,NV_IND_MANFPC,Croatia,ISIC4_C,1568.15
2006,NV_IND_MANFPC,Croatia,ISIC4_C,1631.83
2007,NV_IND_MANFPC,Croatia,ISIC4_C,1747.39
2008,NV_IND_MANFPC,Croatia,ISIC4_C,1756.52
2009,NV_IND_MANFPC,Croatia,ISIC4_C,1539.82
2010,NV_IND_MANFPC,Croatia,ISIC4_C,1463.24
2011,NV_IND_MANFPC,Croatia,ISIC4_C,1475.38
2012,NV_IND_MANFPC,Croatia,ISIC4_C,1406.07
2013,NV_IND_MANFPC,Croatia,ISIC4_C,1378.34
2014,NV_IND_MANFPC,Croatia,ISIC4_C,1435.66
2015,NV_IND_MANFPC,Croatia,ISIC4_C,1506.06
2016,NV_IND_MANFPC,Croatia,ISIC4_C,1614.88
2017,NV_IND_MANFPC,Croatia,ISIC4_C,1678.87
2018,NV_IND_MANFPC,Croatia,ISIC4_C,1690.8
2019,NV_IND_MANFPC,Croatia,ISIC4_C,1734.05
2020,NV_IND_MANFPC,Croatia,ISIC4_C,1647.53
2021,NV_IND_MANFPC,Croatia,ISIC4_C,1804.99
2022,NV_IND_MANFPC,Croatia,ISIC4_C,1919.58
2000,NV_IND_MANFPC,Cyprus,ISIC4_C,1253.16
2001,NV_IND_MANFPC,Cyprus,ISIC4_C,1202.5
2002,NV_IND_MANFPC,Cyprus,ISIC4_C,1206.47
2003,NV_IND_MANFPC,Cyprus,ISIC4_C,1216.87
2004,NV_IND_MANFPC,Cyprus,ISIC4_C,1196.99
2005,NV_IND_MANFPC,Cyprus,ISIC4_C,1165.65
2006,NV_IND_MANFPC,Cyprus,ISIC4_C,1114.3
2007,NV_IND_MANFPC,Cyprus,ISIC4_C,1110.91
2008,NV_IND_MANFPC,Cyprus,ISIC4_C,1130.76
2009,NV_IND_MANFPC,Cyprus,ISIC4_C,1035.47
2010,NV_IND_MANFPC,Cyprus,ISIC4_C,994.06
2011,NV_IND_MANFPC,Cyprus,ISIC4_C,892.14
2022,NV_IND_MANFPC,Austria,ISIC4_C,9021.5
2000,NV_IND_MANFPC,Armenia,ISIC4_C,120.09
2001,NV_IND_MANFPC,Armenia,ISIC4_C,124.69
2002,NV_IND_MANFPC,Armenia,ISIC4_C,147.27
2003,NV_IND_MANFPC,Armenia,ISIC4_C,172.26
2004,NV_IND_MANFPC,Armenia,ISIC4_C,216.19
2005,NV_IND_MANFPC,Armenia,ISIC4_C,236.73
2006,NV_IND_MANFPC,Armenia,ISIC4_C,237.25
2007,NV_IND_MANFPC,Armenia,ISIC4_C,242.81
2008,NV_IND_MANFPC,Armenia,ISIC4_C,246.61
2012,NV_IND_MANFPC,Cyprus,ISIC4_C,806.08
2013,NV_IND_MANFPC,Cyprus,ISIC4_C,666.88
2014,NV_IND_MANFPC,Cyprus,ISIC4_C,667.12
2015,NV_IND_MANFPC,Cyprus,ISIC4_C,714.04
2016,NV_IND_MANFPC,Cyprus,ISIC4_C,810.2
2017,NV_IND_MANFPC,Cyprus,ISIC4_C,917.78
2018,NV_IND_MANFPC,Cyprus,ISIC4_C,1061.42
2019,NV_IND_MANFPC,Cyprus,ISIC4_C,1134.93
2020,NV_IND_MANFPC,Cyprus,ISIC4_C,1102.13
2021,NV_IND_MANFPC,Cyprus,ISIC4_C,1170.85
2022,NV_IND_MANFPC,Cyprus,ISIC4_C,1198.55
2000,NV_IND_MANFPC,Czechia,ISIC4_C,2044.99
2001,NV_IND_MANFPC,Czechia,ISIC4_C,2131.19
2002,NV_IND_MANFPC,Czechia,ISIC4_C,2213.08
2003,NV_IND_MANFPC,Czechia,ISIC4_C,2217.1
2004,NV_IND_MANFPC,Czechia,ISIC4_C,2405.35
2005,NV_IND_MANFPC,Czechia,ISIC4_C,2747.72
2006,NV_IND_MANFPC,Czechia,ISIC4_C,3305.86
2007,NV_IND_MANFPC,Czechia,ISIC4_C,3509.84
2008,NV_IND_MANFPC,Czechia,ISIC4_C,3781.48
2009,NV_IND_MANFPC,Czechia,ISIC4_C,3296.53
2010,NV_IND_MANFPC,Czechia,ISIC4_C,3665.28
2011,NV_IND_MANFPC,Czechia,ISIC4_C,4058.2
2012,NV_IND_MANFPC,Czechia,ISIC4_C,3889.24
2013,NV_IND_MANFPC,Czechia,ISIC4_C,3839.13
2014,NV_IND_MANFPC,Czechia,ISIC4_C,3975.4
2015,NV_IND_MANFPC,Czechia,ISIC4_C,4274.19
2016,NV_IND_MANFPC,Czechia,ISIC4_C,4468.05
2017,NV_IND_MANFPC,Czechia,ISIC4_C,4853.51
2018,NV_IND_MANFPC,Czechia,ISIC4_C,4943.53
2019,NV_IND_MANFPC,Czechia,ISIC4_C,5173.91
2020,NV_IND_MANFPC,Czechia,ISIC4_C,4587.38
2021,NV_IND_MANFPC,Czechia,ISIC4_C,4823.98
2022,NV_IND_MANFPC,Czechia,ISIC4_C,5051.63
2000,NV_IND_MANFPC,Denmark,ISIC4_C,6582.16
2001,NV_IND_MANFPC,Denmark,ISIC4_C,6662.42
2002,NV_IND_MANFPC,Denmark,ISIC4_C,6478.97
2003,NV_IND_MANFPC,Denmark,ISIC4_C,6268.63
2004,NV_IND_MANFPC,Denmark,ISIC4_C,6353.64
2005,NV_IND_MANFPC,Denmark,ISIC4_C,6219.33
2006,NV_IND_MANFPC,Denmark,ISIC4_C,6526.99
2007,NV_IND_MANFPC,Denmark,ISIC4_C,6579.25
2008,NV_IND_MANFPC,Denmark,ISIC4_C,6511.09
2009,NV_IND_MANFPC,Denmark,ISIC4_C,5711.84
2010,NV_IND_MANFPC,Denmark,ISIC4_C,5901.88
2011,NV_IND_MANFPC,Denmark,ISIC4_C,6242.43
2012,NV_IND_MANFPC,Denmark,ISIC4_C,6468.29
2013,NV_IND_MANFPC,Denmark,ISIC4_C,6619.65
2014,NV_IND_MANFPC,Denmark,ISIC4_C,6678.53
2015,NV_IND_MANFPC,Denmark,ISIC4_C,6612.04
2016,NV_IND_MANFPC,Denmark,ISIC4_C,6973.3
2017,NV_IND_MANFPC,Denmark,ISIC4_C,7586.07
2018,NV_IND_MANFPC,Denmark,ISIC4_C,7773.42
2019,NV_IND_MANFPC,Denmark,ISIC4_C,8134.04
2020,NV_IND_MANFPC,Denmark,ISIC4_C,7877.2
2021,NV_IND_MANFPC,Denmark,ISIC4_C,8255.19
2022,NV_IND_MANFPC,Denmark,ISIC4_C,8649.9
2000,NV_IND_MANFPC,Estonia,ISIC4_C,1153.04
2001,NV_IND_MANFPC,Estonia,ISIC4_C,1312.67
2002,NV_IND_MANFPC,Estonia,ISIC4_C,1420.12
2003,NV_IND_MANFPC,Estonia,ISIC4_C,1536.06
2004,NV_IND_MANFPC,Estonia,ISIC4_C,1593.61
2005,NV_IND_MANFPC,Estonia,ISIC4_C,1758.39
2006,NV_IND_MANFPC,Estonia,ISIC4_C,1962.29
2007,NV_IND_MANFPC,Estonia,ISIC4_C,2067.72
2008,NV_IND_MANFPC,Estonia,ISIC4_C,1997.01
2009,NV_IND_MANFPC,Estonia,ISIC4_C,1537.74
2010,NV_IND_MANFPC,Estonia,ISIC4_C,1842.26
2011,NV_IND_MANFPC,Estonia,ISIC4_C,2122.63
2012,NV_IND_MANFPC,Estonia,ISIC4_C,2157.33
2013,NV_IND_MANFPC,Estonia,ISIC4_C,2232.02
2014,NV_IND_MANFPC,Estonia,ISIC4_C,2364.22
2015,NV_IND_MANFPC,Estonia,ISIC4_C,2420.34
2016,NV_IND_MANFPC,Estonia,ISIC4_C,2520.99
2017,NV_IND_MANFPC,Estonia,ISIC4_C,2619.15
2018,NV_IND_MANFPC,Estonia,ISIC4_C,2737.04
2019,NV_IND_MANFPC,Estonia,ISIC4_C,2772.5
2020,NV_IND_MANFPC,Estonia,ISIC4_C,2586.96
2021,NV_IND_MANFPC,Estonia,ISIC4_C,2764.28
2022,NV_IND_MANFPC,Estonia,ISIC4_C,2729.77
2000,NV_IND_MANFPC,Finland,ISIC4_C,6332.74
2001,NV_IND_MANFPC,Finland,ISIC4_C,6546.87
2002,NV_IND_MANFPC,Finland,ISIC4_C,6747.9
2003,NV_IND_MANFPC,Finland,ISIC4_C,6925.46
2004,NV_IND_MANFPC,Finland,ISIC4_C,7243.32
2005,NV_IND_MANFPC,Finland,ISIC4_C,7494.03
2006,NV_IND_MANFPC,Finland,ISIC4_C,8318.45
2007,NV_IND_MANFPC,Finland,ISIC4_C,9118.83
2008,NV_IND_MANFPC,Finland,ISIC4_C,8839.6
2009,NV_IND_MANFPC,Finland,ISIC4_C,6755.18
2010,NV_IND_MANFPC,Finland,ISIC4_C,7234.73
2011,NV_IND_MANFPC,Finland,ISIC4_C,7205.01
2012,NV_IND_MANFPC,Finland,ISIC4_C,6340.32
2013,NV_IND_MANFPC,Finland,ISIC4_C,6362.96
2014,NV_IND_MANFPC,Finland,ISIC4_C,6280.41
2015,NV_IND_MANFPC,Finland,ISIC4_C,6282.83
2016,NV_IND_MANFPC,Finland,ISIC4_C,6571.99
2017,NV_IND_MANFPC,Finland,ISIC4_C,7043.84
2018,NV_IND_MANFPC,Finland,ISIC4_C,6731.86
