Year,SeriesCode,Страна ,Age,Sex,Value
2018,VC_HTF_DETVOP,Belgium,ALLAGE,BOTHSEX,7.0
2014,VC_HTF_DETVOP,Bosnia and Herzegovina,<18Y,MALE,18.0
2014,VC_HTF_DETVOP,Bosnia and Herzegovina,ALLAGE,BOTHSEX,36.0
2014,VC_HTF_DETVOP,Bosnia and Herzegovina,<18Y,FEMALE,13.0
2015,VC_HTF_DETVOP,Bosnia and Herzegovina,ALLAGE,BOTHSEX,28.0
2015,VC_HTF_DETVOP,Bosnia and Herzegovina,18+,FEMALE,5.0
2015,VC_HTF_DETVOP,Bosnia and Herzegovina,18+,MALE,6.0
2015,VC_HTF_DETVOP,Bosnia and Herzegovina,<18Y,MALE,10.0
2016,VC_HTF_DETVOP,Bosnia and Herzegovina,ALLAGE,BOTHSEX,23.0
2017,VC_HTF_DETVOP,Bosnia and Herzegovina,ALLAGE,BOTHSEX,57.0
2018,VC_HTF_DETVOP,Bosnia and Herzegovina,ALLAGE,BOTHSEX,17.0
2019,VC_HTF_DETVOP,Bosnia and Herzegovina,ALLAGE,BOTHSEX,46.0
2017,VC_HTF_DETVOP,Poland,18+,MALE,12.0
2017,VC_HTF_DETVOP,Poland,ALLAGE,BOTHSEX,16.0
2017,VC_HTF_DETVOP,Poland,18+,BOTHSEX,15.0
2018,VC_HTF_DETVOP,Poland,ALLAGE,BOTHSEX,10.0
2018,VC_HTF_DETVOP,Poland,18+,BOTHSEX,9.0
2018,VC_HTF_DETVOP,Poland,18+,FEMALE,9.0
2010,VC_HTF_DETVOP,Bulgaria,ALLAGE,BOTHSEX,32.0
2011,VC_HTF_DETVOP,Bulgaria,ALLAGE,BOTHSEX,55.0
2012,VC_HTF_DETVOP,Bulgaria,ALLAGE,BOTHSEX,53.0
2013,VC_HTF_DETVOP,Bulgaria,ALLAGE,BOTHSEX,64.0
2014,VC_HTF_DETVOP,Bulgaria,18+,MALE,60.0
2014,VC_HTF_DETVOP,Bulgaria,ALLAGE,BOTHSEX,64.0
2017,VC_HTF_DETVOP,Albania,<18Y,BOTHSEX,9.0
2017,VC_HTF_DETVOP,Albania,ALLAGE,BOTHSEX,54.0
2017,VC_HTF_DETVOP,Albania,<18Y,FEMALE,10.0
2017,VC_HTF_DETVOP,Albania,<18Y,MALE,5.0
2018,VC_HTF_DETVOP,Albania,<18Y,MALE,18.0
2018,VC_HTF_DETVOP,Albania,ALLAGE,BOTHSEX,81.0
2018,VC_HTF_DETVOP,Albania,<18Y,FEMALE,10.0
2018,VC_HTF_DETVOP,Albania,<18Y,BOTHSEX,26.0
2019,VC_HTF_DETVOP,Albania,<18Y,FEMALE,10.0
2019,VC_HTF_DETVOP,Albania,ALLAGE,BOTHSEX,41.0
2019,VC_HTF_DETVOP,Albania,<18Y,BOTHSEX,10.0
2019,VC_HTF_DETVOP,Albania,<18Y,MALE,6.0
2020,VC_HTF_DETVOP,Albania,ALLAGE,BOTHSEX,39.0
2020,VC_HTF_DETVOP,Albania,<18Y,BOTHSEX,8.0
2020,VC_HTF_DETVOP,Albania,<18Y,MALE,5.0
2021,VC_HTF_DETVOP,Albania,ALLAGE,BOTHSEX,84.0
2015,VC_HTF_DETVOP,Bulgaria,ALLAGE,BOTHSEX,65.0
2015,VC_HTF_DETVOP,Bulgaria,18+,MALE,64.0
2016,VC_HTF_DETVOP,Bulgaria,18+,MALE,84.0
2016,VC_HTF_DETVOP,Bulgaria,ALLAGE,BOTHSEX,85.0
2017,VC_HTF_DETVOP,Bulgaria,ALLAGE,BOTHSEX,114.0
2017,VC_HTF_DETVOP,Bulgaria,18+,MALE,110.0
2014,VC_HTF_DETVOP,Portugal,ALLAGE,BOTHSEX,10.0
2017,VC_HTF_DETVOP,Portugal,ALLAGE,BOTHSEX,7.0
2017,VC_HTF_DETVOP,Portugal,<18Y,MALE,7.0
2019,VC_HTF_DETVOP,Portugal,18+,FEMALE,11.0
2019,VC_HTF_DETVOP,Portugal,18+,MALE,6.0
2019,VC_HTF_DETVOP,Portugal,ALLAGE,BOTHSEX,17.0
2005,VC_HTF_DETVOP,Romania,ALLAGE,BOTHSEX,112.0
2006,VC_HTF_DETVOP,Romania,ALLAGE,BOTHSEX,112.0
2007,VC_HTF_DETVOP,Romania,ALLAGE,BOTHSEX,180.0
2008,VC_HTF_DETVOP,Romania,ALLAGE,BOTHSEX,109.0
2009,VC_HTF_DETVOP,Romania,ALLAGE,BOTHSEX,144.0
2010,VC_HTF_DETVOP,Romania,ALLAGE,BOTHSEX,169.0
2011,VC_HTF_DETVOP,Romania,ALLAGE,BOTHSEX,134.0
2012,VC_HTF_DETVOP,Romania,ALLAGE,BOTHSEX,105.0
2013,VC_HTF_DETVOP,Romania,ALLAGE,BOTHSEX,82.0
2014,VC_HTF_DETVOP,Romania,ALLAGE,BOTHSEX,107.0
2015,VC_HTF_DETVOP,Romania,ALLAGE,BOTHSEX,192.0
2016,VC_HTF_DETVOP,Romania,ALLAGE,BOTHSEX,94.0
2017,VC_HTF_DETVOP,Romania,<18Y,FEMALE,45.0
2017,VC_HTF_DETVOP,Romania,<18Y,MALE,45.0
2017,VC_HTF_DETVOP,Romania,<18Y,BOTHSEX,48.0
2017,VC_HTF_DETVOP,Romania,18+,MALE,12.0
2017,VC_HTF_DETVOP,Romania,18+,BOTHSEX,30.0
2017,VC_HTF_DETVOP,Romania,18+,FEMALE,19.0
2017,VC_HTF_DETVOP,Romania,ALLAGE,BOTHSEX,172.0
2018,VC_HTF_DETVOP,Romania,<18Y,MALE,9.0
2018,VC_HTF_DETVOP,Romania,18+,FEMALE,18.0
2018,VC_HTF_DETVOP,Romania,ALLAGE,BOTHSEX,70.0
2018,VC_HTF_DETVOP,Romania,18+,BOTHSEX,24.0
2018,VC_HTF_DETVOP,Romania,<18Y,BOTHSEX,10.0
2018,VC_HTF_DETVOP,Romania,18+,MALE,11.0
2019,VC_HTF_DETVOP,Romania,<18Y,MALE,32.0
2019,VC_HTF_DETVOP,Romania,18+,MALE,28.0
2019,VC_HTF_DETVOP,Romania,18+,BOTHSEX,31.0
2019,VC_HTF_DETVOP,Romania,18+,FEMALE,23.0
2019,VC_HTF_DETVOP,Romania,<18Y,FEMALE,27.0
2019,VC_HTF_DETVOP,Romania,<18Y,BOTHSEX,34.0
2019,VC_HTF_DETVOP,Romania,ALLAGE,BOTHSEX,110.0
2020,VC_HTF_DETVOP,Romania,18+,BOTHSEX,47.0
2020,VC_HTF_DETVOP,Romania,18+,FEMALE,36.0
2020,VC_HTF_DETVOP,Romania,ALLAGE,BOTHSEX,111.0
2020,VC_HTF_DETVOP,Romania,18+,MALE,34.0
2020,VC_HTF_DETVOP,Romania,<18Y,MALE,20.0
2020,VC_HTF_DETVOP,Romania,<18Y,BOTHSEX,27.0
2020,VC_HTF_DETVOP,Romania,<18Y,FEMALE,17.0
2021,VC_HTF_DETVOP,Romania,ALLAGE,BOTHSEX,72.0
2006,VC_HTF_DETVOP,Serbia,ALLAGE,BOTHSEX,6.0
2008,VC_HTF_DETVOP,Serbia,ALLAGE,BOTHSEX,16.0
2009,VC_HTF_DETVOP,Serbia,ALLAGE,BOTHSEX,11.0
2012,VC_HTF_DETVOP,Serbia,ALLAGE,BOTHSEX,24.0
2014,VC_HTF_DETVOP,Serbia,ALLAGE,BOTHSEX,8.0
2014,VC_HTF_DETVOP,Serbia,<18Y,MALE,5.0
2017,VC_HTF_DETVOP,Serbia,<18Y,FEMALE,12.0
2017,VC_HTF_DETVOP,Serbia,<18Y,MALE,5.0
2017,VC_HTF_DETVOP,Serbia,18+,MALE,9.0
2017,VC_HTF_DETVOP,Serbia,<18Y,BOTHSEX,12.0
2017,VC_HTF_DETVOP,Serbia,ALLAGE,BOTHSEX,28.0
2018,VC_HTF_DETVOP,Serbia,<18Y,MALE,5.0
2018,VC_HTF_DETVOP,Serbia,<18Y,BOTHSEX,6.0
2018,VC_HTF_DETVOP,Serbia,18+,FEMALE,5.0
2018,VC_HTF_DETVOP,Serbia,18+,BOTHSEX,5.0
2018,VC_HTF_DETVOP,Serbia,<18Y,FEMALE,6.0
2018,VC_HTF_DETVOP,Serbia,ALLAGE,BOTHSEX,18.0
2019,VC_HTF_DETVOP,Serbia,ALLAGE,BOTHSEX,8.0
2019,VC_HTF_DETVOP,Serbia,<18Y,FEMALE,5.0
2020,VC_HTF_DETVOP,Serbia,<18Y,BOTHSEX,5.0
2020,VC_HTF_DETVOP,Serbia,ALLAGE,BOTHSEX,15.0
2020,VC_HTF_DETVOP,Serbia,<18Y,FEMALE,5.0
2011,VC_HTF_DETVOP,Slovakia,ALLAGE,BOTHSEX,8.0
2012,VC_HTF_DETVOP,Slovakia,ALLAGE,BOTHSEX,8.0
2013,VC_HTF_DETVOP,Slovakia,ALLAGE,BOTHSEX,9.0
2014,VC_HTF_DETVOP,Slovakia,18+,MALE,12.0
2014,VC_HTF_DETVOP,Slovakia,ALLAGE,BOTHSEX,16.0
2015,VC_HTF_DETVOP,Slovakia,18+,FEMALE,5.0
2015,VC_HTF_DETVOP,Slovakia,ALLAGE,BOTHSEX,10.0
2015,VC_HTF_DETVOP,Slovakia,18+,MALE,5.0
2016,VC_HTF_DETVOP,Slovakia,18+,FEMALE,7.0
2016,VC_HTF_DETVOP,Slovakia,ALLAGE,BOTHSEX,12.0
2017,VC_HTF_DETVOP,Slovakia,18+,MALE,14.0
2017,VC_HTF_DETVOP,Slovakia,ALLAGE,BOTHSEX,34.0
2017,VC_HTF_DETVOP,Slovakia,18+,FEMALE,18.0
2017,VC_HTF_DETVOP,Slovakia,18+,BOTHSEX,24.0
2018,VC_HTF_DETVOP,Slovakia,18+,BOTHSEX,26.0
2018,VC_HTF_DETVOP,Slovakia,18+,FEMALE,9.0
2018,VC_HTF_DETVOP,Slovakia,ALLAGE,BOTHSEX,41.0
2018,VC_HTF_DETVOP,Slovakia,<18Y,FEMALE,7.0
2018,VC_HTF_DETVOP,Slovakia,<18Y,MALE,7.0
2018,VC_HTF_DETVOP,Slovakia,18+,MALE,18.0
2018,VC_HTF_DETVOP,Slovakia,<18Y,BOTHSEX,7.0
2019,VC_HTF_DETVOP,Slovakia,ALLAGE,BOTHSEX,40.0
2019,VC_HTF_DETVOP,Slovakia,18+,BOTHSEX,20.0
2019,VC_HTF_DETVOP,Slovakia,18+,FEMALE,15.0
2019,VC_HTF_DETVOP,Slovakia,<18Y,FEMALE,10.0
2019,VC_HTF_DETVOP,Slovakia,18+,MALE,8.0
2019,VC_HTF_DETVOP,Slovakia,<18Y,MALE,7.0
2020,VC_HTF_DETVOP,Slovakia,18+,BOTHSEX,10.0
2020,VC_HTF_DETVOP,Slovakia,18+,FEMALE,7.0
2020,VC_HTF_DETVOP,Slovakia,ALLAGE,BOTHSEX,29.0
2020,VC_HTF_DETVOP,Slovakia,<18Y,BOTHSEX,6.0
2020,VC_HTF_DETVOP,Slovakia,18+,MALE,6.0
2020,VC_HTF_DETVOP,Slovakia,<18Y,MALE,6.0
2020,VC_HTF_DETVOP,Slovakia,<18Y,FEMALE,10.0
2018,VC_HTF_DETVOP,Slovenia,18+,BOTHSEX,34.0
2018,VC_HTF_DETVOP,Slovenia,18+,MALE,34.0
2018,VC_HTF_DETVOP,Slovenia,18+,FEMALE,34.0
2018,VC_HTF_DETVOP,Slovenia,ALLAGE,BOTHSEX,68.0
2013,VC_HTF_DETVOP,Spain,ALLAGE,BOTHSEX,10.0
2014,VC_HTF_DETVOP,Spain,ALLAGE,BOTHSEX,12.0
2016,VC_HTF_DETVOP,Spain,ALLAGE,BOTHSEX,20.0
2016,VC_HTF_DETVOP,Spain,<18Y,MALE,14.0
2017,VC_HTF_DETVOP,Spain,ALLAGE,BOTHSEX,13.0
2018,VC_HTF_DETVOP,Spain,ALLAGE,BOTHSEX,29.0
2018,VC_HTF_DETVOP,Spain,18+,BOTHSEX,12.0
2018,VC_HTF_DETVOP,Spain,<18Y,MALE,5.0
2018,VC_HTF_DETVOP,Spain,18+,MALE,11.0
2018,VC_HTF_DETVOP,Spain,18+,FEMALE,10.0
2019,VC_HTF_DETVOP,Spain,18+,MALE,24.0
2019,VC_HTF_DETVOP,Spain,18+,FEMALE,49.0
2019,VC_HTF_DETVOP,Spain,ALLAGE,BOTHSEX,62.0
2019,VC_HTF_DETVOP,Spain,18+,BOTHSEX,52.0
2020,VC_HTF_DETVOP,Spain,18+,MALE,6.0
2020,VC_HTF_DETVOP,Spain,ALLAGE,BOTHSEX,13.0
2020,VC_HTF_DETVOP,Spain,18+,BOTHSEX,8.0
2008,VC_HTF_DETVOP,Sweden,ALLAGE,BOTHSEX,7.0
2009,VC_HTF_DETVOP,Sweden,ALLAGE,BOTHSEX,17.0
2010,VC_HTF_DETVOP,Sweden,ALLAGE,BOTHSEX,7.0
2016,VC_HTF_DETVOP,Sweden,ALLAGE,BOTHSEX,5.0
2017,VC_HTF_DETVOP,Sweden,ALLAGE,BOTHSEX,91.0
2018,VC_HTF_DETVOP,Sweden,18+,FEMALE,11.0
2018,VC_HTF_DETVOP,Sweden,ALLAGE,BOTHSEX,16.0
2009,VC_HTF_DETVOP,Switzerland,ALLAGE,BOTHSEX,68.0
2017,VC_HTF_DETVOP,Таджикистан,18+,BOTHSEX,18.0
2017,VC_HTF_DETVOP,Таджикистан,<18Y,MALE,5.0
2017,VC_HTF_DETVOP,Таджикистан,18+,MALE,8.0
2017,VC_HTF_DETVOP,Таджикистан,<18Y,FEMALE,6.0
2017,VC_HTF_DETVOP,Таджикистан,18+,FEMALE,10.0
2017,VC_HTF_DETVOP,Таджикистан,<18Y,_O,10.0
2017,VC_HTF_DETVOP,Таджикистан,ALLAGE,BOTHSEX,29.0
2017,VC_HTF_DETVOP,Таджикистан,<18Y,BOTHSEX,10.0
2018,VC_HTF_DETVOP,Таджикистан,18+,BOTHSEX,12.0
2018,VC_HTF_DETVOP,Таджикистан,<18Y,BOTHSEX,11.0
2018,VC_HTF_DETVOP,Таджикистан,<18Y,_O,11.0
2018,VC_HTF_DETVOP,Таджикистан,<18Y,FEMALE,5.0
2018,VC_HTF_DETVOP,Таджикистан,18+,MALE,11.0
2018,VC_HTF_DETVOP,Таджикистан,ALLAGE,BOTHSEX,22.0
2018,VC_HTF_DETVOP,Таджикистан,<18Y,MALE,5.0
2019,VC_HTF_DETVOP,Таджикистан,<18Y,MALE,6.0
2019,VC_HTF_DETVOP,Таджикистан,18+,FEMALE,5.0
2019,VC_HTF_DETVOP,Таджикистан,18+,BOTHSEX,34.0
2019,VC_HTF_DETVOP,Таджикистан,<18Y,BOTHSEX,10.0
2019,VC_HTF_DETVOP,Таджикистан,18+,MALE,29.0
2019,VC_HTF_DETVOP,Таджикистан,ALLAGE,BOTHSEX,44.0
2019,VC_HTF_DETVOP,Таджикистан,<18Y,_O,10.0
2020,VC_HTF_DETVOP,Таджикистан,ALLAGE,BOTHSEX,56.0
2020,VC_HTF_DETVOP,Таджикистан,<18Y,_O,8.0
2020,VC_HTF_DETVOP,Таджикистан,18+,BOTHSEX,48.0
2020,VC_HTF_DETVOP,Таджикистан,18+,MALE,48.0
2020,VC_HTF_DETVOP,Таджикистан,<18Y,BOTHSEX,8.0
2017,VC_HTF_DETVOP,United Arab Emirates,ALLAGE,BOTHSEX,8.0
2018,VC_HTF_DETVOP,United Arab Emirates,18+,FEMALE,15.0
2018,VC_HTF_DETVOP,United Arab Emirates,18+,MALE,15.0
2018,VC_HTF_DETVOP,United Arab Emirates,<18Y,BOTHSEX,5.0
2018,VC_HTF_DETVOP,United Arab Emirates,ALLAGE,BOTHSEX,30.0
2018,VC_HTF_DETVOP,United Arab Emirates,18+,BOTHSEX,17.0
2020,VC_HTF_DETVOP,United Arab Emirates,18+,FEMALE,8.0
2020,VC_HTF_DETVOP,United Arab Emirates,ALLAGE,BOTHSEX,7.0
2007,VC_HTF_DETVOP,Ukraine,ALLAGE,BOTHSEX,37.0
2008,VC_HTF_DETVOP,Ukraine,ALLAGE,BOTHSEX,24.0
2009,VC_HTF_DETVOP,Ukraine,ALLAGE,BOTHSEX,39.0
2014,VC_HTF_DETVOP,Ukraine,18+,MALE,5.0
2014,VC_HTF_DETVOP,Ukraine,ALLAGE,BOTHSEX,10.0
2015,VC_HTF_DETVOP,Ukraine,18+,MALE,11.0
2015,VC_HTF_DETVOP,Ukraine,ALLAGE,BOTHSEX,16.0
2016,VC_HTF_DETVOP,Ukraine,18+,MALE,5.0
2016,VC_HTF_DETVOP,Ukraine,ALLAGE,BOTHSEX,8.0
2017,VC_HTF_DETVOP,Ukraine,ALLAGE,BOTHSEX,14.0
2017,VC_HTF_DETVOP,Ukraine,18+,FEMALE,8.0
2018,VC_HTF_DETVOP,Ukraine,ALLAGE,BOTHSEX,20.0
2019,VC_HTF_DETVOP,Ukraine,ALLAGE,BOTHSEX,11.0
2020,VC_HTF_DETVOP,Ukraine,ALLAGE,BOTHSEX,47.0
2013,VC_HTF_DETVOP,North Macedonia,ALLAGE,BOTHSEX,8.0
2018,VC_HTF_DETVOP,North Macedonia,ALLAGE,BOTHSEX,5.0
2019,VC_HTF_DETVOP,North Macedonia,ALLAGE,BOTHSEX,5.0
2009,VC_HTF_DETVOP,United Kingdom of Great Britain and Northern Ireland,ALLAGE,BOTHSEX,46.0
2010,VC_HTF_DETVOP,United Kingdom of Great Britain and Northern Ireland,ALLAGE,BOTHSEX,73.0
2011,VC_HTF_DETVOP,United Kingdom of Great Britain and Northern Ireland,ALLAGE,BOTHSEX,82.0
2012,VC_HTF_DETVOP,United Kingdom of Great Britain and Northern Ireland,ALLAGE,BOTHSEX,80.0
2013,VC_HTF_DETVOP,United Kingdom of Great Britain and Northern Ireland,ALLAGE,BOTHSEX,65.0
2016,VC_HTF_DETVOP,United Kingdom of Great Britain and Northern Ireland,ALLAGE,BOTHSEX,55.0
2018,VC_HTF_DETVOP,United Kingdom of Great Britain and Northern Ireland,ALLAGE,BOTHSEX,1868.0
2019,VC_HTF_DETVOP,United Kingdom of Great Britain and Northern Ireland,ALLAGE,BOTHSEX,3535.55
2019,VC_HTF_DETVOP,United Kingdom of Great Britain and Northern Ireland,18+,MALE,198.41
2019,VC_HTF_DETVOP,United Kingdom of Great Britain and Northern Ireland,18+,FEMALE,994.45
2019,VC_HTF_DETVOP,United Kingdom of Great Britain and Northern Ireland,<18Y,MALE,263.02
2019,VC_HTF_DETVOP,United Kingdom of Great Britain and Northern Ireland,<18Y,FEMALE,2056.67
2020,VC_HTF_DETVOP,United Kingdom of Great Britain and Northern Ireland,18+,MALE,416.0
2020,VC_HTF_DETVOP,United Kingdom of Great Britain and Northern Ireland,ALLAGE,BOTHSEX,5621.0
2020,VC_HTF_DETVOP,United Kingdom of Great Britain and Northern Ireland,<18Y,MALE,447.0
2020,VC_HTF_DETVOP,United Kingdom of Great Britain and Northern Ireland,18+,FEMALE,1612.0
2020,VC_HTF_DETVOP,United Kingdom of Great Britain and Northern Ireland,<18Y,FEMALE,2880.0
2012,VC_HTF_DETVOP,Узбекистан,ALLAGE,BOTHSEX,6.0
2013,VC_HTF_DETVOP,Узбекистан,ALLAGE,BOTHSEX,28.0
2014,VC_HTF_DETVOP,Узбекистан,ALLAGE,BOTHSEX,50.0
2015,VC_HTF_DETVOP,Узбекистан,ALLAGE,BOTHSEX,21.0
2017,VC_HTF_DETVOP,Узбекистан,<18Y,BOTHSEX,58.0
2018,VC_HTF_DETVOP,Узбекистан,<18Y,BOTHSEX,47.0
2019,VC_HTF_DETVOP,Узбекистан,<18Y,BOTHSEX,45.0
2020,VC_HTF_DETVOP,Узбекистан,<18Y,BOTHSEX,30.0
2018,VC_HTF_DETVOP,Bulgaria,18+,FEMALE,5.0
2018,VC_HTF_DETVOP,Bulgaria,ALLAGE,BOTHSEX,72.0
2018,VC_HTF_DETVOP,Bulgaria,18+,MALE,67.0
2019,VC_HTF_DETVOP,Bulgaria,ALLAGE,BOTHSEX,72.0
2020,VC_HTF_DETVOP,Bulgaria,18+,FEMALE,39.0
2020,VC_HTF_DETVOP,Bulgaria,ALLAGE,BOTHSEX,86.0
2020,VC_HTF_DETVOP,Bulgaria,18+,MALE,39.0
2020,VC_HTF_DETVOP,Bulgaria,18+,BOTHSEX,46.0
2021,VC_HTF_DETVOP,Bulgaria,ALLAGE,BOTHSEX,69.0
2008,VC_HTF_DETVOP,Chile,ALLAGE,BOTHSEX,10.0
2007,VC_HTF_DETVOP,Colombia,ALLAGE,BOTHSEX,5.0
2008,VC_HTF_DETVOP,Colombia,ALLAGE,BOTHSEX,9.0
2009,VC_HTF_DETVOP,Colombia,ALLAGE,BOTHSEX,11.0
2015,VC_HTF_DETVOP,Colombia,ALLAGE,BOTHSEX,7.0
2016,VC_HTF_DETVOP,Colombia,18+,MALE,14.0
2016,VC_HTF_DETVOP,Colombia,ALLAGE,BOTHSEX,16.0
2017,VC_HTF_DETVOP,Colombia,18+,MALE,10.0
2017,VC_HTF_DETVOP,Colombia,<18Y,MALE,5.0
2017,VC_HTF_DETVOP,Colombia,ALLAGE,BOTHSEX,18.0
2018,VC_HTF_DETVOP,Colombia,ALLAGE,BOTHSEX,20.0
2012,VC_HTF_DETVOP,Costa Rica,ALLAGE,BOTHSEX,10.0
2016,VC_HTF_DETVOP,Costa Rica,ALLAGE,BOTHSEX,5.0
2017,VC_HTF_DETVOP,Costa Rica,ALLAGE,BOTHSEX,48.0
2017,VC_HTF_DETVOP,Costa Rica,18+,FEMALE,7.0
2017,VC_HTF_DETVOP,Costa Rica,<18Y,BOTHSEX,5.0
2018,VC_HTF_DETVOP,Costa Rica,18+,FEMALE,5.0
2018,VC_HTF_DETVOP,Costa Rica,<18Y,FEMALE,7.0
2018,VC_HTF_DETVOP,Costa Rica,<18Y,MALE,6.0
2018,VC_HTF_DETVOP,Costa Rica,ALLAGE,BOTHSEX,48.0
2019,VC_HTF_DETVOP,Costa Rica,ALLAGE,BOTHSEX,67.0
2019,VC_HTF_DETVOP,Costa Rica,<18Y,MALE,14.0
2020,VC_HTF_DETVOP,Costa Rica,<18Y,FEMALE,6.0
2020,VC_HTF_DETVOP,Costa Rica,ALLAGE,BOTHSEX,61.0
2021,VC_HTF_DETVOP,Costa Rica,ALLAGE,BOTHSEX,5.0
2004,VC_HTF_DETVOP,Croatia,ALLAGE,BOTHSEX,10.0
2014,VC_HTF_DETVOP,Croatia,ALLAGE,BOTHSEX,5.0
2017,VC_HTF_DETVOP,Croatia,<18Y,FEMALE,6.0
2017,VC_HTF_DETVOP,Croatia,ALLAGE,BOTHSEX,19.0
2017,VC_HTF_DETVOP,Croatia,18+,FEMALE,8.0
2018,VC_HTF_DETVOP,Croatia,18+,FEMALE,45.0
2018,VC_HTF_DETVOP,Croatia,ALLAGE,BOTHSEX,62.0
2018,VC_HTF_DETVOP,Croatia,18+,MALE,16.0
2008,VC_HTF_DETVOP,Cyprus,ALLAGE,BOTHSEX,12.0
2014,VC_HTF_DETVOP,Cyprus,18+,MALE,7.0
2014,VC_HTF_DETVOP,Cyprus,ALLAGE,BOTHSEX,7.0
2015,VC_HTF_DETVOP,Cyprus,18+,MALE,7.0
2015,VC_HTF_DETVOP,Cyprus,ALLAGE,BOTHSEX,7.0
2016,VC_HTF_DETVOP,Cyprus,18+,MALE,18.0
2016,VC_HTF_DETVOP,Cyprus,ALLAGE,BOTHSEX,21.0
2018,VC_HTF_DETVOP,Cyprus,ALLAGE,BOTHSEX,8.0
2018,VC_HTF_DETVOP,Cyprus,18+,MALE,6.0
2019,VC_HTF_DETVOP,Cyprus,ALLAGE,BOTHSEX,13.0
2019,VC_HTF_DETVOP,Cyprus,18+,MALE,8.0
2018,VC_HTF_DETVOP,Czechia,ALLAGE,BOTHSEX,10.0
2018,VC_HTF_DETVOP,Czechia,18+,MALE,8.0
2019,VC_HTF_DETVOP,Czechia,ALLAGE,BOTHSEX,9.0
2019,VC_HTF_DETVOP,Czechia,18+,MALE,7.0
2013,VC_HTF_DETVOP,Denmark,ALLAGE,BOTHSEX,7.0
