Year,SeriesCode,Страна ,Education level,Sex,Value
2020,SE_TRA_GRDL,Viet Nam,PRIMAR,FEMALE,99.6783
2020,SE_TRA_GRDL,Viet Nam,PRIMAR,MALE,99.67783
2020,SE_TRA_GRDL,Viet Nam,PREPRI,BOTHSEX,99.67945
2020,SE_TRA_GRDL,Viet Nam,LOWSEC,BOTHSEX,99.88562
2020,SE_TRA_GRDL,Viet Nam,PREPRI,FEMALE,99.68034
2020,SE_TRA_GRDL,Viet Nam,PRIMAR,BOTHSEX,99.6782
2020,SE_TRA_GRDL,Viet Nam,PREPRI,MALE,99.20635
2020,SE_TRA_GRDL,Viet Nam,LOWSEC,MALE,99.886
2007,SE_TRA_GRDL,Portugal,SECOND,BOTHSEX,100.0
2007,SE_TRA_GRDL,Portugal,SECOND,MALE,100.0
2008,SE_TRA_GRDL,Portugal,PRIMAR,BOTHSEX,100.0
2008,SE_TRA_GRDL,Portugal,PREPRI,BOTHSEX,100.0
2008,SE_TRA_GRDL,Portugal,PREPRI,MALE,100.0
2008,SE_TRA_GRDL,Portugal,PREPRI,FEMALE,100.0
2008,SE_TRA_GRDL,Portugal,SECOND,FEMALE,100.0
2008,SE_TRA_GRDL,Portugal,SECOND,MALE,100.0
2008,SE_TRA_GRDL,Portugal,SECOND,BOTHSEX,100.0
2008,SE_TRA_GRDL,Portugal,PRIMAR,MALE,100.0
2017,SE_TRA_GRDL,Republic of Korea,PREPRI,BOTHSEX,100.0
2017,SE_TRA_GRDL,Republic of Korea,UPPSEC,FEMALE,100.0
2017,SE_TRA_GRDL,Republic of Korea,SECOND,MALE,100.0
2017,SE_TRA_GRDL,Republic of Korea,LOWSEC,FEMALE,100.0
2017,SE_TRA_GRDL,Republic of Korea,UPPSEC,MALE,100.0
2017,SE_TRA_GRDL,Republic of Korea,SECOND,BOTHSEX,100.0
2017,SE_TRA_GRDL,Republic of Korea,PRIMAR,MALE,100.0
2017,SE_TRA_GRDL,Republic of Korea,UPPSEC,BOTHSEX,100.0
2017,SE_TRA_GRDL,Republic of Korea,PRIMAR,FEMALE,100.0
2017,SE_TRA_GRDL,Republic of Korea,LOWSEC,BOTHSEX,100.0
2008,SE_TRA_GRDL,Portugal,PRIMAR,FEMALE,100.0
2009,SE_TRA_GRDL,Portugal,PRIMAR,FEMALE,100.0
2009,SE_TRA_GRDL,Portugal,PRIMAR,MALE,100.0
2009,SE_TRA_GRDL,Portugal,SECOND,BOTHSEX,100.0
2009,SE_TRA_GRDL,Portugal,SECOND,MALE,100.0
2009,SE_TRA_GRDL,Portugal,SECOND,FEMALE,100.0
2009,SE_TRA_GRDL,Portugal,PREPRI,FEMALE,100.0
2009,SE_TRA_GRDL,Portugal,PREPRI,MALE,100.0
2009,SE_TRA_GRDL,Portugal,PREPRI,BOTHSEX,100.0
2009,SE_TRA_GRDL,Portugal,PRIMAR,BOTHSEX,100.0
2010,SE_TRA_GRDL,Portugal,SECOND,MALE,100.0
2010,SE_TRA_GRDL,Portugal,SECOND,BOTHSEX,100.0
2010,SE_TRA_GRDL,Portugal,PRIMAR,MALE,100.0
2010,SE_TRA_GRDL,Portugal,PRIMAR,FEMALE,100.0
2010,SE_TRA_GRDL,Portugal,PRIMAR,BOTHSEX,100.0
2010,SE_TRA_GRDL,Portugal,PREPRI,BOTHSEX,100.0
2010,SE_TRA_GRDL,Portugal,PREPRI,MALE,100.0
2010,SE_TRA_GRDL,Portugal,PREPRI,FEMALE,100.0
2010,SE_TRA_GRDL,Portugal,SECOND,FEMALE,100.0
2011,SE_TRA_GRDL,Portugal,PRIMAR,FEMALE,100.0
2021,SE_TRA_GRDL,Viet Nam,PRIMAR,MALE,66.50293
2021,SE_TRA_GRDL,Viet Nam,PRIMAR,FEMALE,70.38259
2021,SE_TRA_GRDL,Viet Nam,LOWSEC,FEMALE,83.69716
2021,SE_TRA_GRDL,Viet Nam,LOWSEC,MALE,82.31331
2021,SE_TRA_GRDL,Viet Nam,PREPRI,MALE,58.81326
2021,SE_TRA_GRDL,Viet Nam,PRIMAR,BOTHSEX,69.55531
2021,SE_TRA_GRDL,Viet Nam,PREPRI,FEMALE,81.76684
2021,SE_TRA_GRDL,Viet Nam,LOWSEC,BOTHSEX,83.27438
2021,SE_TRA_GRDL,Viet Nam,PREPRI,BOTHSEX,81.7201
2001,SE_TRA_GRDL,Spain,SECOND,MALE,100.0
2017,SE_TRA_GRDL,Republic of Korea,PREPRI,FEMALE,100.0
2017,SE_TRA_GRDL,Republic of Korea,LOWSEC,MALE,100.0
2018,SE_TRA_GRDL,Republic of Korea,LOWSEC,FEMALE,100.0
2018,SE_TRA_GRDL,Republic of Korea,LOWSEC,MALE,100.0
2018,SE_TRA_GRDL,Republic of Korea,PREPRI,FEMALE,100.0
2018,SE_TRA_GRDL,Republic of Korea,LOWSEC,BOTHSEX,100.0
2018,SE_TRA_GRDL,Republic of Korea,PRIMAR,FEMALE,100.0
2018,SE_TRA_GRDL,Republic of Korea,PREPRI,MALE,100.0
2018,SE_TRA_GRDL,Republic of Korea,SECOND,FEMALE,100.0
2018,SE_TRA_GRDL,Republic of Korea,UPPSEC,BOTHSEX,100.0
2001,SE_TRA_GRDL,Spain,PRIMAR,BOTHSEX,100.0
2001,SE_TRA_GRDL,Spain,SECOND,FEMALE,100.0
2001,SE_TRA_GRDL,Spain,SECOND,BOTHSEX,100.0
2001,SE_TRA_GRDL,Spain,PRIMAR,MALE,100.0
2001,SE_TRA_GRDL,Spain,PRIMAR,FEMALE,100.0
2002,SE_TRA_GRDL,Spain,SECOND,MALE,100.0
2002,SE_TRA_GRDL,Spain,UPPSEC,BOTHSEX,100.0
2002,SE_TRA_GRDL,Spain,UPPSEC,FEMALE,100.0
2002,SE_TRA_GRDL,Spain,PRIMAR,FEMALE,100.0
2002,SE_TRA_GRDL,Spain,LOWSEC,FEMALE,100.0
2018,SE_TRA_GRDL,Republic of Korea,PRIMAR,MALE,100.0
2018,SE_TRA_GRDL,Republic of Korea,SECOND,BOTHSEX,100.0
2018,SE_TRA_GRDL,Republic of Korea,UPPSEC,MALE,100.0
2018,SE_TRA_GRDL,Republic of Korea,SECOND,MALE,100.0
2018,SE_TRA_GRDL,Republic of Korea,UPPSEC,FEMALE,100.0
2018,SE_TRA_GRDL,Republic of Korea,PREPRI,BOTHSEX,100.0
2018,SE_TRA_GRDL,Republic of Korea,PRIMAR,BOTHSEX,100.0
2019,SE_TRA_GRDL,Republic of Korea,SECOND,FEMALE,100.0
2019,SE_TRA_GRDL,Republic of Korea,PREPRI,MALE,100.0
2019,SE_TRA_GRDL,Republic of Korea,PRIMAR,BOTHSEX,100.0
2011,SE_TRA_GRDL,Portugal,PRIMAR,MALE,100.0
2011,SE_TRA_GRDL,Portugal,SECOND,BOTHSEX,100.0
2011,SE_TRA_GRDL,Portugal,SECOND,MALE,100.0
2011,SE_TRA_GRDL,Portugal,SECOND,FEMALE,100.0
2011,SE_TRA_GRDL,Portugal,PREPRI,FEMALE,100.0
2011,SE_TRA_GRDL,Portugal,PREPRI,MALE,100.0
2011,SE_TRA_GRDL,Portugal,PREPRI,BOTHSEX,100.0
2011,SE_TRA_GRDL,Portugal,PRIMAR,BOTHSEX,100.0
2012,SE_TRA_GRDL,Portugal,PREPRI,BOTHSEX,100.0
2012,SE_TRA_GRDL,Portugal,PREPRI,MALE,100.0
2019,SE_TRA_GRDL,Republic of Korea,PREPRI,BOTHSEX,100.0
2019,SE_TRA_GRDL,Republic of Korea,PREPRI,FEMALE,100.0
2019,SE_TRA_GRDL,Republic of Korea,LOWSEC,MALE,100.0
2019,SE_TRA_GRDL,Republic of Korea,LOWSEC,FEMALE,100.0
2019,SE_TRA_GRDL,Republic of Korea,UPPSEC,FEMALE,100.0
2019,SE_TRA_GRDL,Republic of Korea,SECOND,MALE,100.0
2019,SE_TRA_GRDL,Republic of Korea,UPPSEC,BOTHSEX,100.0
2019,SE_TRA_GRDL,Republic of Korea,UPPSEC,MALE,100.0
2019,SE_TRA_GRDL,Republic of Korea,SECOND,BOTHSEX,100.0
2019,SE_TRA_GRDL,Republic of Korea,PRIMAR,MALE,100.0
2002,SE_TRA_GRDL,Spain,LOWSEC,MALE,100.0
2002,SE_TRA_GRDL,Spain,PRIMAR,MALE,100.0
2002,SE_TRA_GRDL,Spain,SECOND,BOTHSEX,100.0
2002,SE_TRA_GRDL,Spain,UPPSEC,MALE,100.0
2002,SE_TRA_GRDL,Spain,SECOND,FEMALE,100.0
2002,SE_TRA_GRDL,Spain,PRIMAR,BOTHSEX,100.0
2002,SE_TRA_GRDL,Spain,LOWSEC,BOTHSEX,100.0
2003,SE_TRA_GRDL,Spain,PRIMAR,BOTHSEX,100.0
2003,SE_TRA_GRDL,Spain,SECOND,FEMALE,100.0
2003,SE_TRA_GRDL,Spain,UPPSEC,MALE,100.0
2012,SE_TRA_GRDL,Portugal,PREPRI,FEMALE,100.0
2012,SE_TRA_GRDL,Portugal,SECOND,FEMALE,100.0
2012,SE_TRA_GRDL,Portugal,SECOND,MALE,100.0
2012,SE_TRA_GRDL,Portugal,SECOND,BOTHSEX,100.0
2012,SE_TRA_GRDL,Portugal,PRIMAR,BOTHSEX,100.0
2012,SE_TRA_GRDL,Portugal,PRIMAR,MALE,100.0
2012,SE_TRA_GRDL,Portugal,PRIMAR,FEMALE,100.0
2013,SE_TRA_GRDL,Portugal,PREPRI,MALE,100.0
2013,SE_TRA_GRDL,Portugal,PREPRI,BOTHSEX,100.0
2013,SE_TRA_GRDL,Portugal,PRIMAR,BOTHSEX,100.0
2003,SE_TRA_GRDL,Spain,PRIMAR,MALE,100.0
2003,SE_TRA_GRDL,Spain,LOWSEC,MALE,100.0
2003,SE_TRA_GRDL,Spain,LOWSEC,FEMALE,100.0
2003,SE_TRA_GRDL,Spain,LOWSEC,BOTHSEX,100.0
2003,SE_TRA_GRDL,Spain,PRIMAR,FEMALE,100.0
2003,SE_TRA_GRDL,Spain,UPPSEC,FEMALE,100.0
2003,SE_TRA_GRDL,Spain,SECOND,BOTHSEX,100.0
2003,SE_TRA_GRDL,Spain,UPPSEC,BOTHSEX,100.0
2003,SE_TRA_GRDL,Spain,SECOND,MALE,100.0
2004,SE_TRA_GRDL,Spain,SECOND,BOTHSEX,100.0
2019,SE_TRA_GRDL,Republic of Korea,PRIMAR,FEMALE,100.0
2019,SE_TRA_GRDL,Republic of Korea,LOWSEC,BOTHSEX,100.0
2020,SE_TRA_GRDL,Republic of Korea,LOWSEC,FEMALE,100.0
2020,SE_TRA_GRDL,Republic of Korea,LOWSEC,MALE,100.0
2020,SE_TRA_GRDL,Republic of Korea,PREPRI,FEMALE,100.0
2020,SE_TRA_GRDL,Republic of Korea,PREPRI,BOTHSEX,100.0
2020,SE_TRA_GRDL,Republic of Korea,PRIMAR,BOTHSEX,100.0
2020,SE_TRA_GRDL,Republic of Korea,PREPRI,MALE,100.0
2020,SE_TRA_GRDL,Republic of Korea,SECOND,FEMALE,100.0
2020,SE_TRA_GRDL,Republic of Korea,LOWSEC,BOTHSEX,100.0
2004,SE_TRA_GRDL,Spain,PRIMAR,FEMALE,100.0
2004,SE_TRA_GRDL,Spain,LOWSEC,FEMALE,100.0
2004,SE_TRA_GRDL,Spain,LOWSEC,MALE,100.0
2004,SE_TRA_GRDL,Spain,PRIMAR,MALE,100.0
2004,SE_TRA_GRDL,Spain,UPPSEC,MALE,100.0
2004,SE_TRA_GRDL,Spain,SECOND,MALE,100.0
2004,SE_TRA_GRDL,Spain,UPPSEC,BOTHSEX,100.0
2004,SE_TRA_GRDL,Spain,UPPSEC,FEMALE,100.0
2004,SE_TRA_GRDL,Spain,SECOND,FEMALE,100.0
2004,SE_TRA_GRDL,Spain,PRIMAR,BOTHSEX,100.0
2013,SE_TRA_GRDL,Portugal,PRIMAR,FEMALE,100.0
2013,SE_TRA_GRDL,Portugal,PRIMAR,MALE,100.0
2013,SE_TRA_GRDL,Portugal,SECOND,BOTHSEX,100.0
2013,SE_TRA_GRDL,Portugal,SECOND,MALE,100.0
2013,SE_TRA_GRDL,Portugal,SECOND,FEMALE,100.0
2013,SE_TRA_GRDL,Portugal,PREPRI,FEMALE,100.0
2014,SE_TRA_GRDL,Portugal,PRIMAR,BOTHSEX,100.0
2014,SE_TRA_GRDL,Portugal,PREPRI,BOTHSEX,100.0
2014,SE_TRA_GRDL,Portugal,PREPRI,MALE,100.0
2014,SE_TRA_GRDL,Portugal,PREPRI,FEMALE,100.0
2020,SE_TRA_GRDL,Republic of Korea,PRIMAR,FEMALE,100.0
2020,SE_TRA_GRDL,Republic of Korea,PRIMAR,MALE,100.0
2020,SE_TRA_GRDL,Republic of Korea,SECOND,BOTHSEX,100.0
2020,SE_TRA_GRDL,Republic of Korea,UPPSEC,MALE,100.0
2020,SE_TRA_GRDL,Republic of Korea,UPPSEC,BOTHSEX,100.0
2020,SE_TRA_GRDL,Republic of Korea,SECOND,MALE,100.0
2020,SE_TRA_GRDL,Republic of Korea,UPPSEC,FEMALE,100.0
2000,SE_TRA_GRDL,Кыргызстан,PREPRI,MALE,0.0
2000,SE_TRA_GRDL,Кыргызстан,PREPRI,BOTHSEX,32.1112
2000,SE_TRA_GRDL,Кыргызстан,PREPRI,FEMALE,32.1112
2014,SE_TRA_GRDL,Portugal,SECOND,FEMALE,100.0
2014,SE_TRA_GRDL,Portugal,SECOND,MALE,100.0
2014,SE_TRA_GRDL,Portugal,SECOND,BOTHSEX,100.0
2014,SE_TRA_GRDL,Portugal,PRIMAR,MALE,100.0
2014,SE_TRA_GRDL,Portugal,PRIMAR,FEMALE,100.0
2015,SE_TRA_GRDL,Portugal,SECOND,BOTHSEX,100.0
2015,SE_TRA_GRDL,Portugal,SECOND,MALE,100.0
2015,SE_TRA_GRDL,Portugal,PREPRI,FEMALE,100.0
2015,SE_TRA_GRDL,Portugal,PREPRI,MALE,100.0
2015,SE_TRA_GRDL,Portugal,PREPRI,BOTHSEX,100.0
2004,SE_TRA_GRDL,Spain,LOWSEC,BOTHSEX,100.0
2005,SE_TRA_GRDL,Spain,LOWSEC,MALE,100.0
2005,SE_TRA_GRDL,Spain,LOWSEC,FEMALE,100.0
2005,SE_TRA_GRDL,Spain,PRIMAR,FEMALE,100.0
2005,SE_TRA_GRDL,Spain,SECOND,BOTHSEX,100.0
2005,SE_TRA_GRDL,Spain,UPPSEC,FEMALE,100.0
2005,SE_TRA_GRDL,Spain,UPPSEC,BOTHSEX,100.0
2005,SE_TRA_GRDL,Spain,LOWSEC,BOTHSEX,100.0
2005,SE_TRA_GRDL,Spain,PRIMAR,BOTHSEX,100.0
2005,SE_TRA_GRDL,Spain,SECOND,FEMALE,100.0
2015,SE_TRA_GRDL,Portugal,PRIMAR,BOTHSEX,100.0
2015,SE_TRA_GRDL,Portugal,PRIMAR,FEMALE,100.0
2015,SE_TRA_GRDL,Portugal,PRIMAR,MALE,100.0
2015,SE_TRA_GRDL,Portugal,SECOND,FEMALE,100.0
2016,SE_TRA_GRDL,Portugal,PRIMAR,MALE,100.0
2016,SE_TRA_GRDL,Portugal,PRIMAR,FEMALE,100.0
2016,SE_TRA_GRDL,Portugal,SECOND,FEMALE,100.0
2016,SE_TRA_GRDL,Portugal,PRIMAR,BOTHSEX,100.0
2016,SE_TRA_GRDL,Portugal,PREPRI,BOTHSEX,100.0
2016,SE_TRA_GRDL,Portugal,PREPRI,MALE,100.0
2001,SE_TRA_GRDL,Кыргызстан,PREPRI,BOTHSEX,34.24156
2001,SE_TRA_GRDL,Кыргызстан,PREPRI,MALE,0.0
2001,SE_TRA_GRDL,Кыргызстан,PREPRI,FEMALE,34.24156
2002,SE_TRA_GRDL,Кыргызстан,PREPRI,MALE,0.0
2002,SE_TRA_GRDL,Кыргызстан,PREPRI,BOTHSEX,35.22388
2002,SE_TRA_GRDL,Кыргызстан,PREPRI,FEMALE,35.22388
2003,SE_TRA_GRDL,Кыргызстан,PREPRI,FEMALE,36.37977
2003,SE_TRA_GRDL,Кыргызстан,PRIMAR,FEMALE,52.00517
2003,SE_TRA_GRDL,Кыргызстан,PRIMAR,MALE,52.42881
2003,SE_TRA_GRDL,Кыргызстан,SECOND,BOTHSEX,71.80705
2005,SE_TRA_GRDL,Spain,UPPSEC,MALE,100.0
2005,SE_TRA_GRDL,Spain,PRIMAR,MALE,100.0
2005,SE_TRA_GRDL,Spain,SECOND,MALE,100.0
2006,SE_TRA_GRDL,Spain,PRIMAR,MALE,100.0
2006,SE_TRA_GRDL,Spain,UPPSEC,MALE,100.0
2006,SE_TRA_GRDL,Spain,SECOND,FEMALE,100.0
2006,SE_TRA_GRDL,Spain,PRIMAR,BOTHSEX,100.0
2006,SE_TRA_GRDL,Spain,LOWSEC,BOTHSEX,100.0
2006,SE_TRA_GRDL,Spain,SECOND,MALE,100.0
2006,SE_TRA_GRDL,Spain,UPPSEC,BOTHSEX,100.0
2003,SE_TRA_GRDL,Кыргызстан,SECOND,MALE,70.57944
2003,SE_TRA_GRDL,Кыргызстан,PREPRI,BOTHSEX,36.37168
2003,SE_TRA_GRDL,Кыргызстан,PRIMAR,BOTHSEX,52.01894
2003,SE_TRA_GRDL,Кыргызстан,PREPRI,MALE,33.33333
2003,SE_TRA_GRDL,Кыргызстан,SECOND,FEMALE,72.31343
2004,SE_TRA_GRDL,Кыргызстан,PREPRI,MALE,100.0
2004,SE_TRA_GRDL,Кыргызстан,SECOND,FEMALE,73.76118
2004,SE_TRA_GRDL,Кыргызстан,PRIMAR,BOTHSEX,54.81708
2004,SE_TRA_GRDL,Кыргызстан,PREPRI,BOTHSEX,38.21318
2004,SE_TRA_GRDL,Кыргызстан,SECOND,MALE,71.96471
2016,SE_TRA_GRDL,Portugal,PREPRI,FEMALE,100.0
2016,SE_TRA_GRDL,Portugal,SECOND,MALE,100.0
2016,SE_TRA_GRDL,Portugal,SECOND,BOTHSEX,100.0
2017,SE_TRA_GRDL,Portugal,PRIMAR,FEMALE,100.0
2017,SE_TRA_GRDL,Portugal,PRIMAR,MALE,100.0
2017,SE_TRA_GRDL,Portugal,SECOND,BOTHSEX,100.0
2017,SE_TRA_GRDL,Portugal,SECOND,MALE,100.0
2017,SE_TRA_GRDL,Portugal,PREPRI,FEMALE,100.0
2017,SE_TRA_GRDL,Portugal,PREPRI,MALE,100.0
2017,SE_TRA_GRDL,Portugal,PREPRI,BOTHSEX,100.0
2004,SE_TRA_GRDL,Кыргызстан,SECOND,BOTHSEX,73.26454
2004,SE_TRA_GRDL,Кыргызстан,PRIMAR,MALE,54.80379
2004,SE_TRA_GRDL,Кыргызстан,PRIMAR,FEMALE,54.81763
2004,SE_TRA_GRDL,Кыргызстан,PREPRI,FEMALE,38.18584
2005,SE_TRA_GRDL,Кыргызстан,PREPRI,BOTHSEX,38.23403
2005,SE_TRA_GRDL,Кыргызстан,PRIMAR,BOTHSEX,57.96153
2005,SE_TRA_GRDL,Кыргызстан,SECOND,FEMALE,76.56462
2005,SE_TRA_GRDL,Кыргызстан,PREPRI,MALE,38.88889
2005,SE_TRA_GRDL,Кыргызстан,PREPRI,FEMALE,38.22894
2005,SE_TRA_GRDL,Кыргызстан,PRIMAR,FEMALE,57.95837
2017,SE_TRA_GRDL,Portugal,PRIMAR,BOTHSEX,100.0
2017,SE_TRA_GRDL,Portugal,SECOND,FEMALE,100.0
2018,SE_TRA_GRDL,Portugal,PREPRI,MALE,100.0
2018,SE_TRA_GRDL,Portugal,PREPRI,FEMALE,100.0
2018,SE_TRA_GRDL,Portugal,SECOND,MALE,100.0
2018,SE_TRA_GRDL,Portugal,SECOND,BOTHSEX,100.0
2018,SE_TRA_GRDL,Portugal,PRIMAR,MALE,100.0
2018,SE_TRA_GRDL,Portugal,PRIMAR,FEMALE,100.0
2018,SE_TRA_GRDL,Portugal,SECOND,FEMALE,100.0
2018,SE_TRA_GRDL,Portugal,PRIMAR,BOTHSEX,100.0
2006,SE_TRA_GRDL,Spain,UPPSEC,FEMALE,100.0
2006,SE_TRA_GRDL,Spain,SECOND,BOTHSEX,100.0
2006,SE_TRA_GRDL,Spain,PRIMAR,FEMALE,100.0
2006,SE_TRA_GRDL,Spain,LOWSEC,FEMALE,100.0
2006,SE_TRA_GRDL,Spain,LOWSEC,MALE,100.0
2007,SE_TRA_GRDL,Spain,LOWSEC,BOTHSEX,100.0
2007,SE_TRA_GRDL,Spain,UPPSEC,BOTHSEX,100.0
2007,SE_TRA_GRDL,Spain,SECOND,MALE,100.0
2007,SE_TRA_GRDL,Spain,SECOND,FEMALE,100.0
2007,SE_TRA_GRDL,Spain,PRIMAR,BOTHSEX,100.0
2018,SE_TRA_GRDL,Portugal,PREPRI,BOTHSEX,100.0
2019,SE_TRA_GRDL,Portugal,SECOND,FEMALE,100.0
2019,SE_TRA_GRDL,Portugal,PRIMAR,FEMALE,100.0
2019,SE_TRA_GRDL,Portugal,PRIMAR,MALE,100.0
2019,SE_TRA_GRDL,Portugal,SECOND,BOTHSEX,100.0
2019,SE_TRA_GRDL,Portugal,SECOND,MALE,100.0
2019,SE_TRA_GRDL,Portugal,PREPRI,FEMALE,100.0
2019,SE_TRA_GRDL,Portugal,PREPRI,MALE,100.0
2019,SE_TRA_GRDL,Portugal,PREPRI,BOTHSEX,100.0
2019,SE_TRA_GRDL,Portugal,PRIMAR,BOTHSEX,100.0
2005,SE_TRA_GRDL,Кыргызстан,PRIMAR,MALE,58.03109
2005,SE_TRA_GRDL,Кыргызстан,SECOND,BOTHSEX,75.93295
2005,SE_TRA_GRDL,Кыргызстан,SECOND,MALE,74.26774
2006,SE_TRA_GRDL,Кыргызстан,PREPRI,MALE,40.0
2006,SE_TRA_GRDL,Кыргызстан,SECOND,FEMALE,78.41343
2006,SE_TRA_GRDL,Кыргызстан,PRIMAR,BOTHSEX,61.2564
2006,SE_TRA_GRDL,Кыргызстан,PREPRI,BOTHSEX,40.95477
2006,SE_TRA_GRDL,Кыргызстан,SECOND,MALE,76.37198
2006,SE_TRA_GRDL,Кыргызстан,SECOND,BOTHSEX,77.86137
2006,SE_TRA_GRDL,Кыргызстан,PRIMAR,MALE,61.19403
2007,SE_TRA_GRDL,Spain,UPPSEC,MALE,100.0
2007,SE_TRA_GRDL,Spain,PRIMAR,MALE,100.0
2007,SE_TRA_GRDL,Spain,LOWSEC,MALE,100.0
2007,SE_TRA_GRDL,Spain,LOWSEC,FEMALE,100.0
2007,SE_TRA_GRDL,Spain,PRIMAR,FEMALE,100.0
2007,SE_TRA_GRDL,Spain,SECOND,BOTHSEX,100.0
2007,SE_TRA_GRDL,Spain,UPPSEC,FEMALE,100.0
2008,SE_TRA_GRDL,Spain,SECOND,MALE,100.0
2008,SE_TRA_GRDL,Spain,SECOND,FEMALE,100.0
2008,SE_TRA_GRDL,Spain,UPPSEC,BOTHSEX,100.0
2017,SE_TRA_GRDL,Узбекистан,LOWSEC,FEMALE,99.01084
2017,SE_TRA_GRDL,Узбекистан,UPPSEC,BOTHSEX,93.43234
2018,SE_TRA_GRDL,Узбекистан,PREPRI,MALE,98.753
2018,SE_TRA_GRDL,Узбекистан,PRIMAR,BOTHSEX,99.03335
2018,SE_TRA_GRDL,Узбекистан,PREPRI,BOTHSEX,98.75591
2018,SE_TRA_GRDL,Узбекистан,PRIMAR,FEMALE,99.03351
2018,SE_TRA_GRDL,Узбекистан,SECOND,MALE,96.71312
2018,SE_TRA_GRDL,Узбекистан,SECOND,FEMALE,97.64834
2018,SE_TRA_GRDL,Узбекистан,PRIMAR,MALE,99.03165
2018,SE_TRA_GRDL,Узбекистан,PREPRI,FEMALE,98.75601
2008,SE_TRA_GRDL,Spain,LOWSEC,BOTHSEX,100.0
2008,SE_TRA_GRDL,Spain,UPPSEC,FEMALE,100.0
2008,SE_TRA_GRDL,Spain,SECOND,BOTHSEX,100.0
2008,SE_TRA_GRDL,Spain,PRIMAR,FEMALE,100.0
2008,SE_TRA_GRDL,Spain,LOWSEC,FEMALE,100.0
2008,SE_TRA_GRDL,Spain,LOWSEC,MALE,100.0
2008,SE_TRA_GRDL,Spain,PRIMAR,MALE,100.0
2008,SE_TRA_GRDL,Spain,UPPSEC,MALE,100.0
2008,SE_TRA_GRDL,Spain,PRIMAR,BOTHSEX,100.0
2009,SE_TRA_GRDL,Spain,LOWSEC,BOTHSEX,100.0
2018,SE_TRA_GRDL,Узбекистан,SECOND,BOTHSEX,97.27959
2019,SE_TRA_GRDL,Узбекистан,PREPRI,FEMALE,98.70218
2019,SE_TRA_GRDL,Узбекистан,PRIMAR,MALE,100.0
2019,SE_TRA_GRDL,Узбекистан,SECOND,BOTHSEX,98.76228
2019,SE_TRA_GRDL,Узбекистан,SECOND,FEMALE,98.99421
2019,SE_TRA_GRDL,Узбекистан,SECOND,MALE,98.39606
2019,SE_TRA_GRDL,Узбекистан,PRIMAR,FEMALE,99.97419
2019,SE_TRA_GRDL,Узбекистан,PREPRI,BOTHSEX,95.71134
2019,SE_TRA_GRDL,Узбекистан,PRIMAR,BOTHSEX,99.97644
2019,SE_TRA_GRDL,Узбекистан,PREPRI,MALE,19.84385
2009,SE_TRA_GRDL,Spain,PRIMAR,BOTHSEX,100.0
2009,SE_TRA_GRDL,Spain,UPPSEC,MALE,100.0
2009,SE_TRA_GRDL,Spain,PRIMAR,MALE,100.0
2009,SE_TRA_GRDL,Spain,LOWSEC,MALE,100.0
2009,SE_TRA_GRDL,Spain,LOWSEC,FEMALE,100.0
2009,SE_TRA_GRDL,Spain,PRIMAR,FEMALE,100.0
2009,SE_TRA_GRDL,Spain,SECOND,BOTHSEX,100.0
2009,SE_TRA_GRDL,Spain,UPPSEC,FEMALE,100.0
2009,SE_TRA_GRDL,Spain,SECOND,FEMALE,100.0
2009,SE_TRA_GRDL,Spain,UPPSEC,BOTHSEX,100.0
2006,SE_TRA_GRDL,Кыргызстан,PRIMAR,FEMALE,61.25859
2006,SE_TRA_GRDL,Кыргызстан,PREPRI,FEMALE,40.95678
2007,SE_TRA_GRDL,Кыргызстан,PRIMAR,FEMALE,62.35962
2007,SE_TRA_GRDL,Кыргызстан,PRIMAR,MALE,62.27273
2007,SE_TRA_GRDL,Кыргызстан,SECOND,BOTHSEX,79.09492
2007,SE_TRA_GRDL,Кыргызстан,SECOND,MALE,77.70919
2007,SE_TRA_GRDL,Кыргызстан,PREPRI,BOTHSEX,42.32331
2007,SE_TRA_GRDL,Кыргызстан,PRIMAR,BOTHSEX,62.35735
2007,SE_TRA_GRDL,Кыргызстан,PREPRI,FEMALE,42.29979
2007,SE_TRA_GRDL,Кыргызстан,SECOND,FEMALE,79.57058
2020,SE_TRA_GRDL,Узбекистан,PRIMAR,MALE,98.41176
2020,SE_TRA_GRDL,Узбекистан,PREPRI,FEMALE,100.0
2020,SE_TRA_GRDL,Узбекистан,PREPRI,MALE,96.72627
2020,SE_TRA_GRDL,Узбекистан,PRIMAR,BOTHSEX,99.15974
2020,SE_TRA_GRDL,Узбекистан,PREPRI,BOTHSEX,99.87663
2020,SE_TRA_GRDL,Узбекистан,PRIMAR,FEMALE,99.22799
2020,SE_TRA_GRDL,Узбекистан,SECOND,MALE,97.71589
2020,SE_TRA_GRDL,Узбекистан,SECOND,FEMALE,99.63306
2020,SE_TRA_GRDL,Узбекистан,SECOND,BOTHSEX,98.90038
2021,SE_TRA_GRDL,Узбекистан,PRIMAR,FEMALE,100.0
2007,SE_TRA_GRDL,Кыргызстан,PREPRI,MALE,44.44444
2008,SE_TRA_GRDL,Кыргызстан,PRIMAR,MALE,64.46701
2008,SE_TRA_GRDL,Кыргызстан,PRIMAR,FEMALE,64.37694
2008,SE_TRA_GRDL,Кыргызстан,PREPRI,FEMALE,42.23726
2008,SE_TRA_GRDL,Кыргызстан,PREPRI,MALE,50.0
