Year,SeriesCode,Страна ,Sex,Value
2018,VC_IHR_PSRC,Cyprus,FEMALE,0.99
2000,VC_IHR_PSRC,Albania,BOTHSEX,4.12
2000,VC_IHR_PSRC,Albania,MALE,7.48
2000,VC_IHR_PSRC,Albania,FEMALE,0.81
2001,VC_IHR_PSRC,Albania,BOTHSEX,6.98
2001,VC_IHR_PSRC,Albania,FEMALE,2.45
2001,VC_IHR_PSRC,Albania,MALE,11.58
2002,VC_IHR_PSRC,Albania,BOTHSEX,6.92
2002,VC_IHR_PSRC,Albania,MALE,11.43
2002,VC_IHR_PSRC,Albania,FEMALE,2.48
2003,VC_IHR_PSRC,Albania,FEMALE,1.35
2003,VC_IHR_PSRC,Albania,MALE,9.45
2018,VC_IHR_PSRC,Cyprus,BOTHSEX,1.23
2019,VC_IHR_PSRC,Cyprus,BOTHSEX,1.22
2019,VC_IHR_PSRC,Cyprus,FEMALE,1.63
2019,VC_IHR_PSRC,Cyprus,MALE,0.81
2020,VC_IHR_PSRC,Cyprus,MALE,1.61
2020,VC_IHR_PSRC,Cyprus,FEMALE,0.81
2020,VC_IHR_PSRC,Cyprus,BOTHSEX,1.21
2021,VC_IHR_PSRC,Cyprus,MALE,1.44
2021,VC_IHR_PSRC,Cyprus,BOTHSEX,1.29
2003,VC_IHR_PSRC,Albania,BOTHSEX,5.37
2004,VC_IHR_PSRC,Albania,BOTHSEX,4.28
2004,VC_IHR_PSRC,Albania,MALE,7.36
2004,VC_IHR_PSRC,Albania,FEMALE,1.23
2005,VC_IHR_PSRC,Albania,FEMALE,1.38
2005,VC_IHR_PSRC,Albania,MALE,8.82
2005,VC_IHR_PSRC,Albania,BOTHSEX,5.08
2006,VC_IHR_PSRC,Albania,BOTHSEX,3.16
2006,VC_IHR_PSRC,Albania,MALE,4.81
2006,VC_IHR_PSRC,Albania,FEMALE,1.53
2007,VC_IHR_PSRC,Albania,FEMALE,1.61
2007,VC_IHR_PSRC,Albania,MALE,5.46
2007,VC_IHR_PSRC,Albania,BOTHSEX,3.53
2008,VC_IHR_PSRC,Albania,BOTHSEX,3.15
2008,VC_IHR_PSRC,Albania,MALE,5.02
2008,VC_IHR_PSRC,Albania,FEMALE,1.29
2009,VC_IHR_PSRC,Albania,BOTHSEX,2.9
2009,VC_IHR_PSRC,Albania,FEMALE,0.48
2009,VC_IHR_PSRC,Albania,MALE,5.32
2010,VC_IHR_PSRC,Albania,MALE,7.4
2010,VC_IHR_PSRC,Albania,BOTHSEX,4.08
2010,VC_IHR_PSRC,Albania,FEMALE,0.76
2011,VC_IHR_PSRC,Albania,FEMALE,1.24
2011,VC_IHR_PSRC,Albania,MALE,8.53
2011,VC_IHR_PSRC,Albania,BOTHSEX,4.9
2012,VC_IHR_PSRC,Albania,MALE,9.03
2012,VC_IHR_PSRC,Albania,BOTHSEX,5.43
2021,VC_IHR_PSRC,Cyprus,FEMALE,1.13
2000,VC_IHR_PSRC,Czechia,MALE,2.85
2000,VC_IHR_PSRC,Czechia,FEMALE,0.93
2000,VC_IHR_PSRC,Czechia,BOTHSEX,1.87
2001,VC_IHR_PSRC,Czechia,BOTHSEX,1.32
2001,VC_IHR_PSRC,Czechia,FEMALE,0.9
2001,VC_IHR_PSRC,Czechia,MALE,1.77
2002,VC_IHR_PSRC,Czechia,MALE,1.62
2002,VC_IHR_PSRC,Czechia,FEMALE,1.11
2000,VC_IHR_PSRC,Latvia,BOTHSEX,9.95
2001,VC_IHR_PSRC,Latvia,BOTHSEX,9.28
2002,VC_IHR_PSRC,Latvia,BOTHSEX,9.2
2012,VC_IHR_PSRC,Latvia,MALE,3.52
2012,VC_IHR_PSRC,Latvia,BOTHSEX,3.41
2012,VC_IHR_PSRC,Latvia,FEMALE,3.31
2013,VC_IHR_PSRC,Latvia,MALE,2.8
2013,VC_IHR_PSRC,Latvia,FEMALE,2.17
2013,VC_IHR_PSRC,Latvia,BOTHSEX,2.46
2012,VC_IHR_PSRC,Albania,FEMALE,1.8
2013,VC_IHR_PSRC,Albania,MALE,7.18
2013,VC_IHR_PSRC,Albania,BOTHSEX,4.3
2013,VC_IHR_PSRC,Albania,FEMALE,1.39
2014,VC_IHR_PSRC,Albania,MALE,8.43
2014,VC_IHR_PSRC,Albania,BOTHSEX,4.65
2014,VC_IHR_PSRC,Albania,FEMALE,0.83
2015,VC_IHR_PSRC,Albania,FEMALE,1.11
2015,VC_IHR_PSRC,Albania,BOTHSEX,2.22
2002,VC_IHR_PSRC,Czechia,BOTHSEX,1.36
2003,VC_IHR_PSRC,Czechia,MALE,2.1
2003,VC_IHR_PSRC,Czechia,BOTHSEX,1.59
2003,VC_IHR_PSRC,Czechia,FEMALE,1.11
2004,VC_IHR_PSRC,Czechia,MALE,1.68
2004,VC_IHR_PSRC,Czechia,FEMALE,0.95
2004,VC_IHR_PSRC,Czechia,BOTHSEX,1.31
2005,VC_IHR_PSRC,Czechia,BOTHSEX,1.05
2005,VC_IHR_PSRC,Czechia,FEMALE,0.86
2005,VC_IHR_PSRC,Czechia,MALE,1.25
2006,VC_IHR_PSRC,Czechia,MALE,1.51
2006,VC_IHR_PSRC,Czechia,FEMALE,1.03
2006,VC_IHR_PSRC,Czechia,BOTHSEX,1.26
2007,VC_IHR_PSRC,Czechia,BOTHSEX,1.22
2007,VC_IHR_PSRC,Czechia,MALE,1.4
2007,VC_IHR_PSRC,Czechia,FEMALE,1.04
2008,VC_IHR_PSRC,Czechia,MALE,1.38
2008,VC_IHR_PSRC,Czechia,FEMALE,0.83
2014,VC_IHR_PSRC,Latvia,BOTHSEX,3.18
2014,VC_IHR_PSRC,Latvia,FEMALE,3.35
2014,VC_IHR_PSRC,Latvia,MALE,2.98
2015,VC_IHR_PSRC,Latvia,MALE,4.12
2015,VC_IHR_PSRC,Latvia,FEMALE,2.73
2015,VC_IHR_PSRC,Latvia,BOTHSEX,3.36
2016,VC_IHR_PSRC,Latvia,BOTHSEX,3.5
2016,VC_IHR_PSRC,Latvia,MALE,3.86
2016,VC_IHR_PSRC,Latvia,FEMALE,3.18
2015,VC_IHR_PSRC,Albania,MALE,3.32
2016,VC_IHR_PSRC,Albania,MALE,4.29
2016,VC_IHR_PSRC,Albania,BOTHSEX,2.74
2016,VC_IHR_PSRC,Albania,FEMALE,1.18
2017,VC_IHR_PSRC,Albania,MALE,3.12
2017,VC_IHR_PSRC,Albania,FEMALE,0.91
2017,VC_IHR_PSRC,Albania,BOTHSEX,2.01
2018,VC_IHR_PSRC,Albania,MALE,3.54
2018,VC_IHR_PSRC,Albania,BOTHSEX,2.29
2018,VC_IHR_PSRC,Albania,FEMALE,1.04
2019,VC_IHR_PSRC,Albania,FEMALE,0.91
2017,VC_IHR_PSRC,Latvia,MALE,4.89
2017,VC_IHR_PSRC,Latvia,FEMALE,3.98
2017,VC_IHR_PSRC,Latvia,BOTHSEX,4.14
2018,VC_IHR_PSRC,Latvia,BOTHSEX,4.34
2018,VC_IHR_PSRC,Latvia,FEMALE,4.12
2018,VC_IHR_PSRC,Latvia,MALE,4.6
2019,VC_IHR_PSRC,Latvia,MALE,2.6
2019,VC_IHR_PSRC,Latvia,FEMALE,4.07
2019,VC_IHR_PSRC,Latvia,BOTHSEX,3.39
2008,VC_IHR_PSRC,Czechia,BOTHSEX,1.1
2009,VC_IHR_PSRC,Czechia,FEMALE,0.72
2009,VC_IHR_PSRC,Czechia,MALE,1.1
2009,VC_IHR_PSRC,Czechia,BOTHSEX,0.9
2010,VC_IHR_PSRC,Czechia,MALE,0.97
2010,VC_IHR_PSRC,Czechia,FEMALE,0.99
2010,VC_IHR_PSRC,Czechia,BOTHSEX,0.98
2011,VC_IHR_PSRC,Czechia,BOTHSEX,0.82
2011,VC_IHR_PSRC,Czechia,FEMALE,0.82
2020,VC_IHR_PSRC,Latvia,FEMALE,4.12
2020,VC_IHR_PSRC,Latvia,MALE,3.19
2020,VC_IHR_PSRC,Latvia,BOTHSEX,3.69
2021,VC_IHR_PSRC,Latvia,BOTHSEX,3.04
2021,VC_IHR_PSRC,Latvia,MALE,2.42
2021,VC_IHR_PSRC,Latvia,FEMALE,3.58
2000,VC_IHR_PSRC,Liechtenstein,BOTHSEX,0.0
2001,VC_IHR_PSRC,Liechtenstein,BOTHSEX,0.0
2002,VC_IHR_PSRC,Liechtenstein,BOTHSEX,0.0
2011,VC_IHR_PSRC,Czechia,MALE,0.82
2012,VC_IHR_PSRC,Czechia,MALE,1.1
2012,VC_IHR_PSRC,Czechia,FEMALE,0.9
2012,VC_IHR_PSRC,Czechia,BOTHSEX,1.0
2013,VC_IHR_PSRC,Czechia,BOTHSEX,0.86
2013,VC_IHR_PSRC,Czechia,FEMALE,0.95
2013,VC_IHR_PSRC,Czechia,MALE,0.76
2014,VC_IHR_PSRC,Czechia,FEMALE,0.84
2014,VC_IHR_PSRC,Czechia,MALE,0.7
2019,VC_IHR_PSRC,Albania,MALE,3.61
2019,VC_IHR_PSRC,Albania,BOTHSEX,2.26
2020,VC_IHR_PSRC,Albania,BOTHSEX,2.13
2020,VC_IHR_PSRC,Albania,MALE,3.63
2020,VC_IHR_PSRC,Albania,FEMALE,0.63
2021,VC_IHR_PSRC,Albania,BOTHSEX,2.31
2021,VC_IHR_PSRC,Albania,FEMALE,0.84
2021,VC_IHR_PSRC,Albania,MALE,3.79
2000,VC_IHR_PSRC,Azerbaijan,BOTHSEX,2.76
2003,VC_IHR_PSRC,Liechtenstein,BOTHSEX,0.0
2004,VC_IHR_PSRC,Liechtenstein,BOTHSEX,2.92
2007,VC_IHR_PSRC,Liechtenstein,BOTHSEX,0.0
2008,VC_IHR_PSRC,Liechtenstein,BOTHSEX,2.82
2009,VC_IHR_PSRC,Liechtenstein,MALE,0.0
2009,VC_IHR_PSRC,Liechtenstein,FEMALE,0.0
2009,VC_IHR_PSRC,Liechtenstein,BOTHSEX,0.0
2010,VC_IHR_PSRC,Liechtenstein,FEMALE,0.0
2010,VC_IHR_PSRC,Liechtenstein,MALE,5.63
2014,VC_IHR_PSRC,Czechia,BOTHSEX,0.77
2015,VC_IHR_PSRC,Czechia,BOTHSEX,0.84
2015,VC_IHR_PSRC,Czechia,FEMALE,0.92
2015,VC_IHR_PSRC,Czechia,MALE,0.75
2016,VC_IHR_PSRC,Czechia,MALE,0.56
2016,VC_IHR_PSRC,Czechia,FEMALE,0.67
2016,VC_IHR_PSRC,Czechia,BOTHSEX,0.62
2017,VC_IHR_PSRC,Czechia,FEMALE,0.56
2017,VC_IHR_PSRC,Czechia,MALE,0.69
2001,VC_IHR_PSRC,Azerbaijan,BOTHSEX,2.63
2002,VC_IHR_PSRC,Azerbaijan,BOTHSEX,2.53
2007,VC_IHR_PSRC,Azerbaijan,BOTHSEX,2.13
2008,VC_IHR_PSRC,Azerbaijan,BOTHSEX,2.13
2010,VC_IHR_PSRC,Azerbaijan,BOTHSEX,2.23
2010,VC_IHR_PSRC,Azerbaijan,FEMALE,1.32
2010,VC_IHR_PSRC,Azerbaijan,MALE,3.18
2011,VC_IHR_PSRC,Azerbaijan,MALE,2.96
2011,VC_IHR_PSRC,Azerbaijan,FEMALE,1.57
2011,VC_IHR_PSRC,Azerbaijan,BOTHSEX,2.25
2012,VC_IHR_PSRC,Azerbaijan,BOTHSEX,2.13
2012,VC_IHR_PSRC,Azerbaijan,FEMALE,1.2
2012,VC_IHR_PSRC,Azerbaijan,MALE,3.09
2013,VC_IHR_PSRC,Azerbaijan,FEMALE,1.43
2013,VC_IHR_PSRC,Azerbaijan,BOTHSEX,2.3
2013,VC_IHR_PSRC,Azerbaijan,MALE,3.19
2014,VC_IHR_PSRC,Azerbaijan,BOTHSEX,2.42
2014,VC_IHR_PSRC,Azerbaijan,FEMALE,1.76
2014,VC_IHR_PSRC,Azerbaijan,MALE,3.11
2015,VC_IHR_PSRC,Azerbaijan,FEMALE,1.44
2015,VC_IHR_PSRC,Azerbaijan,BOTHSEX,2.14
2010,VC_IHR_PSRC,Liechtenstein,BOTHSEX,2.78
2011,VC_IHR_PSRC,Liechtenstein,BOTHSEX,0.0
2011,VC_IHR_PSRC,Liechtenstein,MALE,0.0
2011,VC_IHR_PSRC,Liechtenstein,FEMALE,0.0
2012,VC_IHR_PSRC,Liechtenstein,BOTHSEX,0.0
2012,VC_IHR_PSRC,Liechtenstein,FEMALE,0.0
2012,VC_IHR_PSRC,Liechtenstein,MALE,0.0
2013,VC_IHR_PSRC,Liechtenstein,BOTHSEX,0.0
2017,VC_IHR_PSRC,Czechia,BOTHSEX,0.63
2019,VC_IHR_PSRC,Czechia,MALE,1.12
2019,VC_IHR_PSRC,Czechia,FEMALE,0.73
2019,VC_IHR_PSRC,Czechia,BOTHSEX,0.92
2020,VC_IHR_PSRC,Czechia,FEMALE,0.73
2020,VC_IHR_PSRC,Czechia,MALE,0.73
2020,VC_IHR_PSRC,Czechia,BOTHSEX,0.73
2021,VC_IHR_PSRC,Czechia,BOTHSEX,0.45
2021,VC_IHR_PSRC,Czechia,MALE,0.39
2013,VC_IHR_PSRC,Liechtenstein,MALE,0.0
2013,VC_IHR_PSRC,Liechtenstein,FEMALE,0.0
2014,VC_IHR_PSRC,Liechtenstein,FEMALE,0.0
2014,VC_IHR_PSRC,Liechtenstein,MALE,5.44
2014,VC_IHR_PSRC,Liechtenstein,BOTHSEX,2.7
2015,VC_IHR_PSRC,Liechtenstein,BOTHSEX,0.0
2015,VC_IHR_PSRC,Liechtenstein,MALE,0.0
2015,VC_IHR_PSRC,Liechtenstein,FEMALE,0.0
2015,VC_IHR_PSRC,Azerbaijan,MALE,2.86
2016,VC_IHR_PSRC,Azerbaijan,MALE,1.99
2016,VC_IHR_PSRC,Azerbaijan,BOTHSEX,1.69
2016,VC_IHR_PSRC,Azerbaijan,FEMALE,1.4
2017,VC_IHR_PSRC,Azerbaijan,FEMALE,1.49
2017,VC_IHR_PSRC,Azerbaijan,BOTHSEX,1.81
2017,VC_IHR_PSRC,Azerbaijan,MALE,2.13
2018,VC_IHR_PSRC,Azerbaijan,FEMALE,1.26
2018,VC_IHR_PSRC,Azerbaijan,MALE,2.64
2018,VC_IHR_PSRC,Azerbaijan,BOTHSEX,1.94
2019,VC_IHR_PSRC,Azerbaijan,FEMALE,1.16
2021,VC_IHR_PSRC,Czechia,FEMALE,0.51
2000,VC_IHR_PSRC,Denmark,MALE,0.98
2000,VC_IHR_PSRC,Denmark,FEMALE,1.18
2000,VC_IHR_PSRC,Denmark,BOTHSEX,1.09
2001,VC_IHR_PSRC,Denmark,BOTHSEX,0.97
2001,VC_IHR_PSRC,Denmark,FEMALE,0.7
2001,VC_IHR_PSRC,Denmark,MALE,1.24
2002,VC_IHR_PSRC,Denmark,FEMALE,0.55
2002,VC_IHR_PSRC,Denmark,BOTHSEX,0.89
2016,VC_IHR_PSRC,Liechtenstein,FEMALE,0.0
2016,VC_IHR_PSRC,Liechtenstein,MALE,0.0
2016,VC_IHR_PSRC,Liechtenstein,BOTHSEX,0.0
2017,VC_IHR_PSRC,Liechtenstein,BOTHSEX,2.64
2017,VC_IHR_PSRC,Liechtenstein,MALE,0.0
2017,VC_IHR_PSRC,Liechtenstein,FEMALE,5.24
2018,VC_IHR_PSRC,Liechtenstein,FEMALE,5.2
2018,VC_IHR_PSRC,Liechtenstein,MALE,0.0
2018,VC_IHR_PSRC,Liechtenstein,BOTHSEX,2.62
2019,VC_IHR_PSRC,Liechtenstein,BOTHSEX,2.6
2019,VC_IHR_PSRC,Azerbaijan,BOTHSEX,1.64
2019,VC_IHR_PSRC,Azerbaijan,MALE,2.14
2020,VC_IHR_PSRC,Azerbaijan,MALE,2.97
2020,VC_IHR_PSRC,Azerbaijan,BOTHSEX,2.24
2020,VC_IHR_PSRC,Azerbaijan,FEMALE,1.52
2021,VC_IHR_PSRC,Azerbaijan,FEMALE,1.32
2021,VC_IHR_PSRC,Azerbaijan,BOTHSEX,1.91
2021,VC_IHR_PSRC,Azerbaijan,MALE,2.52
2000,VC_IHR_PSRC,Australia,BOTHSEX,1.9
2002,VC_IHR_PSRC,Denmark,MALE,1.24
2003,VC_IHR_PSRC,Denmark,MALE,1.39
2003,VC_IHR_PSRC,Denmark,FEMALE,1.03
2004,VC_IHR_PSRC,Denmark,FEMALE,0.62
2004,VC_IHR_PSRC,Denmark,MALE,0.97
2005,VC_IHR_PSRC,Denmark,FEMALE,0.66
2005,VC_IHR_PSRC,Denmark,MALE,1.3
2006,VC_IHR_PSRC,Denmark,MALE,0.67
2006,VC_IHR_PSRC,Denmark,FEMALE,0.4
2007,VC_IHR_PSRC,Denmark,FEMALE,0.61
2007,VC_IHR_PSRC,Denmark,MALE,0.81
2008,VC_IHR_PSRC,Denmark,MALE,1.35
2008,VC_IHR_PSRC,Denmark,FEMALE,0.62
2009,VC_IHR_PSRC,Denmark,FEMALE,0.5
2009,VC_IHR_PSRC,Denmark,MALE,1.2
2010,VC_IHR_PSRC,Denmark,MALE,0.73
2010,VC_IHR_PSRC,Denmark,FEMALE,0.79
2010,VC_IHR_PSRC,Denmark,BOTHSEX,0.76
2020,VC_IHR_PSRC,Liechtenstein,FEMALE,5.12
2020,VC_IHR_PSRC,Liechtenstein,BOTHSEX,2.58
2020,VC_IHR_PSRC,Liechtenstein,MALE,0.0
2021,VC_IHR_PSRC,Liechtenstein,FEMALE,5.08
2021,VC_IHR_PSRC,Liechtenstein,MALE,5.17
2021,VC_IHR_PSRC,Liechtenstein,BOTHSEX,5.12
2000,VC_IHR_PSRC,Lithuania,FEMALE,5.29
2000,VC_IHR_PSRC,Lithuania,BOTHSEX,10.28
2000,VC_IHR_PSRC,Lithuania,MALE,16.03
2000,VC_IHR_PSRC,Australia,FEMALE,1.42
2000,VC_IHR_PSRC,Australia,MALE,2.39
2001,VC_IHR_PSRC,Australia,FEMALE,1.2
2001,VC_IHR_PSRC,Australia,BOTHSEX,1.8
2001,VC_IHR_PSRC,Australia,MALE,2.42
2002,VC_IHR_PSRC,Australia,BOTHSEX,1.88
2002,VC_IHR_PSRC,Australia,FEMALE,1.23
2002,VC_IHR_PSRC,Australia,MALE,2.53
2003,VC_IHR_PSRC,Australia,MALE,2.1
2003,VC_IHR_PSRC,Australia,FEMALE,0.97
2003,VC_IHR_PSRC,Australia,BOTHSEX,1.53
2011,VC_IHR_PSRC,Denmark,MALE,1.12
2011,VC_IHR_PSRC,Denmark,FEMALE,0.53
2011,VC_IHR_PSRC,Denmark,BOTHSEX,0.82
2012,VC_IHR_PSRC,Denmark,FEMALE,0.57
2012,VC_IHR_PSRC,Denmark,MALE,1.12
2012,VC_IHR_PSRC,Denmark,BOTHSEX,0.84
2013,VC_IHR_PSRC,Denmark,BOTHSEX,0.85
2013,VC_IHR_PSRC,Denmark,MALE,1.25
2013,VC_IHR_PSRC,Denmark,FEMALE,0.46
2004,VC_IHR_PSRC,Australia,BOTHSEX,1.32
2004,VC_IHR_PSRC,Australia,FEMALE,0.92
2004,VC_IHR_PSRC,Australia,MALE,1.72
2005,VC_IHR_PSRC,Australia,FEMALE,0.93
2005,VC_IHR_PSRC,Australia,MALE,1.64
2005,VC_IHR_PSRC,Australia,BOTHSEX,1.28
2006,VC_IHR_PSRC,Australia,BOTHSEX,1.37
2006,VC_IHR_PSRC,Australia,FEMALE,0.9
2006,VC_IHR_PSRC,Australia,MALE,1.85
2007,VC_IHR_PSRC,Australia,MALE,1.64
2007,VC_IHR_PSRC,Australia,FEMALE,0.81
2007,VC_IHR_PSRC,Australia,BOTHSEX,1.22
2008,VC_IHR_PSRC,Australia,BOTHSEX,1.23
2008,VC_IHR_PSRC,Australia,FEMALE,0.95
2008,VC_IHR_PSRC,Australia,MALE,1.51
2009,VC_IHR_PSRC,Australia,BOTHSEX,1.21
2009,VC_IHR_PSRC,Australia,MALE,1.73
2009,VC_IHR_PSRC,Australia,FEMALE,0.7
2001,VC_IHR_PSRC,Lithuania,MALE,15.97
2001,VC_IHR_PSRC,Lithuania,BOTHSEX,9.92
2001,VC_IHR_PSRC,Lithuania,FEMALE,4.68
2002,VC_IHR_PSRC,Lithuania,MALE,13.71
2002,VC_IHR_PSRC,Lithuania,FEMALE,3.69
2002,VC_IHR_PSRC,Lithuania,BOTHSEX,8.33
2003,VC_IHR_PSRC,Lithuania,MALE,14.98
2003,VC_IHR_PSRC,Lithuania,FEMALE,5.56
2004,VC_IHR_PSRC,Lithuania,FEMALE,7.06
2004,VC_IHR_PSRC,Lithuania,BOTHSEX,10.02
2014,VC_IHR_PSRC,Denmark,FEMALE,1.09
2014,VC_IHR_PSRC,Denmark,MALE,1.53
2014,VC_IHR_PSRC,Denmark,BOTHSEX,1.31
2015,VC_IHR_PSRC,Denmark,FEMALE,0.82
2015,VC_IHR_PSRC,Denmark,MALE,1.37
2015,VC_IHR_PSRC,Denmark,BOTHSEX,1.09
2016,VC_IHR_PSRC,Denmark,BOTHSEX,0.98
2016,VC_IHR_PSRC,Denmark,FEMALE,0.8
2016,VC_IHR_PSRC,Denmark,MALE,1.16
2010,VC_IHR_PSRC,Australia,BOTHSEX,1.05
2010,VC_IHR_PSRC,Australia,MALE,1.25
2010,VC_IHR_PSRC,Australia,FEMALE,0.85
2011,VC_IHR_PSRC,Australia,FEMALE,0.8
2011,VC_IHR_PSRC,Australia,MALE,1.42
2011,VC_IHR_PSRC,Australia,BOTHSEX,1.11
2012,VC_IHR_PSRC,Australia,BOTHSEX,1.07
2012,VC_IHR_PSRC,Australia,MALE,1.41
2012,VC_IHR_PSRC,Australia,FEMALE,0.73
2017,VC_IHR_PSRC,Denmark,MALE,1.79
2017,VC_IHR_PSRC,Denmark,FEMALE,0.69
2017,VC_IHR_PSRC,Denmark,BOTHSEX,1.24
2018,VC_IHR_PSRC,Denmark,MALE,1.33
2018,VC_IHR_PSRC,Denmark,BOTHSEX,1.01
2018,VC_IHR_PSRC,Denmark,FEMALE,0.69
2019,VC_IHR_PSRC,Denmark,MALE,1.35
2019,VC_IHR_PSRC,Denmark,FEMALE,0.93
2019,VC_IHR_PSRC,Denmark,BOTHSEX,1.14
2004,VC_IHR_PSRC,Lithuania,MALE,13.47
2005,VC_IHR_PSRC,Lithuania,MALE,17.48
2005,VC_IHR_PSRC,Lithuania,BOTHSEX,11.03
2005,VC_IHR_PSRC,Lithuania,FEMALE,5.5
2006,VC_IHR_PSRC,Lithuania,MALE,13.92
2006,VC_IHR_PSRC,Lithuania,FEMALE,4.18
2006,VC_IHR_PSRC,Lithuania,BOTHSEX,8.67
2007,VC_IHR_PSRC,Lithuania,MALE,13.62
2007,VC_IHR_PSRC,Lithuania,BOTHSEX,8.46
2013,VC_IHR_PSRC,Australia,MALE,1.31
2013,VC_IHR_PSRC,Australia,FEMALE,0.81
2013,VC_IHR_PSRC,Australia,BOTHSEX,1.06
2014,VC_IHR_PSRC,Australia,FEMALE,0.8
2014,VC_IHR_PSRC,Australia,BOTHSEX,1.04
2014,VC_IHR_PSRC,Australia,MALE,1.28
2015,VC_IHR_PSRC,Australia,MALE,1.28
2015,VC_IHR_PSRC,Australia,BOTHSEX,0.99
2015,VC_IHR_PSRC,Australia,FEMALE,0.71
2019,VC_IHR_PSRC,Austria,MALE,0.85
2019,VC_IHR_PSRC,Austria,FEMALE,0.89
2019,VC_IHR_PSRC,Austria,BOTHSEX,0.87
2020,VC_IHR_PSRC,Austria,BOTHSEX,0.73
2020,VC_IHR_PSRC,Austria,FEMALE,0.82
2020,VC_IHR_PSRC,Austria,MALE,0.64
2021,VC_IHR_PSRC,Austria,FEMALE,0.88
2021,VC_IHR_PSRC,Austria,BOTHSEX,0.73
2021,VC_IHR_PSRC,Austria,MALE,0.57
2020,VC_IHR_PSRC,Denmark,MALE,1.31
2020,VC_IHR_PSRC,Denmark,BOTHSEX,0.94
2020,VC_IHR_PSRC,Denmark,FEMALE,0.58
2021,VC_IHR_PSRC,Denmark,FEMALE,0.51
2021,VC_IHR_PSRC,Denmark,BOTHSEX,0.8
