Year,SeriesCode,Страна ,Age,Sex,Value
2018,VC_VAW_MARR,Norway,15-49,FEMALE,4.4
2018,VC_VAW_MARR,Poland,15-49,FEMALE,3.1
2018,VC_VAW_MARR,Poland,15+,FEMALE,2.6
2018,VC_VAW_MARR,Portugal,15-49,FEMALE,4.4
2018,VC_VAW_MARR,Portugal,15+,FEMALE,3.6
2018,VC_VAW_MARR,Romania,15+,FEMALE,6.7
2018,VC_VAW_MARR,Romania,15-49,FEMALE,6.9
2018,VC_VAW_MARR,Serbia,15+,FEMALE,3.0
2018,VC_VAW_MARR,Serbia,15-49,FEMALE,3.9
2018,VC_VAW_MARR,Slovakia,15-49,FEMALE,5.9
2018,VC_VAW_MARR,Slovakia,15+,FEMALE,4.4
2018,VC_VAW_MARR,Viet Nam,15+,FEMALE,7.3
2018,VC_VAW_MARR,Viet Nam,15-49,FEMALE,9.5
2018,VC_VAW_MARR,Slovenia,15-49,FEMALE,3.4
2018,VC_VAW_MARR,Slovenia,15+,FEMALE,2.6
2018,VC_VAW_MARR,Spain,15+,FEMALE,2.6
2018,VC_VAW_MARR,Spain,15-49,FEMALE,2.9
2018,VC_VAW_MARR,Sweden,15-49,FEMALE,6.3
2018,VC_VAW_MARR,Sweden,15+,FEMALE,4.8
2018,VC_VAW_MARR,Switzerland,15+,FEMALE,1.2
2018,VC_VAW_MARR,Switzerland,15-49,FEMALE,1.7
2018,VC_VAW_MARR,Таджикистан,15+,FEMALE,12.0
2018,VC_VAW_MARR,Таджикистан,15-49,FEMALE,14.0
2018,VC_VAW_MARR,Türkiye,15+,FEMALE,9.5
2018,VC_VAW_MARR,Türkiye,15-49,FEMALE,12.1
2018,VC_VAW_MARR,Ukraine,15+,FEMALE,8.3
2018,VC_VAW_MARR,Ukraine,15-49,FEMALE,8.7
2018,VC_VAW_MARR,North Macedonia,15-49,FEMALE,4.2
2018,VC_VAW_MARR,North Macedonia,15+,FEMALE,3.3
2018,VC_VAW_MARR,United Kingdom of Great Britain and Northern Ireland,15-49,FEMALE,4.2
2018,VC_VAW_MARR,United Kingdom of Great Britain and Northern Ireland,15+,FEMALE,3.6
2018,VC_VAW_MARR,United Kingdom of Great Britain and Northern Ireland,15+,FEMALE,3.6
