Year,SeriesCode,Страна ,Location,Value
2015,EG_EGY_CLEAN,Latvia,RURAL,95
2015,EG_EGY_CLEAN,Latvia,ALLAREA,95
2000,EG_EGY_CLEAN,Azerbaijan,ALLAREA,70
2000,EG_EGY_CLEAN,Azerbaijan,URBAN,95
2000,EG_EGY_CLEAN,Azerbaijan,RURAL,43
2001,EG_EGY_CLEAN,Azerbaijan,ALLAREA,74
2001,EG_EGY_CLEAN,Azerbaijan,RURAL,49
2001,EG_EGY_CLEAN,Azerbaijan,URBAN,95
2002,EG_EGY_CLEAN,Azerbaijan,ALLAREA,77
2002,EG_EGY_CLEAN,Azerbaijan,RURAL,55
2002,EG_EGY_CLEAN,Azerbaijan,URBAN,95
2003,EG_EGY_CLEAN,Azerbaijan,ALLAREA,80
2003,EG_EGY_CLEAN,Azerbaijan,URBAN,95
2003,EG_EGY_CLEAN,Azerbaijan,RURAL,61
2004,EG_EGY_CLEAN,Azerbaijan,ALLAREA,82
2004,EG_EGY_CLEAN,Azerbaijan,RURAL,66
2004,EG_EGY_CLEAN,Azerbaijan,URBAN,95
2005,EG_EGY_CLEAN,Azerbaijan,URBAN,95
2005,EG_EGY_CLEAN,Azerbaijan,ALLAREA,85
2005,EG_EGY_CLEAN,Azerbaijan,RURAL,70
2006,EG_EGY_CLEAN,Azerbaijan,ALLAREA,87
2006,EG_EGY_CLEAN,Azerbaijan,URBAN,95
2006,EG_EGY_CLEAN,Azerbaijan,RURAL,75
2007,EG_EGY_CLEAN,Azerbaijan,ALLAREA,89
2007,EG_EGY_CLEAN,Azerbaijan,RURAL,78
2007,EG_EGY_CLEAN,Azerbaijan,URBAN,95
2008,EG_EGY_CLEAN,Azerbaijan,ALLAREA,91
2008,EG_EGY_CLEAN,Azerbaijan,RURAL,82
2008,EG_EGY_CLEAN,Azerbaijan,URBAN,95
2009,EG_EGY_CLEAN,Azerbaijan,ALLAREA,92
2009,EG_EGY_CLEAN,Azerbaijan,URBAN,95
2009,EG_EGY_CLEAN,Azerbaijan,RURAL,85
2010,EG_EGY_CLEAN,Azerbaijan,URBAN,95
2010,EG_EGY_CLEAN,Azerbaijan,ALLAREA,93
2010,EG_EGY_CLEAN,Azerbaijan,RURAL,87
2011,EG_EGY_CLEAN,Azerbaijan,RURAL,89
2011,EG_EGY_CLEAN,Azerbaijan,URBAN,95
2011,EG_EGY_CLEAN,Azerbaijan,ALLAREA,94
2012,EG_EGY_CLEAN,Azerbaijan,ALLAREA,95
2012,EG_EGY_CLEAN,Azerbaijan,RURAL,91
2012,EG_EGY_CLEAN,Azerbaijan,URBAN,95
2013,EG_EGY_CLEAN,Azerbaijan,ALLAREA,95
2013,EG_EGY_CLEAN,Azerbaijan,RURAL,92
2013,EG_EGY_CLEAN,Azerbaijan,URBAN,95
2014,EG_EGY_CLEAN,Azerbaijan,ALLAREA,95
2014,EG_EGY_CLEAN,Azerbaijan,RURAL,93
2017,EG_EGY_CLEAN,Estonia,URBAN,95
2018,EG_EGY_CLEAN,Estonia,ALLAREA,95
2018,EG_EGY_CLEAN,Estonia,RURAL,95
2018,EG_EGY_CLEAN,Estonia,URBAN,95
2019,EG_EGY_CLEAN,Estonia,ALLAREA,95
2019,EG_EGY_CLEAN,Estonia,RURAL,95
2019,EG_EGY_CLEAN,Estonia,URBAN,95
2020,EG_EGY_CLEAN,Estonia,RURAL,95
2020,EG_EGY_CLEAN,Estonia,URBAN,95
2020,EG_EGY_CLEAN,Estonia,ALLAREA,95
2021,EG_EGY_CLEAN,Estonia,ALLAREA,95
2000,EG_EGY_CLEAN,Belarus,RURAL,86
2000,EG_EGY_CLEAN,Belarus,ALLAREA,94
2000,EG_EGY_CLEAN,Belarus,URBAN,95
2001,EG_EGY_CLEAN,Belarus,ALLAREA,95
2001,EG_EGY_CLEAN,Belarus,RURAL,87
2001,EG_EGY_CLEAN,Belarus,URBAN,95
2002,EG_EGY_CLEAN,Belarus,URBAN,95
2002,EG_EGY_CLEAN,Belarus,ALLAREA,95
2002,EG_EGY_CLEAN,Belarus,RURAL,89
2014,EG_EGY_CLEAN,Azerbaijan,URBAN,95
2015,EG_EGY_CLEAN,Azerbaijan,URBAN,95
2015,EG_EGY_CLEAN,Azerbaijan,ALLAREA,95
2015,EG_EGY_CLEAN,Azerbaijan,RURAL,94
2016,EG_EGY_CLEAN,Azerbaijan,ALLAREA,95
2016,EG_EGY_CLEAN,Azerbaijan,RURAL,95
2016,EG_EGY_CLEAN,Azerbaijan,URBAN,95
2017,EG_EGY_CLEAN,Azerbaijan,ALLAREA,95
2017,EG_EGY_CLEAN,Azerbaijan,RURAL,95
2017,EG_EGY_CLEAN,Azerbaijan,URBAN,95
2018,EG_EGY_CLEAN,Azerbaijan,RURAL,95
2018,EG_EGY_CLEAN,Azerbaijan,ALLAREA,95
2018,EG_EGY_CLEAN,Azerbaijan,URBAN,95
2019,EG_EGY_CLEAN,Azerbaijan,ALLAREA,95
2019,EG_EGY_CLEAN,Azerbaijan,RURAL,95
2019,EG_EGY_CLEAN,Azerbaijan,URBAN,95
2020,EG_EGY_CLEAN,Azerbaijan,URBAN,95
2020,EG_EGY_CLEAN,Azerbaijan,ALLAREA,95
2020,EG_EGY_CLEAN,Azerbaijan,RURAL,95
2021,EG_EGY_CLEAN,Azerbaijan,ALLAREA,95
2021,EG_EGY_CLEAN,Azerbaijan,RURAL,95
2021,EG_EGY_CLEAN,Azerbaijan,URBAN,95
2021,EG_EGY_CLEAN,Estonia,RURAL,95
2021,EG_EGY_CLEAN,Estonia,URBAN,95
2000,EG_EGY_CLEAN,Finland,ALLAREA,95
2000,EG_EGY_CLEAN,Finland,URBAN,95
2000,EG_EGY_CLEAN,Finland,RURAL,95
2001,EG_EGY_CLEAN,Finland,URBAN,95
2001,EG_EGY_CLEAN,Finland,RURAL,95
2001,EG_EGY_CLEAN,Finland,ALLAREA,95
2002,EG_EGY_CLEAN,Finland,URBAN,95
2002,EG_EGY_CLEAN,Finland,RURAL,95
2002,EG_EGY_CLEAN,Finland,ALLAREA,95
2003,EG_EGY_CLEAN,Belarus,ALLAREA,95
2003,EG_EGY_CLEAN,Belarus,URBAN,95
2003,EG_EGY_CLEAN,Belarus,RURAL,90
2004,EG_EGY_CLEAN,Belarus,ALLAREA,95
2004,EG_EGY_CLEAN,Belarus,URBAN,95
2004,EG_EGY_CLEAN,Belarus,RURAL,91
2005,EG_EGY_CLEAN,Belarus,URBAN,95
2005,EG_EGY_CLEAN,Belarus,ALLAREA,95
2005,EG_EGY_CLEAN,Belarus,RURAL,92
2006,EG_EGY_CLEAN,Belarus,ALLAREA,95
2006,EG_EGY_CLEAN,Belarus,RURAL,93
2015,EG_EGY_CLEAN,Latvia,URBAN,95
2016,EG_EGY_CLEAN,Latvia,URBAN,95
2016,EG_EGY_CLEAN,Latvia,RURAL,95
2016,EG_EGY_CLEAN,Latvia,ALLAREA,95
2017,EG_EGY_CLEAN,Latvia,URBAN,95
2017,EG_EGY_CLEAN,Latvia,RURAL,95
2017,EG_EGY_CLEAN,Latvia,ALLAREA,95
2018,EG_EGY_CLEAN,Latvia,URBAN,95
2018,EG_EGY_CLEAN,Latvia,RURAL,95
2018,EG_EGY_CLEAN,Latvia,ALLAREA,95
2019,EG_EGY_CLEAN,Latvia,ALLAREA,95
2006,EG_EGY_CLEAN,Belarus,URBAN,95
2007,EG_EGY_CLEAN,Belarus,URBAN,95
2007,EG_EGY_CLEAN,Belarus,ALLAREA,95
2007,EG_EGY_CLEAN,Belarus,RURAL,94
2008,EG_EGY_CLEAN,Belarus,ALLAREA,95
2008,EG_EGY_CLEAN,Belarus,RURAL,95
2008,EG_EGY_CLEAN,Belarus,URBAN,95
2009,EG_EGY_CLEAN,Belarus,ALLAREA,95
2009,EG_EGY_CLEAN,Belarus,RURAL,95
2009,EG_EGY_CLEAN,Belarus,URBAN,95
2010,EG_EGY_CLEAN,Belarus,URBAN,95
2003,EG_EGY_CLEAN,Finland,ALLAREA,95
2003,EG_EGY_CLEAN,Finland,URBAN,95
2003,EG_EGY_CLEAN,Finland,RURAL,95
2004,EG_EGY_CLEAN,Finland,URBAN,95
2004,EG_EGY_CLEAN,Finland,RURAL,95
2004,EG_EGY_CLEAN,Finland,ALLAREA,95
2005,EG_EGY_CLEAN,Finland,URBAN,95
2005,EG_EGY_CLEAN,Finland,RURAL,95
2005,EG_EGY_CLEAN,Finland,ALLAREA,95
2006,EG_EGY_CLEAN,Finland,URBAN,95
2006,EG_EGY_CLEAN,Finland,ALLAREA,95
2010,EG_EGY_CLEAN,Belarus,ALLAREA,95
2010,EG_EGY_CLEAN,Belarus,RURAL,95
2011,EG_EGY_CLEAN,Belarus,ALLAREA,95
2011,EG_EGY_CLEAN,Belarus,RURAL,95
2011,EG_EGY_CLEAN,Belarus,URBAN,95
2012,EG_EGY_CLEAN,Belarus,ALLAREA,95
2012,EG_EGY_CLEAN,Belarus,URBAN,95
2012,EG_EGY_CLEAN,Belarus,RURAL,95
2013,EG_EGY_CLEAN,Belarus,ALLAREA,95
2013,EG_EGY_CLEAN,Belarus,RURAL,95
2013,EG_EGY_CLEAN,Belarus,URBAN,95
2014,EG_EGY_CLEAN,Belarus,RURAL,95
2014,EG_EGY_CLEAN,Belarus,ALLAREA,95
2014,EG_EGY_CLEAN,Belarus,URBAN,95
2015,EG_EGY_CLEAN,Belarus,URBAN,95
2015,EG_EGY_CLEAN,Belarus,ALLAREA,95
2015,EG_EGY_CLEAN,Belarus,RURAL,95
2016,EG_EGY_CLEAN,Belarus,ALLAREA,95
2016,EG_EGY_CLEAN,Belarus,RURAL,95
2016,EG_EGY_CLEAN,Belarus,URBAN,95
2017,EG_EGY_CLEAN,Belarus,ALLAREA,95
2017,EG_EGY_CLEAN,Belarus,RURAL,95
2017,EG_EGY_CLEAN,Belarus,URBAN,95
2018,EG_EGY_CLEAN,Belarus,ALLAREA,95
2018,EG_EGY_CLEAN,Belarus,RURAL,95
2018,EG_EGY_CLEAN,Belarus,URBAN,95
2019,EG_EGY_CLEAN,Belarus,ALLAREA,95
2019,EG_EGY_CLEAN,Belarus,URBAN,95
2019,EG_EGY_CLEAN,Belarus,RURAL,95
2020,EG_EGY_CLEAN,Belarus,URBAN,95
2020,EG_EGY_CLEAN,Belarus,ALLAREA,95
2020,EG_EGY_CLEAN,Belarus,RURAL,95
2021,EG_EGY_CLEAN,Belarus,URBAN,95
2000,EG_EGY_CLEAN,Australia,RURAL,95
2000,EG_EGY_CLEAN,Australia,URBAN,95
2000,EG_EGY_CLEAN,Australia,ALLAREA,95
2001,EG_EGY_CLEAN,Australia,ALLAREA,95
2001,EG_EGY_CLEAN,Australia,RURAL,95
2001,EG_EGY_CLEAN,Australia,URBAN,95
2002,EG_EGY_CLEAN,Australia,ALLAREA,95
2002,EG_EGY_CLEAN,Australia,RURAL,95
2002,EG_EGY_CLEAN,Australia,URBAN,95
2003,EG_EGY_CLEAN,Australia,URBAN,95
2003,EG_EGY_CLEAN,Australia,ALLAREA,95
2006,EG_EGY_CLEAN,Finland,RURAL,95
2007,EG_EGY_CLEAN,Finland,URBAN,95
2007,EG_EGY_CLEAN,Finland,RURAL,95
2007,EG_EGY_CLEAN,Finland,ALLAREA,95
2008,EG_EGY_CLEAN,Finland,URBAN,95
2008,EG_EGY_CLEAN,Finland,RURAL,95
2008,EG_EGY_CLEAN,Finland,ALLAREA,95
2009,EG_EGY_CLEAN,Finland,ALLAREA,95
2009,EG_EGY_CLEAN,Finland,RURAL,95
2009,EG_EGY_CLEAN,Finland,URBAN,95
2010,EG_EGY_CLEAN,Finland,ALLAREA,95
2003,EG_EGY_CLEAN,Australia,RURAL,95
2004,EG_EGY_CLEAN,Australia,URBAN,95
2004,EG_EGY_CLEAN,Australia,RURAL,95
2004,EG_EGY_CLEAN,Australia,ALLAREA,95
2005,EG_EGY_CLEAN,Australia,RURAL,95
2005,EG_EGY_CLEAN,Australia,URBAN,95
2005,EG_EGY_CLEAN,Australia,ALLAREA,95
2006,EG_EGY_CLEAN,Australia,ALLAREA,95
2006,EG_EGY_CLEAN,Australia,RURAL,95
2006,EG_EGY_CLEAN,Australia,URBAN,95
2007,EG_EGY_CLEAN,Australia,ALLAREA,95
2010,EG_EGY_CLEAN,Finland,URBAN,95
2010,EG_EGY_CLEAN,Finland,RURAL,95
2011,EG_EGY_CLEAN,Finland,ALLAREA,95
2011,EG_EGY_CLEAN,Finland,URBAN,95
2011,EG_EGY_CLEAN,Finland,RURAL,95
2012,EG_EGY_CLEAN,Finland,ALLAREA,95
2012,EG_EGY_CLEAN,Finland,URBAN,95
2012,EG_EGY_CLEAN,Finland,RURAL,95
2013,EG_EGY_CLEAN,Finland,URBAN,95
2013,EG_EGY_CLEAN,Finland,RURAL,95
2013,EG_EGY_CLEAN,Finland,ALLAREA,95
2007,EG_EGY_CLEAN,Australia,URBAN,95
2007,EG_EGY_CLEAN,Australia,RURAL,95
2008,EG_EGY_CLEAN,Australia,URBAN,95
2008,EG_EGY_CLEAN,Australia,ALLAREA,95
2008,EG_EGY_CLEAN,Australia,RURAL,95
2009,EG_EGY_CLEAN,Australia,ALLAREA,95
2009,EG_EGY_CLEAN,Australia,RURAL,95
2009,EG_EGY_CLEAN,Australia,URBAN,95
2010,EG_EGY_CLEAN,Australia,ALLAREA,95
2010,EG_EGY_CLEAN,Australia,RURAL,95
2010,EG_EGY_CLEAN,Australia,URBAN,95
2011,EG_EGY_CLEAN,Australia,URBAN,95
2011,EG_EGY_CLEAN,Australia,ALLAREA,95
2011,EG_EGY_CLEAN,Australia,RURAL,95
2012,EG_EGY_CLEAN,Australia,URBAN,95
2012,EG_EGY_CLEAN,Australia,ALLAREA,95
2012,EG_EGY_CLEAN,Australia,RURAL,95
2013,EG_EGY_CLEAN,Australia,URBAN,95
2013,EG_EGY_CLEAN,Australia,ALLAREA,95
2013,EG_EGY_CLEAN,Australia,RURAL,95
2014,EG_EGY_CLEAN,Australia,ALLAREA,95
2014,EG_EGY_CLEAN,Australia,RURAL,95
2014,EG_EGY_CLEAN,Australia,URBAN,95
2015,EG_EGY_CLEAN,Australia,ALLAREA,95
2015,EG_EGY_CLEAN,Australia,RURAL,95
2015,EG_EGY_CLEAN,Australia,URBAN,95
2016,EG_EGY_CLEAN,Australia,ALLAREA,95
2016,EG_EGY_CLEAN,Australia,RURAL,95
2016,EG_EGY_CLEAN,Australia,URBAN,95
2017,EG_EGY_CLEAN,Australia,ALLAREA,95
2017,EG_EGY_CLEAN,Australia,RURAL,95
2017,EG_EGY_CLEAN,Australia,URBAN,95
2018,EG_EGY_CLEAN,Australia,URBAN,95
2014,EG_EGY_CLEAN,Finland,URBAN,95
2014,EG_EGY_CLEAN,Finland,RURAL,95
2014,EG_EGY_CLEAN,Finland,ALLAREA,95
2015,EG_EGY_CLEAN,Finland,ALLAREA,95
2015,EG_EGY_CLEAN,Finland,RURAL,95
2015,EG_EGY_CLEAN,Finland,URBAN,95
2016,EG_EGY_CLEAN,Finland,ALLAREA,95
2016,EG_EGY_CLEAN,Finland,URBAN,95
2016,EG_EGY_CLEAN,Finland,RURAL,95
2017,EG_EGY_CLEAN,Finland,URBAN,95
2017,EG_EGY_CLEAN,Finland,RURAL,95
2018,EG_EGY_CLEAN,Australia,ALLAREA,95
2018,EG_EGY_CLEAN,Australia,RURAL,95
2019,EG_EGY_CLEAN,Australia,ALLAREA,95
2019,EG_EGY_CLEAN,Australia,RURAL,95
2019,EG_EGY_CLEAN,Australia,URBAN,95
2020,EG_EGY_CLEAN,Australia,ALLAREA,95
2020,EG_EGY_CLEAN,Australia,RURAL,95
2020,EG_EGY_CLEAN,Australia,URBAN,95
2021,EG_EGY_CLEAN,Australia,ALLAREA,95
2021,EG_EGY_CLEAN,Australia,RURAL,95
2021,EG_EGY_CLEAN,Australia,URBAN,95
2017,EG_EGY_CLEAN,Finland,ALLAREA,95
2018,EG_EGY_CLEAN,Finland,RURAL,95
2018,EG_EGY_CLEAN,Finland,ALLAREA,95
2018,EG_EGY_CLEAN,Finland,URBAN,95
2019,EG_EGY_CLEAN,Finland,URBAN,95
2019,EG_EGY_CLEAN,Finland,RURAL,95
2019,EG_EGY_CLEAN,Finland,ALLAREA,95
2020,EG_EGY_CLEAN,Finland,URBAN,95
2020,EG_EGY_CLEAN,Finland,RURAL,95
2020,EG_EGY_CLEAN,Finland,ALLAREA,95
2021,EG_EGY_CLEAN,Finland,ALLAREA,95
2021,EG_EGY_CLEAN,Finland,RURAL,95
2021,EG_EGY_CLEAN,Finland,URBAN,95
2000,EG_EGY_CLEAN,France,ALLAREA,95
2000,EG_EGY_CLEAN,France,URBAN,95
2000,EG_EGY_CLEAN,France,RURAL,95
2001,EG_EGY_CLEAN,France,URBAN,95
2001,EG_EGY_CLEAN,France,RURAL,95
2001,EG_EGY_CLEAN,France,ALLAREA,95
2002,EG_EGY_CLEAN,France,ALLAREA,95
2002,EG_EGY_CLEAN,France,URBAN,95
2002,EG_EGY_CLEAN,France,RURAL,95
2021,EG_EGY_CLEAN,Belarus,ALLAREA,95
2021,EG_EGY_CLEAN,Belarus,RURAL,95
2000,EG_EGY_CLEAN,Canada,ALLAREA,95
2000,EG_EGY_CLEAN,Canada,RURAL,95
2000,EG_EGY_CLEAN,Canada,URBAN,95
2001,EG_EGY_CLEAN,Canada,ALLAREA,95
2001,EG_EGY_CLEAN,Canada,RURAL,95
2001,EG_EGY_CLEAN,Canada,URBAN,95
2002,EG_EGY_CLEAN,Canada,RURAL,95
2002,EG_EGY_CLEAN,Canada,ALLAREA,95
2002,EG_EGY_CLEAN,Canada,URBAN,95
2003,EG_EGY_CLEAN,France,URBAN,95
2003,EG_EGY_CLEAN,France,RURAL,95
2003,EG_EGY_CLEAN,France,ALLAREA,95
2004,EG_EGY_CLEAN,France,RURAL,95
2004,EG_EGY_CLEAN,France,ALLAREA,95
2004,EG_EGY_CLEAN,France,URBAN,95
2005,EG_EGY_CLEAN,France,RURAL,95
2005,EG_EGY_CLEAN,France,ALLAREA,95
2005,EG_EGY_CLEAN,France,URBAN,95
2006,EG_EGY_CLEAN,France,URBAN,95
2006,EG_EGY_CLEAN,France,RURAL,95
2000,EG_EGY_CLEAN,Austria,ALLAREA,95
2000,EG_EGY_CLEAN,Austria,RURAL,95
2000,EG_EGY_CLEAN,Austria,URBAN,95
2001,EG_EGY_CLEAN,Austria,ALLAREA,95
2001,EG_EGY_CLEAN,Austria,RURAL,95
2001,EG_EGY_CLEAN,Austria,URBAN,95
2002,EG_EGY_CLEAN,Austria,URBAN,95
2002,EG_EGY_CLEAN,Austria,ALLAREA,95
2002,EG_EGY_CLEAN,Austria,RURAL,95
2003,EG_EGY_CLEAN,Austria,ALLAREA,95
2003,EG_EGY_CLEAN,Austria,RURAL,95
2003,EG_EGY_CLEAN,Canada,URBAN,95
2003,EG_EGY_CLEAN,Canada,ALLAREA,95
2003,EG_EGY_CLEAN,Canada,RURAL,95
2004,EG_EGY_CLEAN,Canada,ALLAREA,95
2004,EG_EGY_CLEAN,Canada,RURAL,95
2004,EG_EGY_CLEAN,Canada,URBAN,95
2005,EG_EGY_CLEAN,Canada,ALLAREA,95
2005,EG_EGY_CLEAN,Canada,RURAL,95
2005,EG_EGY_CLEAN,Canada,URBAN,95
2006,EG_EGY_CLEAN,Canada,ALLAREA,95
2006,EG_EGY_CLEAN,Canada,RURAL,95
2006,EG_EGY_CLEAN,France,ALLAREA,95
2007,EG_EGY_CLEAN,France,URBAN,95
2007,EG_EGY_CLEAN,France,RURAL,95
2007,EG_EGY_CLEAN,France,ALLAREA,95
2008,EG_EGY_CLEAN,France,RURAL,95
2008,EG_EGY_CLEAN,France,ALLAREA,95
2008,EG_EGY_CLEAN,France,URBAN,95
2009,EG_EGY_CLEAN,France,ALLAREA,95
2009,EG_EGY_CLEAN,France,URBAN,95
2009,EG_EGY_CLEAN,France,RURAL,95
2010,EG_EGY_CLEAN,France,URBAN,95
2019,EG_EGY_CLEAN,Latvia,URBAN,95
2019,EG_EGY_CLEAN,Latvia,RURAL,95
2020,EG_EGY_CLEAN,Latvia,URBAN,95
2020,EG_EGY_CLEAN,Latvia,RURAL,95
2020,EG_EGY_CLEAN,Latvia,ALLAREA,95
2021,EG_EGY_CLEAN,Latvia,URBAN,95
2021,EG_EGY_CLEAN,Latvia,RURAL,95
2021,EG_EGY_CLEAN,Latvia,ALLAREA,95
2000,EG_EGY_CLEAN,Lithuania,RURAL,95
2000,EG_EGY_CLEAN,Lithuania,ALLAREA,95
2000,EG_EGY_CLEAN,Lithuania,URBAN,95
2001,EG_EGY_CLEAN,Lithuania,ALLAREA,95
2001,EG_EGY_CLEAN,Lithuania,URBAN,95
2001,EG_EGY_CLEAN,Lithuania,RURAL,95
2002,EG_EGY_CLEAN,Lithuania,RURAL,95
2002,EG_EGY_CLEAN,Lithuania,URBAN,95
2002,EG_EGY_CLEAN,Lithuania,ALLAREA,95
2003,EG_EGY_CLEAN,Lithuania,URBAN,95
2003,EG_EGY_CLEAN,Lithuania,RURAL,95
2003,EG_EGY_CLEAN,Lithuania,ALLAREA,95
2004,EG_EGY_CLEAN,Lithuania,ALLAREA,95
2004,EG_EGY_CLEAN,Lithuania,URBAN,95
2004,EG_EGY_CLEAN,Lithuania,RURAL,95
2005,EG_EGY_CLEAN,Lithuania,RURAL,95
2005,EG_EGY_CLEAN,Lithuania,ALLAREA,95
2005,EG_EGY_CLEAN,Lithuania,URBAN,95
2006,EG_EGY_CLEAN,Lithuania,RURAL,95
2006,EG_EGY_CLEAN,Lithuania,ALLAREA,95
2006,EG_EGY_CLEAN,Lithuania,URBAN,95
2007,EG_EGY_CLEAN,Lithuania,ALLAREA,95
2007,EG_EGY_CLEAN,Lithuania,RURAL,95
2007,EG_EGY_CLEAN,Lithuania,URBAN,95
2008,EG_EGY_CLEAN,Lithuania,ALLAREA,95
2008,EG_EGY_CLEAN,Lithuania,RURAL,95
2008,EG_EGY_CLEAN,Lithuania,URBAN,95
2009,EG_EGY_CLEAN,Lithuania,ALLAREA,95
2009,EG_EGY_CLEAN,Lithuania,URBAN,95
2009,EG_EGY_CLEAN,Lithuania,RURAL,95
2010,EG_EGY_CLEAN,Lithuania,ALLAREA,95
2010,EG_EGY_CLEAN,Lithuania,URBAN,95
2010,EG_EGY_CLEAN,Lithuania,RURAL,95
2011,EG_EGY_CLEAN,Lithuania,URBAN,95
2011,EG_EGY_CLEAN,Lithuania,RURAL,95
2011,EG_EGY_CLEAN,Lithuania,ALLAREA,95
2003,EG_EGY_CLEAN,Austria,URBAN,95
2004,EG_EGY_CLEAN,Austria,ALLAREA,95
2004,EG_EGY_CLEAN,Austria,RURAL,95
2004,EG_EGY_CLEAN,Austria,URBAN,95
2005,EG_EGY_CLEAN,Austria,ALLAREA,95
2005,EG_EGY_CLEAN,Austria,RURAL,95
2005,EG_EGY_CLEAN,Austria,URBAN,95
2006,EG_EGY_CLEAN,Austria,ALLAREA,95
