Year,SeriesCode,Страна ,Age,Sex,Value
2021,SG_DMK_PARLSP_UC,Switzerland,46+,MALE,1
2022,SG_DMK_PARLSP_UC,Switzerland,46+,MALE,1
2023,SG_DMK_PARLSP_UC,Switzerland,46+,FEMALE,1
2021,SG_DMK_PARLSP_UC,Таджикистан,<=45Y,MALE,1
2022,SG_DMK_PARLSP_UC,Таджикистан,<=45Y,MALE,1
2023,SG_DMK_PARLSP_UC,Таджикистан,<=45Y,MALE,1
2022,SG_DMK_PARLSP_UC,Туркменистан,46+,MALE,1
2023,SG_DMK_PARLSP_UC,Туркменистан,46+,MALE,1
2021,SG_DMK_PARLSP_UC,United Kingdom of Great Britain and Northern Ireland,46+,MALE,1
2022,SG_DMK_PARLSP_UC,United Kingdom of Great Britain and Northern Ireland,46+,MALE,1
2023,SG_DMK_PARLSP_UC,United Kingdom of Great Britain and Northern Ireland,46+,MALE,1
2021,SG_DMK_PARLSP_UC,Узбекистан,46+,FEMALE,1
2022,SG_DMK_PARLSP_UC,Узбекистан,46+,FEMALE,1
2023,SG_DMK_PARLSP_UC,Узбекистан,46+,FEMALE,1
2023,SG_DMK_PARLSP_UC,Узбекистан,46+,FEMALE,1
