Year,SeriesCode,Страна ,Bioclimatic belt,Value
2015,ER_MTN_DGRDP,Cyprus,REMAIN_MOUNT,0.58
2015,ER_MTN_DGRDP,Cyprus,MONTANE,0.39
2015,ER_MTN_DGRDP,Cyprus,TOTAL,0.55
2018,ER_MTN_DGRDP,Cyprus,MONTANE,0.39
2018,ER_MTN_DGRDP,Cyprus,TOTAL,0.6
2018,ER_MTN_DGRDP,Cyprus,REMAIN_MOUNT,0.63
2015,ER_MTN_DGRDP,Finland,TOTAL,1.76
2015,ER_MTN_DGRDP,Finland,ALPINE,1.79
2015,ER_MTN_DGRDP,Finland,NIVAL,0.0
2015,ER_MTN_DGRDP,Finland,MONTANE,1.75
2018,ER_MTN_DGRDP,Finland,NIVAL,0.0
2018,ER_MTN_DGRDP,Finland,TOTAL,2.39
2018,ER_MTN_DGRDP,Finland,ALPINE,1.88
2018,ER_MTN_DGRDP,Finland,MONTANE,2.7
2015,ER_MTN_DGRDP,Greece,REMAIN_MOUNT,1.25
2015,ER_MTN_DGRDP,Greece,MONTANE,0.66
2015,ER_MTN_DGRDP,Greece,TOTAL,0.79
2018,ER_MTN_DGRDP,Greece,MONTANE,0.73
2018,ER_MTN_DGRDP,Greece,TOTAL,0.85
2018,ER_MTN_DGRDP,Greece,REMAIN_MOUNT,1.3
2015,ER_MTN_DGRDP,Hungary,TOTAL,0.68
2015,ER_MTN_DGRDP,Hungary,MONTANE,0.68
2018,ER_MTN_DGRDP,Hungary,MONTANE,0.72
2018,ER_MTN_DGRDP,Hungary,TOTAL,0.72
2015,ER_MTN_DGRDP,Iceland,TOTAL,0.0
2015,ER_MTN_DGRDP,Iceland,MONTANE,0.0
2015,ER_MTN_DGRDP,Iceland,NIVAL,0.0
2015,ER_MTN_DGRDP,Iceland,ALPINE,0.0
2018,ER_MTN_DGRDP,Iceland,TOTAL,0.0
2018,ER_MTN_DGRDP,Iceland,ALPINE,0.0
2018,ER_MTN_DGRDP,Iceland,MONTANE,0.0
2018,ER_MTN_DGRDP,Iceland,NIVAL,0.0
2015,ER_MTN_DGRDP,India,REMAIN_MOUNT,0.76
2015,ER_MTN_DGRDP,India,TOTAL,0.69
2015,ER_MTN_DGRDP,India,ALPINE,0.01
2015,ER_MTN_DGRDP,India,NIVAL,0.0
2015,ER_MTN_DGRDP,India,MONTANE,0.44
2018,ER_MTN_DGRDP,India,ALPINE,0.05
2018,ER_MTN_DGRDP,India,TOTAL,0.81
2018,ER_MTN_DGRDP,India,REMAIN_MOUNT,0.9
2018,ER_MTN_DGRDP,India,NIVAL,0.0
2018,ER_MTN_DGRDP,India,MONTANE,0.5
2015,ER_MTN_DGRDP,Ireland,TOTAL,0.27
2015,ER_MTN_DGRDP,Ireland,MONTANE,0.28
2015,ER_MTN_DGRDP,Ireland,ALPINE,0.0
2018,ER_MTN_DGRDP,Ireland,TOTAL,0.57
2018,ER_MTN_DGRDP,Ireland,MONTANE,0.57
2018,ER_MTN_DGRDP,Ireland,ALPINE,0.22
2015,ER_MTN_DGRDP,Israel,TOTAL,0.87
2015,ER_MTN_DGRDP,Israel,REMAIN_MOUNT,0.87
2018,ER_MTN_DGRDP,Israel,REMAIN_MOUNT,1.02
2018,ER_MTN_DGRDP,Israel,TOTAL,1.02
2015,ER_MTN_DGRDP,Italy,ALPINE,0.58
2015,ER_MTN_DGRDP,Italy,REMAIN_MOUNT,1.63
2015,ER_MTN_DGRDP,Italy,MONTANE,1.83
2015,ER_MTN_DGRDP,Italy,NIVAL,0.2
2015,ER_MTN_DGRDP,Italy,TOTAL,1.73
2018,ER_MTN_DGRDP,Italy,NIVAL,0.25
2018,ER_MTN_DGRDP,Italy,ALPINE,0.76
2018,ER_MTN_DGRDP,Italy,REMAIN_MOUNT,1.66
2018,ER_MTN_DGRDP,Italy,MONTANE,1.94
2018,ER_MTN_DGRDP,Italy,TOTAL,1.84
2015,ER_MTN_DGRDP,Japan,NIVAL,0.0
2015,ER_MTN_DGRDP,Japan,TOTAL,0.95
2015,ER_MTN_DGRDP,Japan,ALPINE,0.7
2015,ER_MTN_DGRDP,Japan,MONTANE,0.99
2015,ER_MTN_DGRDP,Japan,REMAIN_MOUNT,0.56
2018,ER_MTN_DGRDP,Japan,ALPINE,1.57
2018,ER_MTN_DGRDP,Japan,REMAIN_MOUNT,0.71
2018,ER_MTN_DGRDP,Japan,MONTANE,1.18
2018,ER_MTN_DGRDP,Japan,TOTAL,1.14
2018,ER_MTN_DGRDP,Japan,NIVAL,0.0
2015,ER_MTN_DGRDP,Казахстан,ALPINE,1.79
2015,ER_MTN_DGRDP,Казахстан,REMAIN_MOUNT,2.64
2015,ER_MTN_DGRDP,Казахстан,TOTAL,2.57
2015,ER_MTN_DGRDP,Казахстан,MONTANE,2.62
2015,ER_MTN_DGRDP,Казахстан,NIVAL,0.18
2018,ER_MTN_DGRDP,Казахстан,MONTANE,2.99
2018,ER_MTN_DGRDP,Казахстан,ALPINE,1.99
2018,ER_MTN_DGRDP,Казахстан,TOTAL,2.92
2018,ER_MTN_DGRDP,Казахстан,NIVAL,0.19
2018,ER_MTN_DGRDP,Казахстан,REMAIN_MOUNT,2.96
2015,ER_MTN_DGRDP,Кыргызстан,REMAIN_MOUNT,2.57
2015,ER_MTN_DGRDP,Кыргызстан,ALPINE,1.2
2015,ER_MTN_DGRDP,Кыргызстан,TOTAL,2.31
2015,ER_MTN_DGRDP,Кыргызстан,MONTANE,2.66
2015,ER_MTN_DGRDP,Кыргызстан,NIVAL,0.37
2018,ER_MTN_DGRDP,Кыргызстан,ALPINE,1.32
2018,ER_MTN_DGRDP,Кыргызстан,TOTAL,2.5
2018,ER_MTN_DGRDP,Кыргызстан,NIVAL,0.39
2018,ER_MTN_DGRDP,Кыргызстан,REMAIN_MOUNT,2.73
2018,ER_MTN_DGRDP,Кыргызстан,MONTANE,2.87
2015,ER_MTN_DGRDP,Liechtenstein,ALPINE,0.0
2015,ER_MTN_DGRDP,Liechtenstein,MONTANE,11.96
2015,ER_MTN_DGRDP,Liechtenstein,TOTAL,11.2
2018,ER_MTN_DGRDP,Liechtenstein,MONTANE,12.57
2018,ER_MTN_DGRDP,Liechtenstein,ALPINE,0.0
2018,ER_MTN_DGRDP,Liechtenstein,TOTAL,11.78
2015,ER_MTN_DGRDP,Luxembourg,TOTAL,2.14
2015,ER_MTN_DGRDP,Luxembourg,MONTANE,2.14
2018,ER_MTN_DGRDP,Luxembourg,MONTANE,2.14
2018,ER_MTN_DGRDP,Luxembourg,TOTAL,2.14
2015,ER_MTN_DGRDP,Republic of Moldova,TOTAL,3.69
2015,ER_MTN_DGRDP,Republic of Moldova,MONTANE,3.69
2018,ER_MTN_DGRDP,Republic of Moldova,TOTAL,3.69
2018,ER_MTN_DGRDP,Republic of Moldova,MONTANE,3.69
2015,ER_MTN_DGRDP,Montenegro,ALPINE,0.0
2015,ER_MTN_DGRDP,Montenegro,TOTAL,0.81
2015,ER_MTN_DGRDP,Montenegro,MONTANE,0.81
2015,ER_MTN_DGRDP,Montenegro,REMAIN_MOUNT,0.55
2018,ER_MTN_DGRDP,Montenegro,MONTANE,1.3
2018,ER_MTN_DGRDP,Montenegro,REMAIN_MOUNT,0.66
2018,ER_MTN_DGRDP,Montenegro,TOTAL,1.29
2018,ER_MTN_DGRDP,Montenegro,ALPINE,0.0
2015,ER_MTN_DGRDP,New Zealand,NIVAL,0.41
2015,ER_MTN_DGRDP,New Zealand,MONTANE,1.38
2015,ER_MTN_DGRDP,New Zealand,ALPINE,1.08
2015,ER_MTN_DGRDP,New Zealand,REMAIN_MOUNT,1.57
2015,ER_MTN_DGRDP,New Zealand,TOTAL,1.35
2018,ER_MTN_DGRDP,New Zealand,MONTANE,1.67
2018,ER_MTN_DGRDP,New Zealand,NIVAL,0.48
2018,ER_MTN_DGRDP,New Zealand,REMAIN_MOUNT,1.71
2018,ER_MTN_DGRDP,New Zealand,TOTAL,1.64
2018,ER_MTN_DGRDP,New Zealand,ALPINE,1.41
2015,ER_MTN_DGRDP,Poland,MONTANE,1.95
2015,ER_MTN_DGRDP,Poland,TOTAL,1.95
2015,ER_MTN_DGRDP,Poland,NIVAL,0.0
2015,ER_MTN_DGRDP,Poland,ALPINE,0.91
2018,ER_MTN_DGRDP,Poland,ALPINE,0.91
2018,ER_MTN_DGRDP,Poland,TOTAL,2.06
2018,ER_MTN_DGRDP,Poland,MONTANE,2.07
2018,ER_MTN_DGRDP,Poland,NIVAL,0.0
2015,ER_MTN_DGRDP,Portugal,MONTANE,4.06
2015,ER_MTN_DGRDP,Portugal,TOTAL,3.86
2015,ER_MTN_DGRDP,Portugal,REMAIN_MOUNT,2.76
2018,ER_MTN_DGRDP,Portugal,REMAIN_MOUNT,2.81
2018,ER_MTN_DGRDP,Portugal,TOTAL,4.08
2018,ER_MTN_DGRDP,Portugal,MONTANE,4.31
2015,ER_MTN_DGRDP,Romania,MONTANE,1.37
2015,ER_MTN_DGRDP,Romania,TOTAL,1.37
2015,ER_MTN_DGRDP,Romania,ALPINE,0.2
2018,ER_MTN_DGRDP,Romania,ALPINE,0.24
2018,ER_MTN_DGRDP,Romania,TOTAL,1.67
2018,ER_MTN_DGRDP,Romania,MONTANE,1.67
2015,ER_MTN_DGRDP,Serbia,ALPINE,0.0
2015,ER_MTN_DGRDP,Serbia,MONTANE,0.66
2015,ER_MTN_DGRDP,Serbia,TOTAL,0.66
2018,ER_MTN_DGRDP,Serbia,ALPINE,0.0
2018,ER_MTN_DGRDP,Serbia,TOTAL,1.2
2018,ER_MTN_DGRDP,Serbia,MONTANE,1.21
2015,ER_MTN_DGRDP,Slovakia,ALPINE,1.39
2015,ER_MTN_DGRDP,Slovakia,MONTANE,1.84
2015,ER_MTN_DGRDP,Slovakia,TOTAL,1.83
2015,ER_MTN_DGRDP,Slovakia,NIVAL,0.64
2018,ER_MTN_DGRDP,Slovakia,NIVAL,0.79
2018,ER_MTN_DGRDP,Slovakia,TOTAL,2.17
2018,ER_MTN_DGRDP,Slovakia,ALPINE,2.01
2018,ER_MTN_DGRDP,Slovakia,MONTANE,2.17
2015,ER_MTN_DGRDP,Viet Nam,TOTAL,3.53
2015,ER_MTN_DGRDP,Viet Nam,MONTANE,0.69
2015,ER_MTN_DGRDP,Viet Nam,REMAIN_MOUNT,3.58
2018,ER_MTN_DGRDP,Viet Nam,MONTANE,0.72
2018,ER_MTN_DGRDP,Viet Nam,REMAIN_MOUNT,4.1
2018,ER_MTN_DGRDP,Viet Nam,TOTAL,4.05
2015,ER_MTN_DGRDP,Slovenia,TOTAL,2.96
2015,ER_MTN_DGRDP,Slovenia,ALPINE,2.9
2015,ER_MTN_DGRDP,Slovenia,MONTANE,2.96
2018,ER_MTN_DGRDP,Slovenia,ALPINE,4.45
2018,ER_MTN_DGRDP,Slovenia,MONTANE,3.15
2018,ER_MTN_DGRDP,Slovenia,TOTAL,3.16
2015,ER_MTN_DGRDP,Spain,MONTANE,1.59
2015,ER_MTN_DGRDP,Spain,REMAIN_MOUNT,1.51
2015,ER_MTN_DGRDP,Spain,TOTAL,1.57
2015,ER_MTN_DGRDP,Spain,ALPINE,0.45
2015,ER_MTN_DGRDP,Spain,NIVAL,0.34
2018,ER_MTN_DGRDP,Spain,MONTANE,1.67
2018,ER_MTN_DGRDP,Spain,NIVAL,0.51
2018,ER_MTN_DGRDP,Spain,REMAIN_MOUNT,1.64
2018,ER_MTN_DGRDP,Spain,ALPINE,0.56
2018,ER_MTN_DGRDP,Spain,TOTAL,1.66
2015,ER_MTN_DGRDP,Sweden,MONTANE,1.94
2015,ER_MTN_DGRDP,Sweden,NIVAL,0.38
2015,ER_MTN_DGRDP,Sweden,TOTAL,1.42
2015,ER_MTN_DGRDP,Sweden,ALPINE,0.49
2018,ER_MTN_DGRDP,Sweden,MONTANE,2.21
2018,ER_MTN_DGRDP,Sweden,TOTAL,1.62
2018,ER_MTN_DGRDP,Sweden,ALPINE,0.56
2018,ER_MTN_DGRDP,Sweden,NIVAL,0.41
2015,ER_MTN_DGRDP,Switzerland,ALPINE,0.61
2015,ER_MTN_DGRDP,Switzerland,NIVAL,0.26
2015,ER_MTN_DGRDP,Switzerland,TOTAL,3.1
2015,ER_MTN_DGRDP,Switzerland,MONTANE,4.2
2018,ER_MTN_DGRDP,Switzerland,NIVAL,0.32
2018,ER_MTN_DGRDP,Switzerland,TOTAL,3.24
2018,ER_MTN_DGRDP,Switzerland,ALPINE,0.72
2018,ER_MTN_DGRDP,Switzerland,MONTANE,4.37
2015,ER_MTN_DGRDP,Таджикистан,NIVAL,0.04
2015,ER_MTN_DGRDP,Таджикистан,REMAIN_MOUNT,1.87
2015,ER_MTN_DGRDP,Таджикистан,TOTAL,1.14
2015,ER_MTN_DGRDP,Таджикистан,ALPINE,0.3
2015,ER_MTN_DGRDP,Таджикистан,MONTANE,1.73
2018,ER_MTN_DGRDP,Таджикистан,ALPINE,0.7
2018,ER_MTN_DGRDP,Таджикистан,TOTAL,1.84
2018,ER_MTN_DGRDP,Таджикистан,MONTANE,2.9
2018,ER_MTN_DGRDP,Таджикистан,REMAIN_MOUNT,2.13
2018,ER_MTN_DGRDP,Таджикистан,NIVAL,0.15
2015,ER_MTN_DGRDP,United Arab Emirates,REMAIN_MOUNT,0.26
2015,ER_MTN_DGRDP,United Arab Emirates,TOTAL,0.26
2018,ER_MTN_DGRDP,United Arab Emirates,REMAIN_MOUNT,0.44
2018,ER_MTN_DGRDP,United Arab Emirates,TOTAL,0.44
2015,ER_MTN_DGRDP,Türkiye,TOTAL,0.85
2015,ER_MTN_DGRDP,Türkiye,NIVAL,0.0
2015,ER_MTN_DGRDP,Türkiye,MONTANE,0.87
2015,ER_MTN_DGRDP,Türkiye,ALPINE,0.55
2015,ER_MTN_DGRDP,Türkiye,REMAIN_MOUNT,0.73
2018,ER_MTN_DGRDP,Türkiye,NIVAL,0.0
2018,ER_MTN_DGRDP,Türkiye,ALPINE,0.57
2018,ER_MTN_DGRDP,Türkiye,TOTAL,1.02
2018,ER_MTN_DGRDP,Türkiye,REMAIN_MOUNT,0.97
2018,ER_MTN_DGRDP,Türkiye,MONTANE,1.03
2015,ER_MTN_DGRDP,Туркменистан,TOTAL,0.56
2015,ER_MTN_DGRDP,Туркменистан,MONTANE,0.9
2015,ER_MTN_DGRDP,Туркменистан,REMAIN_MOUNT,0.43
2018,ER_MTN_DGRDP,Туркменистан,MONTANE,1.12
2018,ER_MTN_DGRDP,Туркменистан,TOTAL,0.72
2018,ER_MTN_DGRDP,Туркменистан,REMAIN_MOUNT,0.57
2015,ER_MTN_DGRDP,Ukraine,MONTANE,1.37
2015,ER_MTN_DGRDP,Ukraine,TOTAL,1.37
2018,ER_MTN_DGRDP,Ukraine,MONTANE,1.44
2018,ER_MTN_DGRDP,Ukraine,TOTAL,1.44
2015,ER_MTN_DGRDP,North Macedonia,MONTANE,0.7
2015,ER_MTN_DGRDP,North Macedonia,TOTAL,0.7
2015,ER_MTN_DGRDP,North Macedonia,ALPINE,0.0
2018,ER_MTN_DGRDP,North Macedonia,ALPINE,0.0
2018,ER_MTN_DGRDP,North Macedonia,MONTANE,0.75
2018,ER_MTN_DGRDP,North Macedonia,TOTAL,0.75
2015,ER_MTN_DGRDP,United Kingdom of Great Britain and Northern Ireland,MONTANE,0.65
2015,ER_MTN_DGRDP,United Kingdom of Great Britain and Northern Ireland,TOTAL,0.64
2015,ER_MTN_DGRDP,United Kingdom of Great Britain and Northern Ireland,ALPINE,0.35
2018,ER_MTN_DGRDP,United Kingdom of Great Britain and Northern Ireland,ALPINE,0.42
2018,ER_MTN_DGRDP,United Kingdom of Great Britain and Northern Ireland,MONTANE,0.77
2018,ER_MTN_DGRDP,United Kingdom of Great Britain and Northern Ireland,TOTAL,0.76
2015,ER_MTN_DGRDP,Узбекистан,MONTANE,2.41
2015,ER_MTN_DGRDP,Узбекистан,TOTAL,2.31
2015,ER_MTN_DGRDP,Узбекистан,REMAIN_MOUNT,2.19
2015,ER_MTN_DGRDP,Узбекистан,ALPINE,2.23
2015,ER_MTN_DGRDP,Узбекистан,NIVAL,0.25
2018,ER_MTN_DGRDP,Узбекистан,ALPINE,2.65
2018,ER_MTN_DGRDP,Узбекистан,REMAIN_MOUNT,2.43
2018,ER_MTN_DGRDP,Узбекистан,MONTANE,2.8
2018,ER_MTN_DGRDP,Узбекистан,NIVAL,0.26
2018,ER_MTN_DGRDP,Узбекистан,TOTAL,2.66
2018,ER_MTN_DGRDP,Узбекистан,TOTAL,2.66
