Year,SeriesCode,Страна ,Type of product,Value
2005,TM_TAX_WMPS,Azerbaijan,CLO,14.84239
2005,TM_TAX_WMPS,Azerbaijan,ALP,5.79031
2005,TM_TAX_WMPS,Azerbaijan,IND,6.10926
2005,TM_TAX_WMPS,Azerbaijan,AGR,3.26451
2010,TM_TAX_WMPS,Azerbaijan,ALP,4.73007
2010,TM_TAX_WMPS,Azerbaijan,CLO,14.44604
2005,TM_TAX_WMPS,Iceland,IND,0.44648
2005,TM_TAX_WMPS,Iceland,AGR,8.73932
2005,TM_TAX_WMPS,Iceland,CLO,6.2406
2005,TM_TAX_WMPS,Iceland,ALP,1.17258
2005,TM_TAX_WMPS,Iceland,ARM,2.3405
2005,TM_TAX_WMPS,Iceland,TEX,2.0984
2010,TM_TAX_WMPS,Iceland,ALP,1.26679
2010,TM_TAX_WMPS,Iceland,CLO,8.02694
2010,TM_TAX_WMPS,Iceland,IND,0.41778
2010,TM_TAX_WMPS,Iceland,TEX,2.1222
2010,TM_TAX_WMPS,Iceland,ARM,1.84994
2010,TM_TAX_WMPS,Azerbaijan,IND,4.56563
2010,TM_TAX_WMPS,Azerbaijan,TEX,4.56687
2010,TM_TAX_WMPS,Azerbaijan,OIL,0.0
2010,TM_TAX_WMPS,Azerbaijan,AGR,5.21268
2015,TM_TAX_WMPS,Azerbaijan,TEX,11.95794
2015,TM_TAX_WMPS,Azerbaijan,IND,6.10044
2015,TM_TAX_WMPS,Azerbaijan,CLO,14.42418
2015,TM_TAX_WMPS,Azerbaijan,ALP,5.72487
2015,TM_TAX_WMPS,Azerbaijan,AGR,3.43229
2016,TM_TAX_WMPS,Azerbaijan,TEX,13.21586
2016,TM_TAX_WMPS,Azerbaijan,AGR,2.75959
2010,TM_TAX_WMPS,Iceland,OIL,0.0
2010,TM_TAX_WMPS,Iceland,AGR,7.18588
2015,TM_TAX_WMPS,Iceland,CLO,1.93179
2015,TM_TAX_WMPS,Iceland,AGR,10.56477
2015,TM_TAX_WMPS,Iceland,ALP,1.1312
2015,TM_TAX_WMPS,Iceland,ARM,1.54039
2015,TM_TAX_WMPS,Iceland,TEX,0.81772
2015,TM_TAX_WMPS,Iceland,IND,0.13851
2016,TM_TAX_WMPS,Iceland,CLO,0.0
2016,TM_TAX_WMPS,Iceland,IND,0.11431
2016,TM_TAX_WMPS,Iceland,TEX,0.79179
2016,TM_TAX_WMPS,Azerbaijan,ALP,5.86227
2016,TM_TAX_WMPS,Azerbaijan,CLO,14.79879
2016,TM_TAX_WMPS,Azerbaijan,OIL,0.0
2016,TM_TAX_WMPS,Azerbaijan,IND,6.34698
2017,TM_TAX_WMPS,Azerbaijan,TEX,12.65846
2017,TM_TAX_WMPS,Azerbaijan,IND,6.02703
2017,TM_TAX_WMPS,Azerbaijan,OIL,0.0
2017,TM_TAX_WMPS,Azerbaijan,AGR,4.81582
2017,TM_TAX_WMPS,Azerbaijan,CLO,14.88814
2017,TM_TAX_WMPS,Azerbaijan,ALP,6.10283
2018,TM_TAX_WMPS,Azerbaijan,ALP,6.10283
2016,TM_TAX_WMPS,Iceland,ARM,1.54039
2016,TM_TAX_WMPS,Iceland,AGR,10.80444
2016,TM_TAX_WMPS,Iceland,ALP,1.09162
2017,TM_TAX_WMPS,Iceland,ALP,1.08303
2017,TM_TAX_WMPS,Iceland,AGR,12.50073
2017,TM_TAX_WMPS,Iceland,ARM,0.0
2017,TM_TAX_WMPS,Iceland,IND,0.00412
2017,TM_TAX_WMPS,Iceland,CLO,0.0
2017,TM_TAX_WMPS,Iceland,TEX,0.0
2018,TM_TAX_WMPS,Iceland,ARM,0.0
2018,TM_TAX_WMPS,Iceland,AGR,12.50073
2018,TM_TAX_WMPS,Azerbaijan,AGR,4.81582
2018,TM_TAX_WMPS,Azerbaijan,CLO,14.88814
2018,TM_TAX_WMPS,Azerbaijan,OIL,0.0
2018,TM_TAX_WMPS,Azerbaijan,IND,6.02703
2018,TM_TAX_WMPS,Azerbaijan,TEX,12.65846
2019,TM_TAX_WMPS,Azerbaijan,OIL,0.0
2019,TM_TAX_WMPS,Azerbaijan,ALP,7.51074
2019,TM_TAX_WMPS,Azerbaijan,CLO,14.72834
2019,TM_TAX_WMPS,Azerbaijan,AGR,5.03428
2019,TM_TAX_WMPS,Azerbaijan,IND,7.82221
2019,TM_TAX_WMPS,Azerbaijan,TEX,11.43731
2018,TM_TAX_WMPS,Iceland,ALP,1.08303
2018,TM_TAX_WMPS,Iceland,CLO,0.0
2018,TM_TAX_WMPS,Iceland,IND,0.00412
2018,TM_TAX_WMPS,Iceland,TEX,0.0
2019,TM_TAX_WMPS,Iceland,ALP,1.01867
2019,TM_TAX_WMPS,Iceland,AGR,10.17041
2019,TM_TAX_WMPS,Iceland,ARM,0.0
2019,TM_TAX_WMPS,Iceland,TEX,0.0
2019,TM_TAX_WMPS,Iceland,OIL,0.0
2019,TM_TAX_WMPS,Iceland,IND,0.00435
2019,TM_TAX_WMPS,Iceland,CLO,0.0
2005,TM_TAX_WMPS,New Zealand,OIL,0.0
2005,TM_TAX_WMPS,New Zealand,ARM,0.28092
2005,TM_TAX_WMPS,New Zealand,AGR,1.18999
2005,TM_TAX_WMPS,New Zealand,ALP,1.94341
2005,TM_TAX_WMPS,New Zealand,IND,1.83936
2005,TM_TAX_WMPS,New Zealand,TEX,3.9554
2005,TM_TAX_WMPS,New Zealand,CLO,11.37744
2010,TM_TAX_WMPS,New Zealand,AGR,0.96843
2010,TM_TAX_WMPS,New Zealand,ARM,0.44743
2010,TM_TAX_WMPS,New Zealand,ALP,1.51939
2010,TM_TAX_WMPS,New Zealand,CLO,11.46576
2020,TM_TAX_WMPS,Azerbaijan,CLO,14.72392
2020,TM_TAX_WMPS,Azerbaijan,AGR,4.95642
2020,TM_TAX_WMPS,Azerbaijan,ALP,6.06424
2020,TM_TAX_WMPS,Azerbaijan,OIL,0.0
2020,TM_TAX_WMPS,Azerbaijan,TEX,10.80697
2020,TM_TAX_WMPS,Azerbaijan,IND,6.01015
2021,TM_TAX_WMPS,Azerbaijan,CLO,14.70306
2021,TM_TAX_WMPS,Azerbaijan,IND,6.40075
2021,TM_TAX_WMPS,Azerbaijan,TEX,10.2067
2021,TM_TAX_WMPS,Azerbaijan,OIL,0.0
2021,TM_TAX_WMPS,Azerbaijan,ALP,6.33184
2016,TM_TAX_WMPS,Belarus,TEX,3.71478
2016,TM_TAX_WMPS,Belarus,OIL,0.0
2017,TM_TAX_WMPS,Belarus,AGR,3.848
2017,TM_TAX_WMPS,Belarus,ALP,2.04687
2017,TM_TAX_WMPS,Belarus,CLO,5.5096
2017,TM_TAX_WMPS,Belarus,TEX,4.80906
2017,TM_TAX_WMPS,Belarus,OIL,0.0
2017,TM_TAX_WMPS,Belarus,IND,2.0336
2018,TM_TAX_WMPS,Belarus,OIL,0.0
2018,TM_TAX_WMPS,Belarus,TEX,4.7594
2018,TM_TAX_WMPS,Belarus,IND,1.88991
2021,TM_TAX_WMPS,Azerbaijan,AGR,4.80675
2005,TM_TAX_WMPS,Australia,ALP,2.71001
2005,TM_TAX_WMPS,Australia,ARM,0.4449
2005,TM_TAX_WMPS,Australia,CLO,16.02606
2005,TM_TAX_WMPS,Australia,AGR,1.66065
2005,TM_TAX_WMPS,Australia,OIL,0.0
2005,TM_TAX_WMPS,Australia,TEX,6.18583
2005,TM_TAX_WMPS,Australia,IND,2.51681
2010,TM_TAX_WMPS,Australia,AGR,1.53256
2010,TM_TAX_WMPS,Australia,ALP,2.72462
2010,TM_TAX_WMPS,Australia,IND,2.58585
2010,TM_TAX_WMPS,New Zealand,TEX,3.36569
2010,TM_TAX_WMPS,New Zealand,OIL,0.0
2010,TM_TAX_WMPS,New Zealand,IND,1.33954
2015,TM_TAX_WMPS,New Zealand,AGR,1.03522
2015,TM_TAX_WMPS,New Zealand,TEX,1.61356
2015,TM_TAX_WMPS,New Zealand,ALP,0.89626
2015,TM_TAX_WMPS,New Zealand,IND,0.85594
2015,TM_TAX_WMPS,New Zealand,OIL,0.0
2015,TM_TAX_WMPS,New Zealand,CLO,2.63393
2015,TM_TAX_WMPS,New Zealand,ARM,0.81151
2016,TM_TAX_WMPS,New Zealand,ALP,0.8038
2018,TM_TAX_WMPS,Belarus,CLO,5.69683
2018,TM_TAX_WMPS,Belarus,ALP,1.92996
2018,TM_TAX_WMPS,Belarus,AGR,3.70329
2019,TM_TAX_WMPS,Belarus,ALP,1.87961
2019,TM_TAX_WMPS,Belarus,CLO,4.97054
2019,TM_TAX_WMPS,Belarus,IND,2.00213
2019,TM_TAX_WMPS,Belarus,TEX,4.79975
2019,TM_TAX_WMPS,Belarus,OIL,0.0
2019,TM_TAX_WMPS,Belarus,AGR,3.09071
2020,TM_TAX_WMPS,Belarus,TEX,4.25423
2020,TM_TAX_WMPS,Belarus,OIL,0.0
2010,TM_TAX_WMPS,Australia,TEX,6.6507
2010,TM_TAX_WMPS,Australia,OIL,0.0
2010,TM_TAX_WMPS,Australia,ARM,0.3288
2010,TM_TAX_WMPS,Australia,CLO,16.00323
2015,TM_TAX_WMPS,Australia,ALP,1.8547
2015,TM_TAX_WMPS,Australia,AGR,1.11459
2015,TM_TAX_WMPS,Australia,CLO,3.95418
2015,TM_TAX_WMPS,Australia,ARM,0.50578
2015,TM_TAX_WMPS,Australia,IND,1.87478
2015,TM_TAX_WMPS,Australia,TEX,3.55936
2015,TM_TAX_WMPS,Australia,OIL,0.0
2016,TM_TAX_WMPS,New Zealand,AGR,0.99039
2016,TM_TAX_WMPS,New Zealand,ARM,0.75002
2016,TM_TAX_WMPS,New Zealand,OIL,0.0
2016,TM_TAX_WMPS,New Zealand,TEX,1.39255
2016,TM_TAX_WMPS,New Zealand,IND,0.80193
2016,TM_TAX_WMPS,New Zealand,CLO,1.32185
2017,TM_TAX_WMPS,New Zealand,ARM,0.48498
2017,TM_TAX_WMPS,New Zealand,TEX,1.38079
2017,TM_TAX_WMPS,New Zealand,CLO,1.53953
2017,TM_TAX_WMPS,New Zealand,OIL,0.0
2017,TM_TAX_WMPS,New Zealand,IND,0.84424
2020,TM_TAX_WMPS,Belarus,CLO,4.39372
2020,TM_TAX_WMPS,Belarus,IND,2.12968
2020,TM_TAX_WMPS,Belarus,ALP,2.04391
2020,TM_TAX_WMPS,Belarus,AGR,2.94323
2021,TM_TAX_WMPS,Belarus,ALP,2.19559
2021,TM_TAX_WMPS,Belarus,AGR,2.51763
2021,TM_TAX_WMPS,Belarus,IND,1.99347
2021,TM_TAX_WMPS,Belarus,CLO,4.69755
2021,TM_TAX_WMPS,Belarus,TEX,4.16546
2005,TM_TAX_WMPS,Canada,TEX,3.96952
2005,TM_TAX_WMPS,Canada,AGR,8.7957
2017,TM_TAX_WMPS,New Zealand,ALP,0.84413
2017,TM_TAX_WMPS,New Zealand,AGR,0.98223
2018,TM_TAX_WMPS,New Zealand,TEX,1.38079
2018,TM_TAX_WMPS,New Zealand,ARM,0.48498
2018,TM_TAX_WMPS,New Zealand,AGR,0.98223
2018,TM_TAX_WMPS,New Zealand,ALP,0.84413
2018,TM_TAX_WMPS,New Zealand,OIL,0.0
2018,TM_TAX_WMPS,New Zealand,CLO,1.53953
2018,TM_TAX_WMPS,New Zealand,IND,0.84424
2019,TM_TAX_WMPS,New Zealand,ALP,0.74713
2019,TM_TAX_WMPS,New Zealand,CLO,1.59446
2016,TM_TAX_WMPS,Australia,ALP,1.13469
2016,TM_TAX_WMPS,Australia,OIL,0.0
2016,TM_TAX_WMPS,Australia,TEX,1.47876
2016,TM_TAX_WMPS,Australia,IND,1.12035
2016,TM_TAX_WMPS,Australia,ARM,0.45481
2016,TM_TAX_WMPS,Australia,CLO,2.90861
2016,TM_TAX_WMPS,Australia,AGR,1.00648
2017,TM_TAX_WMPS,Australia,ALP,0.81768
2017,TM_TAX_WMPS,Australia,AGR,1.02056
2017,TM_TAX_WMPS,Australia,ARM,0.22971
2017,TM_TAX_WMPS,Australia,IND,0.82799
2019,TM_TAX_WMPS,New Zealand,IND,0.71483
2019,TM_TAX_WMPS,New Zealand,OIL,0.0
2019,TM_TAX_WMPS,New Zealand,AGR,1.03818
2019,TM_TAX_WMPS,New Zealand,ARM,0.16808
2019,TM_TAX_WMPS,New Zealand,TEX,1.48469
2020,TM_TAX_WMPS,New Zealand,ALP,0.71161
2020,TM_TAX_WMPS,New Zealand,TEX,1.29944
2020,TM_TAX_WMPS,New Zealand,AGR,1.01778
2020,TM_TAX_WMPS,New Zealand,OIL,0.0
2020,TM_TAX_WMPS,New Zealand,ARM,1.46095
2020,TM_TAX_WMPS,New Zealand,IND,0.65627
2005,TM_TAX_WMPS,Canada,CLO,13.53398
2005,TM_TAX_WMPS,Canada,IND,0.64134
2005,TM_TAX_WMPS,Canada,OIL,0.0
2005,TM_TAX_WMPS,Canada,ALP,1.35293
2005,TM_TAX_WMPS,Canada,ARM,0.66004
2010,TM_TAX_WMPS,Canada,OIL,0.0
2010,TM_TAX_WMPS,Canada,AGR,5.79748
2010,TM_TAX_WMPS,Canada,TEX,4.38998
2010,TM_TAX_WMPS,Canada,ARM,0.48529
2010,TM_TAX_WMPS,Canada,IND,0.61017
2010,TM_TAX_WMPS,Canada,ALP,1.2573
2017,TM_TAX_WMPS,Australia,TEX,1.12471
2017,TM_TAX_WMPS,Australia,OIL,0.0
2017,TM_TAX_WMPS,Australia,CLO,0.90097
2018,TM_TAX_WMPS,Australia,OIL,0.0
2018,TM_TAX_WMPS,Australia,TEX,1.09347
2018,TM_TAX_WMPS,Australia,IND,0.7308
2018,TM_TAX_WMPS,Australia,CLO,0.79214
2018,TM_TAX_WMPS,Australia,AGR,1.01593
2018,TM_TAX_WMPS,Australia,ALP,0.73119
2018,TM_TAX_WMPS,Australia,ARM,0.22971
2019,TM_TAX_WMPS,Australia,ARM,0.22421
2020,TM_TAX_WMPS,New Zealand,CLO,1.21482
2021,TM_TAX_WMPS,New Zealand,CLO,1.08229
2021,TM_TAX_WMPS,New Zealand,IND,0.58132
2021,TM_TAX_WMPS,New Zealand,ARM,0.24471
2021,TM_TAX_WMPS,New Zealand,OIL,0.0
2021,TM_TAX_WMPS,New Zealand,AGR,1.02029
2021,TM_TAX_WMPS,New Zealand,ALP,0.643
2021,TM_TAX_WMPS,New Zealand,TEX,1.41253
2005,TM_TAX_WMPS,Norway,TEX,0.7901
2005,TM_TAX_WMPS,Norway,ALP,1.32567
2005,TM_TAX_WMPS,Norway,IND,0.10149
2019,TM_TAX_WMPS,Australia,ALP,0.6829
2019,TM_TAX_WMPS,Australia,AGR,1.02986
2019,TM_TAX_WMPS,Australia,CLO,0.6929
2019,TM_TAX_WMPS,Australia,IND,0.67797
2019,TM_TAX_WMPS,Australia,TEX,1.15325
2019,TM_TAX_WMPS,Australia,OIL,0.0
2020,TM_TAX_WMPS,Australia,OIL,0.0
2020,TM_TAX_WMPS,Australia,IND,0.62068
2020,TM_TAX_WMPS,Australia,TEX,0.88657
2020,TM_TAX_WMPS,Australia,CLO,0.50657
2020,TM_TAX_WMPS,Australia,AGR,1.03006
2005,TM_TAX_WMPS,Norway,AGR,18.74116
2005,TM_TAX_WMPS,Norway,OIL,0.0
2005,TM_TAX_WMPS,Norway,ARM,0.0
2005,TM_TAX_WMPS,Norway,CLO,2.1801
2010,TM_TAX_WMPS,Norway,OIL,0.0
2010,TM_TAX_WMPS,Norway,AGR,36.50449
2010,TM_TAX_WMPS,Norway,IND,0.13757
2010,TM_TAX_WMPS,Norway,TEX,0.63502
2010,TM_TAX_WMPS,Norway,CLO,2.40296
2010,TM_TAX_WMPS,Norway,ARM,0.0
2010,TM_TAX_WMPS,Norway,ALP,2.87552
2010,TM_TAX_WMPS,Canada,CLO,13.19394
2015,TM_TAX_WMPS,Canada,TEX,4.87715
2015,TM_TAX_WMPS,Canada,OIL,0.0
2015,TM_TAX_WMPS,Canada,AGR,9.15175
2015,TM_TAX_WMPS,Canada,CLO,12.2196
2015,TM_TAX_WMPS,Canada,ALP,1.71984
2015,TM_TAX_WMPS,Canada,IND,0.70421
2015,TM_TAX_WMPS,Canada,ARM,0.96728
2016,TM_TAX_WMPS,Canada,OIL,0.0
2016,TM_TAX_WMPS,Canada,ARM,0.96425
2016,TM_TAX_WMPS,Canada,IND,0.71019
2020,TM_TAX_WMPS,Australia,ARM,0.18475
2020,TM_TAX_WMPS,Australia,ALP,0.6389
2021,TM_TAX_WMPS,Australia,AGR,1.13678
2021,TM_TAX_WMPS,Australia,ARM,0.29209
2021,TM_TAX_WMPS,Australia,CLO,0.58326
2021,TM_TAX_WMPS,Australia,IND,0.63535
2021,TM_TAX_WMPS,Australia,TEX,1.11066
2021,TM_TAX_WMPS,Australia,OIL,0.0
2021,TM_TAX_WMPS,Australia,ALP,0.65939
2005,TM_TAX_WMPS,Armenia,TEX,3.21294
2005,TM_TAX_WMPS,Armenia,IND,1.14947
2015,TM_TAX_WMPS,Norway,TEX,0.52237
2015,TM_TAX_WMPS,Norway,IND,0.0409
2015,TM_TAX_WMPS,Norway,AGR,29.22068
2015,TM_TAX_WMPS,Norway,OIL,0.0
2015,TM_TAX_WMPS,Norway,ARM,0.0
2015,TM_TAX_WMPS,Norway,ALP,2.70177
2015,TM_TAX_WMPS,Norway,CLO,1.96517
2016,TM_TAX_WMPS,Norway,AGR,25.05265
2016,TM_TAX_WMPS,Norway,TEX,0.52237
2016,TM_TAX_WMPS,Norway,CLO,1.96517
2016,TM_TAX_WMPS,Norway,ALP,2.31868
2016,TM_TAX_WMPS,Norway,ARM,0.0
2016,TM_TAX_WMPS,Norway,IND,0.02667
2016,TM_TAX_WMPS,Norway,OIL,0.0
2017,TM_TAX_WMPS,Norway,TEX,0.48932
2017,TM_TAX_WMPS,Norway,AGR,22.85308
2017,TM_TAX_WMPS,Norway,OIL,0.0
2017,TM_TAX_WMPS,Norway,IND,0.02241
2017,TM_TAX_WMPS,Norway,ALP,2.07928
2017,TM_TAX_WMPS,Norway,CLO,1.89366
2017,TM_TAX_WMPS,Norway,ARM,0.0
2018,TM_TAX_WMPS,Norway,ARM,0.0
2016,TM_TAX_WMPS,Canada,ALP,1.72157
2016,TM_TAX_WMPS,Canada,CLO,12.21949
2016,TM_TAX_WMPS,Canada,AGR,9.12771
2016,TM_TAX_WMPS,Canada,TEX,4.86386
2017,TM_TAX_WMPS,Canada,OIL,0.0
2017,TM_TAX_WMPS,Canada,TEX,4.96482
2017,TM_TAX_WMPS,Canada,AGR,7.83685
2017,TM_TAX_WMPS,Canada,CLO,9.91531
2017,TM_TAX_WMPS,Canada,IND,0.48299
2017,TM_TAX_WMPS,Canada,ALP,1.3735
2017,TM_TAX_WMPS,Canada,ARM,0.22073
2018,TM_TAX_WMPS,Norway,CLO,1.89366
2018,TM_TAX_WMPS,Norway,ALP,2.75334
2018,TM_TAX_WMPS,Norway,IND,0.02526
2018,TM_TAX_WMPS,Norway,OIL,0.0
2018,TM_TAX_WMPS,Norway,AGR,30.68978
2018,TM_TAX_WMPS,Norway,TEX,0.48932
2019,TM_TAX_WMPS,Norway,TEX,0.47328
2019,TM_TAX_WMPS,Norway,AGR,18.82702
2019,TM_TAX_WMPS,Norway,OIL,0.0
2019,TM_TAX_WMPS,Norway,IND,0.02486
2019,TM_TAX_WMPS,Norway,ALP,1.46921
2005,TM_TAX_WMPS,Armenia,CLO,9.86003
2005,TM_TAX_WMPS,Armenia,AGR,6.6383
2005,TM_TAX_WMPS,Armenia,ALP,2.35793
2010,TM_TAX_WMPS,Armenia,AGR,6.28381
2010,TM_TAX_WMPS,Armenia,ALP,3.12318
2010,TM_TAX_WMPS,Armenia,TEX,3.65786
2010,TM_TAX_WMPS,Armenia,CLO,9.76344
2010,TM_TAX_WMPS,Armenia,IND,1.98994
2015,TM_TAX_WMPS,Armenia,IND,3.39846
2015,TM_TAX_WMPS,Armenia,CLO,9.89065
2015,TM_TAX_WMPS,Armenia,TEX,6.07413
2015,TM_TAX_WMPS,Armenia,AGR,5.36904
2015,TM_TAX_WMPS,Armenia,ALP,4.15034
2016,TM_TAX_WMPS,Armenia,ALP,2.65609
2016,TM_TAX_WMPS,Armenia,AGR,3.57893
2016,TM_TAX_WMPS,Armenia,TEX,3.92339
2016,TM_TAX_WMPS,Armenia,IND,2.23552
2016,TM_TAX_WMPS,Armenia,CLO,6.70058
2017,TM_TAX_WMPS,Armenia,TEX,4.99654
2017,TM_TAX_WMPS,Armenia,IND,1.89112
2017,TM_TAX_WMPS,Armenia,ALP,2.47709
2017,TM_TAX_WMPS,Armenia,CLO,6.79927
2018,TM_TAX_WMPS,Canada,ARM,0.26439
2018,TM_TAX_WMPS,Canada,ALP,1.45723
2018,TM_TAX_WMPS,Canada,IND,0.57526
2018,TM_TAX_WMPS,Canada,CLO,10.85862
2018,TM_TAX_WMPS,Canada,AGR,7.79917
2018,TM_TAX_WMPS,Canada,TEX,4.72417
2018,TM_TAX_WMPS,Canada,OIL,0.0
2019,TM_TAX_WMPS,Canada,TEX,4.60554
2019,TM_TAX_WMPS,Canada,CLO,9.29049
2019,TM_TAX_WMPS,Canada,IND,0.45702
2019,TM_TAX_WMPS,Canada,ALP,1.33201
2019,TM_TAX_WMPS,Norway,CLO,1.72236
2019,TM_TAX_WMPS,Norway,ARM,0.0
2020,TM_TAX_WMPS,Norway,ARM,0.0
2020,TM_TAX_WMPS,Norway,CLO,1.73944
2020,TM_TAX_WMPS,Norway,ALP,1.50127
2020,TM_TAX_WMPS,Norway,IND,0.03629
2020,TM_TAX_WMPS,Norway,AGR,16.19204
2020,TM_TAX_WMPS,Norway,OIL,0.0
2020,TM_TAX_WMPS,Norway,TEX,0.38665
2021,TM_TAX_WMPS,Norway,AGR,20.91204
2021,TM_TAX_WMPS,Norway,IND,0.01018
2017,TM_TAX_WMPS,Armenia,AGR,3.62078
2018,TM_TAX_WMPS,Armenia,AGR,5.33275
2018,TM_TAX_WMPS,Armenia,CLO,8.05507
2018,TM_TAX_WMPS,Armenia,ALP,4.1383
2018,TM_TAX_WMPS,Armenia,IND,3.54278
2018,TM_TAX_WMPS,Armenia,TEX,6.98572
2019,TM_TAX_WMPS,Armenia,ALP,3.709
2019,TM_TAX_WMPS,Armenia,TEX,6.54887
2019,TM_TAX_WMPS,Armenia,CLO,8.64041
2019,TM_TAX_WMPS,Armenia,AGR,4.39094
2019,TM_TAX_WMPS,Armenia,IND,3.2479
2019,TM_TAX_WMPS,Canada,AGR,7.95108
2019,TM_TAX_WMPS,Canada,ARM,0.10526
2019,TM_TAX_WMPS,Canada,OIL,0.0
2020,TM_TAX_WMPS,Canada,ARM,0.11057
2020,TM_TAX_WMPS,Canada,ALP,1.22237
2020,TM_TAX_WMPS,Canada,AGR,5.72313
2020,TM_TAX_WMPS,Canada,IND,0.43708
2020,TM_TAX_WMPS,Canada,CLO,8.06189
2020,TM_TAX_WMPS,Canada,TEX,6.18323
2020,TM_TAX_WMPS,Canada,OIL,0.0
2021,TM_TAX_WMPS,Canada,IND,0.44658
2020,TM_TAX_WMPS,Iceland,CLO,0.0
2020,TM_TAX_WMPS,Iceland,IND,0.00417
2020,TM_TAX_WMPS,Iceland,TEX,0.0
2020,TM_TAX_WMPS,Iceland,ARM,0.0
2020,TM_TAX_WMPS,Iceland,ALP,1.01119
2020,TM_TAX_WMPS,Iceland,AGR,8.3915
2021,TM_TAX_WMPS,Iceland,AGR,9.71167
2021,TM_TAX_WMPS,Iceland,ALP,0.98412
2021,TM_TAX_WMPS,Iceland,IND,0.00287
2021,TM_TAX_WMPS,Iceland,CLO,0.0
2021,TM_TAX_WMPS,Iceland,ARM,0.0
2021,TM_TAX_WMPS,Iceland,TEX,0.0
2005,TM_TAX_WMPS,India,AGR,52.26315
2005,TM_TAX_WMPS,India,ALP,15.29429
