Year,SeriesCode,Страна ,Sex,Value
2000,SI_COV_UEMP,Austria,BOTHSEX,94.1
2005,SI_COV_UEMP,Austria,BOTHSEX,89.4
2007,SI_COV_UEMP,Austria,BOTHSEX,89.8
2009,SI_COV_UEMP,Austria,BOTHSEX,91.3
2010,SI_COV_UEMP,Austria,BOTHSEX,91.4
2011,SI_COV_UEMP,Austria,BOTHSEX,90.5
2013,SI_COV_UEMP,Austria,BOTHSEX,100.0
2014,SI_COV_UEMP,Austria,BOTHSEX,100.0
2016,SI_COV_UEMP,Austria,BOTHSEX,100.0
2020,SI_COV_UEMP,Austria,FEMALE,100.0
2020,SI_COV_UEMP,Austria,BOTHSEX,100.0
2020,SI_COV_UEMP,Austria,MALE,100.0
2000,SI_COV_UEMP,Armenia,BOTHSEX,12.0
2005,SI_COV_UEMP,Armenia,BOTHSEX,5.7
2007,SI_COV_UEMP,Armenia,BOTHSEX,20.1
2009,SI_COV_UEMP,Armenia,BOTHSEX,30.5
2010,SI_COV_UEMP,Armenia,BOTHSEX,24.1
2011,SI_COV_UEMP,Armenia,BOTHSEX,20.8
2020,SI_COV_UEMP,Armenia,BOTHSEX,0.0
2020,SI_COV_UEMP,Armenia,MALE,0.0
2020,SI_COV_UEMP,Armenia,FEMALE,0.0
2010,SI_COV_UEMP,Latvia,BOTHSEX,27.9
2011,SI_COV_UEMP,Latvia,BOTHSEX,20.8
2013,SI_COV_UEMP,Latvia,BOTHSEX,27.0
2013,SI_COV_UEMP,Latvia,FEMALE,33.8
2013,SI_COV_UEMP,Latvia,MALE,21.0
2014,SI_COV_UEMP,Latvia,MALE,25.7
2014,SI_COV_UEMP,Latvia,FEMALE,42.5
2014,SI_COV_UEMP,Latvia,BOTHSEX,33.3
2019,SI_COV_UEMP,Latvia,BOTHSEX,41.0
2020,SI_COV_UEMP,Latvia,BOTHSEX,40.0
2020,SI_COV_UEMP,Latvia,MALE,31.8
2020,SI_COV_UEMP,Latvia,FEMALE,50.6
2000,SI_COV_UEMP,Liechtenstein,BOTHSEX,63.0
2005,SI_COV_UEMP,Liechtenstein,BOTHSEX,71.8
2007,SI_COV_UEMP,Liechtenstein,BOTHSEX,66.9
2009,SI_COV_UEMP,Liechtenstein,BOTHSEX,66.8
2010,SI_COV_UEMP,Liechtenstein,BOTHSEX,78.9
2011,SI_COV_UEMP,Liechtenstein,FEMALE,68.8
2011,SI_COV_UEMP,Liechtenstein,MALE,65.5
2011,SI_COV_UEMP,Liechtenstein,BOTHSEX,67.2
2020,SI_COV_UEMP,Liechtenstein,BOTHSEX,67.2
2005,SI_COV_UEMP,Lithuania,BOTHSEX,11.6
2007,SI_COV_UEMP,Lithuania,BOTHSEX,26.1
2009,SI_COV_UEMP,Lithuania,BOTHSEX,31.4
2010,SI_COV_UEMP,Lithuania,BOTHSEX,20.1
2011,SI_COV_UEMP,Lithuania,BOTHSEX,15.6
2013,SI_COV_UEMP,Lithuania,FEMALE,31.3
2013,SI_COV_UEMP,Lithuania,BOTHSEX,24.6
2013,SI_COV_UEMP,Lithuania,MALE,19.2
2014,SI_COV_UEMP,Lithuania,MALE,20.0
2014,SI_COV_UEMP,Lithuania,FEMALE,33.6
2014,SI_COV_UEMP,Lithuania,BOTHSEX,25.9
2020,SI_COV_UEMP,Lithuania,BOTHSEX,37.7
2020,SI_COV_UEMP,Lithuania,MALE,30.4
2020,SI_COV_UEMP,Lithuania,FEMALE,47.5
2000,SI_COV_UEMP,Luxembourg,BOTHSEX,42.3
2005,SI_COV_UEMP,Luxembourg,BOTHSEX,55.1
2007,SI_COV_UEMP,Luxembourg,BOTHSEX,52.5
2009,SI_COV_UEMP,Luxembourg,BOTHSEX,53.4
2010,SI_COV_UEMP,Luxembourg,BOTHSEX,50.5
2000,SI_COV_UEMP,Belgium,BOTHSEX,81.3
2005,SI_COV_UEMP,Belgium,BOTHSEX,84.0
2007,SI_COV_UEMP,Belgium,BOTHSEX,86.1
2009,SI_COV_UEMP,Belgium,BOTHSEX,83.6
2010,SI_COV_UEMP,Belgium,BOTHSEX,82.8
2011,SI_COV_UEMP,Belgium,BOTHSEX,83.1
2013,SI_COV_UEMP,Belgium,FEMALE,90.8
2013,SI_COV_UEMP,Belgium,MALE,58.3
2013,SI_COV_UEMP,Belgium,BOTHSEX,100.0
2014,SI_COV_UEMP,Belgium,MALE,58.0
2014,SI_COV_UEMP,Belgium,FEMALE,86.2
2014,SI_COV_UEMP,Belgium,BOTHSEX,100.0
2020,SI_COV_UEMP,Belgium,BOTHSEX,100.0
2020,SI_COV_UEMP,Belgium,FEMALE,100.0
2020,SI_COV_UEMP,Belgium,MALE,100.0
2001,SI_COV_UEMP,Bosnia and Herzegovina,BOTHSEX,1.2
2005,SI_COV_UEMP,Bosnia and Herzegovina,BOTHSEX,1.6
2007,SI_COV_UEMP,Bosnia and Herzegovina,BOTHSEX,1.6
2009,SI_COV_UEMP,Bosnia and Herzegovina,BOTHSEX,2.4
2010,SI_COV_UEMP,Bosnia and Herzegovina,BOTHSEX,2.6
2011,SI_COV_UEMP,Bosnia and Herzegovina,BOTHSEX,2.0
2020,SI_COV_UEMP,Bosnia and Herzegovina,BOTHSEX,5.3
2003,SI_COV_UEMP,Bulgaria,BOTHSEX,21.1
2005,SI_COV_UEMP,Bulgaria,BOTHSEX,23.4
2007,SI_COV_UEMP,Bulgaria,BOTHSEX,27.1
2009,SI_COV_UEMP,Bulgaria,BOTHSEX,45.6
2010,SI_COV_UEMP,Bulgaria,BOTHSEX,30.8
2011,SI_COV_UEMP,Bulgaria,BOTHSEX,28.4
2013,SI_COV_UEMP,Bulgaria,FEMALE,25.0
2013,SI_COV_UEMP,Bulgaria,BOTHSEX,26.7
2013,SI_COV_UEMP,Bulgaria,MALE,12.4
2014,SI_COV_UEMP,Bulgaria,BOTHSEX,26.2
2014,SI_COV_UEMP,Bulgaria,MALE,11.8
2014,SI_COV_UEMP,Bulgaria,FEMALE,25.1
2016,SI_COV_UEMP,Bulgaria,FEMALE,37.2
2016,SI_COV_UEMP,Bulgaria,BOTHSEX,29.6
2016,SI_COV_UEMP,Bulgaria,MALE,29.2
2020,SI_COV_UEMP,Bulgaria,FEMALE,46.8
2020,SI_COV_UEMP,Bulgaria,BOTHSEX,35.4
2020,SI_COV_UEMP,Bulgaria,MALE,26.9
2000,SI_COV_UEMP,Belarus,BOTHSEX,39.0
2005,SI_COV_UEMP,Belarus,BOTHSEX,55.7
2007,SI_COV_UEMP,Belarus,BOTHSEX,54.0
2009,SI_COV_UEMP,Belarus,BOTHSEX,49.4
2010,SI_COV_UEMP,Belarus,BOTHSEX,44.0
2011,SI_COV_UEMP,Belarus,BOTHSEX,46.1
2016,SI_COV_UEMP,Belarus,FEMALE,57.4
2016,SI_COV_UEMP,Belarus,MALE,29.1
2016,SI_COV_UEMP,Belarus,BOTHSEX,44.6
2020,SI_COV_UEMP,Belarus,BOTHSEX,44.6
2011,SI_COV_UEMP,Luxembourg,BOTHSEX,50.9
2013,SI_COV_UEMP,Luxembourg,BOTHSEX,51.2
2013,SI_COV_UEMP,Luxembourg,MALE,29.5
2013,SI_COV_UEMP,Luxembourg,FEMALE,41.7
2014,SI_COV_UEMP,Luxembourg,BOTHSEX,49.5
2014,SI_COV_UEMP,Luxembourg,FEMALE,38.5
2014,SI_COV_UEMP,Luxembourg,MALE,27.9
2020,SI_COV_UEMP,Luxembourg,BOTHSEX,49.8
2003,SI_COV_UEMP,Malta,BOTHSEX,89.2
2005,SI_COV_UEMP,Malta,BOTHSEX,98.7
2000,SI_COV_UEMP,Canada,BOTHSEX,46.1
2005,SI_COV_UEMP,Canada,BOTHSEX,44.2
2007,SI_COV_UEMP,Canada,BOTHSEX,44.5
2009,SI_COV_UEMP,Canada,BOTHSEX,48.4
2010,SI_COV_UEMP,Canada,BOTHSEX,46.1
2011,SI_COV_UEMP,Canada,BOTHSEX,41.8
2013,SI_COV_UEMP,Canada,MALE,23.4
2013,SI_COV_UEMP,Canada,FEMALE,26.6
2013,SI_COV_UEMP,Canada,BOTHSEX,38.2
2014,SI_COV_UEMP,Canada,FEMALE,25.8
2014,SI_COV_UEMP,Canada,BOTHSEX,37.8
2014,SI_COV_UEMP,Canada,MALE,23.3
2020,SI_COV_UEMP,Canada,BOTHSEX,37.8
2004,SI_COV_UEMP,Chile,BOTHSEX,5.7
2005,SI_COV_UEMP,Chile,BOTHSEX,9.7
2007,SI_COV_UEMP,Chile,BOTHSEX,19.6
2009,SI_COV_UEMP,Chile,BOTHSEX,20.7
2010,SI_COV_UEMP,Chile,BOTHSEX,21.1
2011,SI_COV_UEMP,Chile,BOTHSEX,23.7
2013,SI_COV_UEMP,Chile,MALE,22.0
2007,SI_COV_UEMP,Malta,BOTHSEX,96.3
2009,SI_COV_UEMP,Malta,BOTHSEX,94.2
2010,SI_COV_UEMP,Malta,BOTHSEX,84.4
2011,SI_COV_UEMP,Malta,BOTHSEX,86.9
2013,SI_COV_UEMP,Malta,BOTHSEX,61.4
2013,SI_COV_UEMP,Malta,MALE,74.7
2013,SI_COV_UEMP,Malta,FEMALE,38.5
2014,SI_COV_UEMP,Malta,BOTHSEX,62.2
2014,SI_COV_UEMP,Malta,MALE,73.3
2014,SI_COV_UEMP,Malta,FEMALE,41.3
2013,SI_COV_UEMP,Chile,BOTHSEX,33.5
2013,SI_COV_UEMP,Chile,FEMALE,21.7
2014,SI_COV_UEMP,Chile,BOTHSEX,34.9
2014,SI_COV_UEMP,Chile,MALE,22.9
2014,SI_COV_UEMP,Chile,FEMALE,21.5
2016,SI_COV_UEMP,Chile,FEMALE,51.9
2016,SI_COV_UEMP,Chile,BOTHSEX,45.6
2016,SI_COV_UEMP,Chile,MALE,37.9
2020,SI_COV_UEMP,Chile,FEMALE,20.1
2020,SI_COV_UEMP,Chile,BOTHSEX,27.0
2015,SI_COV_UEMP,Malta,BOTHSEX,62.2
2020,SI_COV_UEMP,Malta,BOTHSEX,49.7
2017,SI_COV_UEMP,Mexico,BOTHSEX,14.9
2017,SI_COV_UEMP,Mexico,MALE,11.5
2017,SI_COV_UEMP,Mexico,FEMALE,19.9
2020,SI_COV_UEMP,Mexico,BOTHSEX,6.0
2000,SI_COV_UEMP,Republic of Moldova,BOTHSEX,22.8
2005,SI_COV_UEMP,Republic of Moldova,BOTHSEX,6.5
2007,SI_COV_UEMP,Republic of Moldova,BOTHSEX,10.6
2009,SI_COV_UEMP,Republic of Moldova,BOTHSEX,14.0
2010,SI_COV_UEMP,Republic of Moldova,BOTHSEX,11.1
2011,SI_COV_UEMP,Republic of Moldova,BOTHSEX,8.5
2014,SI_COV_UEMP,Republic of Moldova,BOTHSEX,10.5
2020,SI_COV_UEMP,Republic of Moldova,BOTHSEX,10.5
2009,SI_COV_UEMP,Montenegro,BOTHSEX,43.9
2010,SI_COV_UEMP,Montenegro,BOTHSEX,41.6
2011,SI_COV_UEMP,Montenegro,BOTHSEX,40.9
2014,SI_COV_UEMP,Montenegro,BOTHSEX,35.6
2020,SI_COV_UEMP,Montenegro,BOTHSEX,29.3
2020,SI_COV_UEMP,Montenegro,FEMALE,38.3
2020,SI_COV_UEMP,Montenegro,MALE,22.0
2002,SI_COV_UEMP,Netherlands (Kingdom of the),BOTHSEX,66.7
2005,SI_COV_UEMP,Netherlands (Kingdom of the),BOTHSEX,69.3
2007,SI_COV_UEMP,Netherlands (Kingdom of the),BOTHSEX,65.1
2009,SI_COV_UEMP,Netherlands (Kingdom of the),BOTHSEX,60.1
2010,SI_COV_UEMP,Netherlands (Kingdom of the),BOTHSEX,65.1
2011,SI_COV_UEMP,Netherlands (Kingdom of the),BOTHSEX,64.8
2013,SI_COV_UEMP,Netherlands (Kingdom of the),MALE,36.5
2013,SI_COV_UEMP,Netherlands (Kingdom of the),FEMALE,58.7
2013,SI_COV_UEMP,Netherlands (Kingdom of the),BOTHSEX,67.9
2014,SI_COV_UEMP,Netherlands (Kingdom of the),FEMALE,61.9
2014,SI_COV_UEMP,Netherlands (Kingdom of the),MALE,35.1
2014,SI_COV_UEMP,Netherlands (Kingdom of the),BOTHSEX,67.2
2015,SI_COV_UEMP,Netherlands (Kingdom of the),BOTHSEX,73.0
2020,SI_COV_UEMP,Netherlands (Kingdom of the),MALE,100.0
2020,SI_COV_UEMP,Netherlands (Kingdom of the),FEMALE,73.6
2020,SI_COV_UEMP,Netherlands (Kingdom of the),BOTHSEX,74.8
2007,SI_COV_UEMP,New Zealand,BOTHSEX,28.0
2009,SI_COV_UEMP,New Zealand,BOTHSEX,35.8
2010,SI_COV_UEMP,New Zealand,BOTHSEX,41.8
2011,SI_COV_UEMP,New Zealand,BOTHSEX,37.5
2014,SI_COV_UEMP,New Zealand,BOTHSEX,44.9
2020,SI_COV_UEMP,New Zealand,BOTHSEX,44.9
2006,SI_COV_UEMP,Norway,BOTHSEX,58.1
2007,SI_COV_UEMP,Norway,BOTHSEX,50.9
2009,SI_COV_UEMP,Norway,BOTHSEX,74.6
2010,SI_COV_UEMP,Norway,BOTHSEX,73.4
2011,SI_COV_UEMP,Norway,BOTHSEX,69.5
2014,SI_COV_UEMP,Norway,BOTHSEX,61.8
2020,SI_COV_UEMP,Norway,BOTHSEX,58.2
2000,SI_COV_UEMP,Poland,BOTHSEX,20.3
2005,SI_COV_UEMP,Poland,BOTHSEX,13.5
2007,SI_COV_UEMP,Poland,BOTHSEX,14.3
2009,SI_COV_UEMP,Poland,BOTHSEX,20.1
2010,SI_COV_UEMP,Poland,BOTHSEX,16.7
2011,SI_COV_UEMP,Poland,BOTHSEX,16.5
2013,SI_COV_UEMP,Poland,BOTHSEX,16.6
2013,SI_COV_UEMP,Poland,MALE,17.2
2013,SI_COV_UEMP,Poland,FEMALE,15.9
2014,SI_COV_UEMP,Poland,FEMALE,16.2
2014,SI_COV_UEMP,Poland,MALE,14.8
2014,SI_COV_UEMP,Poland,BOTHSEX,15.5
2020,SI_COV_UEMP,Poland,BOTHSEX,16.5
2020,SI_COV_UEMP,Poland,FEMALE,19.9
2020,SI_COV_UEMP,Poland,MALE,13.7
2003,SI_COV_UEMP,Portugal,BOTHSEX,64.6
2005,SI_COV_UEMP,Portugal,BOTHSEX,67.3
2007,SI_COV_UEMP,Portugal,BOTHSEX,60.8
2009,SI_COV_UEMP,Portugal,BOTHSEX,61.9
2010,SI_COV_UEMP,Portugal,BOTHSEX,57.2
2011,SI_COV_UEMP,Portugal,BOTHSEX,41.9
2013,SI_COV_UEMP,Portugal,BOTHSEX,46.4
2013,SI_COV_UEMP,Portugal,FEMALE,44.7
2013,SI_COV_UEMP,Portugal,MALE,48.0
2014,SI_COV_UEMP,Portugal,FEMALE,44.5
2014,SI_COV_UEMP,Portugal,MALE,48.8
2014,SI_COV_UEMP,Portugal,BOTHSEX,46.6
2020,SI_COV_UEMP,Portugal,BOTHSEX,40.2
2001,SI_COV_UEMP,Romania,BOTHSEX,45.2
2005,SI_COV_UEMP,Romania,BOTHSEX,38.0
2007,SI_COV_UEMP,Romania,BOTHSEX,33.2
2009,SI_COV_UEMP,Romania,BOTHSEX,52.3
2010,SI_COV_UEMP,Romania,BOTHSEX,55.4
2011,SI_COV_UEMP,Romania,BOTHSEX,26.8
2013,SI_COV_UEMP,Romania,BOTHSEX,26.3
2013,SI_COV_UEMP,Romania,MALE,19.0
2013,SI_COV_UEMP,Romania,FEMALE,37.8
2014,SI_COV_UEMP,Romania,BOTHSEX,22.7
2014,SI_COV_UEMP,Romania,MALE,16.9
2014,SI_COV_UEMP,Romania,FEMALE,31.7
2020,SI_COV_UEMP,Romania,BOTHSEX,15.8
2020,SI_COV_UEMP,Romania,FEMALE,21.1
2020,SI_COV_UEMP,Romania,MALE,12.8
2000,SI_COV_UEMP,Serbia,BOTHSEX,11.1
2005,SI_COV_UEMP,Serbia,BOTHSEX,10.4
2007,SI_COV_UEMP,Serbia,BOTHSEX,7.7
2009,SI_COV_UEMP,Serbia,BOTHSEX,11.6
2010,SI_COV_UEMP,Serbia,BOTHSEX,10.2
2011,SI_COV_UEMP,Serbia,BOTHSEX,8.5
2012,SI_COV_UEMP,Serbia,BOTHSEX,8.8
2012,SI_COV_UEMP,Serbia,MALE,9.9
2012,SI_COV_UEMP,Serbia,FEMALE,7.8
2020,SI_COV_UEMP,Serbia,MALE,6.5
2020,SI_COV_UEMP,Serbia,BOTHSEX,6.6
2020,SI_COV_UEMP,Serbia,FEMALE,6.6
2021,SI_COV_UEMP,Serbia,MALE,8.9
2021,SI_COV_UEMP,Serbia,BOTHSEX,9.5
2021,SI_COV_UEMP,Serbia,FEMALE,10.2
2000,SI_COV_UEMP,Slovakia,BOTHSEX,23.1
2005,SI_COV_UEMP,Slovakia,BOTHSEX,9.1
2007,SI_COV_UEMP,Slovakia,BOTHSEX,7.6
2009,SI_COV_UEMP,Slovakia,BOTHSEX,15.8
2010,SI_COV_UEMP,Slovakia,BOTHSEX,11.1
2011,SI_COV_UEMP,Slovakia,BOTHSEX,11.5
2013,SI_COV_UEMP,Slovakia,FEMALE,11.4
2013,SI_COV_UEMP,Slovakia,MALE,9.8
2013,SI_COV_UEMP,Slovakia,BOTHSEX,10.5
2014,SI_COV_UEMP,Slovakia,BOTHSEX,9.9
2014,SI_COV_UEMP,Slovakia,FEMALE,10.7
2014,SI_COV_UEMP,Slovakia,MALE,9.2
2020,SI_COV_UEMP,Slovakia,BOTHSEX,13.0
2009,SI_COV_UEMP,Viet Nam,BOTHSEX,0.7
2010,SI_COV_UEMP,Viet Nam,BOTHSEX,10.8
2011,SI_COV_UEMP,Viet Nam,BOTHSEX,9.5
2016,SI_COV_UEMP,Viet Nam,MALE,35.3
2016,SI_COV_UEMP,Viet Nam,FEMALE,56.7
2016,SI_COV_UEMP,Viet Nam,BOTHSEX,45.0
2020,SI_COV_UEMP,Viet Nam,BOTHSEX,66.6
2000,SI_COV_UEMP,Slovenia,BOTHSEX,21.7
2005,SI_COV_UEMP,Slovenia,BOTHSEX,19.2
2007,SI_COV_UEMP,Slovenia,BOTHSEX,20.0
2009,SI_COV_UEMP,Slovenia,BOTHSEX,36.1
2010,SI_COV_UEMP,Slovenia,BOTHSEX,34.4
2011,SI_COV_UEMP,Slovenia,BOTHSEX,32.8
2013,SI_COV_UEMP,Slovenia,BOTHSEX,29.4
2014,SI_COV_UEMP,Slovenia,BOTHSEX,25.9
2016,SI_COV_UEMP,Slovenia,FEMALE,22.2
2016,SI_COV_UEMP,Slovenia,MALE,30.4
2020,SI_COV_UEMP,Slovenia,FEMALE,24.0
2020,SI_COV_UEMP,Slovenia,MALE,35.3
2020,SI_COV_UEMP,Slovenia,BOTHSEX,29.7
2000,SI_COV_UEMP,Spain,BOTHSEX,41.4
2005,SI_COV_UEMP,Spain,BOTHSEX,65.1
2007,SI_COV_UEMP,Spain,BOTHSEX,73.9
