Year,SeriesCode,Country,Policy Domains,Value
2019,SG_CPA_MIGRS,Canada,DOMAIN4,4
2019,SG_CPA_MIGRS,Canada,DOMAIN3,4
2019,SG_CPA_MIGRS,Canada,DOMAIN5,4
2019,SG_CPA_MIGRS,Canada,DOMAIN6,4
2019,SG_CPA_MIGRS,Canada,DOMAIN1,3
2019,SG_CPA_MIGRS,Canada,DOMAIN2,4
2021,SG_CPA_MIGRS,Canada,ALLDOMAINS,3
2021,SG_CPA_MIGRS,Canada,DOMAIN5,4
2021,SG_CPA_MIGRS,Canada,DOMAIN4,4
2021,SG_CPA_MIGRS,Canada,DOMAIN6,4
2021,SG_CPA_MIGRS,Slovakia,DOMAIN5,3
2021,SG_CPA_MIGRS,Slovakia,DOMAIN4,2
2021,SG_CPA_MIGRS,Slovakia,DOMAIN3,3
2021,SG_CPA_MIGRS,Slovakia,DOMAIN6,4
2021,SG_CPA_MIGRS,Slovakia,ALLDOMAINS,2
2021,SG_CPA_MIGRS,Slovakia,DOMAIN2,3
2021,SG_CPA_MIGRS,Slovakia,DOMAIN1,2
2019,SG_CPA_MIGRS,Viet Nam,ALLDOMAINS,2
2019,SG_CPA_MIGRS,Viet Nam,DOMAIN1,2
2019,SG_CPA_MIGRS,Viet Nam,DOMAIN3,4
2019,SG_CPA_MIGRS,Viet Nam,DOMAIN5,2
2019,SG_CPA_MIGRS,Viet Nam,DOMAIN2,2
2021,SG_CPA_MIGRS,Azerbaijan,DOMAIN2,4
2021,SG_CPA_MIGRS,Azerbaijan,DOMAIN1,3
2019,SG_CPA_MIGRS,Australia,DOMAIN2,4
2019,SG_CPA_MIGRS,Australia,DOMAIN1,1
2019,SG_CPA_MIGRS,Australia,DOMAIN5,1
2019,SG_CPA_MIGRS,Australia,ALLDOMAINS,2
2021,SG_CPA_MIGRS,Canada,DOMAIN3,4
2021,SG_CPA_MIGRS,Canada,DOMAIN2,4
2021,SG_CPA_MIGRS,Canada,DOMAIN1,3
2019,SG_CPA_MIGRS,Chile,DOMAIN4,4
2019,SG_CPA_MIGRS,Chile,ALLDOMAINS,3
2019,SG_CPA_MIGRS,Chile,DOMAIN2,4
2019,SG_CPA_MIGRS,Chile,DOMAIN1,3
2019,SG_CPA_MIGRS,Viet Nam,DOMAIN6,3
2019,SG_CPA_MIGRS,Viet Nam,DOMAIN4,4
2019,SG_CPA_MIGRS,Slovenia,DOMAIN1,2
2019,SG_CPA_MIGRS,Slovenia,DOMAIN6,2
2019,SG_CPA_MIGRS,Slovenia,DOMAIN4,3
2019,SG_CPA_MIGRS,Slovenia,DOMAIN5,2
2019,SG_CPA_MIGRS,Australia,DOMAIN4,4
2019,SG_CPA_MIGRS,Australia,DOMAIN6,4
2019,SG_CPA_MIGRS,Australia,DOMAIN3,4
2021,SG_CPA_MIGRS,Australia,DOMAIN6,4
2021,SG_CPA_MIGRS,Australia,DOMAIN5,3
2021,SG_CPA_MIGRS,Australia,DOMAIN4,4
2019,SG_CPA_MIGRS,Slovenia,ALLDOMAINS,2
2019,SG_CPA_MIGRS,Slovenia,DOMAIN3,4
2019,SG_CPA_MIGRS,Slovenia,DOMAIN2,3
2021,SG_CPA_MIGRS,Slovenia,DOMAIN1,4
2021,SG_CPA_MIGRS,Slovenia,DOMAIN3,4
2021,SG_CPA_MIGRS,Slovenia,DOMAIN2,3
2021,SG_CPA_MIGRS,Slovenia,ALLDOMAINS,3
2021,SG_CPA_MIGRS,Slovenia,DOMAIN5,2
2021,SG_CPA_MIGRS,Slovenia,DOMAIN4,2
2021,SG_CPA_MIGRS,Slovenia,DOMAIN6,3
2019,SG_CPA_MIGRS,Spain,DOMAIN3,4
2019,SG_CPA_MIGRS,Spain,DOMAIN2,4
2019,SG_CPA_MIGRS,Spain,DOMAIN1,3
2021,SG_CPA_MIGRS,Australia,ALLDOMAINS,3
2021,SG_CPA_MIGRS,Australia,DOMAIN3,4
2021,SG_CPA_MIGRS,Australia,DOMAIN2,4
2021,SG_CPA_MIGRS,Australia,DOMAIN1,3
2021,SG_CPA_MIGRS,Austria,DOMAIN6,4
2021,SG_CPA_MIGRS,Austria,DOMAIN5,4
2019,SG_CPA_MIGRS,Spain,DOMAIN5,4
2019,SG_CPA_MIGRS,Spain,DOMAIN6,4
2019,SG_CPA_MIGRS,Spain,DOMAIN4,4
2019,SG_CPA_MIGRS,Spain,ALLDOMAINS,3
2021,SG_CPA_MIGRS,Spain,DOMAIN5,3
2021,SG_CPA_MIGRS,Spain,DOMAIN4,4
2021,SG_CPA_MIGRS,Austria,DOMAIN4,4
2021,SG_CPA_MIGRS,Austria,ALLDOMAINS,3
2021,SG_CPA_MIGRS,Austria,DOMAIN3,2
2021,SG_CPA_MIGRS,Austria,DOMAIN2,4
2021,SG_CPA_MIGRS,Austria,DOMAIN1,2
2019,SG_CPA_MIGRS,Armenia,DOMAIN3,4
2019,SG_CPA_MIGRS,Armenia,DOMAIN6,4
2019,SG_CPA_MIGRS,Chile,DOMAIN5,2
2019,SG_CPA_MIGRS,Chile,DOMAIN6,4
2019,SG_CPA_MIGRS,Chile,DOMAIN3,4
2019,SG_CPA_MIGRS,China,DOMAIN1,2
2019,SG_CPA_MIGRS,China,DOMAIN3,3
2019,SG_CPA_MIGRS,China,DOMAIN6,3
2019,SG_CPA_MIGRS,China,DOMAIN4,4
2019,SG_CPA_MIGRS,China,DOMAIN2,2
2019,SG_CPA_MIGRS,China,ALLDOMAINS,2
2019,SG_CPA_MIGRS,China,DOMAIN5,1
2021,SG_CPA_MIGRS,China,DOMAIN4,3
2021,SG_CPA_MIGRS,China,DOMAIN3,3
2021,SG_CPA_MIGRS,China,DOMAIN2,4
2021,SG_CPA_MIGRS,Spain,DOMAIN3,4
2021,SG_CPA_MIGRS,Spain,DOMAIN6,4
2021,SG_CPA_MIGRS,Spain,DOMAIN2,4
2021,SG_CPA_MIGRS,Spain,ALLDOMAINS,3
2021,SG_CPA_MIGRS,Spain,DOMAIN1,3
2019,SG_CPA_MIGRS,Sweden,DOMAIN4,4
2019,SG_CPA_MIGRS,Sweden,DOMAIN6,3
2021,SG_CPA_MIGRS,China,DOMAIN1,1
2021,SG_CPA_MIGRS,China,ALLDOMAINS,2
2021,SG_CPA_MIGRS,China,DOMAIN6,3
2021,SG_CPA_MIGRS,China,DOMAIN5,2
2019,SG_CPA_MIGRS,Colombia,DOMAIN2,3
2019,SG_CPA_MIGRS,Colombia,ALLDOMAINS,3
2019,SG_CPA_MIGRS,Armenia,DOMAIN1,3
2019,SG_CPA_MIGRS,Armenia,DOMAIN4,2
2019,SG_CPA_MIGRS,Armenia,ALLDOMAINS,3
2019,SG_CPA_MIGRS,Armenia,DOMAIN5,4
2019,SG_CPA_MIGRS,Armenia,DOMAIN2,3
2019,SG_CPA_MIGRS,Belgium,DOMAIN3,4
2019,SG_CPA_MIGRS,Belgium,DOMAIN5,4
2019,SG_CPA_MIGRS,Sweden,DOMAIN1,3
2019,SG_CPA_MIGRS,Sweden,DOMAIN5,4
2019,SG_CPA_MIGRS,Sweden,DOMAIN2,4
2019,SG_CPA_MIGRS,Sweden,DOMAIN3,4
2019,SG_CPA_MIGRS,Sweden,ALLDOMAINS,3
2021,SG_CPA_MIGRS,Sweden,DOMAIN2,4
2021,SG_CPA_MIGRS,Sweden,DOMAIN4,3
2019,SG_CPA_MIGRS,Colombia,DOMAIN6,4
2019,SG_CPA_MIGRS,Colombia,DOMAIN1,4
2019,SG_CPA_MIGRS,Colombia,DOMAIN5,3
2019,SG_CPA_MIGRS,Colombia,DOMAIN3,3
2019,SG_CPA_MIGRS,Colombia,DOMAIN4,4
2021,SG_CPA_MIGRS,Colombia,DOMAIN3,3
2019,SG_CPA_MIGRS,Belgium,DOMAIN4,2
2019,SG_CPA_MIGRS,Belgium,DOMAIN6,3
2019,SG_CPA_MIGRS,Belgium,DOMAIN2,3
2019,SG_CPA_MIGRS,Belgium,ALLDOMAINS,3
2019,SG_CPA_MIGRS,Belgium,DOMAIN1,3
2021,SG_CPA_MIGRS,Belgium,ALLDOMAINS,3
2021,SG_CPA_MIGRS,Sweden,DOMAIN6,3
2021,SG_CPA_MIGRS,Sweden,DOMAIN3,4
2021,SG_CPA_MIGRS,Sweden,DOMAIN5,4
2021,SG_CPA_MIGRS,Sweden,DOMAIN1,3
2021,SG_CPA_MIGRS,Sweden,ALLDOMAINS,3
2019,SG_CPA_MIGRS,Switzerland,ALLDOMAINS,3
2019,SG_CPA_MIGRS,Switzerland,DOMAIN3,3
2021,SG_CPA_MIGRS,Belgium,DOMAIN2,3
2021,SG_CPA_MIGRS,Belgium,DOMAIN3,2
2021,SG_CPA_MIGRS,Belgium,DOMAIN1,4
2021,SG_CPA_MIGRS,Belgium,DOMAIN6,3
2021,SG_CPA_MIGRS,Belgium,DOMAIN5,4
2021,SG_CPA_MIGRS,Belgium,DOMAIN4,3
2021,SG_CPA_MIGRS,Bosnia and Herzegovina,DOMAIN2,2
2021,SG_CPA_MIGRS,Colombia,DOMAIN2,4
2021,SG_CPA_MIGRS,Colombia,DOMAIN1,3
2021,SG_CPA_MIGRS,Colombia,DOMAIN6,4
2021,SG_CPA_MIGRS,Colombia,ALLDOMAINS,3
2021,SG_CPA_MIGRS,Colombia,DOMAIN5,4
2021,SG_CPA_MIGRS,Colombia,DOMAIN4,4
2019,SG_CPA_MIGRS,Switzerland,DOMAIN2,3
2019,SG_CPA_MIGRS,Switzerland,DOMAIN5,3
2019,SG_CPA_MIGRS,Switzerland,DOMAIN1,4
2019,SG_CPA_MIGRS,Switzerland,DOMAIN6,4
2019,SG_CPA_MIGRS,Switzerland,DOMAIN4,4
2021,SG_CPA_MIGRS,Switzerland,DOMAIN5,3
2021,SG_CPA_MIGRS,Bosnia and Herzegovina,DOMAIN1,3
2021,SG_CPA_MIGRS,Bosnia and Herzegovina,ALLDOMAINS,2
2021,SG_CPA_MIGRS,Bosnia and Herzegovina,DOMAIN4,2
2021,SG_CPA_MIGRS,Bosnia and Herzegovina,DOMAIN6,4
2021,SG_CPA_MIGRS,Bosnia and Herzegovina,DOMAIN5,2
2021,SG_CPA_MIGRS,Bosnia and Herzegovina,DOMAIN3,2
2021,SG_CPA_MIGRS,Switzerland,DOMAIN4,4
2021,SG_CPA_MIGRS,Switzerland,DOMAIN3,4
2021,SG_CPA_MIGRS,Switzerland,DOMAIN6,4
2021,SG_CPA_MIGRS,Switzerland,DOMAIN1,4
2021,SG_CPA_MIGRS,Switzerland,ALLDOMAINS,3
2021,SG_CPA_MIGRS,Switzerland,DOMAIN2,4
2019,SG_CPA_MIGRS,Tajikistan,ALLDOMAINS,3
2019,SG_CPA_MIGRS,Tajikistan,DOMAIN3,4
2019,SG_CPA_MIGRS,Tajikistan,DOMAIN5,2
2019,SG_CPA_MIGRS,Tajikistan,DOMAIN2,4
2019,SG_CPA_MIGRS,Tajikistan,DOMAIN1,3
2019,SG_CPA_MIGRS,Tajikistan,DOMAIN6,4
2021,SG_CPA_MIGRS,Croatia,DOMAIN3,3
2021,SG_CPA_MIGRS,Croatia,DOMAIN6,4
2021,SG_CPA_MIGRS,Croatia,DOMAIN5,3
2021,SG_CPA_MIGRS,Croatia,DOMAIN2,2
2021,SG_CPA_MIGRS,Croatia,DOMAIN4,3
2021,SG_CPA_MIGRS,Croatia,DOMAIN1,3
2019,SG_CPA_MIGRS,Tajikistan,DOMAIN4,3
2019,SG_CPA_MIGRS,Türkiye,DOMAIN5,2
2019,SG_CPA_MIGRS,Türkiye,ALLDOMAINS,2
2019,SG_CPA_MIGRS,Türkiye,DOMAIN1,2
2019,SG_CPA_MIGRS,Türkiye,DOMAIN2,3
2019,SG_CPA_MIGRS,Türkiye,DOMAIN6,4
2019,SG_CPA_MIGRS,Türkiye,DOMAIN4,1
2019,SG_CPA_MIGRS,Türkiye,DOMAIN3,2
2021,SG_CPA_MIGRS,Türkiye,DOMAIN4,3
2021,SG_CPA_MIGRS,Türkiye,DOMAIN6,4
2021,SG_CPA_MIGRS,Türkiye,DOMAIN3,3
2021,SG_CPA_MIGRS,Türkiye,DOMAIN5,4
2021,SG_CPA_MIGRS,Türkiye,DOMAIN2,4
2021,SG_CPA_MIGRS,Türkiye,ALLDOMAINS,3
2021,SG_CPA_MIGRS,Türkiye,DOMAIN1,3
2021,SG_CPA_MIGRS,Turkmenistan,DOMAIN5,4
2021,SG_CPA_MIGRS,Turkmenistan,DOMAIN4,4
2021,SG_CPA_MIGRS,Turkmenistan,DOMAIN2,4
2021,SG_CPA_MIGRS,Turkmenistan,DOMAIN6,4
2021,SG_CPA_MIGRS,Turkmenistan,DOMAIN1,4
2021,SG_CPA_MIGRS,Turkmenistan,ALLDOMAINS,4
2021,SG_CPA_MIGRS,Turkmenistan,DOMAIN3,4
2019,SG_CPA_MIGRS,Ukraine,DOMAIN1,2
2019,SG_CPA_MIGRS,Ukraine,ALLDOMAINS,2
2021,SG_CPA_MIGRS,Croatia,ALLDOMAINS,3
2019,SG_CPA_MIGRS,Czechia,DOMAIN4,3
2019,SG_CPA_MIGRS,Czechia,DOMAIN5,4
2019,SG_CPA_MIGRS,Czechia,DOMAIN3,4
2019,SG_CPA_MIGRS,Czechia,ALLDOMAINS,3
2019,SG_CPA_MIGRS,Czechia,DOMAIN2,4
2019,SG_CPA_MIGRS,Czechia,DOMAIN6,3
2019,SG_CPA_MIGRS,Ukraine,DOMAIN6,4
2019,SG_CPA_MIGRS,Ukraine,DOMAIN3,3
2019,SG_CPA_MIGRS,Ukraine,DOMAIN4,2
2019,SG_CPA_MIGRS,Ukraine,DOMAIN2,3
2019,SG_CPA_MIGRS,Ukraine,DOMAIN5,2
2021,SG_CPA_MIGRS,Ukraine,DOMAIN1,2
2021,SG_CPA_MIGRS,Ukraine,DOMAIN6,4
2019,SG_CPA_MIGRS,Czechia,DOMAIN1,3
2021,SG_CPA_MIGRS,Czechia,DOMAIN5,4
2021,SG_CPA_MIGRS,Czechia,DOMAIN4,3
2021,SG_CPA_MIGRS,Czechia,DOMAIN3,4
2021,SG_CPA_MIGRS,Czechia,DOMAIN6,3
2021,SG_CPA_MIGRS,Czechia,DOMAIN2,4
2021,SG_CPA_MIGRS,Czechia,DOMAIN1,3
2021,SG_CPA_MIGRS,Ukraine,DOMAIN5,2
2021,SG_CPA_MIGRS,Ukraine,DOMAIN2,4
2021,SG_CPA_MIGRS,Ukraine,DOMAIN4,2
2021,SG_CPA_MIGRS,Ukraine,DOMAIN3,2
2021,SG_CPA_MIGRS,Ukraine,ALLDOMAINS,2
2019,SG_CPA_MIGRS,North Macedonia,DOMAIN6,4
2021,SG_CPA_MIGRS,Czechia,ALLDOMAINS,3
2019,SG_CPA_MIGRS,Denmark,DOMAIN2,3
2019,SG_CPA_MIGRS,Denmark,DOMAIN1,2
2019,SG_CPA_MIGRS,Denmark,DOMAIN6,4
2019,SG_CPA_MIGRS,Denmark,ALLDOMAINS,2
2019,SG_CPA_MIGRS,Denmark,DOMAIN5,2
2019,SG_CPA_MIGRS,Denmark,DOMAIN4,2
2019,SG_CPA_MIGRS,North Macedonia,DOMAIN4,4
2019,SG_CPA_MIGRS,North Macedonia,ALLDOMAINS,3
2019,SG_CPA_MIGRS,North Macedonia,DOMAIN5,4
2019,SG_CPA_MIGRS,North Macedonia,DOMAIN1,3
2019,SG_CPA_MIGRS,North Macedonia,DOMAIN3,3
2019,SG_CPA_MIGRS,North Macedonia,DOMAIN2,3
2021,SG_CPA_MIGRS,North Macedonia,DOMAIN5,3
2021,SG_CPA_MIGRS,North Macedonia,DOMAIN4,3
2021,SG_CPA_MIGRS,North Macedonia,DOMAIN3,4
2021,SG_CPA_MIGRS,North Macedonia,DOMAIN6,4
2021,SG_CPA_MIGRS,North Macedonia,DOMAIN2,3
2021,SG_CPA_MIGRS,North Macedonia,DOMAIN1,2
2021,SG_CPA_MIGRS,North Macedonia,ALLDOMAINS,3
2019,SG_CPA_MIGRS,United Kingdom of Great Britain and Northern Ireland,DOMAIN2,4
2019,SG_CPA_MIGRS,United Kingdom of Great Britain and Northern Ireland,DOMAIN5,3
2019,SG_CPA_MIGRS,United Kingdom of Great Britain and Northern Ireland,ALLDOMAINS,3
2019,SG_CPA_MIGRS,United Kingdom of Great Britain and Northern Ireland,DOMAIN4,3
2019,SG_CPA_MIGRS,United Kingdom of Great Britain and Northern Ireland,DOMAIN1,3
2019,SG_CPA_MIGRS,Denmark,DOMAIN3,4
2021,SG_CPA_MIGRS,Denmark,DOMAIN6,2
2021,SG_CPA_MIGRS,Denmark,DOMAIN5,2
2021,SG_CPA_MIGRS,Denmark,DOMAIN2,3
2021,SG_CPA_MIGRS,Denmark,DOMAIN1,3
2021,SG_CPA_MIGRS,Denmark,ALLDOMAINS,2
2021,SG_CPA_MIGRS,Denmark,DOMAIN3,4
2021,SG_CPA_MIGRS,Denmark,DOMAIN4,2
2019,SG_CPA_MIGRS,Estonia,DOMAIN3,3
2019,SG_CPA_MIGRS,Estonia,DOMAIN4,3
2019,SG_CPA_MIGRS,Estonia,DOMAIN2,3
2019,SG_CPA_MIGRS,Estonia,ALLDOMAINS,3
2019,SG_CPA_MIGRS,Estonia,DOMAIN6,4
2019,SG_CPA_MIGRS,Estonia,DOMAIN5,4
2019,SG_CPA_MIGRS,Estonia,DOMAIN1,3
2021,SG_CPA_MIGRS,Estonia,DOMAIN3,3
2021,SG_CPA_MIGRS,Estonia,DOMAIN2,4
2021,SG_CPA_MIGRS,Estonia,DOMAIN1,3
2021,SG_CPA_MIGRS,Estonia,DOMAIN4,3
2021,SG_CPA_MIGRS,Estonia,ALLDOMAINS,3
2021,SG_CPA_MIGRS,Estonia,DOMAIN6,4
2021,SG_CPA_MIGRS,Estonia,DOMAIN5,4
2019,SG_CPA_MIGRS,Finland,DOMAIN4,3
2019,SG_CPA_MIGRS,Finland,DOMAIN3,4
2019,SG_CPA_MIGRS,Finland,DOMAIN2,4
2019,SG_CPA_MIGRS,Finland,DOMAIN6,4
2019,SG_CPA_MIGRS,Finland,DOMAIN1,2
2019,SG_CPA_MIGRS,Finland,DOMAIN5,3
2019,SG_CPA_MIGRS,Finland,ALLDOMAINS,3
2021,SG_CPA_MIGRS,Finland,ALLDOMAINS,3
2021,SG_CPA_MIGRS,Finland,DOMAIN3,4
2021,SG_CPA_MIGRS,Finland,DOMAIN2,4
2021,SG_CPA_MIGRS,Finland,DOMAIN1,3
2021,SG_CPA_MIGRS,Finland,DOMAIN5,4
2021,SG_CPA_MIGRS,Finland,DOMAIN4,3
2021,SG_CPA_MIGRS,Finland,DOMAIN6,4
2019,SG_CPA_MIGRS,France,DOMAIN4,4
2019,SG_CPA_MIGRS,France,DOMAIN3,2
2019,SG_CPA_MIGRS,France,ALLDOMAINS,3
2019,SG_CPA_MIGRS,France,DOMAIN6,3
2019,SG_CPA_MIGRS,France,DOMAIN2,4
2019,SG_CPA_MIGRS,France,DOMAIN1,3
2019,SG_CPA_MIGRS,France,DOMAIN5,2
2019,SG_CPA_MIGRS,Georgia,DOMAIN4,2
2019,SG_CPA_MIGRS,Georgia,DOMAIN2,4
2019,SG_CPA_MIGRS,Georgia,DOMAIN5,4
2019,SG_CPA_MIGRS,Georgia,DOMAIN1,2
2019,SG_CPA_MIGRS,Georgia,DOMAIN3,4
2019,SG_CPA_MIGRS,Georgia,DOMAIN6,3
2019,SG_CPA_MIGRS,Georgia,ALLDOMAINS,3
2021,SG_CPA_MIGRS,Georgia,DOMAIN3,4
2021,SG_CPA_MIGRS,Georgia,DOMAIN2,4
2021,SG_CPA_MIGRS,Georgia,DOMAIN1,3
2021,SG_CPA_MIGRS,Georgia,DOMAIN4,2
2021,SG_CPA_MIGRS,Georgia,ALLDOMAINS,3
2021,SG_CPA_MIGRS,Georgia,DOMAIN5,4
2021,SG_CPA_MIGRS,Georgia,DOMAIN6,4
2019,SG_CPA_MIGRS,Germany,DOMAIN5,1
2019,SG_CPA_MIGRS,Germany,DOMAIN1,3
2019,SG_CPA_MIGRS,Germany,ALLDOMAINS,2
2019,SG_CPA_MIGRS,Germany,DOMAIN6,4
2019,SG_CPA_MIGRS,Germany,DOMAIN2,3
2019,SG_CPA_MIGRS,Germany,DOMAIN3,4
2019,SG_CPA_MIGRS,Germany,DOMAIN4,3
2021,SG_CPA_MIGRS,Germany,ALLDOMAINS,3
2021,SG_CPA_MIGRS,Germany,DOMAIN3,4
2021,SG_CPA_MIGRS,Germany,DOMAIN2,3
2021,SG_CPA_MIGRS,Germany,DOMAIN1,3
2021,SG_CPA_MIGRS,Germany,DOMAIN5,3
2021,SG_CPA_MIGRS,Germany,DOMAIN4,4
2021,SG_CPA_MIGRS,Germany,DOMAIN6,4
2019,SG_CPA_MIGRS,Greece,DOMAIN3,3
2019,SG_CPA_MIGRS,Greece,DOMAIN5,3
2019,SG_CPA_MIGRS,Greece,DOMAIN1,3
2019,SG_CPA_MIGRS,Greece,DOMAIN2,4
2019,SG_CPA_MIGRS,Greece,DOMAIN6,3
2019,SG_CPA_MIGRS,Greece,ALLDOMAINS,3
2019,SG_CPA_MIGRS,Greece,DOMAIN4,3
2021,SG_CPA_MIGRS,Greece,DOMAIN1,3
2021,SG_CPA_MIGRS,Greece,DOMAIN3,3
2021,SG_CPA_MIGRS,Greece,DOMAIN2,4
2021,SG_CPA_MIGRS,Greece,ALLDOMAINS,3
2021,SG_CPA_MIGRS,Greece,DOMAIN5,3
2021,SG_CPA_MIGRS,Greece,DOMAIN4,3
2021,SG_CPA_MIGRS,Greece,DOMAIN6,3
2021,SG_CPA_MIGRS,Hungary,DOMAIN1,2
2021,SG_CPA_MIGRS,Hungary,DOMAIN6,4
2021,SG_CPA_MIGRS,Hungary,DOMAIN5,3
2021,SG_CPA_MIGRS,Hungary,ALLDOMAINS,3
2021,SG_CPA_MIGRS,Hungary,DOMAIN4,3
2021,SG_CPA_MIGRS,Hungary,DOMAIN3,2
2021,SG_CPA_MIGRS,Hungary,DOMAIN2,4
2021,SG_CPA_MIGRS,Iceland,DOMAIN5,3
2021,SG_CPA_MIGRS,Iceland,DOMAIN4,3
2021,SG_CPA_MIGRS,Iceland,DOMAIN3,4
2021,SG_CPA_MIGRS,Iceland,DOMAIN6,3
2021,SG_CPA_MIGRS,Iceland,DOMAIN2,4
2021,SG_CPA_MIGRS,Iceland,DOMAIN1,3
2021,SG_CPA_MIGRS,Iceland,ALLDOMAINS,3
2021,SG_CPA_MIGRS,India,DOMAIN3,4
2021,SG_CPA_MIGRS,India,DOMAIN6,1
2021,SG_CPA_MIGRS,India,DOMAIN5,1
2021,SG_CPA_MIGRS,India,DOMAIN1,1
2021,SG_CPA_MIGRS,India,ALLDOMAINS,2
2021,SG_CPA_MIGRS,India,DOMAIN4,3
2021,SG_CPA_MIGRS,India,DOMAIN2,4
2019,SG_CPA_MIGRS,Ireland,DOMAIN2,2
2019,SG_CPA_MIGRS,Ireland,DOMAIN3,4
2019,SG_CPA_MIGRS,Ireland,ALLDOMAINS,2
2019,SG_CPA_MIGRS,Ireland,DOMAIN1,3
2019,SG_CPA_MIGRS,Ireland,DOMAIN4,2
2019,SG_CPA_MIGRS,Ireland,DOMAIN5,3
2019,SG_CPA_MIGRS,Ireland,DOMAIN6,3
2021,SG_CPA_MIGRS,Israel,ALLDOMAINS,3
2021,SG_CPA_MIGRS,Israel,DOMAIN4,4
2021,SG_CPA_MIGRS,Israel,DOMAIN2,4
2021,SG_CPA_MIGRS,Israel,DOMAIN1,4
2021,SG_CPA_MIGRS,Israel,DOMAIN3,2
2021,SG_CPA_MIGRS,Israel,DOMAIN5,1
2021,SG_CPA_MIGRS,Israel,DOMAIN6,4
2019,SG_CPA_MIGRS,Italy,DOMAIN5,1
2019,SG_CPA_MIGRS,Italy,DOMAIN1,2
2019,SG_CPA_MIGRS,Italy,DOMAIN2,2
